公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-10-10 03:52:08,ImageNet作者苏昊被曝任教复旦,ImageNet联合作者苏昊拟任教复旦，专注具身智能与3D视觉研究,苏昊，ImageNet的缔造者之一，现为加州大学圣地亚哥分校副教授，专注计算机视觉、3D视觉及具身智能领域。其主导开发了ShapeNet、PointNet、PartNet、SAPIEN和ManiSkill等关键项目，推动3D视觉和机器人仿真研究发展。苏昊创办了具身智能公司Hillbot，担任CTO。近期传闻其将赴复旦任教，进一步推动中国具身智能领域发展。,Embodied AI,Other,"苏昊, 李飞飞, 沈向洋, 李未, 谢赛宁, 弋力, 卢策吾, 王鹤, 严梦媛, 莫凯淳, 祁芮中台",https://mp.weixin.qq.com/s/CMyHRNYnwnmtAeq21Nm1iw
量子位,2025-10-10 03:52:08,Figure三代机器人发布：洗衣洗碗家务全包！网友：非人形没有出路了,Figure发布第三代家用具身机器人Figure 03，集成Helix AI系统实现自主家务操作,Figure公司发布了第三代家用人形机器人Figure 03，专为家庭场景设计，搭载全新Helix AI系统，实现从视觉感知到动作控制的自主决策。机器人在洗衣、洗碗、收纳等家务任务中表现出高灵活性和精细触觉感知。硬件方面，Figure 03采用升级视觉系统、嵌入式掌心相机和自主研发的高耐用触觉传感器，支持无线充电和大规模制造，提升了安全性和用户体验。,Embodied AI,Other,Brett Adcock,https://mp.weixin.qq.com/s/_XPlsGBDMSGHKEDr09-_ng
老刘说NLP,2025-10-10 03:47:31,深度聚焦技术落地知识图谱+RAG+文档解析等—老刘说NLP技术社区持续纳新,老刘说NLP技术社区：知识图谱、RAG与文档解析的技术落地与持续发展,老刘说NLP技术社区自2022年成立，聚焦大模型、RAG、文档智能和知识图谱四大技术方向，开展每日早报、专题分享、线上交流及开源项目解读。社区通过27个技术专题和11个专题课堂细分知识点，举办40余次线上技术分享，推动技术落地与深度交流。社区采用会员制，欢迎对相关领域感兴趣的技术人员加入，共同推动技术发展与应用。,LLM,Other,,https://mp.weixin.qq.com/s/MtXr0wZeggNoP6lT-QC2ug
老刘说NLP,2025-10-10 03:47:31,基于文档布局Graph的多模态文档RAG及Query分词打标量化的LAD-RAG思路,基于文档布局图谱的多模态文档RAG与词汇多样性感知召回策略研究,本文介绍了两种针对文档理解和检索增强生成（RAG）的优化思路。首先，提出了LAD-RAG框架，通过构建文档布局图谱，结合符号索引与神经索引，实现跨页结构依赖的多模态文档问答。其次，介绍了基于词汇多样性和不确定性量化的召回与解码策略DRAG，提升检索相关性和生成质量。两者均采用LLM辅助推理，针对结构化查询和多样性加权召回提供创新方法。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/57etYQNCsYzqfvDwCVxf5g
机器之心,2025-10-10 03:44:28,管你模型多大，250份有毒文档统统放倒，Anthropic：LLM比想象中脆弱,大型语言模型数据投毒攻击研究：250份恶意文档即可植入后门,Anthropic联合英国人工智能安全研究所和艾伦·图灵研究所的最新研究表明，仅需约250份恶意文档即可在参数规模从6亿到130亿的大型语言模型中成功植入后门，且所需投毒样本数与模型规模及训练数据量无关。研究聚焦于一种简单的拒绝服务型后门攻击，触发后模型生成无意义文本，揭示了大模型对数据投毒攻击的脆弱性，提示需加强对该类攻击的理解与防御。,LLM,Other,,https://mp.weixin.qq.com/s/7xL8_McRWGnzjSy5cbx5TA
机器之心,2025-10-10 03:44:28,刚刚，Figure 03人形机器人登场，能感知一枚回形针重量,Figure 03人形机器人：具备高灵敏触觉与自主操作能力的家庭服务机器人,Figure 03是由Figure公司推出的第三代人形机器人，专为家庭和规模化量产设计。其配备了全新传感器套件和手部系统，支持视觉-语言-动作的人工智能Helix，实现自主完成家务、酒店前台及快递投递等任务。机器人手部触觉灵敏，能感知3克压力，具备高精度抓握能力。设计注重安全性和易用性，支持无线充电和免工具维护，具备大规模数据传输能力以支持持续学习。,Embodied AI,Other,,https://mp.weixin.qq.com/s/rk37_AGbcy0XHeai0zjW5w
机器之心,2025-10-10 03:44:28,协同加速，多机器人协作不再「慢半拍」！软硬一体化框架ReCA破解具身智能落地效率瓶颈,ReCA：面向多机器人协作的软硬件一体化加速框架,本文介绍了由佐治亚理工学院、明尼苏达大学和哈佛大学联合研发的ReCA框架，通过算法、系统和硬件的跨层协同优化，显著提升多机器人协作具身智能系统的实时性能和效率。ReCA采用本地化微调LLM、分层协作规划及专用硬件加速单元，实现了5-10倍的任务加速和成功率提升，解决了当前具身智能系统中的规划延迟、可扩展性和执行效率瓶颈。,Embodied AI,Other,,https://mp.weixin.qq.com/s/bnFKClWl0NyB0hIclxmwvQ
具身智能之心,2025-10-10 03:13:53,Figure AI正式发布新款人形机器人，都带来了哪些令人眼前一亮的设计？,Figure AI发布第三代人形机器人Figure 03及其设计与性能升级,2025年10月，Figure AI发布第三代人形机器人Figure 03，具备1.68米身高、5小时续航及20kg负载能力。新机型采用多密度泡棉与柔性织物外壳，减轻重量并支持个性化定制。功能方面，提升了视觉系统帧率和视场角，内置触觉传感器和无线充电脚掌，强化音频系统及数据传输能力，执行器性能和电池安全性均有显著提升。该公司于2025年完成超10亿美元C轮融资，估值达390亿美元，致力于推动人形机器人大规模应用。,Embodied AI,Other,Brett Adcock,https://mp.weixin.qq.com/s/Lex-xnRKr9kua981HSTB7Q
具身智能之心,2025-10-10 03:13:53,具身智能之心1v1论文辅导来啦～,具身智能领域论文辅导服务介绍,本文介绍了“具身智能之心”推出的1对1论文辅导服务，涵盖多模态大模型、视觉语言动作、视觉语言导航、机器人抓取与导航、具身智能体泛化等前沿研究方向。辅导团队由来自CMU、Stanford、MIT等名校及大厂的资深导师组成，提供从选题到投稿的全流程支持，兼顾学术与工业应用，助力研究者突破瓶颈，提升论文质量。,Embodied AI,Other,,https://mp.weixin.qq.com/s/rsqb3EN_PYuevemUrBFBeA
DASOU,2025-10-10 03:04:48,大模型岗，年薪208w是一种什么体验,大模型岗位薪资现状及相关学术资源与辅导服务介绍,文章介绍了字节跳动大模型研究员岗位高达208万元年薪的现象，反映出大模型领域人才的稀缺与高竞争力。文中还分享了丰富的大模型学习资源和顶会论文辅导服务，涵盖从理论到应用的完整知识体系，旨在帮助科研人员提升论文创新能力和发表效率。此外，文章介绍了沃恩智慧学术辅导品牌，提供一站式科研支持，助力学员突破科研瓶颈，实现论文发表目标。,LLM,ByteDance,,https://mp.weixin.qq.com/s/KTCo58ZpHMIJO67G4TlXPw
