标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"We-Math 2.0: A Versatile MathBook System for Incentivizing Visual
  Mathematical Reasoning",We-Math 2.0：一个多功能数学书系统以激励视觉数学推理,Multimodal LLM,"Tencent, THU",https://arxiv.org/pdf/2508.10433,https://huggingface.co/papers/2508.10433,本文提出了We-Math 2.0，一个集成结构化数学知识体系、模型驱动的数据空间设计及强化学习训练策略的统一系统，旨在提升多模态大语言模型的数学推理能力。该系统构建了包含491个知识点的五级知识框架，设计了覆盖广泛且难度分层的训练数据集，并采用两阶段强化学习方法优化模型推理过程。实验结果表明，We-Math 2.0在多个标准测试集上表现优异，显示出良好的数学推理泛化能力，推动了视觉与数学推理的有效结合。,114
"NextStep-1: Toward Autoregressive Image Generation with Continuous
  Tokens at Scale",NextStep-1：迈向大规模连续令牌的自回归图像生成,Other,Other,https://arxiv.org/pdf/2508.10711,https://huggingface.co/papers/2508.10711,本文提出了NextStep-1，一种结合离散文本和连续图像令牌的14亿参数自回归模型，通过下一令牌预测实现高质量文本到图像生成。相比传统依赖扩散模型或向量量化的方法，NextStep-1在图像生成和编辑任务中表现出更优的图像细节和一致性，达到了自回归模型的最新水平。该方法展示了统一处理多模态信息的潜力，并将相关代码和模型开源，推动图像生成领域的研究进展。,94
"ToonComposer: Streamlining Cartoon Production with Generative
  Post-Keyframing",ToonComposer：利用生成式后关键帧技术简化卡通制作流程,Other,"Tencent, PKU",https://arxiv.org/pdf/2508.10881,https://huggingface.co/papers/2508.10881,本文提出了ToonComposer，一种将卡通动画中关键帧补间和上色两大环节融合于后期处理的生成模型。该方法通过稀疏草图输入实现精确控制，并采用适配技术将视频模型调整至卡通领域，保持时间连续性。ToonComposer在仅需少量草图和参考色帧的情况下，显著提升了动画制作的视觉质量和效率，减少了手工工作量。实验基准PKBench验证了其在画面质量、动作连贯性及生产效率上的优越表现，为AI辅助卡通制作提供了更灵活高效的解决方案。,30
"PRELUDE: A Benchmark Designed to Require Global Comprehension and
  Reasoning over Long Contexts",PRELUDE：一个旨在考察长上下文全局理解与推理的基准测试,LLM,Tencent,https://arxiv.org/pdf/2508.09848,https://huggingface.co/papers/2508.09848,本文提出了PRELUDE，一个用于评估模型在长篇文本中进行全局理解和推理能力的新基准。该任务通过判断角色的前传故事是否与原著情节一致，要求模型整合文本中多个间接相关的信息，体现了较以往任务更高的理解深度。实验结果显示，当前先进的大型语言模型和检索增强方法在准确率和推理质量上均显著落后于人类，揭示了长文本理解与推理领域仍有较大提升空间。该基准为推动模型在复杂长文语境下的智能表现提供了重要测试平台。,28
UI-Venus Technical Report: Building High-performance UI Agents with RFT,UI-Venus技术报告：基于RFT构建高性能UI智能体,Multimodal LLM,Other,https://arxiv.org/pdf/2508.10833,https://huggingface.co/papers/2508.10833,本文提出了UI-Venus，一种基于多模态大语言模型的用户界面（UI）智能代理，仅通过截图输入即可高效完成界面定位和导航任务。通过强化微调和创新的自我进化框架，UI-Venus在多个标准测试中显著超越现有最佳模型，表现出优异的准确率和导航成功率。论文还设计了针对任务的奖励函数和数据清洗策略，并提出了改进历史推理与关键动作分布的方法，提升了复杂UI任务中的规划连贯性和泛化能力。该工作发布了开源高性能UI代理，推动了UI智能代理领域的研究与应用。,18
Puppeteer: Rig and Animate Your 3D Models,Puppeteer：为您的3D模型自动绑定骨骼与动画制作,Other,ByteDance,https://arxiv.org/pdf/2508.10898,https://huggingface.co/papers/2508.10898,本文提出了Puppeteer，一种自动化的3D模型绑定和动画生成框架。该系统通过创新的骨骼结构预测和权重推断方法，实现了对多样化3D物体的高效且精准的自动绑定。同时，结合可微分优化技术，生成稳定且高质量的动画效果。实验结果显示，Puppeteer在骨骼预测准确度和蒙皮质量上显著优于现有方法，能够处理从专业游戏资产到AI生成模型的多种3D内容，显著降低了动画制作的专业门槛和时间成本。,11
STream3R: Scalable Sequential 3D Reconstruction with Causal Transformer,STream3R：基于因果Transformer的可扩展序列3D重建,Other,"Shanghai AI Lab, PKU",https://arxiv.org/pdf/2508.10893,https://huggingface.co/papers/2508.10893,本文提出了STREAM 3R，一种基于因果Transformer的流式3D重建方法。该方法将3D点云预测问题转化为仅用解码器的Transformer模型，通过因果注意力机制高效处理连续输入的图像序列。相比传统依赖复杂全局优化或简单记忆机制的技术，STREAM 3R在处理长序列时更具扩展性，并能有效应对动态场景。大量实验验证了其在静态和动态环境中的优越性能。此外，该方法兼容大规模预训练框架，具备良好的泛化能力和实时在线3D感知潜力，推动了流式环境下的实时三维理解发展。,10
"Pass@k Training for Adaptively Balancing Exploration and Exploitation of
  Large Reasoning Models",Pass@k训练：用于大规模推理模型中探索与利用的自适应平衡,Agent,ByteDance,https://arxiv.org/pdf/2508.10751,https://huggingface.co/papers/2508.10751,本论文提出了一种基于Pass@k指标的训练方法，用于改善大型推理模型在强化学习中的探索与利用平衡。通过将Pass@k作为奖励信号，作者显著提升了模型的探索能力，避免了传统Pass@1训练中策略过于保守、易陷入局部最优的问题。论文还推导出Pass@k训练的优势函数解析解，揭示探索与利用并非矛盾，而是可以相互促进。基于此，作者初步探索了优势函数的设计方案，展示了该方法在提升模型性能上的潜力，为强化学习训练策略提供了新的思路。,7
"HumanSense: From Multimodal Perception to Empathetic Context-Aware
  Responses through Reasoning MLLMs",HumanSense：通过推理多模态大语言模型实现从多模态感知到具同理心的上下文感知响应,Multimodal LLM,Other,https://arxiv.org/pdf/2508.10576,https://huggingface.co/papers/2508.10576,本文提出了HumanSense，一个用于评估多模态大型语言模型在人本感知与交互能力的综合基准，重点考察模型对复杂多模态情境的理解及其生成同理心和语境感知反馈的能力。研究发现，当前主流模型在高级交互任务中仍有较大提升空间，融合视觉、音频和文本信息的全模态模型表现更优。通过多阶段逐步强化学习提升模型推理能力，显著改善了反馈质量。同时，设计特定提示也能在无训练情况下增强非推理模型的表现。该工作为推动具备深度理解和情感共鸣的智能交互系统提供了重要工具和方法。,6
A Survey on Diffusion Language Models,扩散语言模型综述,Diffusion Model,Other,https://arxiv.org/pdf/2508.10875,https://huggingface.co/papers/2508.10875,本文系统综述了扩散语言模型（DLMs），这一新兴的自然语言处理技术。DLMs通过并行生成文本，显著降低推理延迟并捕捉双向上下文，性能已接近传统的自回归模型。论文回顾了DLM的发展历程、核心原理及最新技术，详细分析了训练方法、推理优化和多模态扩展，展示其在多种应用中的潜力。同时，讨论了当前面临的效率、长序列处理和基础设施挑战，并提出未来研究方向，为推动该领域的发展提供了全面指导。,6
