标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Hala Technical Report: Building Arabic-Centric Instruction & Translation
  Models at Scale",Hala技术报告：大规模构建以阿拉伯语为中心的指令与翻译模型,LLM,Other,https://arxiv.org/pdf/2509.14008,https://huggingface.co/papers/2509.14008,本文介绍了Hala，一系列专注于阿拉伯语的指令理解与翻译模型。通过将高性能的阿拉伯语-英语翻译教师模型压缩以提升效率，生成高质量双语训练数据，并利用轻量级语言模型进行大规模阿拉伯语指令数据的自动翻译和微调，Hala模型在多个规模下实现了阿拉伯语任务的领先表现。该工作不仅提升了阿拉伯语自然语言处理的能力，也公开了模型和数据资源，促进相关研究的发展。,47
SAIL-VL2 Technical Report,SAIL-VL2 技术报告,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2509.14033,https://huggingface.co/papers/2509.14033,本文介绍了SAIL-VL2，一款面向多模态理解和推理的视觉-语言基础模型。通过大规模数据筛选、多阶段训练策略以及高效的稀疏专家模型结构，SAIL-VL2在图像和视频任务中表现出色，覆盖从细粒度感知到复杂推理的能力。该模型在多个公开数据集和挑战性推理任务上取得了领先成绩，并在开放源代码社区中展现出良好的扩展性和实用性，推动了多模态人工智能的发展。,25
PANORAMA: The Rise of Omnidirectional Vision in the Embodied AI Era,PANORAMA：具身AI时代全向视觉的崛起,Embodied AI,Other,https://arxiv.org/pdf/2509.12989,https://huggingface.co/papers/2509.12989,本文系统综述了全景视觉技术在具身人工智能时代的快速发展，强调其在机器人、工业检测和环境监测等领域的重要性。相比传统的针孔视觉，全景视觉通过360度视角提供更全面的环境感知，显著提升场景理解和决策的准确性。文章汇总了全景视觉在图像生成、感知、理解及相关数据集方面的最新进展，提出了一个包含四大子系统的全景视觉系统架构PANORAMA。最后，论文探讨了该领域的未来发展方向和面临的挑战，为构建鲁棒且通用的全景视觉AI系统提供了理论基础和实践指导。,20
GenExam: A Multidisciplinary Text-to-Image Exam,GenExam：一个多学科文本到图像的考试基准,AGI,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2509.14232,https://huggingface.co/papers/2509.14232,本文提出了GenExam，一个跨学科的文本到图像生成考试基准，涵盖10个学科共1000个考试题目，结合理解、推理与绘图能力进行评测。每题配有标准答案图像和细致评分标准，能够精确衡量生成结果的语义正确性和视觉合理性。实验结果显示，即使是最先进的模型在该测试中表现也较差，严格评分下准确率不足15%，凸显了该任务的挑战性。GenExam通过模拟真实考试环境，为评估和推动多模态智能模型的综合能力提供了新的严谨平台。,14
"Scrub It Out! Erasing Sensitive Memorization in Code Language Models via
  Machine Unlearning",清除敏感记忆！通过机器遗忘技术擦除代码语言模型中的敏感记忆,LLM,Other,https://arxiv.org/pdf/2509.13755,https://huggingface.co/papers/2509.13755,本文针对代码语言模型在训练过程中无意记忆敏感信息、导致隐私泄露的问题，提出了一种高效的“机器遗忘”方法——CodeEraser。该方法无需对模型进行全面重训练，能够精准删除模型中记忆的敏感代码片段，同时保持模型的结构和功能完整。通过对多个主流代码模型的实验证明，CodeEraser在有效擦除敏感信息的同时，最大限度地保留了模型的实用性，显著降低了隐私风险和计算成本，为代码语言模型的安全应用提供了新的解决方案。,11
"MedReseacher-R1: Expert-Level Medical Deep Researcher via A
  Knowledge-Informed Trajectory Synthesis Framework",MedResearcher-R1：基于知识驱动轨迹合成框架的专家级医学深度研究智能体,Agent,Other,https://arxiv.org/pdf/2508.14880,https://huggingface.co/papers/2508.14880,本文提出了MedResearcher-R1，一种专为医疗领域设计的深度研究智能体。通过利用医学知识图谱生成复杂多跳问答数据，并结合定制的医疗信息检索引擎，该模型显著提升了临床推理能力和信息综合准确性。采用监督微调与强化学习相结合的训练策略，MedResearcher-R1在多个医学基准测试中取得了领先成绩，同时在通用研究任务中保持竞争力。研究表明，针对性设计的架构和工具能使较小的开源模型超越大型专有系统，推动医疗AI研究向更高水平发展。,9
"THOR: Tool-Integrated Hierarchical Optimization via RL for Mathematical
  Reasoning",THOR：基于强化学习的工具集成分层优化框架用于数学推理,LLM,Other,https://arxiv.org/pdf/2509.13761,https://huggingface.co/papers/2509.13761,本文提出了THOR，一种结合工具使用的分层强化学习优化框架，旨在提升大语言模型的数学推理和代码生成能力。THOR通过多智能体协作构建高质量推理数据，采用分层强化学习策略同时优化解题路径和代码生成，并引入自我纠错机制，利用工具反馈动态修正推理错误。该方法在多种模型和数学基准测试中表现出优异的泛化能力和领先性能，显著提升了数学计算和符号操作的准确性，并在代码任务上也取得了持续改进。,6
"Wan-Animate: Unified Character Animation and Replacement with Holistic
  Replication",Wan-Animate：基于整体复制的统一角色动画与替换框架,Other,Alibaba,https://arxiv.org/pdf/2509.14055,https://huggingface.co/papers/2509.14055,本文提出了Wan-Animate，一种统一的角色动画与替换框架。该方法通过空间对齐的骨骼信号和隐式面部特征，精确复制参考视频中角色的动作与表情，实现高质量的角色动画生成。同时，Wan-Animate支持将动画角色无缝替换入原视频，自动调整光照和色调以保证环境一致性。该框架整合多任务于统一表示，具备良好的可控性和表现力。实验结果表明，Wan-Animate在角色动画和替换方面表现优异，且相关模型和代码将开源，推动该领域的发展。,6
"MARS2 2025 Challenge on Multimodal Reasoning: Datasets, Methods,
  Results, Discussion, and Outlook",MARS2 2025 多模态推理挑战赛：数据集、方法、结果、讨论与展望,Multimodal LLM,Other,https://arxiv.org/pdf/2509.14142,https://huggingface.co/papers/2509.14142,本文综述了MARS2 2025多模态推理挑战赛，旨在通过全新的基准测试整合多模态机器学习与大型语言模型的多样方法，推动该领域发展。挑战赛聚焦现实与专业场景，发布了两个定制数据集Lens和AdsQA，分别覆盖日常和广告视频领域的推理任务。通过评测40余种基础模型，设立视觉定位、空间感知问答及创意广告视频推理三大赛道，吸引了来自学术和工业界的76支团队参与。所有数据、代码和排名均公开，促进多模态推理技术的交流与进步。,5
Improving Context Fidelity via Native Retrieval-Augmented Reasoning,通过原生检索增强推理提升上下文一致性,LLM,Meta,https://arxiv.org/pdf/2509.13683,https://huggingface.co/papers/2509.13683,本文提出了CARE，一种原生检索增强推理框架，旨在提升大语言模型（LLMs）对上下文信息的忠实度。CARE通过让模型在推理过程中主动检索并整合相关上下文证据，显著提高了检索准确性和答案生成质量。该方法仅需有限的标注数据，避免了昂贵的监督微调。大量实验证明，CARE在多种真实及反事实问答任务中，优于传统的检索增强生成和外部检索方案，推动了LLMs在知识密集型任务中的准确性和可靠性提升。,4
SteeringControl: Holistic Evaluation of Alignment Steering in LLMs,SteeringControl：大语言模型中对齐引导的整体评估,LLM,Other,https://arxiv.org/pdf/2509.13450,https://huggingface.co/papers/2509.13450,本文提出了SteeringControl，一个用于全面评估大型语言模型对齐调控方法的基准，涵盖偏见、有害生成和虚假信息等核心安全目标，以及谄媚和常识道德等次要行为。通过构建包含安全相关行为的数据集和模块化调控框架，研究发现调控效果依赖于方法、模型和目标行为的具体组合，且不当组合可能导致行为概念的严重混淆。该工作系统揭示了调控中的权衡与复杂影响，为提升模型安全性和可靠性提供了重要工具和见解。代码已开源。,3
AERIS: Argonne Earth Systems Model for Reliable and Skillful Predictions,AERIS：用于可靠且高效预测的Argonne地球系统模型,Diffusion Model,Other,https://arxiv.org/pdf/2509.13523,https://huggingface.co/papers/2509.13523,本文提出了AERIS，一种基于扩散模型的高参数量地球系统预测模型，结合创新的并行计算技术，实现了高分辨率天气预报的高效稳定扩展。AERIS在超级计算机Aurora上达到10.21 ExaFLOPS的持续性能，显著优于现有方法，能够稳定预测长达90天的季节性天气变化。该研究展示了大规模生成式机器学习模型在提升天气和气候预报准确性与可靠性方面的巨大潜力。,3
"Phi: Preference Hijacking in Multi-modal Large Language Models at
  Inference Time",Phi：多模态大语言模型推理时的偏好劫持,Multimodal LLM,Other,https://arxiv.org/pdf/2509.12521,https://huggingface.co/papers/2509.12521,本文提出了一种名为Preference Hijacking（Phi）的新方法，揭示了多模态大型语言模型（MLLM）在推理阶段存在的安全隐患。该方法通过精心设计的图像，能够在不修改模型的情况下，操控模型的输出偏好，使其生成带有特定倾向但难以察觉的响应。研究还引入了可迁移的通用扰动，可嵌入不同图像中，实现对模型响应的定向劫持。实验结果表明，Phi在多项任务中均具备显著效果，凸显了MLLM在实际应用中的潜在风险和防护需求。,2
RAPTOR: A Foundation Policy for Quadrotor Control,RAPTOR：用于四旋翼控制的基础策略,Embodied AI,Other,https://arxiv.org/pdf/2509.11481,https://huggingface.co/papers/2509.11481,本文提出了RAPTOR，一种用于四旋翼飞行器控制的基础策略，通过元模仿学习和隐藏层递归实现单一神经网络对多种不同四旋翼的零样本自适应。该方法训练了一个仅含2084参数的三层网络，能够快速适应从轻量级到重量级、不同电机、机架和飞控系统的多样平台。实验涵盖10款真实四旋翼及多种复杂飞行环境，验证了策略在轨迹跟踪、风扰动和物理干扰下的鲁棒性与泛化能力。RAPTOR显著提升了四旋翼控制系统的通用性和适应性，减少了传统方法对系统识别和重复训练的依赖。,1
"Stable Part Diffusion 4D: Multi-View RGB and Kinematic Parts Video
  Generation",Stable Part Diffusion 4D：多视角RGB与运动学部件视频生成,Diffusion Model,Other,https://arxiv.org/pdf/2509.10687,https://huggingface.co/papers/2509.10687,本文提出了Stable Part Diffusion 4D（SP4D），一种从单目视频输入生成多视角RGB视频及其对应运动部件分割的视频生成框架。SP4D通过双分支扩散模型同时合成图像和结构化部件分割，采用空间颜色编码简化模型设计，并通过双向融合模块提升分支间一致性。生成的二维部件分割可进一步转换为三维骨骼结构，实现高效动画绑定。为训练和评估该方法，作者构建了包含2万多个带运动标注对象的大规模数据集。实验表明，SP4D在多种复杂场景下表现出良好泛化能力，适用于动画和动作相关应用。,1
