标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
nablaNABLA: Neighborhood Adaptive Block-Level Attention,nablaNABLA：邻域自适应块级注意力机制,Diffusion Model,Other,https://arxiv.org/pdf/2507.13546,https://huggingface.co/papers/2507.13546,本文提出了NABLA，一种针对视频生成任务的动态块级注意力机制，旨在解决传统全注意力计算复杂度高的问题。NABLA通过自适应稀疏阈值实现块级注意力，有效减少计算量，同时保持生成视频的质量。该方法无需设计复杂底层算子，可无缝集成于现有深度学习框架中。实验结果表明，NABLA在训练和推理速度上相比基线提升近2.7倍，且在多项评价指标和视觉效果上几乎无损失，显著提升了视频扩散模型的效率与实用性。,91
Group Sequence Policy Optimization,组序列策略优化,LLM,Alibaba,https://arxiv.org/pdf/2507.18071,https://huggingface.co/papers/2507.18071,本文提出了一种名为Group Sequence Policy Optimization（GSPO）的强化学习算法，专为大规模语言模型训练设计。与以往基于单个词的重要性权重不同，GSPO基于整段序列的概率进行优化，有效提升了训练的稳定性和效率。实验表明，GSPO在性能和训练稳定性上均优于现有方法，尤其显著改善了混合专家模型的训练过程。此外，GSPO简化了强化学习系统的设计，推动了最新Qwen3模型的性能提升。,73
MUR: Momentum Uncertainty guided Reasoning for Large Language Models,MUR：基于动量不确定性引导的大语言模型推理方法,LLM,PKU,https://arxiv.org/pdf/2507.14958,https://huggingface.co/papers/2507.14958,本文提出了一种名为Momentum Uncertainty-guided Reasoning（MUR）的方法，用于提升大型语言模型在推理任务中的效率和准确性。MUR通过动态跟踪推理步骤中的不确定性，智能分配计算资源，避免了传统方法中的“过度思考”问题。该方法无需额外训练，且通过简单的超参数调节实现灵活控制。实验证明，MUR在多个复杂基准测试中，平均减少超过50%的计算量，同时提升了0.6%至3.4%的准确率，显著优化了推理性能和计算效率。,33
"LAPO: Internalizing Reasoning Efficiency via Length-Adaptive Policy
  Optimization",LAPO：通过长度自适应策略优化实现推理效率内化,LLM,Other,https://arxiv.org/pdf/2507.15758,https://huggingface.co/papers/2507.15758,本文提出了一种名为LAPO的框架，通过两阶段强化学习，使大型推理模型能够自主调整推理长度，实现高效推理。相比传统方法依赖外部限制或后期干预，LAPO使模型内化合理的推理深度分布，并将其作为推理过程中的指导，从而在保持甚至提升准确率的同时，显著减少了计算资源消耗。实验证明，LAPO在数学推理任务中将令牌使用量降低了40.9%，准确率提升了2.3%，展示了其在提升推理效率与质量方面的潜力。,28
Captain Cinema: Towards Short Movie Generation,Captain Cinema：面向短片电影生成的框架,Diffusion Model,ByteDance,https://arxiv.org/pdf/2507.18634,https://huggingface.co/papers/2507.18634,本文提出了Captain Cinema，一种基于文本描述自动生成短电影的框架。该方法首先通过关键帧规划，构建故事的整体视觉和叙事结构，确保剧情和画面的一致性；随后利用视频合成模型生成关键帧间的动态内容，实现时空连续性。为提升多场景长叙事视频的生成稳定性和效率，作者设计了专门的交错训练策略，并在定制的电影数据集上进行了验证。实验结果表明，Captain Cinema能高质量且连贯地自动创作短电影，推动了故事驱动视频生成的发展。,23
Hierarchical Budget Policy Optimization for Adaptive Reasoning,用于自适应推理的分层预算策略优化,LLM,Other,https://arxiv.org/pdf/2507.15844,https://huggingface.co/papers/2507.15844,本文提出了一种名为层级预算策略优化（HBPO）的强化学习方法，旨在使大规模推理模型根据问题复杂度自适应调整推理深度，从而提升计算效率而不损失性能。HBPO通过将推理过程划分为不同预算子组，并设计与问题复杂度相关的奖励机制，解决了以往效率训练中探索空间收缩的问题。实验证明，HBPO在多个推理任务中显著减少了平均计算资源使用（最高60.6%），同时提升了准确率（3.14%），展现出推理效率与能力可兼得的潜力。,14
"TTS-VAR: A Test-Time Scaling Framework for Visual Auto-Regressive
  Generation",TTS-VAR：一种用于视觉自回归生成的测试时缩放框架,Other,Alibaba,https://arxiv.org/pdf/2507.18537,https://huggingface.co/papers/2507.18537,本文提出了TTS-VAR，一种针对视觉自回归生成模型的测试时动态扩展框架。该方法通过自适应调整生成过程中的批量大小，并结合基于聚类的多样性搜索与基于重采样的潜力选择，有效提升了模型生成质量。实验表明，TTS-VAR在保持计算效率的同时，显著提高了生成效果，验证了早期结构信息对最终图像质量的重要影响。该框架为视觉生成模型的高效优化提供了新思路，具备广泛应用潜力。代码已开源。,12
"EarthCrafter: Scalable 3D Earth Generation via Dual-Sparse Latent
  Diffusion",EarthCrafter：基于双稀疏潜在扩散的可扩展三维地球生成,Diffusion Model,Alibaba,https://arxiv.org/pdf/2507.16535,https://huggingface.co/papers/2507.16535,本文提出了EarthCrafter，一种面向大规模地表三维生成的创新框架。作者首先构建了迄今最大的三维航拍数据集Aerial-Earth3D，涵盖美国大陆范围内5万个高质量场景，提供多视角图像及丰富地形信息。基于此，EarthCrafter通过双稀疏潜在空间分别压缩几何和纹理数据，有效降低了大范围三维建模的计算成本。结合条件感知流匹配模型，系统支持灵活的语义引导或无条件三维地形生成。实验表明，该方法在超大尺度三维生成任务中表现优异，具备广泛的应用潜力。,11
"GLiNER2: An Efficient Multi-Task Information Extraction System with
  Schema-Driven Interface",GLiNER2：一种高效的多任务信息抽取系统及其基于Schema的接口,Other,Other,https://arxiv.org/pdf/2507.18546,https://huggingface.co/papers/2507.18546,本文提出了GLiNER2，一种高效统一的信息抽取系统，能够在单一轻量级模型中支持命名实体识别、文本分类和层级结构化数据提取等多种任务。相比依赖大型语言模型的方案，GLiNER2在保持较低计算资源需求和良好性能的同时，提升了部署的便捷性和适用性，尤其适合资源受限和对数据隐私有高要求的场景。该系统通过基于模式的接口实现多任务组合，已作为开源工具发布，助力更广泛的自然语言处理应用。,9
DriftMoE: A Mixture of Experts Approach to Handle Concept Drifts,DriftMoE：一种处理概念漂移的专家混合方法,Other,Other,https://arxiv.org/pdf/2507.18464,https://huggingface.co/papers/2507.18464,本文提出了DriftMoE，一种面向处理概念漂移的在线混合专家架构。该方法通过一个紧凑的神经路由器与一组增量更新的专家模型协同训练，形成一个反馈循环，促进专家模型的专门化和路由器的精准选择。实验结果表明，DriftMoE在多种数据流基准测试中表现出与当前先进自适应集成方法相当的性能，且在应对不同类型的概念漂移时表现高效且稳定。该方法为实时非静态数据流的适应提供了一种有效且资源友好的解决方案。,8
