公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-11-13 00:48:39,OpenAI新模型GPT-5.1发布，不跑分不刷榜，主打一个说人话,OpenAI发布GPT-5.1模型，提升对话自然性与自适应推理能力,OpenAI推出GPT-5系列升级版GPT-5.1，包含面向日常对话的GPT-5.1 Instant和用于复杂推理的GPT-5.1 Thinking。新模型强调更自然亲切的对话风格和更强的指令遵循能力，首次引入自适应推理技术以提升回答质量和速度。用户可自定义ChatGPT的语气和风格，增强个性化体验。GPT-5.1将逐步向所有用户开放，旧版GPT-5保留三个月过渡期。,LLM,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/Kj9YNkDCDvnU0L515JfpHQ
量子位,2025-11-13 00:48:39,稚晖君最新188机器人，阅后即焚,智元机器人完成对上纬新材控股，推动具身智能机器人业务发展,智元机器人通过协议转让和要约收购方式，以约21亿元成本成功控股上纬新材料科技股份有限公司，开启具身智能机器人业务。上纬新材股价因该消息大幅上涨，但机器人业务仍处于开发阶段，尚未实现量产和盈利。智元机器人由前华为高管邓泰华领导，联合创始人兼CTO为彭志辉，已推出多条机器人产品线，覆盖多种商业应用场景。此次收购被视为具身智能领域的重要布局。,Embodied AI,Other,"邓泰华, 彭志辉",https://mp.weixin.qq.com/s/tbxRMeXj8zk6FOGx_g1Fug
量子位,2025-11-13 00:48:39,小红书提出DeepEyesV2，从“看图思考”到“工具协同”，探索多模态智能新维度,小红书DeepEyesV2：多工具协同的多模态智能体模型,小红书发布了DeepEyesV2，多模态智能体模型通过集成代码执行、网页搜索和图像操作，实现了从被动感知到主动解决复杂问题的能力。该模型能够动态生成推理计划，调用多种工具进行信息检索和计算，显著提升了多模态推理的灵活性和准确性。DeepEyesV2通过强化学习自主掌握工具调用技能，展现了多工具协同推理的新范式。,Agent,Other,,https://mp.weixin.qq.com/s/wa0Nds46GJN-sGq60ywcBQ
机器之心,2025-11-12 23:51:13,刚刚，GPT-5.1发布，OpenAI开始拼情商,OpenAI发布GPT-5.1系列模型，提升智能与情感交互能力,OpenAI于2025年发布了GPT-5系列的重要升级版本GPT-5.1，包括GPT-5.1 Instant和GPT-5.1 Thinking两种模型。新版本在智能水平和沟通风格上均有显著提升，增强了指令执行能力和自适应推理能力，提升了复杂任务的处理效率和回答的清晰度。GPT-5.1系列逐步向付费及免费用户开放，并将在API中提供，标志着GPT-5系列的持续迭代和优化。,LLM,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/XiSWqu9raj8OfEXTWVvCVQ
机器之心,2025-11-12 23:51:13,清华团队：1.5B 模型新基线！用「最笨」的 RL 配方达到顶尖性能,清华团队提出简化强化学习训练配方实现1.5B模型数学推理性能提升,清华团队提出JustRL方法，采用极简强化学习配方对1.5B参数规模的数学推理模型进行单阶段训练，固定超参数，无需复杂的课程学习或动态调参。该方法在多个数学推理基准上实现了顶尖性能，同时计算资源消耗显著降低，训练过程稳定且高效，展示了简单训练策略在大模型强化学习中的潜力。,LLM,THU,,https://mp.weixin.qq.com/s/F4zvQfWusb-QetDi-ReErg
新智元,2025-11-12 23:40:05,GPT-5.1凌晨突袭，奥特曼听劝！全网呼唤的人味回来了,OpenAI发布GPT-5.1系列模型，提升情商与推理能力,OpenAI于2025年11月发布了GPT-5系列的重大升级版GPT-5.1，包含Instant、Thinking和即将上线的Pro三个版本。GPT-5.1在情商和智商方面均有显著提升，支持自适应推理和更自然的对话风格，用户可自由调整聊天语气。Instant版本更亲切健谈，Thinking版本则在复杂任务处理上更高效且易于理解。此次升级回应了用户对人味和指令遵循能力的需求，代表了OpenAI在大语言模型领域的最新进展。,LLM,OpenAI,"Kevin Weil, Aidan McLaughlin",https://mp.weixin.qq.com/s/zWqNf1eez-OUEEY45BMNzQ
新智元,2025-11-12 23:40:05,@所有人：ChatGPT已正式加入群聊！,ChatGPT群聊功能的技术实现与社交适应挑战,OpenAI推出了ChatGPT的群聊功能，使其能够参与多用户对话，支持被@、自动回复、发送表情等互动方式。该功能使ChatGPT首次面临复杂的多人语境挑战，需在模糊的社交环境中判断何时发言、何时沉默，体现了AI从单一问答工具向群体成员的转变。群聊不仅考验语言理解能力，更是AI社交智能和协调能力的试炼场，标志着智能标准从单纯“知道”向“相处”能力的演进。,LLM,OpenAI,,https://mp.weixin.qq.com/s/1itJ3jrFsyDFInxPeqFwGw
具身智能之心,2025-11-13 02:01:37,如果Policy模型也能动态思考推理，是否能让机器人在真实世界中表现得更好？,基于能量模型的动态推理策略提升机器人真实环境表现的研究,本文介绍了EBT-Policy，一种基于能量模型的策略架构，通过动态思考和推理实现机器人在真实世界中的更优表现。EBT-Policy通过能量最小化推理，具备不确定性建模和失败自动恢复能力，显著提升训练与推理效率，减少计算资源消耗。实验表明，该方法在模拟与真实任务中均优于传统Diffusion Policy，表现出更稳定、更智能的行为控制能力，尤其在分布外状态下具备自我纠正功能，提升了机器人系统的鲁棒性和泛化能力。,Embodied AI,Other,,https://mp.weixin.qq.com/s/4Py0dp-LXqrYuLCj3Ev8bQ
具身智能之心,2025-11-13 02:01:37,谁在带队小鹏机器人：IRON背后的四位关键人物,小鹏机器人IRON项目核心团队及技术发展分析,本文介绍了小鹏机器人IRON项目背后的核心团队，重点聚焦副总裁米良川的技术背景和领导经历。文章详细描述了IRON机器人在仿生设计、生成式控制器及关键技术突破方面的进展，强调团队在机器人腰部设计和步态控制上的创新。米良川的职业轨迹涵盖英伟达自动驾驶和AI技术，体现了其在机器人和智能系统领域的深厚积累。,Embodied AI,Other,米良川,https://mp.weixin.qq.com/s/P6VTILF7Yg1HlosKqGeXHg
具身智能之心,2025-11-13 02:01:37,传统导航与视觉语言/目标导航有什么区别？,目标驱动导航与传统视觉语言导航的技术比较与发展,本文系统梳理了目标驱动导航技术与传统视觉语言导航的区别，重点介绍了目标驱动导航在具身智能中的核心作用及其三代技术路线的演进。文章涵盖了多模态感知、语义理解、路径规划和动态决策等关键技术，结合实际应用案例展示了该技术在配送、医疗和人形机器人领域的产业化进展，并探讨了基于Habitat仿真生态的研究现状与未来挑战。,Embodied AI,Meta,,https://mp.weixin.qq.com/s/aGnQuBxQFOCFq7O1Re945Q
