公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
ScienceAI,2025-09-12 05:58:01,重塑药物研发，哈佛医学院等开源全新AI模型，用「图神经网络」破解疾病驱动因素多元难题,基于图神经网络的多因果驱动疾病靶点预测模型PDGrapher及其在药物研发中的应用,哈佛医学院和帝国理工学院等团队开发了PDGrapher，一种基于图神经网络的因果模型，能够识别复杂疾病中多种驱动因素及其相互作用，精准预测逆转病变细胞的基因靶点。该模型在多个癌症数据集上表现出较传统方法更高的准确性和效率，有望加速新药研发和个性化联合治疗方案设计。PDGrapher已开源，促进科研共享与合作。,AI4Science,Other,,https://mp.weixin.qq.com/s/rWiBOwWT1GHP-lyamzltCw
深度学习自然语言处理,2025-09-12 05:34:05,清华与上海AI Lab发布LLM推理能力强化学习综述,强化学习在大型推理模型中的应用综述,本文综述了强化学习（RL）在提升大型推理模型（LRMs）推理能力中的应用，重点介绍了RL与大语言模型（LLM）的结合机制及其核心数学目标函数。文章详细讨论了奖励设计的多种方法，包括可验证奖励、生成式奖励和无监督奖励，揭示了通过RL直接激励模型推理能力的新趋势。该综述旨在系统回顾RL在LRMs中的基本组成、训练资源及未来发展方向，推动人工智能向人工超智能（ASI）迈进。,LLM,"THU, Shanghai AI Lab, OpenAI, DeepMind",,https://mp.weixin.qq.com/s/xEkRBryNPzK8NI_WEuIEVA
深度学习自然语言处理,2025-09-12 05:34:05,EMNLP2025｜建模职业写作风格，AI生成文本检测的决策新机制,MoSEs：基于文体风格与条件阈值的AI生成文本检测方法,本文介绍了EMNLP 2025接收的MoSEs框架，针对AI生成文本检测中忽视文体风格差异和静态阈值问题，提出通过文体风格参考库、风格感知路由器及条件阈值估计器，实现动态阈值决策和不确定性估计。该方法融合语言统计属性与语义特征，显著提升检测性能，尤其在低资源场景下提升达39.15%。,LLM,Other,,https://mp.weixin.qq.com/s/ayczGE7YRRJdB2Xxu-Ey8A
夕小瑶科技说,2025-09-12 05:07:08,"MiniMax发布Music 1.5，音乐AI要进入""中国时刻""了",MiniMax发布Music 1.5音乐大模型，提升中文音乐生成能力,MiniMax最新发布的Music 1.5音乐大模型将单曲生成时长从90秒提升至4分钟，支持完整流行歌曲结构。该模型在中文音乐生成上进行了优化，具备自然的歌词和旋律生成能力，支持简单和高级两种创作模式，覆盖多种风格、情绪和场景。MiniMax此前的Speech-02模型已在多语言TTS领域领先，Music 1.5的推出标志着中国声音AI技术的进一步突破。,Other,Other,,https://mp.weixin.qq.com/s/GX0mfAE-mbWjODz6oDmufw
老刘说NLP,2025-09-12 03:45:52,也谈palantir与ontology本体本质：兼看专利领域KG及文档OCR数据迭代合成思路,Palantir本体工程与专利领域知识图谱及文档OCR数据迭代方法探讨,文章回顾了Palantir本体工程的核心理念，强调其在企业数据整合和语义理解中的关键作用，探讨了知识图谱在专利领域的应用及文档OCR数据的迭代合成思路。文章指出本体（ontology）作为数据语义层的标准化模型，面临动态变化和数据治理的挑战，分析了schema设计、数据抽取及版本控制等技术难题，强调了数据工程在实现动态本体中的重要性。,Other,Other,,https://mp.weixin.qq.com/s/ycNr_LzfMU-Gr_5IcN36AA
新智元,2025-09-12 03:39:03,一夜刷屏！27岁姚顺雨离职OpenAI，清华姚班天才转型做产品经理？,姚顺雨离职OpenAI及其对智能体产品与AI评测趋势的影响分析,27岁清华姚班校友姚顺雨，普林斯顿博士，曾为OpenAI智能体核心项目的重要贡献者，近期离职引发行业关注。他提出评测将比训练更重要的观点，强调AI下半场需聚焦产品价值和可度量能力转化。姚顺雨的职业转型反映全球AI人才生态的迁徙与重组，预示智能体技术和评测方法在未来AI发展中的关键地位。,Agent,"OpenAI, Meta, Tencent, THU","姚顺雨, Karthik R. Narasimhan",https://mp.weixin.qq.com/s/RU8owgeNF35JTKb5OTuwtg
深度奇点,2025-09-12 03:35:23,Chem. Sci. | 分层一致性扩散模型助力靶蛋白结合分子生成,分层一致性扩散模型AMDiff用于靶蛋白结合分子生成,本文提出了原子-基序一致性扩散模型AMDiff，通过多视角联合训练和分层扩散架构，实现了在原子与基序两个层次上生成靶蛋白结合分子。AMDiff在多靶点上表现出优异的有效性、新颖性和结合亲和力，具备适应蛋白突变及不同口袋尺度的鲁棒性。该方法为结构驱动的药物设计提供了新思路，显著提升了靶点特异性分子的发现效率。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/B0-70qM1jXx5Gjkf05v4ag
量子位,2025-09-12 03:24:06,陶哲轩都拿不到暑期工资，被迫给自己和学生筹钱,陶哲轩谈美国科研资助中断对数学研究及学生影响,著名数学家陶哲轩在接受采访时透露，由于美国联邦政府暂停对UCLA等机构的科研资助，导致包括他本人及其研究生在内的科研人员无法获得暑期工资，研究项目和奖学金被迫中断。陶哲轩强调这对年轻科研人员的职业发展和学术交流机会造成严重影响，并呼吁维护科研生态系统的稳定与纯粹。该事件引发学术界和公众对科研经费保障及其对学生心理健康影响的广泛关注。,Other,Other,,https://mp.weixin.qq.com/s/3iOJmEvr3NQq6udccCqfzw
量子位,2025-09-12 03:24:06,外滩大会今年太AI了！王坚暴论：OpenAI确实站在了历史错误的一边,外滩大会聚焦AI前沿：强化学习与开源战略的未来展望,2025年外滩大会展示了丰富的AI应用与前沿科技，涵盖机器人、核聚变与AI健身等。图灵奖得主理查德·萨顿强调人工智能正进入以持续学习为核心的“经验时代”，并预测超级智能的到来。阿里云创始人王坚则聚焦AI开源的重要性，指出开源已成为国际AI竞争的关键，批评OpenAI在开源问题上的立场。大会汇聚多位行业领军人物，共同探讨智能上限、算力差距及产业落地难题。,AGI,"OpenAI, Alibaba","Richard Sutton, 王坚, 朱啸虎, 尤瓦尔·赫拉利, 王兴兴, Sam Altman",https://mp.weixin.qq.com/s/TIkd2TZm15c9BneDTy_AZg
DrugAI,2025-09-12 03:09:03,Nat. Comput. Sci. | SurFF：跨金属间化合物晶体表面暴露与形貌的基础模型,SurFF：基于机器学习力场的金属间化合物晶体表面暴露与形貌预测模型,研究人员提出了SurFF，一种基于等变深度图卷积神经网络的机器学习力场模型，用于高效准确地预测金属间化合物晶体的表面能及表面暴露。该模型通过主动学习构建了包含1.2万个表面能数据的数据库，实现了与DFT相当的精度（误差约3 meV/Å²）和10⁵倍加速。SurFF在6000余种晶体上进行了大规模预测，验证了其在催化剂设计中的潜力，并展示了良好的泛化能力和迁移学习能力。,AI4Science,Other,,https://mp.weixin.qq.com/s/bHf7hEegp_qPH6V_yXAErw
新智元,2025-09-12 02:45:50,刚刚，字节登顶世界最强图像AI！一手实测原生4K、10图融合，全网玩疯,字节跳动发布Seedream 4.0图像创作模型，支持原生4K多图融合与图像编辑,字节跳动最新发布的图像创作模型Seedream 4.0在文生图和图像编辑两大榜单中均排名第一。该模型支持原生4K分辨率，最多可上传10张参考图进行融合，具备强大的图像生成与编辑能力，尤其在中文文字渲染和多图融合方面表现突出。Seedream 4.0还支持连续生图生成，助力动漫连载及视频创作，显著提升内容制作效率。,Multimodal LLM,ByteDance,,https://mp.weixin.qq.com/s/HnWnK1iszcFUxrBJS9gIiA
新智元,2025-09-12 02:45:50,智源林咏华：具身智能突破口，在于三大要素｜新智元十周年峰会,具身智能发展的关键技术与挑战分析——林咏华观点,本文报道了智源研究院副院长林咏华在新智元十周年峰会上的演讲，重点阐述了具身智能发展的三大关键要素：数据、评测和系统软件。文章回顾了过去十年机器人技术的发展，探讨了大模型与具身智能的结合及其分层“大脑-小脑”架构，展示了智源在数据集建设、大模型评测及多芯片系统支持等方面的成果，强调了具身智能技术的突破对未来AI生态的重要意义。,Embodied AI,Other,"林咏华, 杨静",https://mp.weixin.qq.com/s/WdfScy4rwF4-ciwh8Iwaxw
新智元,2025-09-12 02:45:50,刚刚，谷歌发布71页AI科研报告！6大领域全面超越专家，几小时顶几个月,谷歌发布AI科研系统论文，六大科学领域超越专家水平,谷歌最新71页论文介绍了一种AI科研系统，能够自动提出新方法、编写和优化实验代码，并在基因组学、公共健康、地理遥感、神经科学和数学等六大领域实现了超越专家的科研成果。该系统通过将科研任务转化为可计分任务，利用大语言模型和树搜索方法反复迭代优化，显著加速了科研过程，提升了科研效率和质量。,AI4Science,DeepMind,,https://mp.weixin.qq.com/s/PhxDWxvqwJ4eLeTSYHrasQ
DASOU,2025-09-12 02:37:32,李飞飞亲自授课！斯坦福最经典cs231n新版来了！！,斯坦福CS231n课程新版发布，李飞飞亲自授课,斯坦福大学经典计算机视觉课程CS231n推出新版，由著名AI学者李飞飞亲自授课。该课程涵盖深度学习在计算机视觉领域的最新进展，适合希望深入理解视觉模型的研究者和学生。,Other,Other,李飞飞,https://mp.weixin.qq.com/s/YR-NsoaYvsWKmRgstlClRQ
机器之心,2025-09-12 02:17:24,姚顺雨离职OpenAI，「亿元入职腾讯」传闻引爆AI圈，鹅厂辟谣了,姚顺雨离职OpenAI传闻及腾讯辟谣，AI人才争夺战持续升温,姚顺雨，清华校友及OpenAI研究科学家，因传闻加入腾讯并获亿元年薪引发关注，腾讯已正式辟谣。姚顺雨在语言智能体领域有重要贡献，曾主导OpenAI首个智能体模型开发，推动AI Agent实际应用。其提出的“AI下半场”理念标志着AI研究范式转变。当前，全球AI人才争夺日益激烈，相关传闻频发，反映出行业竞争态势。,Agent,"OpenAI, Tencent, THU, Meta","姚顺雨, 扎克伯格, Jony Ive",https://mp.weixin.qq.com/s/Q-NT5y6M1snOVR9DrhhIWg
量子位,2025-09-12 00:59:36,姚顺雨离职OpenAI，开启下半场,姚顺雨离职OpenAI，开启个人AI研究新阶段,姚顺雨，曾在OpenAI任职的华人研究员，近期离职并计划开启个人AI事业。作为清华姚班出身、普林斯顿博士，姚顺雨在大语言模型和智能体领域有诸多创新成果，如思维树（Tree of Thoughts）和SWE-agent。他的跨学科背景和多元兴趣使其在AI研究中展现独特视角。姚顺雨的离职引发业界关注，未来动向备受期待。,Agent,OpenAI,姚顺雨,https://mp.weixin.qq.com/s/OFBL2yAeQEcylHKm-9M7Ng
量子位,2025-09-12 00:59:36,Meta超级智能实验室新论文陷争议！被指忽略大量前人研究,Meta超级智能实验室提出基于语言自我博弈的无数据训练方法及其争议,Meta超级智能实验室提出了一种名为Language Self-Play（LSP）的无数据训练方法，通过让单一语言模型在挑战者和解决者两个角色间进行极小极大博弈，实现模型自我提升。该方法在Llama-3.2-3B-Instruct模型上验证了其提升效果，尤其在对话任务中表现优异。然而，该论文发布后引发争议，部分网友质疑其忽视了大量前人相关研究，缺乏创新性。,LLM,Meta,,https://mp.weixin.qq.com/s/NuAp3G9DOXwX6mwdfabvAw
机器之心,2025-09-12 00:51:27,全新MoE架构！阿里开源Qwen3-Next，训练成本直降9成,阿里开源Qwen3-Next：基于高稀疏MoE架构的大语言模型优化,阿里通义团队发布了Qwen3-Next，一款80B参数的高稀疏MoE大语言模型，仅激活3B参数即可实现与更大模型相当的性能。该模型采用混合注意力机制（Gated DeltaNet与标准注意力结合）、多token预测机制及多项训练稳定性优化，显著提升了训练与推理效率。Qwen3-Next支持超长上下文，推理效率较前代模型大幅提升，展示了大语言模型架构在计算资源利用和性能上的创新突破。,LLM,Alibaba,林俊旸,https://mp.weixin.qq.com/s/0vxwsFo1cAcLluBgz8UvTg
机器之心,2025-09-12 00:51:27,告别错误累计与噪声干扰，EviNote-RAG 开启 RAG 新范式,EviNote-RAG：提升检索增强生成模型的稳定性与推理可靠性,本文介绍了由蚂蚁集团、清华大学、浙江大学等联合提出的EviNote-RAG框架，通过引入支持性证据笔记（SEN）和证据质量奖励（EQR）两大创新，有效缓解了检索增强生成（RAG）中的低信噪比和错误累计问题。该方法在多个开放域问答基准上显著提升了性能和训练稳定性，为复杂推理场景下的RAG技术提供了新的发展路径。,LLM,"THU, Alibaba","戴语琴, 吕帅, 沈永亮",https://mp.weixin.qq.com/s/FOo38trc3OSEx2EXqVwyFA
量子位,2025-09-12 10:14:58,🚀华为openPangu-DeepDiver开源，深度研究多Agent系统，支持百步以上工具推理，万字报告快速生成,华为开源openPangu-DeepDiver多Agent系统支持复杂工具推理与报告生成,华为发布了开源项目openPangu-DeepDiver，聚焦多Agent系统的深度研究，支持超过百步的工具推理能力，能够快速生成万字级报告。该系统提升了多Agent协同推理的效率和复杂度，推动了智能体技术在实际应用中的发展。,Agent,Other,,https://mp.weixin.qq.com/s/XsBFTv3m5avvrwb-PpoLwA
机器之心,2025-09-12 09:58:18,自适应快慢思考，华为openPangu-Embedded-7B-V1.1刚开源了,华为开源openPangu-Embedded-7B-V1.1模型实现自适应快慢思考,华为发布并开源了openPangu-Embedded-7B-V1.1模型，该模型支持自适应快慢思考机制，旨在提升嵌入式设备上的大语言模型性能和效率。该开源版本有助于推动边缘计算和嵌入式AI应用的发展，促进大语言模型在资源受限环境中的广泛应用。,LLM,Other,,https://mp.weixin.qq.com/s/e1dHT3yOAIM-O1g9Tj3g6w
新智元,2025-09-12 09:00:17,王小川押注下个十年：为人类造医生，为生命建模型｜新智元十周年峰会,王小川与AI医疗及通用人工智能的发展路径探讨,文章回顾了王小川自2016年AlphaGo战胜李世石以来对人工智能的坚定信念及其在医疗健康领域的布局。王小川从搜狗CEO转型创业，创立百川智能，致力于“为人类造医生，为生命建模型”，将AI技术与生命科学结合，推动AI在医疗领域的应用与发展。文章还介绍了王小川的创业理念及其对AI未来的展望。,AGI,DeepMind,王小川,https://mp.weixin.qq.com/s/5O_lWPHX79BDnG3wzbK4hg
ScienceAI,2025-09-12 08:52:36,Science Advances | AI for Earth：聆听海洋的「脉搏」，新一代AI大模型精准预测十年气候脉动,基于AI的大规模全球海洋模型ORCA-DL实现十年气候脉动精准预测,本文介绍了由上海人工智能实验室、复旦大学和南京信息工程大学等联合开发的ORCA-DL模型，该模型通过深度学习全球气候模式数据，实现了对全球海洋从季节到十年尺度的高精度预测。ORCA-DL突破传统物理模型的计算瓶颈，显著提升了对厄尔尼诺和海洋热浪等极端气候事件的预报能力，推动气候科学进入AI驱动的新阶段，同时指出了模型依赖数据偏差的局限性。,AI4Science,Other,,https://mp.weixin.qq.com/s/Ke0ExIru7Wpi39mo3jFqvA
量子位,2025-09-12 08:42:55,高德一夜刷榜：十亿用户用脚投票，美食到店榜单乱象被AI横扫,高德利用AI与大数据构建基于真实行为的生活服务榜单,高德地图推出“高德扫街榜”，通过分析用户真实的导航和到店行为数据，结合多模态大模型技术，打造首个基于真实行为的生活服务排行榜。该榜单依托20年积累的大数据和AI赋能，确保排名真实可信，避免虚假刷榜现象，覆盖美食、景点、酒店等多领域，动态更新，提升用户生活服务体验。,Multimodal LLM,Alibaba,,https://mp.weixin.qq.com/s/sjF9cMOIkvKIIjPPvcoHQQ
量子位,2025-09-12 08:42:55,实测！Qwen下一代基础架构突袭！秒解AIME数学竞赛题，提速10倍+性价比提升10倍,Qwen3-Next基础架构优化及性能提升报告,Qwen团队发布了Qwen3-Next系列模型，采用混合注意力机制、高稀疏度MoE结构、训练稳定性优化及多token预测机制，实现了训练成本大幅降低和推理速度显著提升。Qwen3-Next-80B-A3B-Base模型在多项基准测试中超越了前代模型，推理吞吐量在长上下文场景下提升超过10倍，性价比提升显著。该系列模型在数学竞赛题等复杂任务中表现优异，展示了高效能与高性能的结合。,LLM,Other,林俊旸,https://mp.weixin.qq.com/s/LnXGYb9UdTRCYz2yFc0XhA
量子位,2025-09-12 08:42:55,腾讯开源混元图像2.1！原生2K分辨率生图，千字长文本秒懂,腾讯开源混元图像2.1模型实现原生2K分辨率及复杂文本理解,腾讯发布的混元图像2.1模型支持原生2K分辨率图像生成，显著提升了图文语义一致性和跨场景泛化能力。该模型能够处理千字长文本的复杂语义，支持中英文混合文字渲染，并具备多风格、多主体精细控制能力，适用于多种设计和创作场景。模型开源后在Hugging Face平台表现优异，成为开源生图模型中的领先者。,Multimodal LLM,Tencent,,https://mp.weixin.qq.com/s/OUItCUX390j8yS6C1NEATA
量子位,2025-09-12 08:42:55,100轮工具调用，8B小模型也能做复杂长搜索！MiniMax&港科大最新开源,基于高质量训练数据的长视野网络搜索智能体WebExplorer及8B小模型性能提升研究,港科大与MiniMax团队提出WebExplorer方法，通过模型驱动的探索与迭代查询演化构建高难度QA对，提升训练数据质量。基于该数据集训练的8B参数模型WebExplorer-8B支持128K上下文和100轮工具调用，实现复杂长程搜索任务中超越更大模型的性能，验证了数据质量对智能体能力提升的重要性。模型及数据集已开源，展示了在多基准测试中的优异泛化能力。,Agent,Other,,https://mp.weixin.qq.com/s/dUtZ9Ig249P3hXiEupsVEg
量子位,2025-09-12 08:42:55,清华首次提出数据驱动控制新形式，算法效率直翻三倍,基于数据标准型的数据驱动控制新方法及其算法加速研究,清华大学iDLab团队首次提出将现代控制理论中的标准型概念引入数据驱动控制范式，构建包含必要转移和可插拔属性的数据标准型。该方法通过定制空间属性显著加速了强化学习中近邻搜索过程，提高了控制器设计效率。实验结果显示，在D4RL数据集Hopper环境下，算法训练时间缩短约三倍，展示了该数据标准型在提升数据驱动控制算法效率方面的潜力。,Agent,THU,李升波,https://mp.weixin.qq.com/s/j4lKhBllkeIaaiXlr1wpcA
AI研究前瞻,2025-09-12 08:24:34,9.12-1|视觉奖励生成；3D/4D世界模型综述；原生3D提示的部件级分割,RewardDance：面向视觉生成的可扩展生成式奖励模型框架综述,本文介绍了RewardDance，一种针对视觉生成任务的可扩展生成式奖励模型框架，解决了传统奖励模型在架构和范式上的限制。通过扩展模型参数规模（1B至26B）和丰富上下文信息（任务指令、参考示例、思维链推理），显著提升了图像和视频生成的质量与鲁棒性。实验结果表明，RewardDance在多项公开及工业基准上超越现有领先模型，有效缓解了奖励欺骗和模式崩溃问题，推动视觉生成技术向更高质量和多样性发展。,Diffusion Model,ByteDance,,https://mp.weixin.qq.com/s/jF6jz1B0IEE665x46EPc7w
