公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
DrugAI,2025-05-04 15:23:53,新闻动态 | OceanGPT：沧渊海洋大模型发布更新 （浙江大学）,OceanGPT 2.0海洋多模态大语言模型发布及应用进展,浙江大学海洋精准感知技术全国重点实验室联合多学科团队发布了OceanGPT 2.0版本，采用多模型混合专家架构，涵盖海洋专业知识问答、多模态数据解读及水下机器人代码生成。该模型融合通用大模型能力，支持声纳、光学、电磁等海洋特色多模态数据，推动海洋智能化发展。OceanGPT 2.0继续秉持开源开放理念，助力海洋科技自主创新与装备智能化，促进“海洋强国”战略实施。,Multimodal LLM,Other,"陈华钧, 马琰铭, 杜江峰, 戴民汉, 欧阳钟灿, 潘德炉",https://mp.weixin.qq.com/s/wkztyJsv9Tv17rRznWPICw
chaofa用代码打点酱油,2025-05-04 14:03:14,DeepSeek-GRM: Inferene-time Scaling的通用奖励模型（GRM）,DeepSeek-GRM: 基于Self-Principled Critique Tuning的通用奖励模型及其推理时扩展能力研究,本文提出DeepSeek-GRM，一种利用Self-Principled Critique Tuning（SPCT）训练的通用奖励模型（GRM），旨在通过推理时扩展（Inference-Time Scaling）提升强化学习中的奖励模型表现。文章系统分类了奖励模型的训练与输出模式，最终采用生成式Pointwise评分模式实现更优的推理扩展效果。该模型在通用任务中表现优异，突破了传统基于规则的奖励模型的局限性，适用于角色扮演、写作等多样化场景。,LLM,OpenAI,,https://mp.weixin.qq.com/s/1CDBOle4X0DYTtYIFFydeA
新智元,2025-05-04 13:20:18,美濒临「科研末日」，经费腰斩！陶哲轩痛心疾首，NSF主任愤然辞职,美国2026财年科研经费大幅削减及其影响分析,2026财年美国联邦预算提案对科研机构经费进行大幅削减，NSF经费骤降56%，NIH预算削减约40%，NASA和EPA等机构亦遭大幅削减。此举引发科研界强烈反响，NSF主任辞职，数学家陶哲轩表达担忧。经费削减将严重影响基础科学研究和生物医学领域，可能导致人才流失及科研项目中断，专家警示对美国科学未来构成重大威胁。,Other,Other,Terence Tao,https://mp.weixin.qq.com/s/uqunDWixbryE0xj2IegI9g
新智元,2025-05-04 13:20:18,让GPT-4.1「头皮发麻的考试」！OpenAI给大模型上强度，AI能赢吗？,OpenAI发布MRCR基准测试评估GPT-4.1超长上下文理解能力,OpenAI推出MRCR（多轮共指消解）基准测试，旨在评估大语言模型在超长上下文中区分多个相似信息的能力。GPT-4.1在该测试中表现出色，能准确检索长达100万tokens的上下文信息，显著提升了此前“海捞针”测试的难度。MRCR通过增加信息干扰和顺序识别要求，推动模型在复杂环境下的鲁棒性与精确性，促进更强大可靠的大模型发展。,LLM,OpenAI,Greg Kamradt,https://mp.weixin.qq.com/s/8VBV4Dc_hdslYn-uk8ZEYA
新智元,2025-05-04 13:20:18,AI长身体，直接做实验！自主通用科学家，科研界的Scaling Law来了,自主通用科学家：AI与机器人融合推动科学研究范式变革,本文探讨了自主通用科学家（AGS）概念，结合AI认知能力与机器人物理操作，实现科研全过程自动化。AGS有望突破物理和知识界限，加速科学发现，推动科学范式革命。文章分析了当前AI科学家和机器人系统的局限，强调虚拟与物理操作结合的重要性，并介绍了多所国际顶尖机构的前瞻性研究成果，首次提出科学发现的扩展定律（Scaling Law）。,AI4Science,Other,,https://mp.weixin.qq.com/s/hBbEDx9mkhPY5LRKsV4wJA
机器之心,2025-05-04 12:57:18,DeepSeek开源的文件系统，是如何提升大模型效率的？,DeepSeek开源分布式文件系统3FS提升大模型训练与推理效率的技术解析,本文介绍了DeepSeek开源的高性能分布式文件系统3FS，旨在通过充分利用SSD和RDMA网络带宽，提升大规模模型训练和推理中的数据访问效率。3FS通过四种主要节点（Meta、Mgmtd、Storage、Client）实现高吞吐量和容错能力，支持大规模集群环境下的文件操作和数据管理。该系统对大模型的数据预处理、加载、检查点保存及向量搜索等环节具有显著加速作用，推动了AI基础设施的创新发展。,LLM,Other,Henry Zhu,https://mp.weixin.qq.com/s/DTTDgQruThdNHhnv6ZmJog
机器之心,2025-05-04 12:57:18,CVPR 2025 Oral | DiffFNO：傅里叶神经算子助力扩散，开启任意尺度超分辨率新篇章,DiffFNO：基于傅里叶神经算子的扩散模型实现任意尺度超分辨率重建,本文介绍了由圣路易斯华盛顿大学与北京大学联合提出的DiffFNO方法，该方法结合加权傅里叶神经算子、门控融合机制和自适应ODE求解器，实现了高质量、高效且支持任意连续倍率的图像超分辨率重建。DiffFNO在多个基准测试中相较现有方法提升2~4 dB PSNR，尤其在训练分布外倍率表现优异，显著加快了扩散模型的推理速度，推动了超分辨率技术的发展。,Diffusion Model,Other,"刘晓一, 唐浩",https://mp.weixin.qq.com/s/AQZdRVNoEMw8iC0NHGFdew
机器之心,2025-05-04 12:57:18,大模型推理上限再突破：「自适应难易度蒸馏」超越R1蒸馏，长CoT语料质量飞升,基于自适应题目难度蒸馏的长链思维链推理数据构建方法,中兴通讯无线研究院大模型深潜团队提出了一种基于模型自适应题目难度分级的蒸馏方法，有效提升了小规模模型在长链思维链（CoT）推理任务中的性能。该方法通过建立题目难度分级体系，结合课程学习策略，实现了模型能力与训练数据的动态匹配，显著提高了数学推理和代码生成场景下CoT语料的质量和生成效率。实验表明，该方法在AIME24数学竞赛数据集上较传统方法提升准确率6.66%至26.7%。,LLM,Other,Richard Sutton,https://mp.weixin.qq.com/s/OYEQIUjxMZ-_QU4ls1FYtA
量子位,2025-05-04 12:08:02,3B模型逆袭7B巨头！Video-XL-Pro突破长视频理解极限，大海捞针准确率超98%,Video-XL-Pro: 基于重构式token压缩的超长视频理解多模态模型,Video-XL-Pro由上海交通大学、北京智源研究院和特伦托大学联合开发，采用重构式token压缩技术和查询选择器，实现单卡处理近万帧超长视频，准确率超98%。该3B参数模型在多个长视频理解基准上超越了Meta的7B模型Apollo-7B及其他同参数开源模型，且训练数据量显著减少，展现出高效且精准的长视频理解能力。模型及代码已开源，推动长视频理解领域的发展。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/b76WUrYNc65B6kqbxkqpaw
大数据文摘,2025-05-04 10:13:57,OpenAI 姚顺雨：“算法为王”终结，欢迎来到“产品思维”时代,OpenAI姚顺雨论AI发展转折：从算法驱动到产品思维时代,文章回顾了AI领域过去数十年以算法和模型创新为核心的“上半场”，并指出随着强化学习泛化能力的实现，AI进入了“下半场”，重点转向如何定义问题和评估AI的实际效用。OpenAI研究员姚顺雨认为，未来AI研究者需具备更接近产品经理的思维，以推动AI在真实世界持续创造价值，实现从技术突破到实际应用的转变。,LLM,"OpenAI, THU",姚顺雨,https://mp.weixin.qq.com/s/9w3TXZwvQzD843uRHtE-Lg
