公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-09-22 02:25:36,他，37岁华裔，靠AI成为福布斯400最年轻亿万富翁，身价180亿美金！,华裔创业者Edwin Chen与AI数据标注公司Surge的崛起,Edwin Chen，前谷歌员工，创立了AI数据标注公司Surge，五年内将公司估值提升至300亿美元，成为福布斯400最年轻亿万富翁。Surge通过聘请顶尖学者和全球百万零工，致力于提升AI对人类复杂性和人性的理解，推动通用人工智能的发展。Chen坚持低调运营，拒绝风险投资，强调数据标注对AI模型训练的重要性。,AGI,Other,Edwin Chen,https://mp.weixin.qq.com/s/hWhwebykv21-YRbXrBA_HA
深度学习自然语言处理,2025-09-22 02:23:59,ICLR2026 LLM声明怎么写 -- 投稿群建立！没进的快~,ICLR2026大语言模型声明及投稿群组通知,本文介绍了针对ICLR2026会议的大语言模型（LLM）声明的撰写指导，并发布了相关投稿交流群的建立通知。文章提醒读者尽快扫码加入群组，因人数限制超过200人后将无法加入。未能进入群组的读者可参考文末提供的备用方案。,LLM,Other,,https://mp.weixin.qq.com/s/3Ttswqc1j0Fb5IEfQzBhjw
机器之心,2025-09-22 02:05:28,突破后训练瓶颈？Meta超级智能实验室又一力作：CaT解决RL监督难题,Meta超级智能实验室提出CaT方法解决强化学习中缺乏监督信号问题,Meta超级智能实验室联合牛津大学研究者提出Compute as Teacher（CaT）方法，通过将推理计算转化为监督信号，解决了强化学习中缺乏人工标注或可验证答案的难题。CaT及其强化学习扩展CaT-RL在多个模型和不可验证领域（如数学推理和医疗咨询）表现显著提升，展示了无需外部标注即可优化大模型的潜力，推动了不可验证任务的强化学习研究。,LLM,Meta,,https://mp.weixin.qq.com/s/_WK8Vn3bhtrbqePsanKYEQ
机器之心,2025-09-22 02:05:28,EMNLP2025 | SFT与RL的结合，vivo AI Lab提出新的后训练方法,vivo AI Lab提出结合监督微调与强化学习的GTA框架提升文本分类性能,vivo AI Lab提出了一种名为GTA的后训练框架，将监督微调（SFT）与强化学习（RL）结合，通过Guess–Think–Answer三阶段设计，实现了监督信号与强化学习奖励的有效融合，解决了强化学习在文本分类中收敛慢和训练不稳定的问题。实验基于多个文本分类数据集和不同模型，结果显示GTA在收敛速度和分类准确率上均优于传统SFT和GRPO方法。,LLM,Other,曾敏,https://mp.weixin.qq.com/s/dTACgW9_GAkCLS9dR0ag9Q
包包算法笔记,2025-09-22 01:07:22,LLM中添加special_token和embedding初始化的trick,LLM中添加特殊Token及Embedding初始化方法研究,本文探讨了在大语言模型（LLM）监督微调阶段添加特殊Token时的关键问题及解决策略。重点分析了新Token随机初始化带来的性能下降风险，提出通过使用现有词向量均值等方法对新Token的Embedding进行平滑初始化，以减少训练初期梯度震荡和灾难性遗忘。文章还提供了具体代码示例，指导如何安全有效地扩展模型词汇表和调整Embedding矩阵。,LLM,Meta,George Xu,https://mp.weixin.qq.com/s/GSRuvkWw5qhRUCdrfe8QlQ
老刘说NLP,2025-09-22 03:53:58,我在CCKS 2025报告中的一些新想法：新三驾马车、知识库落地十条建议、GraphRAG观察,CCKS 2025知识库构建与GraphRAG应用实践报告,本文总结了作者在CCKS 2025大会上的报告内容，重点探讨了面向搜、问、推、写应用场景的文档解析及知识库建设实践，提出了知识库及RAG落地的十条建议，并对GraphRAG范式下的知识图谱构建和复杂推理任务中的应用进行了分析。文章强调知识图谱作为数据的基础价值回归，建议聚焦实际业务需求，避免过度复杂化，推动知识库技术的实用落地。,LLM,Other,,https://mp.weixin.qq.com/s/X4g3tUlGUtr5jQEf53Q3pA
AI研究前瞻,2025-09-22 03:36:24,9.22-1|奖励分布匹配强化学习；多场景式安全对齐，规格对齐；无标签语言模型进化，多数投票，多样性回答,基于奖励分布匹配的强化学习提升大规模语言模型推理多样性与泛化能力,本文提出FlowRL算法，通过匹配完整奖励分布替代传统奖励最大化，解决了大规模语言模型长链推理中模式坍缩和推理路径单一的问题。该方法结合轨迹平衡理论和强化学习技术，实现了推理路径的多样性和泛化能力提升。实验证明，FlowRL在数学和代码推理任务中均优于主流RL算法，显著提升准确率和多样性。未来将探索更高效训练策略及多模态推理应用。,LLM,"Microsoft, THU, PKU",,https://mp.weixin.qq.com/s/rYjh-7PjcJ4ATT6Qfybqpg
AI研究前瞻,2025-09-22 03:36:24,9.22-2|跨平台自动GUI标注和采集数据管道；专家级金融分析和推理评估；机器人使用人类操作视频学习,跨平台自动GUI标注与数据采集管道及多模态计算机使用代理模型ScaleCUA研究,本文提出了一套跨平台交互式数据采集与注释管道，构建了涵盖Windows、macOS、Linux、Android、iOS及Web六大平台的大规模多任务开源计算机使用数据集。基于此数据集，训练了支持多模态推理的ScaleCUA系列模型，实现了高效的GUI理解、元素定位及端到端任务执行，显著提升了跨平台计算机使用代理的泛化能力和性能，推动了计算机使用代理的规模化发展。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/gNKeepjOk-mMtBqFRCT8ew
AI研究前瞻,2025-09-22 03:36:24,9.22-3|基于图像理解的自回归图像生成；免训练使用视频扩散进行3D/4D生成；多样性图像编辑，复杂指令,基于自引导训练的自回归图像生成模型研究,本文提出了一种结合掩码学习与对比学习的自引导训练框架（ST-AR），以提升自回归图像生成模型的视觉语义理解能力。该方法通过扩展模型感受野和增强语义一致性，显著提升了图像理解和生成质量，且无需依赖预训练视觉编码器。实验结果表明，ST-AR在ImageNet图像生成任务中优于多种先进生成模型，展现出良好的理论和应用价值。,Other,Shanghai AI Lab,,https://mp.weixin.qq.com/s/BYYl4p5wTRXzMPlcL32f-g
AI研究前瞻,2025-09-22 03:36:24,9.22-4|图像，视频，3D统一Tokenizer；开放合规多语言大模型；零样本时空视频定位框架,ATOKEN: 图像、视频与3D统一视觉Tokenizer的纯Transformer架构研究,本文介绍了ATOKEN，一种基于纯Transformer的统一4D稀疏表示架构，实现了图像、视频和3D资产的统一token化，兼顾高保真重建与深层语义理解。通过扩展4D旋转位置编码和无对抗训练策略，ATOKEN在多模态、多任务下表现优异，显著提升了视觉多模态系统的泛化能力和训练稳定性。该方法为视觉tokenizer的统一化提供了新思路，推动多模态视觉AI系统的发展。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/3maeg-HxLqlEVeo1QyO9ZQ
