公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-06-01 17:25:33,陶哲轩重写20年本科经典教材！Lean编程数学证明，GitHub已放出,陶哲轩基于Lean语言形式化数学分析教材的开源项目,陶哲轩将其经典本科数学分析教材《Analysis I》内容形式化为Lean编程语言，发布开源项目，旨在通过计算机辅助证明提升数学学习体验。该项目逐步整合Lean标准数学库Mathlib，既作为数学分析教材，也成为Lean和Mathlib的入门教程，推动数学证明从纸笔转向计算机辅助形式化验证。,AI4Science,Other,陶哲轩,https://mp.weixin.qq.com/s/_QDhMsMpBVi6QkWzUckvvA
DASOU,2025-06-01 16:31:55,Text Diffusion，来了！,基于Diffusion模型的语言模型发展及其应用进展综述,本文介绍了Diffusion模型在语言模型领域的最新进展，重点讨论了Google Gemini Diffusion及开源项目LLaDA在8B规模上的冷启动训练效果。文章回顾了连续与离散扩散模型的发展历程，分析了Diffusion模型相比自回归模型的优势及其在多模态统一建模中的潜力，同时指出了当前方法在语言扩展性方面的挑战。,Diffusion Model,Other,"李崇轩, Percy Liang, Ting Chen, Alex Graves, Yizhe Zhang, Lingpeng Kong, Austin, Jonathon Ho, Lou, Meng, Ermon",https://mp.weixin.qq.com/s/dtNrsIuZte3Nv2uZWxd6jQ
新智元,2025-06-01 15:00:07,AI让文科彻底灭绝？算法猜不透人心，人类终将反杀！,文科教育在AGI时代的价值与人类独特优势分析,本文探讨了在AGI快速发展的背景下，文科教育依然具有不可替代的价值。尽管AI技术如ChatGPT等日益强大，但其缺乏人性和情感连接，这正是文科生的优势所在。文章引用科技记者Steven Levy的观点，强调人文学科培养的是对人类行为和创造力的深刻理解，这种能力是AI难以复制的。硅谷企业也逐渐认识到文科背景的重要性，文科毕业生在AI领域同样能够发挥重要作用。,AGI,OpenAI,"Steven Levy, Marvin Minsky, Daniela Amodei, Larry Page, Steve Jobs",https://mp.weixin.qq.com/s/pW4sMH06ShobghlSFoUetg
DrugAI,2025-06-01 13:38:09,Nat. Mach. Intell. | 融合立体电子效应的分子图谱以推动分子机器学习表示的发展,融合立体电子效应的分子图谱以提升分子机器学习表示能力,本研究提出了一种基于自然键轨道（NBO）分析的立体电子注入分子图（SIMG）表示方法，通过引入成键轨道、孤对电子及其相互作用节点，增强分子图的表达能力与可解释性。利用定制的双图神经网络模型，SIMG表示无需昂贵量子化学计算即可应用于多种分子机器学习任务，显著提升二维图神经网络在分子性质预测中的性能，并实现了从小分子到大分子结构的有效外推，揭示了复杂分子体系中的电子轨道相互作用机制。,AI4Science,Other,,https://mp.weixin.qq.com/s/hpFrgwMvBTQQyq77TW-lvQ
机智流,2025-06-01 12:38:39,"本周HF论文TOP10：QwenLong-L1,ScienceBoard,SWE-rebench,Quartet等",本周Hugging Face精选前沿论文综述：多领域AI模型与效率优化进展,本报告汇总了Hugging Face本周精选的10篇AI领域前沿论文，涵盖机器翻译、小型语言模型、数据压缩、表格数据基础模型、强化学习策略、科学工作流多模态评估、长文本推理框架及软件工程智能体评估等方向。研究机构包括上海人工智能实验室、清华大学、阿里巴巴等，展示了AI效率提升与多任务适应性的最新突破，为相关领域提供了丰富的理论与应用参考。,Agent,"Shanghai AI Lab, THU, Alibaba",,https://mp.weixin.qq.com/s/0MBuepvMYVC4m4k35uonPQ
大数据文摘,2025-06-01 12:28:32,5个月狂飙200%！Anthropic 年化30亿刀碾压纪录，代码生成才是 AI 印钞机,Anthropic代码生成推动企业AI营收快速增长,Anthropic在2025年5月实现年化营收30亿美元，较2024年底的10亿美元增长200%，主要得益于其面向企业的代码生成AI服务。该公司由前OpenAI核心成员创立，获得Google和Amazon的战略投资，聚焦高准确率和可控性的代码生成模型，区别于OpenAI的消费者订阅模式。Anthropic通过嵌入企业开发工具链，提升生产力并实现标准化验证，成为企业AI应用的重要力量。,LLM,"OpenAI, Amazon",Alex Clayton,https://mp.weixin.qq.com/s/DFcXUayPatYTbnQxMI_r1g
大数据文摘,2025-06-01 12:28:32,阿里发布 QwenLong-L1 超长文本杀器！已开源、支持 120k 长上下文、具备“翻书回溯”能力,阿里巴巴发布支持120k长上下文的QwenLong-L1长文本推理训练框架,阿里巴巴开源了QwenLong-L1训练框架，支持处理120k token超长文本，解决模型长上下文推理难题。该框架采用三阶段训练策略，包括有监督学习、分级强化学习和困难样本反复训练，提升模型的信息定位、子目标设定、回溯和验证能力，实现自我纠错。QwenLong-L1在多个长文本问答基准测试中表现优异，性能可与Anthropic Claude-3.7媲美，优于OpenAI o3-mini等模型。,LLM,Alibaba,,https://mp.weixin.qq.com/s/Pe8js54NQ5mnpPvqX0GOwA
新智元,2025-06-01 12:26:12,AI数学能力暴涨100%，自进化直逼RL极限！CMU新作颠覆认知,基于自奖励训练的LLM自我进化方法及其数学推理能力提升研究,本文介绍了卡内基梅隆大学（CMU）团队提出的自奖励训练（SRT）方法，该方法通过模型自身生成的自洽性奖励信号，实现无需人类标注的自我强化学习。SRT利用多数投票机制动态生成伪标签，促进模型在数学和推理任务中的性能提升，早期训练效果可媲美传统强化学习。研究还分析了奖励作弊问题及其缓解策略，展示了该方法在测试时训练中的应用潜力，为LLM的持续自我改进提供新思路。,LLM,Other,,https://mp.weixin.qq.com/s/-kjunzJJmeAF3mIfvk6RiA
新智元,2025-06-01 12:26:12,微软再放LLM量化大招！原生4bit量化，成本暴减，性能几乎0损失,微软BitNet v2实现原生4比特激活值量化以提升大语言模型推理效率,微软亚研院团队发布BitNet v2，基于原生1.58比特权重量化并首次实现全流程4比特激活值量化。通过引入H-BitLinear模块和在线Hadamard变换，有效解决激活值中的离群点问题，显著降低内存和计算成本，性能几乎无损。该方法充分利用新一代GPU的4比特计算能力，提升大规模模型推理效率，适应批处理场景的高吞吐需求。,LLM,Microsoft,Jacques Solomon Hadamard,https://mp.weixin.qq.com/s/CafL3szFrBMuISRG0GUpWQ
量子位,2025-06-01 11:40:05,北大校友造通用AI Agent，可执行1000个操作，无邀请码立即上手试用,北大校友团队发布通用AI Agent Fairies，支持多模型操作与任务协作,由北大校友Robert Yang领导的Fundamental Research团队推出通用AI Agent——Fairies，支持执行包括Deep research、代码生成、邮件处理等1000个操作。该Agent集成GPT 4.1、Gemini 2.5 Pro、Claude 4等多款最新模型，具备良好的人机协作体验和任务流程透明性，适用于文件管理和团队协作等场景。团队成员来自北大、MIT及Google X，致力于打造强大的通用智能体，推动智能体走出虚拟游戏环境，服务日常生活。,Agent,Other,"Robert Yang, Shuying Luo, Nico Christie, Andrew Ahn",https://mp.weixin.qq.com/s/69ushfXTi4KCG8Wl8c_P5w
