标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
code_transformed: The Influence of Large Language Models on Code,code_transformed：大语言模型对代码的影响,13 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.12014v1,http://arxiv.org/abs/2506.12014v1,2506.12014v1,本文首次系统研究了大型语言模型（LLMs）对代码风格的影响。通过分析2020至2025年间超过1.9万个GitHub代码库，作者发现代码命名习惯、复杂度和可维护性等方面出现了与LLM生成代码相符的显著变化，例如Python中snake_case命名比例的提升。研究还探讨了LLM解决算法问题的思路，尽管难以准确判断代码生成的具体比例，但实验证据表明LLMs正在显著改变实际编程风格，揭示了其对软件开发实践的重要影响。
"Tracing LLM Reasoning Processes with Strategic Games: A Framework for Planning, Revision, and Resource-Constrained Decision Making",利用策略游戏追踪大语言模型推理过程：规划、修订与资源受限决策的框架,13 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.12012v1,http://arxiv.org/abs/2506.12012v1,2506.12012v1,本文提出了一种基于策略游戏的框架，用于评估大型语言模型在规划、修正和资源受限决策等复杂推理过程中的表现。通过设计多维指标，超越传统的胜率衡量，研究揭示了模型在决策过程中内部机制的差异及其对结果的影响。实验结果显示，不同模型在修正策略和资源管理上的表现显著不同，且频繁修正并不总能带来更好结果。该研究强调了理解模型推理路径的重要性，为提升语言模型的可靠性和决策质量提供了新视角。
Affogato: Learning Open-Vocabulary Affordance Grounding with Automated Data Generation at Scale,Affogato：基于大规模自动数据生成的开放词汇可供性定位学习,13 Jun 2025,Embodied AI,Other,http://arxiv.org/pdf/2506.12009v1,http://arxiv.org/abs/2506.12009v1,2506.12009v1,本论文提出了Affogato，一个包含15万条实例的大规模开放词汇物体可用性定位数据集，结合了自然语言描述和对应的三维可用性热图，覆盖多样的物体和交互方式。基于此数据集，作者设计了简洁高效的视觉语言模型，利用预训练的部件感知视觉网络和文本条件热图解码器，实现了细粒度的物体部位定位。实验结果显示，该方法在现有二维和三维基准测试中表现优异，且具备良好的跨领域泛化能力。Affogato数据集已公开发布，为智能体理解和交互提供了重要资源。
Upgrade or Switch: Do We Need a New Registry Architecture for the Internet of AI Agents?,升级还是切换：我们是否需要为互联网AI智能体设计新的注册架构？,13 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.12003v1,http://arxiv.org/abs/2506.12003v1,2506.12003v1,本文探讨了现有互联网基础设施能否满足自主AI代理的需求，指出传统系统在响应速度、身份验证和地址管理等方面存在显著不足。作者分析了升级现有架构、构建全新注册系统及混合方案三种路径，认为AI代理带来的变化是质的飞跃，单纯升级难以满足要求。研究表明，未来可能采用混合模式，结合集中式和分布式注册，以兼顾性能和适应性，为AI代理互联网的发展提供了重要参考。
pLSTM: parallelizable Linear Source Transition Mark networks,pLSTM：可并行的线性源转移Mark网络,13 Jun 2025,Other,Other,http://arxiv.org/pdf/2506.11997v1,http://arxiv.org/abs/2506.11997v1,2506.11997v1,本文提出了一种新型的并行线性递归神经网络模型pLSTM，能够高效处理具有复杂结构的图形数据，如二维网格和有向无环图。pLSTM通过引入三种门控机制，实现了对图结构信息的并行传播，显著缓解了长距离依赖中的梯度消失和爆炸问题。实验表明，pLSTM在图像和分子图等任务中表现优异，尤其在长距离信息的推广能力上优于传统Transformer模型。该方法为多维结构数据的建模提供了新的高效方案。
VGR: Visual Grounded Reasoning,VGR：视觉基础推理,13 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.11991v1,http://arxiv.org/abs/2506.11991v1,2506.11991v1,本文提出了VGR，一种具备细粒度视觉感知能力的多模态大语言模型，旨在提升视觉推理任务的表现。与传统方法仅依赖语言推理不同，VGR通过先检测图像中关键区域，再结合这些视觉信息进行推理，增强了对图像细节的理解能力。为此，作者构建了包含视觉定位与语言推理的混合数据集VGR-SFT。实验结果显示，VGR在多项视觉推理基准测试中显著优于现有模型，同时大幅减少了图像信息的使用量，体现了其高效且精准的多模态推理能力。
Simple Radiology VLLM Test-time Scaling with Thought Graph Traversal,基于思维图遍历的简单放射学VLLM测试时扩展方法,13 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.11989v1,http://arxiv.org/abs/2506.11989v1,2506.11989v1,本文提出了一种简单有效的测试时扩展方法，用于提升放射学影像报告生成的推理能力。通过引入轻量级的思维图遍历框架，模型能够按照器官相关的医学顺序进行推理，结合结构化医学知识实现更深入和连贯的分析。该方法无需修改模型结构，通过动态调整推理深度，帮助冻结的视觉语言大模型自我修正，生成更准确、一致的胸部X光报告。实验结果显示，该方法优于传统提示策略，且能揭示数据集偏差，具有良好的实用价值和可复现性。
Schema-R1: A reasoning training approach for schema linking in Text-to-SQL Task,Schema-R1：一种用于Text-to-SQL任务中Schema Linking的推理训练方法,13 Jun 2025,Other,Other,http://arxiv.org/pdf/2506.11986v1,http://arxiv.org/abs/2506.11986v1,2506.11986v1,本文针对Text-to-SQL任务中的关键步骤——模式链接，提出了一种名为Schema-R1的训练方法。该方法通过构建高质量推理样本，结合监督微调和基于规则的强化学习，有效提升了模型的推理能力。实验结果表明，Schema-R1在准确识别所需数据库表和列名方面，相较现有方法提升了约10%的准确率。该研究为提高Text-to-SQL系统的理解和推理水平提供了新的思路和实践方案。
How Visual Representations Map to Language Feature Space in Multimodal LLMs,视觉表示如何映射到多模态大语言模型中的语言特征空间,13 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.11976v1,http://arxiv.org/abs/2506.11976v1,2506.11976v1,本文提出了一种保持语言模型和视觉模型参数冻结，仅通过训练线性适配器实现视觉与语言特征对齐的方法。该设计确保语言模型保持其原有的语言表示，适配器负责将视觉信息映射到语言空间。通过分析预训练稀疏自编码器的表现，研究揭示视觉特征与语言表示在模型中逐层对齐，主要集中在中后期层，且早期层存在显著不匹配。该发现为理解多模态模型中视觉与语言融合机制提供了新视角，并对现有适配器架构的有效性提出了质疑。
Self-Regulating Cars: Automating Traffic Control in Free Flow Road Networks,自我调节汽车：自由流动道路网络中的交通控制自动化,13 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.11973v1,http://arxiv.org/abs/2506.11973v1,2506.11973v1,本文提出了一种基于强化学习的“自调节汽车”交通控制方法，通过动态调节车辆速度，优化道路通行效率并减少拥堵，无需新增物理设施。该方法结合交通流理论和微观仿真，能够捕捉交通流动特性，学习有效的速度调控策略。实验证明，该方法在真实高速公路网络仿真中提升了通行量、减少了平均延迟和停车次数，实现了更平稳且抗拥堵的交通流，具备广泛应用于高速无信号道路的潜力。
Visual Pre-Training on Unlabeled Images using Reinforcement Learning,使用强化学习在无标签图像上进行视觉预训练,13 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.11967v1,http://arxiv.org/abs/2506.11967v1,2506.11967v1,本文提出了一种将视觉预训练任务转化为强化学习问题的新方法。通过训练一个智能体在图像上进行视角变化和增强操作，模型学习到有效的图像表示。该方法类似于现有的自监督学习，但通过奖励机制能够更灵活地利用无标签图像及弱标注信息。实验证明，该方法在多种真实场景下的无标签图像数据上，如视频、场景图片和网络爬取数据，均能显著提升视觉特征的表现能力。
Automated Treatment Planning for Interstitial HDR Brachytherapy for Locally Advanced Cervical Cancer using Deep Reinforcement Learning,基于深度强化学习的局部晚期宫颈癌间质高剂量率近距离放疗自动化治疗计划,13 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.11957v1,http://arxiv.org/abs/2506.11957v1,2506.11957v1,本研究提出了一种基于深度强化学习的自动化高剂量率宫颈癌近距离放疗治疗计划生成框架。该方法通过两阶段策略，首先利用强化学习智能调整治疗参数以平衡肿瘤覆盖与关键器官保护，随后采用优化算法确定具体剂量分布。实验结果表明，该自动化方案在复杂病例中表现出较高的计划质量和一致性，优于传统人工方案，显著提升了治疗计划的效率和临床适用性。该研究为放疗计划自动化提供了有效的新思路。
