标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Wan-Move: Motion-controllable Video Generation via Latent Trajectory Guidance,Wan-Move：通过潜在轨迹引导实现运动可控的视频生成,Diffusion Model,"Alibaba, THU",https://arxiv.org/pdf/2512.08765,https://huggingface.co/papers/2512.08765,本文提出了Wan-Move，一种简洁且易扩展的视频生成框架，实现了对视频中运动的精细控制。该方法通过将物体的密集运动轨迹映射到潜在空间，并沿轨迹传播首帧特征，生成对运动变化敏感的特征图，作为视频生成的条件输入，无需修改模型结构或额外编码器。Wan-Move支持高质量、细粒度的运动引导，生成的视频在运动控制效果上接近商业产品。为全面评估，作者还构建了包含多样内容和高质量标注的MoveBench基准，实验结果表明该方法在运动质量上具有显著优势。,94
Visionary: The World Model Carrier Built on WebGPU-Powered Gaussian Splatting Platform,Visionary：基于WebGPU驱动的高斯点渲染平台构建的世界模型承载器,Other,Shanghai AI Lab,https://arxiv.org/pdf/2512.08478,https://huggingface.co/papers/2512.08478,本文提出了Visionary，一种基于WebGPU的开放式网页平台，实现了高效的3D高斯点渲染和网格显示。该平台集成了实时神经网络推理，支持动态内容生成和多种3D高斯点变体，提供轻量级、即点即用的浏览器体验。通过统一推理与渲染流程，Visionary显著提升了渲染效率，简化了3D世界模型的部署与应用，促进了重建和生成模型的广泛使用。该平台兼容现有网页应用，降低了技术门槛，推动了3D神经渲染技术的普及和发展。,66
T-pro 2.0: An Efficient Russian Hybrid-Reasoning Model and Playground,T-pro 2.0：一种高效的俄语混合推理模型及其应用平台,LLM,Other,https://arxiv.org/pdf/2512.10430,https://huggingface.co/papers/2512.10430,本文介绍了T-pro 2.0，一款开源的俄语大型语言模型，专为混合推理和高效推断设计。该模型采用了针对西里尔字母优化的分词器和改进的推断加速技术，支持直接回答和推理过程展示。作者同时发布了模型权重、包含约50万条指令的训练数据集及推理评测基准，方便社区复现和扩展研究。此外，公开的在线演示平台展示了模型在不同模式下的性能和速度提升。T-pro 2.0为俄语语言理解与推理提供了实用且开放的工具，推动相关领域的发展。,63
Native Parallel Reasoner: Reasoning in Parallelism via Self-Distilled Reinforcement Learning,Native Parallel Reasoner：通过自蒸馏强化学习实现并行推理,Agent,Other,https://arxiv.org/pdf/2512.07461,https://huggingface.co/papers/2512.07461,本文提出了Native Parallel Reasoner（NPR），一种无需教师模型指导的训练框架，使大型语言模型具备真正的并行推理能力。通过自蒸馏的渐进式训练、并行感知策略优化算法以及改进的执行引擎，NPR实现了从传统的顺序推理向原生并行推理的转变。在多个推理任务中，NPR显著提升了推理准确率（最高提升24.5%）和推理速度（最高加速4.6倍），并首次实现了完全的并行执行，为高效、可扩展的智能推理树立了新标准。,51
TwinFlow: Realizing One-step Generation on Large Models with Self-adversarial Flows,TwinFlow：利用自对抗流实现大模型的一步生成,Multimodal LLM,Other,https://arxiv.org/pdf/2512.05150,https://huggingface.co/papers/2512.05150,本文提出了TwinFlow，一种无需依赖预训练教师模型和传统对抗训练的单步生成框架，显著提升了大型多模态生成模型的推理效率。该方法在文本到图像生成任务中表现优异，1步推理即可达到与传统多步方法（需40-100步）相当的效果，且计算成本降低约100倍。TwinFlow具备良好的扩展性，成功应用于大规模模型Qwen-Image-20B，实现高效的少步生成，推动了大模型高效生成技术的发展。,47
StereoWorld: Geometry-Aware Monocular-to-Stereo Video Generation,StereoWorld：基于几何感知的单目到立体视频生成,Other,Other,https://arxiv.org/pdf/2512.09363,https://huggingface.co/papers/2512.09363,本文提出了StereoWorld，一种将单目视频转换为高质量立体视频的端到端框架。该方法利用预训练的视频生成模型，结合几何感知的正则化确保生成视频的三维结构一致性，并通过时空分块技术实现高效高分辨率合成。为支持大规模训练，作者构建了包含超过1100万帧、符合人眼自然瞳距的高清立体视频数据集。实验结果表明，StereoWorld在视觉效果和几何准确性上显著优于现有方法，能为XR设备提供更真实的立体视频内容。,45
Beyond Real: Imaginary Extension of Rotary Position Embeddings for Long-Context LLMs,超越实数：面向长上下文大语言模型的旋转位置编码的虚数扩展,LLM,Shanghai AI Lab,https://arxiv.org/pdf/2512.07525,https://huggingface.co/papers/2512.07525,本文提出了一种改进的旋转位置编码方法，通过同时利用复数点积中的实部和虚部信息，增强了大型语言模型对长文本上下文的建模能力。传统方法仅使用实部，忽略了包含重要位置信息的虚部，导致对长距离依赖的捕捉不足。新方法充分利用复数表示，构建双分量注意力分数，理论和实验均表明其在多项长文本语言建模任务中表现优于标准旋转位置编码，且随着上下文长度增加，性能提升更为显著。相关代码已开源。,42
Preserving Source Video Realism: High-Fidelity Face Swapping for Cinematic Quality,保持源视频真实感：用于电影质量的高保真换脸技术,Other,Other,https://arxiv.org/pdf/2512.07951,https://huggingface.co/papers/2512.07951,本文提出了LivingSwap，一种基于视频参考引导的高保真视频换脸方法，专为电影级别的长镜头视频设计。该方法通过关键帧注入目标身份，结合视频参考信息，实现了在复杂光照、夸张表情及遮挡等挑战下的稳定身份保持和细节还原。为解决训练数据不足问题，作者构建了配对换脸数据集Face2Face，并采用数据反转增强监督效果。实验表明，LivingSwap在保持源视频真实感和时间一致性方面表现优异，显著提升了换脸质量并减少了人工调节工作量，具备广泛的影视制作应用价值。,40
Long-horizon Reasoning Agent for Olympiad-Level Mathematical Problem Solving,面向奥林匹克级数学问题求解的长时域推理智能体,Agent,Shanghai AI Lab,https://arxiv.org/pdf/2512.10739,https://huggingface.co/papers/2512.10739,本文提出了Intern-S1-MO，一种面向奥林匹克级数学难题的长程推理智能体，采用多轮层级推理和紧凑记忆结构，有效突破了大型推理模型的上下文限制。结合OREAL-H强化学习框架，提升模型的推理能力和整体表现。实验证明，该智能体在IMO2025非几何题目中表现达到银牌水平，并在多项数学推理竞赛中超越现有先进模型，展现出解决超长复杂推理任务的潜力。,39
Are We Ready for RL in Text-to-3D Generation? A Progressive Investigation,我们准备好在文本到3D生成中应用强化学习了吗？一项渐进式调查,Agent,"Shanghai AI Lab, PKU",https://arxiv.org/pdf/2512.10949,https://huggingface.co/papers/2512.10949,本文首次系统性探讨了强化学习在文本驱动的三维生成中的应用，重点研究了奖励设计、强化学习算法、评测基准和分层优化策略。作者发现，奖励信号需与人类偏好高度一致，多模态模型能有效提供三维属性信息；基于令牌级优化的算法表现优越；现有评测不足以衡量三维生成的推理能力，因而提出了新基准MME-3DR；并设计了分层强化学习框架Hi-GRPO以优化全局到局部的生成过程。基于此，开发了首个强化学习增强的文本到三维生成模型AR3D-R1，实现从粗糙形状到细节纹理的高质量生成。该研究为三维生成中的强化学习提供了重要方法和基准支持。,38
