公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
老刘说NLP,2025-07-14 08:57:51,RAG＆KG＆LLM＆文档智能持续跟进：老刘说NLP技术社区持续对外纳新,老刘说NLP技术社区：聚焦大模型、RAG、知识图谱与文档智能的持续技术分享与交流,老刘说NLP技术社区围绕大模型、RAG、知识图谱及文档智能四大方向，开展每日早报、技术讨论、线上分享及专题课程，累计举办43次技术交流活动，涵盖知识图谱构建、领域微调、模型部署等多个主题。社区通过系统化内容建设和多样化分享形式，推动技术深度与价值提升，现面向外部持续纳新，欢迎对相关技术感兴趣的人员加入。,LLM,Other,,https://mp.weixin.qq.com/s/P3KP8aCU97bmSqA09qc_GA
老刘说NLP,2025-07-14 08:57:51,搭建智能体6步指南及AI搜索Agent典型实现范式,智能体构建指南与AI搜索Agent实现范式分析,本文介绍了LangChain发布的智能体六步构建指南，强调通过测试和人类反馈迭代优化智能体能力。同时，分析了基于大语言模型驱动的AI搜索Agent典型实现范式，涵盖任务分解、动态规划执行及答案合成等关键技术，展示了多智能体系统在复杂搜索任务中的应用与优势。文章结合最新研究成果，探讨了智能体设计与AI搜索技术的实践路径。,Agent,Other,,https://mp.weixin.qq.com/s/5rNqrf3aW7y626lLiW2hWg
量子位,2025-07-14 08:46:23,美团王兴，中国具身智能第一投资人,美团王兴在中国具身智能领域的投资布局分析,本文梳理了美团创始人王兴及其旗下基金在2023年至2025年间对具身智能领域的多轮投资，涵盖星海图、它石智航、康诺思腾等头部企业，累计投资金额超数亿美元。文章详细回顾了王兴通过美团战投和美团龙珠对具身智能及机器人领域的战略布局，强调其在中国具身智能机器人投资领域的重要地位和影响力。,Embodied AI,Other,王兴,https://mp.weixin.qq.com/s/kakRC-rWCgWzhwE9pRcmuw
量子位,2025-07-14 08:46:23,这个AI精准模拟人类行为大脑状态，上Nature了,基于大语言模型的通用人类认知预测模型Centaur的开发与验证,德国研究团队开发了基于Llama 3.1的通用认知模型Centaur，利用史上最大规模心理学数据集Psych-101，通过参数高效微调技术，仅用5天训练时间，实现了对人类认知行为的精准预测。Centaur在160项心理学实验中表现优于传统认知模型，且其神经表征与人类fMRI数据高度吻合，展现出跨领域泛化能力和对人类神经活动的良好预测性能，标志着心理学与人工智能的跨界突破。,LLM,Other,,https://mp.weixin.qq.com/s/fFrCBZc1sAnJVvyJE2GfSQ
智药邦,2025-07-14 00:35:58,npj Biomed Innov｜AI与合成生物学的融合：迫在眉睫的洪流,AI与合成生物学融合的进展、机遇与挑战综述,本文综述了AI技术，特别是大型语言模型和生物设计工具在合成生物学中的应用进展，涵盖基因序列解析、蛋白质结构预测、自动化设计-构建-测试-学习流程等方面的创新。文章同时探讨了技术融合带来的伦理、治理和安全风险，强调了人类监督和监管策略的重要性，指出AI将显著加速生物工程创新并降低技能门槛。,AI4Science,DeepMind,,https://mp.weixin.qq.com/s/9sJCqhMUxrUAFnFUtMjzUg
智药邦,2025-07-14 00:35:58,OpenAI领投的Chai-2发布：击穿药企巨头的专利壁垒，管线估值逻辑也将改变？,Chai-2多模态生成式AI模型在抗体药物设计中的应用与突破,Chai Discovery团队发布的Chai-2模型实现了抗体的零样本de novo设计，显著提升了抗体发现的成功率和效率。该模型能够针对全新靶点生成全新的抗体序列和三维结构，命中率远超传统方法，极大缩短研发周期并降低早期风险。Chai-2不仅突破了抗体药物的专利壁垒，还为不可成药靶点提供了系统性解决方案，推动了抗体药物设计向工业化和多样化方向发展，具备成为通用生物制剂设计平台的潜力。,Multimodal LLM,OpenAI,,https://mp.weixin.qq.com/s/VAcKkBG_Ewd9h-Md1yMXmA
智药邦,2025-07-14 00:35:58,医药研发进入智能时代：东阳光药AI平台赋能药物研发,东阳光药HEC智能药物发现平台助力药物研发智能化转型,2025年6月，东阳光药发布HEC智能药物发现平台，融合生成式AI与量子化学计算，涵盖分子设计、活性优化、药代动力学预测及药物相互作用评估等环节。平台包含五大自主研发AI模型，实现从分子生成到临床前评价的闭环研发体系，显著提升新药研发效率，降低成本。未来将拓展至药物溶出度和透膜预测，推动AI驱动的药物研发新范式。,AI4Science,Other,,https://mp.weixin.qq.com/s/aWECyF2FfaI0i3DPwJOMzg
DrugAI,2025-07-14 00:17:03,Nat. Rev. Bioeng.｜算法驱动的可持续化学合成新范式,算法驱动的绿色与可持续化学合成新范式研究进展,本文综述了计算辅助合成规划（CASP）在绿色化学、可持续化学及循环化学领域的应用潜力，重点探讨了化学合成与生物工程的融合。文章介绍了基于算法的废物转化药物合成路径设计、降解合成的循环潜力挖掘及酶催化反应预测的挑战，强调AI与生物工程协同推动环保、高效的化学品合成路径设计，助力产业可持续发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/-jAi-DjtAEXmJnjh6ZDsoA
AINLP,2025-07-13 22:57:42,为什么苹果不对12306购票抽成30%,苹果应用内购抽成政策及其对12306购票的影响分析,本文分析了苹果公司为何不对12306火车票购票服务抽取30%内购费用，主要原因在于12306购票不属于苹果审核指南中定义的应用内购范畴，属于“App之外的商品和服务”，因此可使用非IAP支付方式。文章还介绍了苹果内购抽成的相关协议和分成比例，以及苹果生态系统的商业模式和市场现状。,Other,Other,,https://mp.weixin.qq.com/s/nZPmseDtzt6-JMvaI2MYIQ
AINLP,2025-07-13 22:57:42,数据不够？能力来凑！Mid-training解锁GUI Agent的基础能力,基于Mid-training提升GUI Agent基础能力的研究,本文提出通过Mid-training方法，在预训练和后训练之间利用领域外丰富数据提升GUI Agent的多项基础能力，包括规划与推理、感知、知识先验和交互能力。通过在Qwen2-VL-7B模型上进行多领域中间训练，再结合有限的轨迹数据进行后训练，显著提升了模型在WebArena和AndroidWorld等GUI Agent任务中的表现。该方法有效缓解了轨迹数据稀缺带来的训练瓶颈，推动了多模态数字代理的发展。,Agent,Other,,https://mp.weixin.qq.com/s/ZuPgHy38yT8p6hBmUL8Zeg
AINLP,2025-07-13 22:57:42,Gemini 2.5 Pro 是怎么炼成的？-- gemini 2.5 技术报告阅读笔记与思考,Gemini 2.5 Pro 技术报告解读与思考,本文解读了Google Gemini 2.5 Pro模型的技术细节，重点分析了其多模态能力、长上下文处理能力及动态思考机制。Gemini 2.5采用基于Sparse MoE的Transformer架构，训练数据涵盖文本、代码、图像、音频和视频，支持超过100万个token的长上下文输入。后训练阶段结合监督微调、奖励建模和强化学习，提升模型的多步骤操作和工具使用能力。动态思考机制使模型能根据需要调整思考时间，显著提升性能和准确率。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/HxM8cjvrRdnWHhE50ndRUA
机器学习POD,2025-07-13 22:44:00,ICML 2025 炸场议题：如何区分模型在真正思考还是死记硬背,基于隐藏状态预测的模型推理复杂度度量方法研究,本文介绍了一种名为PHi loss的新指标，通过预测模型未来隐藏状态来衡量大语言模型在推理过程中是否进行复杂计算。该方法能有效区分模型是死记硬背还是现场推理，适用于Transformer和RNN结构，并在数学题解答中表现出较强的正确率预测能力。PHi loss为评估模型“真正思考”提供了新的量化工具，具有较好的通用性和实用价值。,LLM,Other,"Vincent Herrmann, Róbert Csordás, Jürgen Schmidhuber",https://mp.weixin.qq.com/s/jnmbgcI9wVXazqUhi-V8lQ
机器学习算法与自然语言处理,2025-07-13 22:15:55,求医十年，病因不明，ChatGPT：你看起来有基因突变,基于ChatGPT辅助诊断的基因突变病例分析及医疗应用探讨,本文介绍了一位患者通过ChatGPT辅助分析，发现长期未明原因的症状与MTHFR基因突变相关的案例，体现了AI在医疗诊断中的潜力。文章讨论了AI辅助诊疗的优势与局限，强调AI建议需结合医生判断，未来AI有望成为医生的辅助工具，提升疑难病症的诊断效率和个性化治疗水平。,LLM,Microsoft,,https://mp.weixin.qq.com/s/7beDjPtHP1uX4uA1B6sfKw
机器学习算法与自然语言处理,2025-07-13 22:15:55,向5岁小朋友解释清楚比特币,比特币及其去中心化账本机制的通俗解释,本文通过简单易懂的比喻，向非专业读者解释了比特币的基本概念及其背后的核心技术——去中心化的公共账本。文章阐述了数字资产交易中存在的双重支付问题，并介绍了通过分布式账本技术解决该问题的原理，强调了比特币系统的开源、去中心化和防篡改特性，使数字资产的交换如同实物交换一样可靠。,Other,Other,,https://mp.weixin.qq.com/s/_XnwhpkD6RPqgP1qx6-aLg
机器学习算法与自然语言处理,2025-07-13 22:15:55,推荐慢思考前沿研究速览,基于慢思考的推荐系统前沿研究综述,本文综述了推荐系统领域中“慢思考”技术的最新进展，重点介绍了结合大语言模型与传统推荐模型的DeepRec，基于多步骤推理的STREAM-Rec，以及通过深度循环潜在推理提升序列推荐性能的LARES等代表性研究。这些方法通过模拟人类多轮推理和动态反思，显著提升了推荐的准确性、多样性和可解释性，为个性化推荐系统的发展提供了新的技术路径。,LLM,Other,"王晓磊, 郑博文, 李炳黔",https://mp.weixin.qq.com/s/9rMBPvqHm_pHWGnzQONcWg
机器学习算法与自然语言处理,2025-07-13 22:15:55,赛尔笔记｜虚假信息检测综述,虚假信息检测技术综述与发展趋势,本文系统梳理了虚假信息检测技术的发展脉络，涵盖基于证据的事实核查、传播语境的谣言检测及意图分析的内容理解三大主流范式，重点分析了多模态融合、大语言模型辅助推理与跨领域适应等核心技术。文章探讨了虚假信息自动化生成与传播的新特征及其带来的挑战，旨在为构建智能、鲁棒且可解释的信息可信体系提供理论与实践指导。,LLM,Other,,https://mp.weixin.qq.com/s/NX0xEbgWl49-rBV2Ndps0g
机器之心,2025-07-14 10:29:42,ICCV 2025满分论文：一个模型实现空间理解与主动探索大统一,统一空间理解与主动探索的具身导航模型研究,本文提出了一种结合空间理解与主动探索的具身导航模型，实现智能体在动态环境中高效构建三维空间认知并完成自主导航任务。该模型通过在线构建多模态空间记忆，联合优化探索策略与语义理解，突破了传统模块化方法的限制。研究团队来自北京通用人工智能研究院及多所高校，成果获得ICCV 2025满分评价，推动了物理空间中智能体任务执行的能力提升。,Embodied AI,Other,李庆,https://mp.weixin.qq.com/s/EpPhCVDtCZE90GsRflvrWw
AINLP,2025-07-14 09:55:47,下载量10w+！免费《LLM书》.PDF,生成式人工智能与大模型技术指南及科研支持服务介绍,本文介绍了一本免费提供的生成式人工智能指南《LLM书》，涵盖转换器和扩散模型，详细讲解生成式AI项目的全生命周期，包括用例定义、模型选择、微调和部署。书中配有大量代码示例，支持多平台运行。文章还推广了大模型前沿系列课程及科研服务，帮助科研人员解决论文创新点不足的问题，提供一对一指导和科研规划，助力高质量SCI论文发表。,LLM,Other,,https://mp.weixin.qq.com/s/7CQubxiFibV9jHI9x111nw
ScienceAI,2025-07-14 11:14:40,智能科学实验室加速未来科学发现，首版仿真智驱实验室LabUtopia发布,智能科学实验室LabUtopia发布及其在科学发现中的应用探索,文章介绍了由上海人工智能实验室等多家机构联合开发的LabUtopia平台，该平台集成高保真物理仿真、化学反应建模及多步实验流程规划，推动智能科学实验室向具身智能和自主科研自动化发展。通过构建认知大模型、智能体工作流与具身机器人三层闭环架构，LabUtopia实现了复杂科研实验的模拟与评估，揭示现有具身智能策略在科学实验中的局限，呼吁全球合作加速AI驱动的科学发现。,AI4Science,"Shanghai AI Lab, PKU",,https://mp.weixin.qq.com/s/4iStXvQz1XD059NdFZ6NzQ
新智元,2025-07-14 11:00:46,Karpathy戳破强化学习神话，首提AI复盘式进化！暴力试错将死,Karpathy提出基于复盘的AI学习范式，质疑强化学习的长期效能,Karpathy在最新文章中指出，强化学习（RL）在长时程任务中效率低下，难以模拟人类通过复盘反思提升智能的机制。他提出一种新的算法框架，通过多次推演和上下文复盘提炼“教训”，以实现更高效的学习和持续进步。该观点引发业界对RL局限性的关注，强调未来AI发展需探索更接近人类认知的学习范式。OpenAI及其他专家对此表示认同，认为还有大量研究空间等待挖掘。,AGI,OpenAI,"Andrej Karpathy, Noam Brown, Kevin Lu, Yuchen Jin",https://mp.weixin.qq.com/s/jFWTls34_PX5EB04s6n6qQ
新智元,2025-07-14 11:00:46,彻底改写Transformer！「能量驱动架构」横空出世，通用推理时代要来了？,基于能量驱动模型的Transformer架构创新及其推理机制研究,本文介绍了由UIUC、斯坦福和哈佛联合提出的能量驱动Transformer（EBT）架构，该模型通过能量最小化机制模拟人类System 2思维，实现动态多轮推理，显著提升训练效率和推理准确度。EBT突破传统前馈推理范式，具备动态计算、不确定性表达及自我验证能力，在文本和多模态任务中表现出优越的扩展性和稳健性，推动下一代AI基础架构的发展。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/IVlGlNBOuL-Mb5jRulJ6Mw
机器学习POD,2025-07-14 10:38:33,网友：都说了学物理的不准转计算机！「“流匹配”成ICML 2025超热议题」,流匹配技术在生成式AI中的应用及其物理学基础解析,本文介绍了流匹配（Flow Matching）技术在生成式AI领域的最新进展，强调其基于流体力学连续性方程的理论基础。流匹配通过学习噪声分布到数据分布的插值路径，实现高质量、稳定且简洁的生成模型。文章结合ICML 2025会议热点，探讨了流匹配在多输入类型处理和生成任务中的优势，揭示了物理学原理如何为生成模型提供创新思路。,Diffusion Model,Other,Floor Eijkelboom,https://mp.weixin.qq.com/s/ZgG3XH-E2cEHkyKwc_bYDg
机器之心,2025-07-14 10:29:42,英伟达&MIT等推出Long-RL，长视频训练速度翻倍,英伟达与MIT等机构联合推出Long-RL框架，实现长视频强化学习训练速度提升,英伟达联合MIT、香港大学和UC Berkeley推出Long-RL，一种面向长视频和多模态强化学习的全栈训练框架。该框架采用多模态强化序列并行（MR-SP）机制，通过并行编码和序列并行预填充，有效降低显存占用并提升训练速度，支持单机稳定训练3600帧长视频，训练速度提升达2.1倍。Long-RL还提供多模态强化学习工具箱，适配多种视觉语言和大语言模型，推动长时序推理和复杂策略学习的发展。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/T-1VIPzD4E-8c06cBhr-vA
具身智能之心,2025-07-14 10:21:35,VLA之外，具身+VA工作汇总,具身智能与视觉行动结合的最新研究工作汇总（2025）,本文汇总了2025年具身智能与视觉行动（Vision + Action）相关的最新研究进展，涵盖机器人操作、全身控制、单次学习、仿真到现实迁移及端到端学习等方向。内容来源于“具身智能之心”知识星球，涉及多项前沿工作如扩散策略、模态组合策略、仿真物理对齐及多模态视觉触觉策略等，旨在推动具身智能领域的技术发展与应用。,Embodied AI,ByteDance,,https://mp.weixin.qq.com/s/eRj-ofPeJ1G-i_X9s5Fskw
