标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Raw Data Matters: Enhancing Prompt Tuning by Internal Augmentation on Vision-Language Models,原始数据的重要性：通过内部增强提升视觉-语言模型的提示调优,04 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.02671v1,http://arxiv.org/abs/2508.02671v1,2508.02671v1,本文提出了一种名为AugPT的提示调优方法，通过对原始图像数据进行自监督增强，提升视觉语言模型的性能和泛化能力。不同于依赖外部知识的数据扩充策略，AugPT仅利用训练集内的图像进行增强，并引入基于一致性测试的门控机制自动过滤噪声样本，从而提高增强数据的质量。大量实验表明，该方法有效提升了模型表现，且无需额外外部数据，具有较高的实用价值和推广潜力。代码已开源。
MedVLThinker: Simple Baselines for Multimodal Medical Reasoning,MedVLThinker：多模态医学推理的简单基线方法,04 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.02669v1,http://arxiv.org/abs/2508.02669v1,2508.02669v1,本文提出了MedVLThinker，一套面向医疗多模态推理的简单且高效基线方法。通过系统整理不同难度的文本和图文医疗数据，并采用监督微调与基于答案正确性的强化学习两种训练策略，作者发现强化学习显著优于传统微调，且仅使用文本数据训练效果优于多模态数据。基于此方法，作者构建的7B参数模型刷新了公开医疗视觉问答任务的最佳成绩，32B模型性能可媲美GPT-4o。所有数据和代码均已公开，为医疗多模态推理研究提供了坚实基础。
LOST: Low-rank and Sparse Pre-training for Large Language Models,LOST：用于大语言模型的低秩与稀疏预训练方法,04 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.02668v1,http://arxiv.org/abs/2508.02668v1,2508.02668v1,本文提出了一种名为LOST的新方法，通过巧妙结合低秩分解与稀疏表示，有效降低大规模语言模型的预训练计算和内存开销。LOST利用奇异值分解提取权重矩阵中的主要成分，同时用稀疏结构补充剩余信息，从而在保证模型表现的同时显著提升训练效率。实验证明，LOST在参数规模从6000万到70亿的模型上均能达到与全秩模型相当甚至更优的性能，展现出良好的实用价值和推广潜力。
Manip4Care: Robotic Manipulation of Human Limbs for Solving Assistive Tasks,Manip4Care：用于辅助任务的人体肢体机器人操作,04 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.02649v1,http://arxiv.org/abs/2508.02649v1,2508.02649v1,本文提出了Manip4Care，一种用于机器人辅助护理的人体肢体抓取与 reposition 的模拟系统。该方法结合物理仿真和力学约束，设计了有效的抓取策略和路径规划，以安全地移动人体肢体，适应不同体位和年龄段的关节限制。实验涵盖多种肢体操作任务，并通过实体模型验证了系统在实际助浴等护理场景中的应用潜力。该研究提升了机器人在动态人体辅助中的灵活性和实用性，有助于改善重度行动障碍者的护理质量。
Evaluating Variance in Visual Question Answering Benchmarks,视觉问答基准中的方差评估,04 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.02645v1,http://arxiv.org/abs/2508.02645v1,2508.02645v1,本文针对多模态大语言模型在视觉问答任务中的评估问题进行了深入分析。研究发现，当前评测多依赖单一结果，忽视了模型输出的随机性、训练种子和参数设置等因素带来的性能波动。通过对14个主流视觉问答基准的系统性实验，作者揭示了这些因素对结果稳定性的影响，并提出采用填空式评估方法以降低随机性、提升评测可靠性。本文强调了引入波动性考量的重要性，为多模态模型的稳健发展提供了新的评估视角。
D2PPO: Diffusion Policy Policy Optimization with Dispersive Loss,D2PPO：基于扩散策略的策略优化及其分散损失,04 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.02644v1,http://arxiv.org/abs/2508.02644v1,2508.02644v1,本文提出了D2PPO，一种结合扩散策略与分散损失的新方法，旨在解决机器人操作中扩散策略表示退化的问题。通过引入分散损失，D2PPO增强了模型区分相似观察的能力，从而更精准地处理复杂操作任务。实验结果表明，该方法在多个机器人操作基准测试中显著提升了性能，且在真实机器人上验证了其高成功率，尤其在复杂任务中表现优异，达到了新的最先进水平。
CAK: Emergent Audio Effects from Minimal Deep Learning,CAK：从极简深度学习中涌现的音频效果,04 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.02643v1,http://arxiv.org/abs/2508.02643v1,2508.02643v1,本文提出了一种基于单个3x3卷积核的音频效果生成方法，通过在少量个性化样本上训练，实现了音频效果的自发现。核心创新包括条件感知卷积核（CAK），利用软门控机制保持输入特性，以及AuGAN，一种重新定义对抗训练目标的策略，使模型聚焦于验证控制信号的应用。该方法学习到的卷积核能根据输入特征产生频率相关的时间偏移，进而生成独特的音乐效果。实验结果表明，该方法在极少数据条件下有效挖掘音频变换潜力，为音频效果设计提供了新思路。
Test Set Quality in Multilingual LLM Evaluation,多语言大语言模型评估中的测试集质量,04 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.02635v1,http://arxiv.org/abs/2508.02635v1,2508.02635v1,本文针对多语言大型语言模型评测中使用的测试集质量进行了深入分析。作者选取法语和泰卢固语的多语言评测数据集，人工发现了多处错误，随后比较了多个模型在原始与修正数据集上的表现，发现性能差异显著，最高接近10%。研究表明，测试集不应被视为固定不变，需定期审查和修正。论文最后提出了针对数据集创建者和使用者的质量保障建议，强调提升测试集准确性对于公平评估模型能力的重要性。
Actionable Counterfactual Explanations Using Bayesian Networks and Path Planning with Applications to Environmental Quality Improvement,利用贝叶斯网络和路径规划的可操作反事实解释及其在环境质量改善中的应用,04 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.02634v1,http://arxiv.org/abs/2508.02634v1,2508.02634v1,本文提出了一种基于贝叶斯网络和路径规划的新方法，用于生成可操作的反事实解释，帮助用户理解机器学习模型的决策过程。该方法不直接依赖训练数据，而是通过学习数据分布构建搜索空间，保护敏感信息。实验表明，该方法在多个数据集上能生成更简洁且易执行的反事实方案。实际应用于美国环境保护局数据，支持制定更公平有效的环境质量改善政策，兼顾不同领域间的变量交互，尤其关注社会经济因素对社区的潜在影响，具有重要的社会价值。
Pointer: Linear-Complexity Long-Range Modeling without Pre-training,Pointer：无需预训练的线性复杂度长距离建模,04 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.02631v1,http://arxiv.org/abs/2508.02631v1,2508.02631v1,本文提出了Pointer，一种新颖的序列建模架构，能够实现线性复杂度的长距离依赖处理，且无需预训练。通过层级指针链机制，Pointer有效替代了传统注意力机制中的高开销计算，显著提升了长序列处理速度（提升2到10倍），并在复制任务中保持超过95%的准确率。实验结果表明，Pointer不仅具备高效性和准确性，还能学习到可解释的结构化依赖关系，为无需预训练的长距离建模提供了一种高效且实用的替代方案。
