标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
ARB: A Comprehensive Arabic Multimodal Reasoning Benchmark,ARB：一个全面的阿拉伯语多模态推理基准,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17021v1,http://arxiv.org/abs/2505.17021v1,2505.17021v1,本文提出了首个针对阿拉伯语的多模态推理评测基准——ARB，涵盖文本与视觉信息，涉及11个不同领域，包括视觉推理、文档理解和文化解读等。该基准包含1356个多模态样本及5119个人工标注的推理步骤，用以系统评估大规模多模态模型在阿拉伯语环境下的推理能力。实验结果显示现有模型在连贯性、真实性和文化适应性方面仍存在显著挑战。ARB为多模态推理研究提供了结构化工具，推动了对少数语言的包容性和透明性发展，相关资源已公开发布以促进后续研究。
GoT-R1: Unleashing Reasoning Capability of MLLM for Visual Generation with Reinforcement Learning,GoT-R1：通过强化学习释放多模态大语言模型在视觉生成中的推理能力,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17022v1,http://arxiv.org/abs/2505.17022v1,2505.17022v1,本文提出了GoT-R1框架，通过强化学习提升多模态大模型在图像生成中的语义和空间推理能力。该方法基于生成思维链，设计了双阶段多维度奖励机制，综合评估推理过程和最终图像的语义一致性、空间准确性及视觉质量。实验表明，GoT-R1在复杂文本描述下生成多对象且空间关系精确的图像表现显著优于现有方法，推动了图像生成技术的进步。作者公开了代码和预训练模型，便于后续研究。
SophiaVL-R1: Reinforcing MLLMs Reasoning with Thinking Reward,SophiaVL-R1：通过思考奖励强化多模态大语言模型的推理能力,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17018v1,http://arxiv.org/abs/2505.17018v1,2505.17018v1,本文提出了SophiaVL-R1，一种通过引入对思考过程的奖励信号来增强多模态大语言模型推理能力的方法。作者设计了一个思考奖励模型来评估推理过程质量，并提出Trust-GRPO策略以降低不可靠奖励的影响，同时采用逐步减少思考奖励权重的训练策略。实验结果表明，SophiaVL-R1在多个推理基准测试中表现优异，展现了较强的推理和泛化能力，且在参数规模远小于对手模型的情况下取得更好成绩。相关代码和数据已公开。
Let Androids Dream of Electric Sheep: A Human-like Image Implication Understanding and Reasoning Framework,让安卓梦见电子羊：一种类人图像隐含意义理解与推理框架,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17019v1,http://arxiv.org/abs/2505.17019v1,2505.17019v1,本文提出了Let Androids Dream（LAD）框架，旨在提升人工智能对图像隐喻和深层含义的理解与推理能力。通过感知、知识搜索和推理三阶段，LAD有效弥补了现有多模态模型在文化和情境理解上的不足。在英文和中文图像隐喻任务中，LAD展现出优越性能，显著超越多种主流模型，且表现接近更大型模型。该研究为图像语义理解和人机交互提供了新的方法和视角，推动了视觉与语言结合领域的发展。
CrossLMM: Decoupling Long Video Sequences from LMMs via Dual Cross-Attention Mechanisms,CrossLMM：通过双重交叉注意力机制实现长视频序列与大多模态模型的解耦,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17020v1,http://arxiv.org/abs/2505.17020v1,2505.17020v1,本文提出了CrossLMM，一种通过双重交叉注意力机制有效处理长视频序列的方法。该方法首先通过池化技术大幅减少视觉输入的数量，随后在模型内部利用视觉间和文本-视觉间的交叉注意力，提升信息利用效率和文本对视觉内容的理解能力。实验证明，CrossLMM在显著降低计算成本的同时，依然保持甚至超越了现有多模态视频理解模型的性能，展示了其在长视频处理中的实用价值。
Delving into RL for Image Generation with CoT: A Study on DPO vs. GRPO,深入研究基于CoT的图像生成强化学习：DPO与GRPO的比较分析,22 May 2025,Other,Other,http://arxiv.org/pdf/2505.17017v1,http://arxiv.org/abs/2505.17017v1,2505.17017v1,本文首次系统比较了两种强化学习算法——直接偏好优化（DPO）和群体相对策略优化（GRPO）在自回归图像生成任务中的表现，探讨了它们在提升图像与文本一致性及美学质量方面的优势与局限。研究强调了设计具备良好泛化能力的奖励模型对算法效果的重要影响，并分析了三种主流的模型扩展策略对性能提升的贡献。该工作为强化学习在图像生成中的链式推理提供了新的理论与实践指导，促进了更鲁棒、高效的算法开发。代码已公开，便于后续研究参考。
Interactive Post-Training for Vision-Language-Action Models,视觉-语言-动作模型的交互式后训练,22 May 2025,Embodied AI,Other,http://arxiv.org/pdf/2505.17016v1,http://arxiv.org/abs/2505.17016v1,2505.17016v1,本文提出了一种名为RIPT-VLA的交互式后训练方法，通过强化学习利用稀疏的二元成功反馈对预训练的视觉-语言-动作模型进行微调。该方法无需大量专家示范数据，显著提升了模型在新任务和环境中的适应能力。实验表明，RIPT-VLA在提升多种模型性能的同时，具备高效的数据和计算利用率，甚至在极少示范下也能快速达到高成功率。此外，所学策略具备良好的泛化能力和鲁棒性。该方法为视觉-语言-动作模型的后续训练提供了一种简便且实用的解决方案。
Multi-SpatialMLLM: Multi-Frame Spatial Understanding with Multi-Modal Large Language Models,Multi-SpatialMLLM：基于多模态大语言模型的多帧空间理解,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17015v1,http://arxiv.org/abs/2505.17015v1,2505.17015v1,本文提出了一种名为Multi-SpatialMLLM的多模态大语言模型框架，旨在提升模型对多帧图像的空间理解能力，解决现有模型仅限于单帧图像分析的不足。通过引入深度感知、视觉对应和动态感知技术，结合新构建的包含2700多万样本的MultiSPA数据集，作者设计了统一的空间任务评测基准。实验结果表明，Multi-SpatialMLLM在多帧空间推理上显著优于现有方法，具备良好的扩展性和泛化能力，并在机器人等实际应用中展现出潜在价值。
When Are Concepts Erased From Diffusion Models?,扩散模型中概念何时被抹除？,22 May 2025,Diffusion Model,Other,http://arxiv.org/pdf/2505.17013v1,http://arxiv.org/abs/2505.17013v1,2505.17013v1,本文探讨了在扩散模型中选择性删除特定概念的效果与机制。作者提出了两种概念删除的可能方式：降低生成目标概念的概率和干扰模型内部的指导机制。为全面评估概念是否真正被删除，论文设计了一套独立的评测方法，包括对抗攻击、新颖的探测技术及替代生成分析。研究揭示了在减少副作用与提升对恶意提示鲁棒性之间的权衡，强调了对扩散模型中概念删除效果进行全面评估的重要性。
SpatialScore: Towards Unified Evaluation for Multimodal Spatial Understanding,SpatialScore：迈向统一的多模态空间理解评估,22 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.17012v1,http://arxiv.org/abs/2505.17012v1,2505.17012v1,本文针对多模态大语言模型（MLLMs）在空间理解能力方面的不足，提出了SpatialScore，一个集成了12个数据集、涵盖多种空间任务的综合评测基准，包含2.8万个样本及一个难度较高的子集SpatialScore-Hard。同时，作者设计了SpatialAgent，一个结合多种专用工具的多智能体系统，支持多种推理方式。通过系统评测，揭示了当前模型在空间推理上的挑战，并验证了SpatialAgent的有效性。该工作为评估和提升MLLMs的空间理解能力提供了重要资源和参考。
