标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Generative View Stitching,生成视角拼接,28 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.24718v1,http://arxiv.org/abs/2510.24718v1,2510.24718v1,本文提出了一种名为生成视角拼接（GVS）的新方法，解决了基于自回归视频扩散模型在预设摄像机路径引导下生成视频时易发生场景碰撞和不连贯的问题。GVS通过并行采样整个视频序列，使生成内容与整个摄像机轨迹保持一致，提升了视频的稳定性和连贯性。该方法兼容现有视频扩散模型，并引入了全向引导技术，通过同时利用过去和未来信息，增强时间一致性，实现了长距离的循环闭合。实验展示了GVS在复杂摄像机路径下生成无碰撞、连贯的视频效果，显著推动了摄像机引导视频生成的发展。
Uniform Discrete Diffusion with Metric Path for Video Generation,基于度量路径的均匀离散扩散用于视频生成,28 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.24717v1,http://arxiv.org/abs/2510.24717v1,2510.24717v1,本文提出了URSA，一种用于视频生成的离散扩散模型框架，通过对离散时空标记的迭代全局优化，实现高效且高质量的视频合成。URSA引入了线性度量路径和分辨率相关的时间步长调整机制，显著提升了生成高分辨率和长时长视频的能力，同时减少推理步骤。此外，采用异步时间微调策略，使模型能够统一处理插帧和图像生成视频等多种任务。实验结果表明，URSA在多个视频和图像生成基准上优于现有离散方法，并与领先的连续扩散技术表现相当，展示了其在离散视频生成领域的先进性和实用价值。
Routing Matters in MoE: Scaling Diffusion Transformers with Explicit Routing Guidance,路由在MoE中的重要性：利用显式路由指导扩展扩散Transformer,28 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.24711v1,http://arxiv.org/abs/2510.24711v1,2510.24711v1,本文提出了ProMoE，一种针对视觉任务设计的混合专家模型框架，解决了现有方法在扩展扩散变换器时专家难以专门化的问题。通过引入两步路由机制，ProMoE将图像信息按功能角色分组，并基于语义内容优化专家分配，从而提升模型对视觉数据的处理能力。实验结果表明，ProMoE在ImageNet数据集上显著优于现有方法，展示了其在视觉生成模型扩展中的有效性和潜力。
Does Object Binding Naturally Emerge in Large Pretrained Vision Transformers?,大型预训练视觉Transformer中对象绑定是否自然出现？,28 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.24709v1,http://arxiv.org/abs/2510.24709v1,2510.24709v1,本研究探讨了大型预训练视觉变换器（ViTs）是否自然具备将图像中不同部分绑定成整体对象的能力。通过分析多种预训练模型，作者发现这种对象绑定能力在自监督训练的ViTs中显著存在，而在传统监督训练模型中较弱，表明该能力依赖于特定的预训练目标。研究还揭示，这种绑定信息存在于模型的低维表示中，并能有效引导注意力机制，促进模型性能。结果表明，ViTs能够自发形成类似人类认知中的对象整合能力，挑战了其缺乏对象绑定的传统观点。
ComboBench: Can LLMs Manipulate Physical Devices to Play Virtual Reality Games?,ComboBench：大语言模型能否操控物理设备玩虚拟现实游戏？,28 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.24706v1,http://arxiv.org/abs/2510.24706v1,2510.24706v1,本文提出了ComboBench，一个用于评估大型语言模型（LLMs）将高层语义指令转化为虚拟现实（VR）设备操作的基准测试，涵盖四款热门VR游戏中的262个场景。通过对比七种主流LLM与人类表现，研究发现尽管部分模型在任务分解上表现良好，但在程序推理和空间理解方面仍存在不足，且在不同游戏中的表现差异显著。实验还表明，少量示例学习能显著提升模型能力。该工作为推动LLM在复杂物理交互中的应用提供了重要参考。
"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",Agent Data Protocol：统一多样化数据集以实现高效的LLM智能体微调,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24702v1,http://arxiv.org/abs/2510.24702v1,2510.24702v1,本文提出了一种名为Agent Data Protocol（ADP）的轻量级数据表示方法，旨在解决多样化代理训练数据格式分散的问题。ADP作为统一的“中间语言”，能够兼容多种任务类型，如API调用、浏览、编码等，简化了数据整合与训练流程。作者将13个现有代理训练数据集统一转化为ADP格式，进行大规模监督微调，显著提升了模型性能约20%，并在多个标准任务上达到或接近最新水平。该工作公开了相关代码与数据，推动了代理模型训练的标准化和可复现性。
Tongyi DeepResearch Technical Report,Tongyi DeepResearch 技术报告,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24701v1,http://arxiv.org/abs/2510.24701v1,2510.24701v1,无法生成摘要。
Greedy Sampling Is Provably Efficient for RLHF,贪婪采样在RLHF中的可证效率,28 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.24700v1,http://arxiv.org/abs/2510.24700v1,2510.24700v1,本文针对基于人类反馈的强化学习（RLHF）中的理论难题，提出了一种基于贪婪采样的算法，显著提升了学习效率。不同于以往依赖乐观或悲观估计的方法，作者直接利用经验数据进行采样，利用了KL正则化目标下策略结构的独特性质，获得了更强的性能保证。该方法不仅适用于一般偏好模型，还对经典的Bradley-Terry模型进行了优化，证明了贪婪采样在RLHF中的有效性和实用价值。
ParallelMuse: Agentic Parallel Thinking for Deep Information Seeking,ParallelMuse：面向深度信息检索的智能体并行思维方法,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24698v1,http://arxiv.org/abs/2510.24698v1,2510.24698v1,无法生成摘要。
AgentFold: Long-Horizon Web Agents with Proactive Context Management,AgentFold：具备主动上下文管理的长时任务网页智能体,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24699v1,http://arxiv.org/abs/2510.24699v1,2510.24699v1,本文提出了AgentFold，一种基于主动管理上下文的新型长时任务网页智能体。不同于传统方法简单堆积或固定总结历史信息，AgentFold通过模拟人类回顾整合的认知机制，动态调整和浓缩历史上下文，既保留关键细节又避免信息过载。实验结果表明，AgentFold在多个公开基准上表现优异，超越了更大规模的开源模型和领先的商业智能体，展示了其在复杂信息检索任务中的高效性和潜力。
WebLeaper: Empowering Efficiency and Efficacy in WebAgent via Enabling Info-Rich Seeking,WebLeaper：通过支持信息丰富的搜索提升WebAgent的效率与效能,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24697v1,http://arxiv.org/abs/2510.24697v1,2510.24697v1,本文提出了WebLeaper框架，旨在提升基于大型语言模型的信息搜索效率和效果。通过将信息搜索任务设计为树状推理问题，WebLeaper能够在有限上下文中嵌入更多目标实体，利用维基百科表格合成多样化任务，系统性地增强搜索性能。同时，框架筛选出既准确又高效的训练路径，优化模型的搜索能力。实验证明，WebLeaper在多个基准测试中优于现有方法，显著提升了信息搜索的效率与准确性。
AgentFrontier: Expanding the Capability Frontier of LLM Agents with ZPD-Guided Data Synthesis,AgentFrontier：基于ZPD引导的数据合成扩展大语言模型智能体的能力边界,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24695v1,http://arxiv.org/abs/2510.24695v1,2510.24695v1,无法生成摘要。
Repurposing Synthetic Data for Fine-grained Search Agent Supervision,合成数据的再利用用于细粒度搜索智能体监督,28 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.24694v1,http://arxiv.org/abs/2510.24694v1,2510.24694v1,本文针对基于大模型的搜索代理在训练过程中忽视实体信息的问题，提出了一种新的训练方法E-GRPO。该方法利用实体匹配度为推理过程中部分错误但接近正确的样本赋予部分奖励，从而提升模型对“近似正确”样本的学习能力。实验表明，E-GRPO在多个问答和研究任务中显著优于传统方法，不仅提高了答案准确率，还减少了推理所需的工具调用次数，实现了更高效且样本利用率更好的搜索代理训练。
STAR-Bench: Probing Deep Spatio-Temporal Reasoning as Audio 4D Intelligence,STAR-Bench：作为音频4D智能的深度时空推理测试基准,28 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.24693v1,http://arxiv.org/abs/2510.24693v1,2510.24693v1,无法生成摘要。
