标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
A Survey of Reinforcement Learning for Large Reasoning Models,大规模推理模型强化学习综述,10 Sep 2025,LLM,THU,http://arxiv.org/pdf/2509.08827v1,http://arxiv.org/abs/2509.08827v1,2509.08827v1,本文综述了强化学习在提升大型语言模型推理能力方面的最新进展，特别是在解决复杂逻辑任务如数学和编程中的应用。文章分析了强化学习作为推动大型推理模型发展的关键方法所面临的计算、算法设计和数据资源等挑战，并回顾了相关基础技术、核心问题及实际应用。通过总结该领域的发展脉络与现状，论文指出了未来提升强化学习规模化和性能的潜在方向，旨在促进更广泛的推理模型研究和人工超智能的实现。
RewardDance: Reward Scaling in Visual Generation,RewardDance：视觉生成中的奖励缩放,10 Sep 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2509.08826v1,http://arxiv.org/abs/2509.08826v1,2509.08826v1,本文提出了RewardDance，一种创新的奖励建模框架，解决了视觉生成中奖励模型扩展的瓶颈。通过将奖励信号设计为模型预测“是”标记的概率，RewardDance实现了奖励目标与视觉语言模型的内在对齐，支持模型规模和上下文信息的双重扩展。实验表明，该方法在文本到图像、视频生成任务中显著优于现有技术，有效避免了奖励欺骗问题，提升了生成内容的多样性和质量，缓解了模式崩溃现象，推动了视觉生成模型的性能提升。
Large Language Model Hacking: Quantifying the Hidden Risks of Using LLMs for Text Annotation,大语言模型攻击：量化使用LLM进行文本标注的潜在风险,10 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.08825v1,http://arxiv.org/abs/2509.08825v1,2509.08825v1,本文系统评估了使用大型语言模型（LLMs）进行文本标注时存在的隐性风险，称为“LLM黑客”。通过复现21项社会科学研究中的37个标注任务，分析了超过1300万条标签和2361个假设，发现即使是先进模型也有约三分之一的结论可能错误，小型模型错误率更高。研究指出，模型选择和参数设置影响统计结果，且常用纠正方法效果有限。论文强调了人工标注的重要性，并警示了通过简单提示操控模型得出虚假显著结果的风险，呼吁对LLM辅助研究结果进行更严格验证。
Building High-Quality Datasets for Portuguese LLMs: From Common Crawl Snapshots to Industrial-Grade Corpora,为葡萄牙语大语言模型构建高质量数据集：从Common Crawl快照到工业级语料库,10 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.08824v1,http://arxiv.org/abs/2509.08824v1,2509.08824v1,本文针对葡萄牙语大型语言模型训练数据的构建，提出了一套可扩展的网页语料收集与筛选方法，成功构建了一个包含1200亿词元的高质量葡萄牙语语料库。通过持续预训练实验，研究了不同数据选择和预处理策略对模型性能的影响，强调了语言特定过滤（如教育、科技内容和有害信息检测）的重要性。结果表明，将模型从英语适应到目标语言显著提升了表现。该研究不仅为葡萄牙语模型提供了工业级数据支持，也为多语言模型开发提供了实用参考。
RoboChemist: Long-Horizon and Safety-Compliant Robotic Chemical Experimentation,RoboChemist：长时程且符合安全规范的机器人化学实验,10 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.08820v1,http://arxiv.org/abs/2509.08820v1,2509.08820v1,本文提出了RoboChemist，一种结合视觉语言模型和视觉语言动作模型的双环框架，用于自动执行复杂且需严格安全规范的化学实验。该系统通过视觉语言模型分解任务、生成视觉提示并监控实验进展，实现了对多步骤操作的精准控制。与现有方法相比，RoboChemist在实验成功率和安全合规性上均有显著提升，且表现出良好的泛化能力，推动了机器人在化学实验自动化领域的发展。
GeneVA: A Dataset of Human Annotations for Generative Text to Video Artifacts,GeneVA：一个用于生成式文本到视频伪影的人类注释数据集,10 Sep 2025,Diffusion Model,Other,http://arxiv.org/pdf/2509.08818v1,http://arxiv.org/abs/2509.08818v1,2509.08818v1,本文提出了GeneVA数据集，专门收集并标注了由文本驱动的视频生成模型产生的时空伪影问题。当前生成视频技术常因随机性导致物理不合理和时间不连贯等缺陷，缺乏系统性的评测标准。GeneVA通过大量人工注释，填补了以往主要针对图像生成的评测数据空白，为评估和提升视频生成模型的质量提供了重要资源，推动相关技术的进步。
Merge-of-Thought Distillation,Merge-of-Thought蒸馏,10 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.08814v1,http://arxiv.org/abs/2509.08814v1,2509.08814v1,无法生成摘要。
Calib3R: A 3D Foundation Model for Multi-Camera to Robot Calibration and 3D Metric-Scaled Scene Reconstruction,Calib3R：一种用于多摄像头到机器人标定及三维度量尺度场景重建的三维基础模型,10 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.08813v1,http://arxiv.org/abs/2509.08813v1,2509.08813v1,本文提出了Calib3R，一种无需标定图案的统一方法，能够同时完成多摄像头与机器人之间的标定及带度量尺度的三维场景重建。该方法基于RGB图像提取三维点云，结合机器人位姿信息，实现了三维场景与机器人参考系的精确对齐。Calib3R适用于机械臂和移动机器人，且在实验中仅需少量图像即可达到高精度标定，优于传统的无标记和带标记方法。该工作有效简化了机器人视觉系统的标定流程，提升了三维感知的准确性和实用性。
Evaluating LLMs Without Oracle Feedback: Agentic Annotation Evaluation Through Unsupervised Consistency Signals,在无Oracle反馈情况下评估LLMs：通过无监督一致性信号的智能注释评估,10 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.08809v1,http://arxiv.org/abs/2509.08809v1,2509.08809v1,本文提出了一种无需人工标注反馈的新型评估方法，通过学生模型与带噪声的大型语言模型协作，利用用户偏好进行多数投票，评估和提升标注质量。作者设计了一个新的无监督评价指标——一致性比率（CAI Ratio），用于量化模型输出的可靠性，并辅助模型选择。在多个公开数据集和不同语言模型上验证，该指标与模型准确率高度相关，展示了其在动态、无监督环境下有效评价和筛选语言模型的潜力。
Scaling Truth: The Confidence Paradox in AI Fact-Checking,Scaling Truth：AI事实核查中的置信度悖论,10 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.08803v1,http://arxiv.org/abs/2509.08803v1,2509.08803v1,"本文系统评估了九种大型语言模型在多语言、多文化背景下的事实核查能力，基于5,000条经专业机构验证的声明和24万条人工标注。研究发现，小型模型尽管准确率较低，却表现出过高的自信；而大型模型准确率更高但自信度较低，形成“信心悖论”。这一现象可能导致资源有限的机构依赖低效模型，加剧信息不平等，尤其在非英语及全球南方地区更为明显。论文为多语言事实核查建立了基准，助力推动公平可靠的AI辅助核查政策制定。"
