标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
MiCo: Multi-image Contrast for Reinforcement Visual Reasoning,MiCo：用于强化视觉推理的多图像对比方法,27 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.22434v1,http://arxiv.org/abs/2506.22434v1,2506.22434v1,本文提出了一种基于多图像对比的强化学习方法，旨在提升视觉语言模型跨多张图片进行推理的能力。通过构建包含同一图像不同增强视图和相似但不同图像的三元组，模型在训练中学习比较图像的细微差异并生成推理过程。该方法无需人工标注的问题答案对，依靠图像内在的约束进行自监督训练。实验表明，模型在多图像推理任务中表现显著提升，并具备良好的泛化能力，对一般视觉任务也有积极效果。
Shape-for-Motion: Precise and Consistent Video Editing with 3D Proxy,Shape-for-Motion：基于3D代理的精确且一致的视频编辑,27 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.22432v1,http://arxiv.org/abs/2506.22432v1,2506.22432v1,本文提出了Shape-for-Motion，一种基于三维代理模型的视频编辑框架。该方法通过将视频中的目标对象转换为时间一致的三维网格，实现对视频内容的精确且连贯的编辑。用户只需在单帧三维模型上进行操作，系统即可自动将编辑效果传播到其他帧，确保编辑结果在空间和时间上的一致性。该框架支持多种操作，包括姿态调整、旋转、缩放、纹理修改等，显著提升了视频编辑的可控性和质量。大量实验验证了该方法的有效性和优越性。
ARMOR: Robust Reinforcement Learning-based Control for UAVs under Physical Attacks,ARMOR：基于强化学习的无人机物理攻击下的鲁棒控制,27 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.22423v1,http://arxiv.org/abs/2506.22423v1,2506.22423v1,本文提出了ARMOR，一种基于强化学习的鲁棒控制方法，旨在提升无人机在传感器遭受物理攻击（如GPS欺骗）时的安全性。ARMOR通过两阶段训练，首先利用带有攻击信息的教师模型学习稳健的状态表示，再通过学生模型仅用历史传感器数据复现该表示，实现无需攻击信息的实际部署。实验结果表明，ARMOR在应对未知攻击时表现优异，显著提高了无人机的抗攻击能力和控制安全性，同时降低了训练复杂度。
The Automated LLM Speedrunning Benchmark: Reproducing NanoGPT Improvements,自动化大语言模型速跑基准：复现NanoGPT的改进,27 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.22419v1,http://arxiv.org/abs/2506.22419v1,2506.22419v1,本文提出了自动化大型语言模型（LLM）速度竞赛基准，用于评估AI在复现前沿科研成果中的能力。基准基于NanoGPT训练竞赛，包含19个任务，要求模型在给定前一版本代码和提示的情况下，重现训练时间的改进。该基准涵盖从算法创新到硬件优化的多样改进，既具现实意义又易于执行。实验结果显示，即使提供详细提示，当前先进的推理型LLM仍难以成功复现已有创新。该工作为衡量LLM自动化科学复现能力提供了一个简单且未饱和的测试平台，推动自主科研代理的发展。
Sequential Diagnosis with Language Models,基于语言模型的序贯诊断,27 Jun 2025,Agent,OpenAI,http://arxiv.org/pdf/2506.22405v1,http://arxiv.org/abs/2506.22405v1,2506.22405v1,本文提出了顺序诊断基准（Sequential Diagnosis Benchmark），通过将复杂的医学病例转化为逐步询问的诊断过程，更真实地模拟临床医生的思维方式。作者设计了MAI诊断协调器（MAI-DxO），能够像医生团队一样提出可能的诊断并选择高价值的检查，显著提升诊断准确率并降低诊断成本。结合多种大型语言模型，MAI-DxO在诊断准确率和经济性上均优于普通医生和现有模型，展示了引导AI进行迭代思考和合理决策在临床诊断中的潜力和价值。
HyperCLOVA X THINK Technical Report,HyperCLOVA X THINK 技术报告,27 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.22403v1,http://arxiv.org/abs/2506.22403v1,2506.22403v1,本文介绍了HyperCLOVA X THINK，一款专注推理能力的大型语言模型，基于约6万亿高质量韩英语料训练，并结合合成韩语数据。该模型采用创新架构和分阶段训练策略，支持超长上下文（达12.8万词）处理，并通过强化学习微调提升回答质量。它在多项韩国本地测试中表现优异，同时保持良好的双语一致性和翻译能力。视觉增强版本在理工科考试中表现媲美甚至超越GPT-4.1。论文还提出了模型剪枝与蒸馏技术，推动其开源和商业应用。整体上，HyperCLOVA X THINK为韩语人工智能发展提供了坚实基础，具有重要的研究和应用价值。
Refining Czech GEC: Insights from a Multi-Experiment Approach,细化捷克语语法错误纠正：基于多实验方法的洞见,27 Jun 2025,Other,Other,http://arxiv.org/pdf/2506.22402v1,http://arxiv.org/abs/2506.22402v1,2506.22402v1,本文提出了一种针对捷克语的语法错误纠正系统，采用基于Transformer的神经网络翻译方法。系统通过实时生成包含通用及捷克语特定错误的合成数据，动态增强训练语料。作者系统地探索了不同错误生成策略、语料来源、模型规模及数据处理方式对性能的影响，并评估了大型语言模型在该任务中的表现。最终模型在准确性和计算效率上均达到先进水平，推动了捷克语语法纠正技术的发展。相关代码和模型已公开，便于后续研究和应用。
Exploration from a Primal-Dual Lens: Value-Incentivized Actor-Critic Methods for Sample-Efficient Online RL,从原始-对偶视角的探索：面向样本高效在线强化学习的价值激励型演员-评论家方法,27 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.22401v1,http://arxiv.org/abs/2506.22401v1,2506.22401v1,本文针对在线强化学习中探索与利用的权衡问题，提出了一种基于原始-对偶优化视角的新方法——价值激励演员-评论家（VAC）算法。该方法通过优化一个统一目标，有效结合了探索和利用，提升了策略的表现和估计准确性。理论分析表明，VAC在有限和无限时间范围内的线性马尔可夫决策过程上具备近最优的性能保证，并可推广至更广泛的函数逼近场景。该工作为设计高效且具理论保障的强化学习算法提供了新的思路。
"QuickSilver -- Speeding up LLM Inference through Dynamic Token Halting, KV Skipping, Contextual Token Fusion, and Adaptive Matryoshka Quantization",QuickSilver——通过动态令牌停止、KV跳过、上下文令牌融合和自适应套娃量化加速大语言模型推理,27 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.22396v1,http://arxiv.org/abs/2506.22396v1,2506.22396v1,本文提出QuickSilver，一种无需修改模型结构或权重的推理加速框架，专注于提升大型语言模型的运行效率。通过动态停止已收敛的词元计算、选择性跳过记忆写入、合并冗余词元等策略，QuickSilver显著减少计算量和延迟，同时保持模型性能稳定。实验证明，该方法在多个数据集和模型上可实现近40%的计算量降低，且对结果质量影响极小，展示了在不牺牲准确性的前提下优化推理速度的有效途径。
Test-Time Consistency in Vision Language Models,视觉语言模型中的测试时一致性,27 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.22395v1,http://arxiv.org/abs/2506.22395v1,2506.22395v1,本文针对视觉语言模型在处理语义等价输入时表现出的不一致性问题，提出了一种简单有效的测试时一致性框架。该方法无需重新训练，适用于任何已有模型，通过两个互补的目标函数促进模型在语义等价样本上的预测一致性。实验结果表明，该框架显著提升了模型在多模态任务中的语义一致性，增强了模型的可靠性和鲁棒性，为多模态模型的推理阶段适应提供了新的思路。
