公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-07-30 08:48:10,刚刚，OpenAI推出学习模式，AI教师真来了，系统提示词已泄露,OpenAI发布ChatGPT学习模式，支持交互式个性化教学,OpenAI推出了ChatGPT的学习模式，旨在通过引导性问题和分步骤教学帮助用户主动学习和理解知识。该模式结合苏格拉底式提问、个性化支持和知识测试，提升学习效果并减轻认知负担。系统提示词公开，展示了其基于学习科学设计的教学策略。学习模式对免费用户开放，支持灵活切换，适用于家庭作业、考试准备和新主题探索。,LLM,OpenAI,Simon Willison,https://mp.weixin.qq.com/s/TNjLPI1m43JltlSrx0VSXg
机器之心,2025-07-30 08:48:10,凌晨，Qwen又更新了，3090就能跑，3B激活媲美GPT-4o,Qwen3-30B-A3B-Instruct-2507模型更新及其在消费级GPU上的运行表现,Qwen团队发布了Qwen3-30B-A3B-Instruct-2507新版本模型，采用非思考模式，仅激活30亿参数即可达到与GPT-4o等顶尖闭源模型相媲美的性能。该模型在多项测试中表现显著提升，支持长文本理解至256K，并已在魔搭社区和HuggingFace开源，支持3090显卡运行。更新提升了通用能力、多语言覆盖及用户偏好对齐，推动了模型效率和性能优化。,LLM,Other,Simon Willison,https://mp.weixin.qq.com/s/g65uTnvrdoCv2MIMACMpDA
机器之心,2025-07-30 08:48:10,AI安全上，开源仍胜闭源，Meta、UCB防御LLM提示词注入攻击,Meta与UCB联合开源工业级安全大语言模型Meta-SecAlign-70B及其提示词注入攻击防御,Meta与加州大学伯克利分校联合发布了首个工业级开源安全大语言模型Meta-SecAlign-70B，针对提示词注入攻击表现出优于闭源方案（如gpt-4o、gemini-2.5-flash）的鲁棒性。该模型基于SecAlign++防御方法，通过分离prompt和data、偏好优化训练及去除分隔符等技术，有效防止攻击者注入恶意指令，提升了模型的安全性和工具调用能力。,LLM,Meta,"陈思哲, 郭川, David Wagner",https://mp.weixin.qq.com/s/_ZbYUfbQh5dEaZJ1y4J89A
老刘说NLP,2025-07-30 08:42:35,引入场景图谱的多模态GraphRAG及引入正负样本微调的RAG实现思路,基于场景图谱的多模态GraphRAG及正负样本微调的RAG优化思路研究,本文介绍了多模态GraphRAG的新进展，重点阐述了MMGraphRAG框架，该框架通过构建多模态知识图谱（MMKG）实现视觉与语言的融合，采用场景图谱（Scene Graph）捕捉图像中的显式与隐式关系，并通过跨模态实体链接实现图文知识图谱的统一。此外，文章还探讨了Meta提出的引入正负样本进行微调的RAG优化思路，强调数据合成在模型性能提升中的重要性。,Multimodal LLM,Meta,,https://mp.weixin.qq.com/s/Bg0KdP_KWJyEwtI0N_Kiog
NLP工作站,2025-07-30 08:35:08,Qwen开源了亲民版模型！这次是30B-A3B小尺寸！,Qwen发布30B-A3B小尺寸亲民版开源模型,"Qwen最新开源了30B参数的MoE小尺寸模型Qwen3-30B-A3B-Instruct-2507，激活参数3B，支持长上下文长度262,144。该模型为非think模型，适合本地部署，降低了硬件门槛，提升了模型的亲民性。模型已在Huggingface和ModelScope平台发布，方便用户下载使用，满足对小规模高效大语言模型的需求。",LLM,Other,刘聪,https://mp.weixin.qq.com/s/VE_Vrgm1_23yuoV1eDsr-Q
量子位,2025-07-30 08:24:18,小扎天价offer创新高：10亿刀！但这支前OpenAI班底0人心动,Meta高薪挖角OpenAI前班底及苹果AI团队，调整AI战略聚焦闭源模型,Meta向OpenAI前CTO Mira公司Thinking Machines团队成员开出高达10亿美元的多年期报价，试图挖走四分之一成员，但无人接受。Thinking Machines团队核心多为OpenAI元老。与此同时，Meta成功吸纳苹果多模态AI核心研究员，导致苹果调整管理架构并提升薪酬。Meta正考虑放弃开源，调整AI战略，聚焦闭源模型以提升效率。该公司2025年AI相关支出预计超千亿美元。,Multimodal LLM,"Meta, OpenAI, Microsoft, Amazon","John Schulman, Alec Radford, Bob McGrew, Ilya, Daniel Gross, Bowen Zhang, Zhifeng Chen",https://mp.weixin.qq.com/s/aVl1NewjAsS-09EnPORoJg
量子位,2025-07-30 08:24:18,ChatGPT大更新推出学习模式！“一夜之间1000个套壳应用又死了”,OpenAI发布ChatGPT学习模式以促进主动学习和个性化教育,OpenAI推出ChatGPT学习模式，旨在通过引导性提问和分步教学促进用户主动思考和深度学习。该模式适用于免费版及付费用户，未来将集成更多个性化和可视化功能。学习模式基于与教育专家合作的系统指令，支持知识点检查和进度跟踪。OpenAI计划将此功能训练进模型，并与斯坦福大学等机构合作研究AI在教育中的应用，体现了其对未来教育模式的战略布局。,LLM,OpenAI,"Sam Altman, Leah Belsky",https://mp.weixin.qq.com/s/0AveQJL6RWUKymiYqTdhoQ
智药邦,2025-07-30 00:05:31,NMI｜浙江大学陈华钧等：根据人类的指示理解和设计生物分子的多模态大语言模型,基于多模态大语言模型的生物分子理解与设计方法研究,本文介绍了浙江大学陈华钧团队提出的InstructBioMol模型，该多模态大语言模型实现了自然语言、分子和蛋白质的任意对齐，支持通过自然语言指令进行生物分子设计。模型融合序列、二维图结构和三维结构信息，显著提升了药物分子结合亲和力和酶设计性能，展示了其在药物发现和酶工程中的应用潜力。,Multimodal LLM,Other,"陈华钧, 张强, 丁科炎",https://mp.weixin.qq.com/s/lOQJZx_pNHNEc6BHL9MnYA
智药邦,2025-07-30 00:05:31,AI+临床单细胞分析｜One Biosciences完成1500万欧元A轮融资,One Biosciences完成1500万欧元A轮融资推动临床级单细胞肿瘤转录组AI分析,2025年7月，One Biosciences宣布完成1500万欧元A轮融资，资金将用于加速其OneMap™平台的临床开发及扩大与制药和生物技术公司的合作。该公司利用AI驱动的单细胞肿瘤转录组分析技术，创建患者肿瘤的功能图谱，助力临床决策和药物开发。One Biosciences由居里研究所和Home Biosciences联合创立，合作伙伴包括居里研究所、Gustave Roussy Institute及AP-HP。,AI4Science,Other,"Hedi Ben Brahim, Céline Vallot, Mehdi Touat",https://mp.weixin.qq.com/s/c_VSwQ70MfY9bp18P1kTmA
智药邦,2025-07-30 00:05:31,Science｜微软研究院：生成式AI快速准确模拟蛋白质平衡构象集合,微软研究院提出生成式深度学习模型BioEmu用于蛋白质平衡构象集合的高效模拟,微软研究院开发了生成式深度学习框架BioEmu，结合AlphaFold2序列编码器和大规模分子动力学数据，实现了蛋白质多构象平衡系综的快速准确采样。该模型通过条件扩散机制和属性预测微调方法，显著提升了蛋白质构象变化与稳定性预测的准确性，且在多项基准测试中优于传统方法，展现出在蛋白质动态行为模拟和热力学性质预测中的广泛应用潜力。,AI4Science,Microsoft,Frank Noé,https://mp.weixin.qq.com/s/hizMYhSWwhRE0HBYdEJgLQ
