标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
UniAPL: A Unified Adversarial Preference Learning Framework for Instruct-Following,UniAPL：一种用于指令跟随的统一对抗偏好学习框架,29 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.25148v1,http://arxiv.org/abs/2509.25148v1,2509.25148v1,本文提出了UniAPL，一种统一的对抗性偏好学习框架，用于改进大语言模型的指令跟随能力。传统方法将监督微调与强化学习分阶段进行，存在数据分布不匹配问题，导致模型更新效率低下。UniAPL通过单阶段联合训练，同时利用专家示范和偏好数据，动态调整模型生成分布，有效解决了这一问题。实验表明，UniAPL显著提升了模型性能，且生成结果更贴近专家示范，展现了更好的行为一致性和实用价值。
Fast Feature Field ($\text{F}^3$): A Predictive Representation of Events,Fast Feature Field（F³）：事件的预测表示,29 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.25146v1,http://arxiv.org/abs/2509.25146v1,2509.25146v1,本文提出了一种名为Fast Feature Field（$\text{F}^3$）的事件相机数据表示方法，通过预测未来事件来学习和捕捉场景结构与运动信息。该方法利用事件数据的稀疏性，具备抗噪声和适应不同事件速率的能力，且计算效率高，可实时处理高清和VGA分辨率数据。$\text{F}^3$将事件数据表示为连续时空体积内的多通道图像，支持多种视觉任务。实验验证了其在光流估计、语义分割和单目深度估计等任务上的领先性能，适用于多种机器人平台和复杂环境，展现出广泛的应用潜力。
Paired by the Teacher: Turning Unpaired Data into High-Fidelity Pairs for Low-Resource Text Generation,Paired by the Teacher：将无配对数据转化为高保真配对数据以支持低资源文本生成,29 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.25144v1,http://arxiv.org/abs/2509.25144v1,2509.25144v1,本文提出了一种名为Paired by the Teacher（PbT）的两阶段方法，旨在解决低资源文本生成中缺乏成对训练数据的问题。该方法通过教师模型将单侧数据压缩为中间表示，再由学生模型基于该表示生成对应输入，实现高质量的合成训练对。实验表明，PbT在多项文本摘要和问答生成任务中表现优异，显著降低了对人工标注和大规模合成数据的依赖，且生成结果更贴合目标领域，提升了生成文本的准确性和一致性。
TemMed-Bench: Evaluating Temporal Medical Image Reasoning in Vision-Language Models,TemMed-Bench：评估视觉-语言模型中的时间序列医学图像推理,29 Sep 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2509.25143v1,http://arxiv.org/abs/2509.25143v1,2509.25143v1,本文提出了TemMed-Bench，这是首个专门评估视觉语言模型在分析患者多次就诊间医学影像变化能力的基准。该基准包含视觉问答、报告生成和图像配对三项任务及丰富的医学知识库。实验结果表明，大多数现有模型难以准确理解时间序列医学图像中的病情变化，仅少数模型表现较好但仍有提升空间。研究还发现，结合多模态检索信息显著提升了模型性能。该工作贴近真实临床需求，揭示了当前模型在时间维度医学推理上的不足，并为未来改进提供了有效方向。
Visual serial processing deficits explain divergences in human and VLM reasoning,视觉序列处理缺陷解释了人类与视觉语言模型推理表现的差异,29 Sep 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2509.25142v1,http://arxiv.org/abs/2509.25142v1,2509.25142v1,本文探讨了视觉语言模型（VLM）在简单视觉推理任务中表现不及人类的原因，提出其主要瓶颈在于缺乏有效的视觉序列处理能力。通过设计几何推理、感知计数和心理旋转三类任务，研究发现随着任务对序列处理需求的增加，VLM的准确率显著下降，而人类反应时间相应增长，二者表现差距加大。结果表明，当前VLM在基于视觉的连续推理方面存在根本限制，这为理解和改进模型的推理能力提供了重要启示。
ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,ReasoningBank：通过推理记忆实现智能体自我进化的规模化,29 Sep 2025,Agent,Other,http://arxiv.org/pdf/2509.25140v1,http://arxiv.org/abs/2509.25140v1,2509.25140v1,本文提出了ReasoningBank，一种基于记忆的框架，帮助语言模型代理从自身成功与失败的经验中提取通用推理策略，实现持续学习和能力提升。结合记忆感知的测试时扩展方法（MaTTS），通过增加计算资源丰富交互经验，进一步提升学习效率和多样性。实验证明，该方法在网页浏览和软件工程任务中显著优于传统记忆机制，提高了模型的表现和效率。该研究开辟了基于记忆驱动的经验扩展新方向，使代理能够自我进化并展现出更复杂的行为。
Vision-and-Language Navigation with Analogical Textual Descriptions in LLMs,基于类比文本描述的视觉与语言导航中的大语言模型,29 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.25139v1,http://arxiv.org/abs/2509.25139v1,2509.25139v1,本文提出了一种结合大语言模型的视觉语言导航方法，通过引入多视角的文本描述，实现图像间的类比推理，增强导航智能体对场景的整体理解和空间推理能力。该方法克服了传统将图像简化为文本描述或直接处理原始图像的不足，有效提升了导航决策的准确性。在R2R数据集上的实验结果表明，该方法显著提高了导航性能，展示了文本类比推理在视觉语言导航中的应用潜力。
Investigating Language and Retrieval Bias in Multilingual Previously Fact-Checked Claim Detection,多语言先前事实核查声明检测中的语言偏差与检索偏差研究,29 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.25138v1,http://arxiv.org/abs/2509.25138v1,2509.25138v1,本文针对多语言大型语言模型在已核查事实检测任务中的表现，系统分析了语言偏差和检索偏差两大问题。研究发现，这些模型在高资源语言上的表现优于低资源语言，且信息检索过程存在对部分热门事实的过度偏好，导致结果不均衡。通过对20种语言和六款模型的全面评测，论文揭示了模型规模、家族及提示策略对性能的影响，并提出了促进多语言事实核查公平性的改进建议。研究为提升跨语言事实核查的公正性和有效性提供了重要参考。
The Era of Real-World Human Interaction: RL from User Conversations,真实世界人类交互时代：基于用户对话的强化学习,29 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.25137v1,http://arxiv.org/abs/2509.25137v1,2509.25137v1,本文提出了一种基于真实用户对话的强化学习方法（RLHI），旨在通过自然的人机互动实现模型的持续改进和个性化对齐。该方法包括两种策略：利用用户的自然语言反馈修正模型输出，以及基于用户长期交互历史构建奖励模型进行优化。通过在真实对话数据上的训练，RLHI显著提升了模型的个性化表现和指令遵循能力，同时增强了推理任务的性能。研究表明，利用自然人类互动作为监督信号，是实现个性化和多维度模型对齐的有效途径。
BALF: Budgeted Activation-Aware Low-Rank Factorization for Fine-Tuning-Free Model Compression,BALF：面向无微调模型压缩的预算激活感知低秩分解,29 Sep 2025,Other,Other,http://arxiv.org/pdf/2509.25136v1,http://arxiv.org/abs/2509.25136v1,2509.25136v1,本文提出了BALF，一种无需额外微调即可实现神经网络压缩的高效方法。该方法通过激活感知的低秩分解和灵活的压缩预算分配，支持多种网络层的压缩，且能够精确控制压缩比例。实验证明，BALF在多种模型和数据集上均表现出色，例如在ResNeXt-101上减少了45%的计算量，仅带来约1%的准确率下降。该方法为资源受限环境下的模型部署提供了实用且高效的解决方案。
Rethinking Entropy Regularization in Large Reasoning Models,重新思考大型推理模型中的熵正则化,29 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.25133v1,http://arxiv.org/abs/2509.25133v1,2509.25133v1,本文针对大型推理模型在强化学习中常见的熵崩溃和过早收敛问题，提出了一种选择性熵正则化方法SIREN。该方法通过限制探索范围和引入两步熵掩码，有效控制了模型的探索行为，避免了无序的全局熵爆炸。同时，采用自锚定正则化稳定训练过程。在多个数学基准测试中，SIREN显著提升了模型表现，增强了回答的多样性和训练的稳定性，成功缓解了传统方法中存在的过早收敛问题，推动了大型推理模型的性能提升。
MGM-Omni: Scaling Omni LLMs to Personalized Long-Horizon Speech,MGM-Omni：扩展Omni大语言模型以实现个性化长时域语音,29 Sep 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2509.25131v1,http://arxiv.org/abs/2509.25131v1,2509.25131v1,本文提出了MGM-Omni，一种统一的多模态大语言模型，能够实现个性化的长时段语音理解与生成。通过创新的双轨架构，模型有效分离多模态推理与实时语音合成，支持低延迟的流式语音生成和跨模态交互。其统一训练策略和双音频编码器设计提升了对多样音频环境的理解能力，基于分块并行解码的方法加速推理并实现稳定的零样本语音克隆。实验表明，MGM-Omni在保持语音特征一致性、自然度及长时段理解方面优于现有开源模型，展示了高效且可控的多模态语音处理新范式。
