标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Fine-Tuned Large Language Models for Logical Translation: Reducing Hallucinations with Lang2Logic,用于逻辑翻译的微调大型语言模型：利用Lang2Logic减少幻觉现象,02 Dec 2025,LLM,Other,https://arxiv.org/pdf/2512.02987v1,http://arxiv.org/abs/2512.02987v1,2512.02987v1,本文提出了一种结合传统语言处理方法与微调大型语言模型的新框架，实现从英文句子到逻辑表达式的自动转换，并进一步生成适用于逻辑求解的标准形式。该方法有效减少了模型在逻辑翻译过程中常见的错误输出（幻觉），提升了转换的准确性和可靠性。实验结果表明，经过微调的模型能够纠正原模型的错误，增强了自动逻辑表达生成的实用性，为软件系统中的自动推理和验证提供了有力支持。
U4D: Uncertainty-Aware 4D World Modeling from LiDAR Sequences,U4D：基于LiDAR序列的不确定性感知4D世界建模,02 Dec 2025,Embodied AI,Other,https://arxiv.org/pdf/2512.02982v1,http://arxiv.org/abs/2512.02982v1,2512.02982v1,本文提出了U4D，一种基于不确定性感知的4D激光雷达环境建模框架。该方法通过预训练模型估计场景中的不确定区域，先精细重建复杂部分，再补全其余区域，从而提升生成结果的几何精度和真实性。同时，融合空间与时间信息，增强了序列的时间一致性。大量实验验证了U4D在动态三维环境建模中的优越性能，为自动驾驶和智能机器人感知提供了更可靠的四维世界构建方案。
InEx: Hallucination Mitigation via Introspection and Cross-Modal Multi-Agent Collaboration,InEx：通过内省与跨模态多智能体协作缓解幻觉问题,02 Dec 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02981v1,http://arxiv.org/abs/2512.02981v1,2512.02981v1,本文提出了一种名为InEx的多智能体协作框架，旨在自主减少大语言模型中的虚假生成问题。该方法借鉴人类决策过程，先通过内部反思降低不确定性，再通过跨模态多智能体的外部验证不断修正答案，提升回答的可靠性。InEx无需额外训练，能够有效增强模型推理的准确性和稳定性。实验结果表明，InEx在多项通用和虚假生成评测中均显著优于现有方法，表现出较强的鲁棒性和实用价值。
"Rethinking Generalized BCIs: Benchmarking 340,000+ Unique Algorithmic Configurations for EEG Mental Command Decoding",重新思考广义脑机接口：针对脑电（EEG）心理指令解码的34万+独特算法配置基准测试,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02978v1,http://arxiv.org/abs/2512.02978v1,2512.02978v1,本文针对脑电图（EEG）信号的解码难题，系统评估了超过34万种算法组合在多个公开数据集上的表现。研究发现，虽然某些空间特征方法在整体上表现较好，但算法效果因数据集和个体差异显著不同，且部分非线性方法对特定用户更有效。结果表明，没有单一算法能适用于所有用户，强调了个性化和自适应策略在实际脑机接口应用中的重要性，为未来提升EEG解码的鲁棒性和实用性提供了重要参考。
Contextual Image Attack: How Visual Context Exposes Multimodal Safety Vulnerabilities,Contextual Image Attack：视觉上下文如何暴露多模态安全漏洞,02 Dec 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02973v1,http://arxiv.org/abs/2512.02973v1,2512.02973v1,本文提出了一种新型的图像攻击方法——情境图像攻击（CIA），针对多模态大型语言模型（MLLMs）的安全漏洞。与以往主要依赖文本与图像交互的攻击不同，CIA通过多代理系统将有害信息巧妙地嵌入看似无害的视觉背景中，利用四种可视化策略增强攻击效果。实验表明，该方法在多个主流模型上取得了高成功率和显著的攻击效果，显著超越了现有技术，揭示了视觉信息作为攻击载体在多模态模型安全性中的重要性。
BEVDilation: LiDAR-Centric Multi-Modal Fusion for 3D Object Detection,BEVDilation：基于LiDAR的多模态融合鸟瞰图（BEV）3D目标检测方法,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02972v1,http://arxiv.org/abs/2512.02972v1,2512.02972v1,本文提出了一种以激光雷达为核心的多模态融合框架BEVDilation，用于提升三维目标检测的性能。该方法通过将图像信息作为辅助引导，避免了传统融合中因深度估计误差导致的空间错位问题，同时利用图像先验缓解点云稀疏和语义信息不足。通过设计稀疏体素扩张和语义引导模块，BEVDilation有效增强了激光雷达特征的表达能力。在nuScenes数据集上，方法表现优于现有技术且计算效率较高，且对深度噪声表现出更强的鲁棒性，展示了其在多传感器融合中的实用价值。
Flexible Gravitational-Wave Parameter Estimation with Transformers,基于Transformer的灵活引力波参数估计,02 Dec 2025,AI4Science,Other,https://arxiv.org/pdf/2512.02968v1,http://arxiv.org/abs/2512.02968v1,2512.02968v1,本文提出了一种基于变换器（Transformer）的灵活架构及训练策略，用于引力波信号的参数估计，能够适应不同的观测条件和分析设置。该模型Dingo-T1在处理第三次LIGO-Virgo-KAGRA观测运行的48个事件时，展现了高效且多样化的分析能力，支持系统性研究探测器配置对结果的影响，并实现了对广义相对论的检验。相比传统方法，Dingo-T1显著提升了样本效率，展示了处理不完整或变化数据的强大潜力，为当前及未来引力波观测提供了灵活且可扩展的推断工具。
Lumos: Let there be Language Model System Certification,Lumos：语言模型系统认证框架,02 Dec 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02966v1,http://arxiv.org/abs/2512.02966v1,2512.02966v1,本文提出了Lumos，一个首创的语言模型系统行为规范与认证框架。Lumos通过图结构和概率编程，系统化地描述和生成多样化的测试输入，支持对模型在各种复杂场景下的行为进行形式化认证。该框架不仅能复现已有规范，还能定义新的安全属性，首次实现了对自动驾驶视觉语言模型的安全性检测，发现了显著安全隐患。Lumos结构灵活，便于随时更新规范，推动语言模型系统的标准化认证和安全保障。
Layout Anything: One Transformer for Universal Room Layout Estimation,Layout Anything：用于通用室内布局估计的一体化Transformer框架,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02952v1,http://arxiv.org/abs/2512.02952v1,2512.02952v1,无法生成摘要。
Experimental Characterization of Fingertip Trajectory following for a 3-DoF Series-Parallel Hybrid Robotic Finger,3自由度串并联混合机器人手指的指尖轨迹跟踪实验特性研究,02 Dec 2025,Embodied AI,Other,https://arxiv.org/pdf/2512.02951v1,http://arxiv.org/abs/2512.02951v1,2512.02951v1,本文设计并实验验证了一种具有三自由度的串并联混合驱动机械手指，实现了基于指尖运动的闭环轨迹跟踪控制。通过解析运动学模型和闭式雅可比矩阵，采用分解运动率控制方法，手指能够精确跟踪直线、圆形及复杂曲线轨迹，定位误差达到毫米级。该研究首次系统展示了紧凑型多自由度机械手指在任务空间轨迹跟踪上的高精度性能，为未来灵巧手指的设计和手内操作提供了重要参考。
Benchmarking Scientific Understanding and Reasoning for Video Generation using VideoScience-Bench,利用VideoScience-Bench评测视频生成中的科学理解与推理能力,02 Dec 2025,AI4Science,Other,https://arxiv.org/pdf/2512.02942v1,http://arxiv.org/abs/2512.02942v1,2512.02942v1,本文提出了VideoScience-Bench，一个专门评测视频生成模型科学理解与推理能力的新基准。该基准包含200个涵盖物理与化学多个主题的复杂科学场景，要求模型结合多种科学知识生成符合实际现象的视频。通过专家标注和视觉语言模型辅助评分，评估了七种先进视频模型在多维度上的表现。研究首次将视频生成任务与科学推理结合，推动模型在真实科学规律下的准确模拟与理解。相关数据和代码已公开，助力后续研究。
DiverseAR: Boosting Diversity in Bitwise Autoregressive Image Generation,DiverseAR：提升位元自回归图像生成中的多样性,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02931v1,http://arxiv.org/abs/2512.02931v1,2512.02931v1,本文针对基于二进制视觉编码的自回归图像生成模型中样本多样性不足的问题，分析了限制多样性的关键因素，包括预测空间受限和输出分布过于尖锐。为此，作者提出了DiverseAR方法，通过动态调整输出分布的平滑程度提升生成多样性，同时设计了能量引导的采样策略以避免质量下降。实验结果表明，该方法在保持图像质量的同时显著增强了生成样本的多样性，推动了自回归图像生成技术的发展。
AutoNeural: Co-Designing Vision-Language Models for NPU Inference,AutoNeural：面向NPU推理的视觉-语言模型协同设计,02 Dec 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02924v1,http://arxiv.org/abs/2512.02924v1,2512.02924v1,本文针对神经处理单元（NPU）在边缘设备上运行视觉-语言模型存在的效率和兼容性问题，提出了AutoNeural架构。该方法通过替换传统视觉编码器和改进语言模型结构，实现了适合NPU整数推理的设计，显著降低了量化误差和计算延迟，提升了解码速度和上下文处理能力。实验证明，AutoNeural在真实汽车应用场景中实现了实时性能，展示了为特定硬件环境共同设计模型结构的重要性，推动了多模态边缘智能的发展。
Learning Multimodal Embeddings for Traffic Accident Prediction and Causal Estimation,用于交通事故预测与因果估计的多模态嵌入学习,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02920v1,http://arxiv.org/abs/2512.02920v1,2512.02920v1,本文构建了涵盖六个美国州的多模态交通事故数据集，结合路网结构、卫星图像及环境信息，提出融合视觉与网络特征的事故预测方法。实验表明，该方法将预测准确率提升至90.1%，优于仅用路网数据的模型。基于改进的特征表示，作者进一步分析了降水、高速路段和季节性对事故率的因果影响，发现这些因素显著增加事故风险。研究强调了卫星图像在交通安全预测中的重要性，为提升交通事故预防和管理提供了新的数据支持和方法思路。
Martingale Score: An Unsupervised Metric for Bayesian Rationality in LLM Reasoning,Martingale Score：用于大语言模型推理中贝叶斯理性的无监督度量,02 Dec 2025,LLM,Other,https://arxiv.org/pdf/2512.02914v1,http://arxiv.org/abs/2512.02914v1,2512.02914v1,本文提出了一种基于贝叶斯统计中马氏性质的无监督评估方法——马氏得分，用于检测大型语言模型在推理过程中是否存在信念固化现象。研究发现，许多模型在多种开放领域任务中表现出当前信念对未来信念更新的预测能力，表明其推理偏离了理性的贝叶斯更新。马氏得分不仅揭示了信念固化的普遍性，还能有效预测模型在有真实标签任务中的准确性，显示其作为衡量模型真理追求能力的有效指标，尤其适用于缺乏标注数据的场景。
Hypothesis Testing for Generalized Thurstone Models,广义Thurstone模型的假设检验,02 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02912v1,http://arxiv.org/abs/2512.02912v1,2512.02912v1,无法生成摘要。
In Silico Development of Psychometric Scales: Feasibility of Representative Population Data Simulation with LLMs,基于大语言模型的心理测量量表计算机模拟开发：利用代表性人群数据仿真的可行性研究,02 Dec 2025,LLM,Other,https://arxiv.org/pdf/2512.02910v1,http://arxiv.org/abs/2512.02910v1,2512.02910v1,本研究探讨了利用大型语言模型（LLMs）生成模拟数据，以辅助心理测量量表的开发与验证。通过四项预注册实验，结果显示LLM生成的数据能够较好地再现量表的潜在结构和测量一致性，尤其适用于早期的群体层面原型设计。然而，模拟数据在个体层面的分布和相关性上与真实数据存在显著差异，限制了其替代实际数据的能力。研究还讨论了方法局限、潜在偏差及伦理问题，表明LLM模拟数据在心理测量研究中具备辅助价值，但不能完全替代传统数据收集。
