公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-08-07 08:56:15,全网开测GPT-oss！技术架构也扒明白了,GPT-oss开源模型性能评测及技术架构分析,本文介绍了开源大语言模型GPT-oss的最新性能测试结果及其技术架构。GPT-oss在多项基准测试中表现优异，部分指标超越现有开源模型，支持在单个16GB边缘设备上高效运行。文章还详细解析了GPT-oss的架构设计，包括注意力机制改进、激活函数优化及长文本处理技术。此外，社区用户基于GPT-oss开发了多样化应用和Pro版模型，展示了其广泛的应用潜力和开源优势。,LLM,Other,"Sebastian Raschka, Dimitri von Rütte, Adam Zweiger, Simon Willison, henry",https://mp.weixin.qq.com/s/U2TsYntvP9Hdlg6e9oUpoQ
量子位,2025-08-07 08:56:15,Qwen紧追OpenAI开源4B端侧大模型，AIME25得分超越Claude 4 Opus,Qwen发布4B端侧大模型，AIME25得分超越Claude 4 Opus,Qwen团队推出两款4B参数量端侧大模型：Qwen3-4B-Instruct-2507和Qwen3-4B-Thinking-2507，分别提升通用能力和高级推理能力。新模型支持256K长上下文，性能在AIME25测评中以81.3分超越Claude 4 Opus，且在多项测试中表现接近或优于更大规模模型。模型已开源，支持多平台部署，适合资源受限设备如树莓派运行，推动端侧AI应用发展。,LLM,Other,,https://mp.weixin.qq.com/s/No7YJsxrIWaVbFZXGd0pbQ
量子位,2025-08-07 08:56:15,长得这么“乖”的人形机器人，第一次见,傅利叶发布全尺寸人形机器人Care-bot GR-3，提升情感交互与辅助陪护能力,傅利叶最新发布的全尺寸人形机器人Care-bot GR-3，采用暖色调设计与柔肤软包覆材，配备视觉、听觉和触觉的全感交互系统，实现眼神交流和触觉反馈。机器人具备多种拟人行走姿态和双路径响应机制，支持快速与复杂语义交互。GR-3搭载双电池热插拔架构，续航3小时，优化开发框架支持多样化应用。未来将聚焦社交陪伴与辅助陪护场景，推动具身智能技术发展。,Embodied AI,Other,顾捷,https://mp.weixin.qq.com/s/WVmJShsE8ez0MOLD6vsXBQ
新智元,2025-08-07 07:38:27,GPT-5发布时间定了！ChatGPT年费只要1美元，OpenAI估值达5000亿,OpenAI公布GPT-5发布时间及ChatGPT订阅价格调整,OpenAI宣布GPT-5的发布时间，计划推出更先进的大语言模型。同时，ChatGPT的年费调整为1美元，显著降低用户使用门槛。OpenAI的估值达到5000亿美元，显示其在人工智能领域的领先地位和市场认可度。这些举措预示着大语言模型技术的快速发展和商业化进程的加速。,LLM,OpenAI,,https://mp.weixin.qq.com/s/3JbDckTDo5CzDgFrskpI_Q
深度学习自然语言处理,2025-08-07 00:41:43,解析天花板？TextIn xParse如何为RAG打造「零损耗」知识管道,TextIn xParse智能文档解析引擎助力提升RAG系统知识管道质量,本文介绍了TextIn xParse智能文档解析引擎，针对传统OCR在处理非结构化文档时存在的结构和语义断裂问题，提供高精度的文档结构还原与多元素识别，支持多格式、多语言及复杂版面，输出标准化的Markdown或JSON格式数据。该工具显著提升了RAG系统的检索效率和回答准确性，适用于知识库、智能问答等AI应用，具备开发者友好接口和丰富的实战案例。,LLM,Other,,https://mp.weixin.qq.com/s/xhki0Jhwvcfa8VoB4g8QeQ
深度学习自然语言处理,2025-08-07 00:41:43,推理路径的动态调控：让大模型学会“恰到好处”的思考,推理路径动态调控框架PI提升大型语言模型推理效率与准确率,本文提出测试时提示干预框架PI，通过When/How/Which三模块动态调控大型语言模型的推理路径，显著减少冗余推理步骤并提升准确率。在多个STEM基准测试中，推理步骤缩减约50%，准确率提升1.8%以上，同时有效抑制幻觉现象。该方法结合人类认知经验，实现了计算资源节省与推理质量的双重优化，开创了人机协同的可解释推理新范式。,LLM,Other,,https://mp.weixin.qq.com/s/tLNGqR7YLwlkUeUhdx9Cew
CAAI认知系统与信息处理专委会,2025-08-07 00:14:51,Nature Communications：个性化可穿戴机器人控制可改善受损的手臂功能,基于个性化机器学习控制的可穿戴机器人改善受损上肢功能研究,哈佛大学团队开发了一种融合IMU与柔性压缩传感器的个性化机器学习控制策略，用于充气式软体肩部外骨骼，显著提升卒中和ALS患者的上肢运动功能。该方法结合意图识别模型与物理滞后模型，实现闭环自适应辅助控制，降低放下手臂所需峰值力，增加关节活动度，减少躯干代偿，延长手臂抬高持续时间，推动软体康复机器人向轻量化、自适应方向发展。,Embodied AI,Other,,https://mp.weixin.qq.com/s/8JuybVPLb3n5WY9JojxaXw
智药邦,2025-08-06 23:59:06,总订单规模470亿港币，晶泰科技创AI药物发现合作订单新纪录,晶泰科技与DoveTree签署470亿港币AI驱动药物研发合作协议,晶泰科技与由Gregory Verdine博士创立的DoveTree完成约470亿港币的药物研发合作，聚焦肿瘤学、免疫炎症、神经系统及代谢疾病领域。合作结合Verdine团队的生物学机制研究与晶泰科技的AI+机器人自动化药物发现平台，推动创新靶点药物研发。此次合作创下AI驱动新药研发领域订单规模新纪录，标志着智能化药物发现模式的产业认可与发展。,AI4Science,Other,Gregory Verdine,https://mp.weixin.qq.com/s/md_oC5TchCfAi68Fyz5nXQ
智药邦,2025-08-06 23:59:06,NBE｜斯坦福推出CRISPR-GPT：首次实现基因编辑实验全流程自动化,斯坦福开发CRISPR-GPT实现基因编辑实验全流程自动化,斯坦福大学医学院与普林斯顿大学联合开发了CRISPR-GPT，一款基于多智能体架构的AI系统，实现了基因编辑实验从设计到数据分析的全流程自动化。该系统支持多种基因编辑任务，具备任务拆解、gRNA设计、实验方案撰写及结果分析能力，并已成功指导零基础研究者完成高效基因敲除和激活实验，展示了AI在生命科学实验中的辅助潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/FeINBwcdo_ixlqw9_Bv10A
机器学习算法与自然语言处理,2025-08-06 23:33:27,AI将消灭中产阶级！前谷歌高管惊人预警：未来只剩金字塔尖0.1%和底层,前谷歌高管Mo Gawdat关于AI对社会结构与未来影响的展望,前谷歌X高管Mo Gawdat预测，2027年起将进入长达15年的AI引发的社会动荡期，导致中产阶级消失，财富极度分化。AI可能取代现有权力结构，带来反乌托邦与乌托邦的转变。尽管短期内白领失业和经济不平等加剧，但长期来看，AI有潜力成为人类的救世主，实现更公平和自由的社会。该观点强调了AGI的快速发展及其对全球政治经济的深远影响。,AGI,OpenAI,"Mo Gawdat, Sam Altman",https://mp.weixin.qq.com/s/o1wPbPs4JtKmim4_lTodHw
