标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Qwen3-VL Technical Report,Qwen3-VL技术报告,Multimodal LLM,Other,https://arxiv.org/pdf/2511.21631,https://huggingface.co/papers/2511.21631,本文介绍了Qwen3-VL，一款支持超长上下文（最高256K标记）且能处理文本、图像与视频的先进视觉语言模型。该模型系列涵盖多种规模和架构，兼顾性能和响应速度，显著提升了纯文本理解能力、长文本与多模态内容的综合理解能力，以及多样视觉任务的推理表现。通过引入空间-时间建模优化、多层视觉特征融合和视频时间对齐技术，Qwen3-VL在多个基准测试中表现领先。该模型旨在成为图像推理、智能决策和多模态代码理解等实际应用的基础引擎。,75
ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,ToolOrchestra：通过高效模型与工具编排提升智能水平,Agent,Other,https://arxiv.org/pdf/2511.21689,https://huggingface.co/papers/2511.21689,本文提出了ToolOrchestra方法，通过训练一个小型协调模型来高效管理多种智能工具，实现了在复杂任务中的更高准确率和更低计算成本。该方法采用强化学习，综合考虑结果质量、效率和用户偏好，生成的8亿参数模型“Orchestrator”在“人类最后考试”等基准测试中表现优于更大规模模型GPT-5，且效率提升2.5倍以上。研究表明，轻量级的模型与多样化工具的组合能显著提升智能系统的实际应用价值和扩展性，推动了工具辅助推理的发展。,57
PretrainZero: Reinforcement Active Pretraining,PretrainZero：强化主动预训练,AGI,Other,https://arxiv.org/pdf/2512.03442,https://huggingface.co/papers/2512.03442,本文提出了PretrainZero，一种基于强化学习的主动预训练框架，旨在提升大模型的通用推理能力。该方法通过模仿人类主动学习，从无标签的通用语料中自主识别并推理有价值的信息，突破了传统依赖可验证奖励的限制，实现了无需监督信号的自我监督强化预训练。实验证明，PretrainZero显著提升了模型在多项推理基准测试中的表现，且预训练模型可作为下游任务的推理基础，推动了通用人工智能的发展。,24
ViDiC: Video Difference Captioning,ViDiC：视频差异描述,Multimodal LLM,Other,https://arxiv.org/pdf/2512.03405,https://huggingface.co/papers/2512.03405,本文提出了视频差异描述（ViDiC）任务及其对应的数据集ViDiC-1K，旨在评估多模态大语言模型识别和描述视频对之间细微差异的能力。该数据集包含1000对视频及4000余条对比标注，涵盖主体、风格、背景、摄影、动作、地点和播放技术七大类别。论文设计了基于双重清单的评估框架，分别衡量相似性和差异性的描述准确度。实验结果显示现有模型在捕捉视频间差异方面存在显著不足，ViDiC-1K为推动视频理解和比较推理提供了具有挑战性的基准。,22
Steering Vision-Language-Action Models as Anti-Exploration: A Test-Time Scaling Approach,作为反探索的视觉-语言-动作模型引导：一种测试时缩放方法,Embodied AI,Other,https://arxiv.org/pdf/2512.02834,https://huggingface.co/papers/2512.02834,本文提出了一种名为TACO的测试时尺度调整方法，通过引入伪计数估计器，有效提升了视觉-语言-动作模型在下游任务中的推理稳定性和成功率。该方法通过选择伪计数最高的动作片段，避免了模型因训练与实际任务策略分布差异而产生的不稳定性，同时保持了模型的泛化能力。TACO无需额外梯度更新，计算开销低，适用于基于流匹配或扩散的模型。大量仿真和实际平台实验验证了该方法在提升模型表现上的显著效果。,21
OneThinker: All-in-one Reasoning Model for Image and Video,OneThinker：面向图像与视频的全能推理模型,Multimodal LLM,Other,https://arxiv.org/pdf/2512.03043,https://huggingface.co/papers/2512.03043,本文提出了OneThinker，一种统一图像与视频理解的多模态推理模型，涵盖问答、描述、空间与时间定位、跟踪及分割等多种视觉任务。通过构建大规模多任务训练数据集和引入针对多任务强化学习的优化方法，OneThinker实现了在31个视觉基准测试上的优异表现，并展现出任务间知识迁移和零样本泛化能力。该模型推动了多模态视觉推理向通用智能的方向发展，提升了实用性和多任务协同效果，相关代码和数据已公开。,17
Deep Research: A Systematic Survey,Deep Research：系统综述,Agent,"Tencent, THU",https://arxiv.org/pdf/2512.02038,https://huggingface.co/papers/2512.02038,本文系统综述了深度研究（Deep Research）系统，该领域旨在将大型语言模型与外部工具（如搜索引擎）结合，提升模型解决复杂开放性问题的能力。论文提出了一个包含查询规划、信息获取、记忆管理和答案生成四个关键环节的三阶段流程，详细介绍了实现技术和优化方法，并总结了评估标准与面临的挑战。该综述为理解和推动深度研究的发展提供了清晰的框架和指导，助力未来相关研究持续进步。,14
Rethinking Prompt Design for Inference-time Scaling in Text-to-Visual Generation,面向推理时扩展的文本到视觉生成提示设计再思考,Diffusion Model,Meta,https://arxiv.org/pdf/2512.03534,https://huggingface.co/papers/2512.03534,本文提出了一种名为PRIS的框架，通过在生成过程中动态调整文本提示，提升文本到视觉生成的准确性和质量。传统方法通常通过增加生成步骤或候选数来提升效果，但因提示固定导致性能瓶颈。PRIS通过分析生成结果中的反复错误，针对性地修改提示，结合细粒度的对齐评估机制，实现更精准的用户意图表达。实验证明，该方法在图像和视频生成任务中显著提升性能，表明同时优化提示和生成过程是提升推理阶段效果的关键。,14
PixelDiT: Pixel Diffusion Transformers for Image Generation,PixelDiT：用于图像生成的像素扩散变换器,Diffusion Model,Other,https://arxiv.org/pdf/2511.20645,https://huggingface.co/papers/2511.20645,本文提出了PixelDiT，一种基于变换器的单阶段端到端扩散模型，直接在像素空间进行图像生成，避免了传统潜在空间方法中预训练自动编码器带来的信息损失和误差累积。PixelDiT采用双层设计：一个用于捕捉全局语义的块级变换器和一个用于细化纹理细节的像素级变换器，有效提升了图像质量和细节表现。在ImageNet和高分辨率文本到图像生成任务中，PixelDiT显著优于现有像素生成模型，且性能接近最先进的潜在扩散模型，展示了其在高质量图像生成领域的潜力。,13
SpaceTools: Tool-Augmented Spatial Reasoning via Double Interactive RL,SpaceTools：通过双重交互式强化学习增强的空间推理工具,Embodied AI,Other,https://arxiv.org/pdf/2512.04069,https://huggingface.co/papers/2512.04069,本文提出了SpaceTools，一种通过“双重交互强化学习”方法提升视觉语言模型多工具协调能力的框架。该方法通过两个阶段的训练，使模型能够灵活调用深度估计、分割和姿态估计等多种视觉工具，实现更精准的空间推理。SpaceTools在多个空间理解基准测试中表现出色，并成功应用于具备七自由度的机器人操作，显著优于传统单工具或固定策略方法。该工作为增强视觉语言模型在复杂空间任务中的实用性提供了有效路径。,11
Thinking with Programming Vision: Towards a Unified View for Thinking with Images,用编程视觉思考：迈向统一的图像思维视角,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2512.03746,https://huggingface.co/papers/2512.03746,本文针对多模态大语言模型在图像推理中的脆弱性问题，提出了CodeVision框架，通过生成代码作为通用接口调用各种图像操作，突破了传统固定工具的限制。该方法采用监督微调与强化学习相结合的训练策略，提升了模型在处理图像旋转和多工具组合推理时的鲁棒性和灵活性。实验表明，CodeVision显著增强了模型的工具组合能力、执行效率及错误恢复能力，为图像辅助推理提供了更稳健和可扩展的解决方案。,10
Flowing Backwards: Improving Normalizing Flows via Reverse Representation Alignment,逆向流动：通过反向表示对齐提升归一化流模型,Other,"Shanghai AI Lab, Alibaba",https://arxiv.org/pdf/2511.22345,https://huggingface.co/papers/2511.22345,本文提出了一种基于逆向表示对齐的新策略，提升了正则化流（Normalizing Flows）的生成质量和分类性能。不同于传统方法对正向过程的约束，作者通过将生成过程中的中间特征与强大视觉基础模型的表示对齐，增强了语义表达能力。同时，设计了无需额外训练的测试时优化算法，用于更准确地评估模型内在语义知识。实验显示，该方法不仅加速了模型训练超过3倍，还在ImageNet数据集上实现了生成和分类的最新最佳结果，显著推动了正则化流模型的发展。,9
RELIC: Interactive Video World Model with Long-Horizon Memory,RELIC：具有长时记忆的交互式视频世界模型,Diffusion Model,Other,https://arxiv.org/pdf/2512.04040,https://huggingface.co/papers/2512.04040,本文提出了RELIC，一种集成实时长时记忆、空间一致性和用户控制的交互式视频世界模型。该框架通过压缩编码的历史信息实现长时记忆，支持三维空间内容的稳定检索，并采用新颖的训练策略扩展生成视频的时间范围。RELIC在保持高效实时生成的同时，显著提升了动作响应的准确性和长时连续性，展示了优于现有方法的性能。该工作为未来交互式场景探索和模拟提供了坚实基础。,9
SR-GRPO: Stable Rank as an Intrinsic Geometric Reward for Large Language Model Alignment,SR-GRPO：作为大语言模型对齐的内在几何奖励的稳定秩,LLM,Other,https://arxiv.org/pdf/2512.02807,https://huggingface.co/papers/2512.02807,本文提出了一种基于模型内部表示的固有质量信号——稳定秩（stable rank），用于衡量大型语言模型生成内容的质量。该方法无需外部标注，通过分析隐藏状态的维度分布有效捕捉信息结构，实现了对任务表现的显著提升。基于此，作者设计了稳定秩组相对策略优化算法（SR-GRPO），作为强化学习的奖励信号，在无监督条件下提升了模型在理工科和数学推理任务上的表现，优于传统的奖励模型和自我评估方法。研究展示了从模型内部几何结构中提取质量信号的新途径，为大规模模型的高效对齐提供了可扩展方案。,4
CookAnything: A Framework for Flexible and Consistent Multi-Step Recipe Image Generation,CookAnything：一个用于灵活且一致的多步骤食谱图像生成的框架,Diffusion Model,Other,https://arxiv.org/pdf/2512.03540,https://huggingface.co/papers/2512.03540,本文提出了CookAnything，一种基于扩散模型的多步骤食谱图像生成框架。该方法能够根据任意长度的烹饪步骤文本，生成连贯且语义清晰的图像序列。核心创新包括：逐步区域控制，实现文本步骤与图像区域的精确对应；灵活的步态位置编码，提升时间和空间上的一致性；以及跨步骤一致性控制，保证食材细节的连贯性。实验结果表明，CookAnything在多步骤食谱图像生成任务中优于现有方法，具备广泛的教学和内容创作应用潜力。,4
