标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Virtual Fitting Room: Generating Arbitrarily Long Videos of Virtual Try-On from a Single Image -- Technical Preview,Virtual Fitting Room：基于单张图像生成任意长度虚拟试穿视频——技术预览,04 Sep 2025,Other,Other,http://arxiv.org/pdf/2509.04450v1,http://arxiv.org/abs/2509.04450v1,2509.04450v1,本文提出了虚拟试衣间（VFR）模型，能够从单张图像生成任意长度的虚拟试穿视频。该方法通过分段自动生成视频，避免了对大量视频数据和高计算资源的依赖，同时确保视频在局部连续和平滑的基础上，实现整体时间上的一致性。为此，VFR利用前缀视频信息和全身360度视频作为参考，成功生成了分钟级别的高质量虚拟试穿视频，推动了长视频虚拟试衣技术的发展。
TRUST-VL: An Explainable News Assistant for General Multimodal Misinformation Detection,TRUST-VL：一种用于通用多模态虚假信息检测的可解释新闻助手,04 Sep 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2509.04448v1,http://arxiv.org/abs/2509.04448v1,2509.04448v1,本文提出了TRUST-VL，一种统一且可解释的多模态虚假信息检测模型，能够识别文本、图像及跨模态的误导内容。通过联合训练不同类型的失真任务，模型实现了知识共享和更强的泛化能力。核心创新包括一个针对任务设计的视觉特征提取模块，以及基于198K条结构化推理指令的大规模训练数据集TRUST-Instruct。实验结果显示，TRUST-VL在多项测试中表现出领先性能，同时具备良好的解释性和适应性，有助于提升多模态虚假信息的识别与理解。
Plot'n Polish: Zero-shot Story Visualization and Disentangled Editing with Text-to-Image Diffusion Models,Plot'n Polish：基于文本到图像扩散模型的零样本故事可视化与解耦编辑,04 Sep 2025,Diffusion Model,Other,http://arxiv.org/pdf/2509.04446v1,http://arxiv.org/abs/2509.04446v1,2509.04446v1,本文提出了Plot'n Polish，一种基于文本到图像扩散模型的零样本故事可视化框架。该方法解决了现有技术在多帧图像生成中难以保持视觉和叙事一致性的问题，支持用户在故事创作过程中对图像进行细致且灵活的编辑。Plot'n Polish不仅提升了故事画面的连贯性，还为创作者提供了多层次的控制手段，促进了故事视觉内容的高效生成与精细调整，具有重要的应用价值。
EMMA: Scaling Mobile Manipulation via Egocentric Human Data,EMMA：通过第一人称人类数据扩展移动操作能力,04 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.04443v1,http://arxiv.org/abs/2509.04443v1,2509.04443v1,本文提出了EMMA，一种基于人类第一视角动作数据和静态机器人数据训练移动操作策略的新方法，避免了昂贵的机器人远程操作过程。通过联合训练人类全身运动与机器人数据，EMMA在三个真实任务中表现出与传统远程操作训练方法相当甚至更优的性能，且具备良好的场景泛化能力。随着人类数据量的增加，系统性能进一步提升，展示了该方法在实际环境中实现大规模机器人学习的潜力。
One Flight Over the Gap: A Survey from Perspective to Panoramic Vision,跨越视角鸿沟：从透视图到全景视觉的综述,04 Sep 2025,Other,Other,http://arxiv.org/pdf/2509.04444v1,http://arxiv.org/abs/2509.04444v1,2509.04444v1,本论文系统综述了全景视觉技术，重点关注如何将传统的视角图像方法适应于具有360度视野的全景图像。文章首先介绍了全景成像的基本原理和投影方式，分析了全景图像在几何变形、采样不均和边界连续性方面的独特挑战。随后，作者总结了超过300篇相关研究，归纳了20多项代表性任务，并从图像质量提升、视觉理解、多模态融合和图像生成四个方面对全景视觉进行了分类和比较。最后，论文探讨了该领域的未解决问题和未来发展方向，为推动全景视觉技术的进步提供了有价值的参考。
Delta Activations: A Representation for Finetuned Large Language Models,Delta Activations：微调大语言模型的表征方法,04 Sep 2025,LLM,Other,http://arxiv.org/pdf/2509.04442v1,http://arxiv.org/abs/2509.04442v1,2509.04442v1,本文提出了一种名为Delta Activations的方法，用于表示经过微调的大型语言模型。该方法通过比较微调模型与基础模型内部激活的变化，将模型转化为向量形式，从而实现对模型按任务和领域的有效聚类。Delta Activations在不同微调设置下表现稳定，且在混合数据集微调时具备可加性特性。此外，该方法支持通过少量样本进行任务嵌入，促进模型选择与融合。该技术有助于更好地理解和利用公开的微调模型资源。
DEXOP: A Device for Robotic Transfer of Dexterous Human Manipulation,DEXOP：一种用于机器人转移灵巧人类操作的装置,04 Sep 2025,Embodied AI,Other,http://arxiv.org/pdf/2509.04441v1,http://arxiv.org/abs/2509.04441v1,2509.04441v1,无法生成摘要。
ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,ArcMemo：具有终身大语言模型记忆的抽象推理组合,04 Sep 2025,AGI,Other,http://arxiv.org/pdf/2509.04439v1,http://arxiv.org/abs/2509.04439v1,2509.04439v1,本文提出了一种基于大型语言模型的持续记忆机制——ArcMemo，通过将推理过程中提取的抽象概念以自然语言形式存储，实现知识的模块化复用和扩展。该方法在解决复杂推理任务时，能够动态更新记忆并整合相关概念，提升模型在测试阶段的表现和自我改进能力。在ARC-AGI基准测试中，ArcMemo较无记忆基线提升了7.5%的准确率，且性能随着计算资源增加持续提升，展示了其在长期推理和知识积累方面的潜力。
From Lines to Shapes: Geometric-Constrained Segmentation of X-Ray Collimators via Hough Transform,从线条到形状：基于霍夫变换的X射线准直器几何约束分割,04 Sep 2025,Other,Other,http://arxiv.org/pdf/2509.04437v1,http://arxiv.org/abs/2509.04437v1,2509.04437v1,本文提出了一种基于深度学习和霍夫变换的几何约束分割方法，用于自动检测X射线成像中限制曝光区域的准直器阴影。该方法利用准直器阴影的多边形形状先验，通过可微分的霍夫变换网络精确定位边界并提取感兴趣区域中心信息，结合两者生成精准的线性约束分割结果。实验表明，该方法在真实X光图像上表现出鲁棒性，显著提升了准直区域的重建精度，且不受边界数量限制，具有广泛应用潜力。
Durian: Dual Reference-guided Portrait Animation with Attribute Transfer,Durian：基于双重参考引导的带属性迁移的人像动画生成,04 Sep 2025,Diffusion Model,Other,http://arxiv.org/pdf/2509.04434v1,http://arxiv.org/abs/2509.04434v1,2509.04434v1,无法生成摘要。
