标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
MemOS: A Memory OS for AI System,MemOS：面向AI系统的内存操作系统,LLM,Other,https://arxiv.org/pdf/2507.03724,https://huggingface.co/papers/2507.03724,本文提出了MemOS，一种面向大型语言模型的内存操作系统，旨在解决现有模型缺乏有效内存管理的问题。MemOS通过统一管理多种类型的记忆（包括文本、激活状态和参数级别记忆），实现高效的存储与检索，并支持记忆的组合、迁移和融合。该系统引入了可控且可演化的记忆单元MemCube，促进了模型的持续学习和个性化建模，提升了长时上下文理解和知识更新能力，为人工智能系统的记忆管理提供了新的框架和思路。,72
Should We Still Pretrain Encoders with Masked Language Modeling?,我们还应该继续用Masked Language Modeling预训练编码器吗？,LLM,Other,https://arxiv.org/pdf/2507.00994,https://huggingface.co/papers/2507.00994,本文系统比较了两种文本编码器预训练方法：传统的掩码语言建模（MLM）与因果语言建模（CLM）。通过大规模、严格控制的实验，发现MLM在文本表示任务中通常表现更优，而CLM则在数据利用效率和微调稳定性方面具备优势。基于此，作者提出先用CLM再用MLM的两阶段训练策略，在固定计算资源下实现最佳性能。此外，该策略结合现有预训练CLM模型，可显著降低训练高质量编码器的计算成本。研究成果为编码器预训练方法选择提供了实证指导。,51
"4DSloMo: 4D Reconstruction for High Speed Scene with Asynchronous
  Capture",4DSloMo：基于异步采集的高速场景4D重建,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2507.05163,https://huggingface.co/papers/2507.05163,本文提出了一种基于低帧率摄像头的高效4D动态场景重建系统。通过异步捕捉方案，错开多摄像头的启动时间，有效提升了采集帧率，达到100-200 FPS，无需高价高速摄像设备。同时，设计了基于视频扩散模型的生成方法，修复因视角稀疏导致的重建伪影，增强细节和时间一致性。实验结果表明，该方法在高速度动态场景的4D重建质量上显著优于传统同步捕捉方案，具有广泛应用潜力。,31
"DreamVLA: A Vision-Language-Action Model Dreamed with Comprehensive
  World Knowledge",DreamVLA：一种融合全面世界知识的视觉-语言-动作模型,Embodied AI,"THU, PKU",https://arxiv.org/pdf/2507.04447,https://huggingface.co/papers/2507.04447,本文提出了DreamVLA，一种结合动态、空间和语义世界知识的视觉-语言-动作模型，用于提升机器人操作能力。该模型通过动态区域引导的知识预测，形成紧凑且全面的环境表示，模拟人类先推理再行动的过程。为避免不同信息间的干扰，采用了分块结构化注意力机制保持表示清晰独立，并利用基于扩散的变换器有效预测未来动作。实验证明，DreamVLA在真实机器人任务和标准基准测试中表现优异，显著提升了操作成功率和任务完成度。,28
Pre-Trained Policy Discriminators are General Reward Models,预训练策略判别器是通用奖励模型,Agent,Shanghai AI Lab,https://arxiv.org/pdf/2507.05197,https://huggingface.co/papers/2507.05197,本文提出了一种新颖的奖励建模方法POLAR，将奖励建模视为区分不同策略的判别任务，通过预训练使模型能够识别和比较策略间的差异。该方法突破了传统依赖绝对偏好的限制，具备良好的可扩展性和泛化能力。实验表明，POLAR显著提升了奖励模型的准确性和强化学习中的策略表现，且性能随计算资源增加呈现稳定提升趋势。该研究为构建通用且高效的奖励模型提供了有力支持。,26
"BMMR: A Large-Scale Bilingual Multimodal Multi-Discipline Reasoning
  Dataset",BMMR：大规模双语多模态多学科推理数据集,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2507.03483,https://huggingface.co/papers/2507.03483,"本文提出了BMMR，一个涵盖110,000个大学水平中英文双语题目的大型多模态、多学科推理数据集，涵盖300个学科领域，题型多样且附带高质量推理路径。数据集分为评测集和训练集，支持对大型多模态模型的全面能力评估与提升。作者还设计了基于推理过程的验证工具，实现细粒度推理评价。实验证明当前顶尖模型在多学科推理上仍有较大提升空间，且存在学科偏向。该工作为推动跨学科多模态智能研究提供了重要资源和方法。",19
RoboBrain 2.0 Technical Report,RoboBrain 2.0 技术报告,Embodied AI,Other,https://arxiv.org/pdf/2507.02029,https://huggingface.co/papers/2507.02029,本文介绍了RoboBrain 2.0，一种新一代的视觉语言基础模型，旨在整合感知、推理和规划能力，以应对复杂的物理环境中的任务。该模型提供轻量级和大规模两种版本，采用异构架构结合视觉编码器与语言模型。RoboBrain 2.0在空间与时间推理任务中表现优异，超越了现有开源和商业模型，支持关键的实际应用如空间理解和多智能体长远规划。论文详细阐述了模型设计、数据构建及多阶段训练策略，推动了具身人工智能的发展。,17
"RefineX: Learning to Refine Pre-training Data at Scale from
  Expert-Guided Programs",RefineX：基于专家指导程序的大规模预训练数据精炼学习框架,LLM,Alibaba,https://arxiv.org/pdf/2507.03253,https://huggingface.co/papers/2507.03253,本文提出了RefineX，一种通过程序化编辑对大规模预训练数据进行细粒度优化的框架。RefineX通过将专家指导的高质量数据精炼过程转化为简洁的编辑程序，训练出高效且可靠的模型，能够在保持文本多样性和自然性的同时，系统性地提升数据质量。实验证明，RefineX在多个模型规模和任务上均优于传统的原始数据、过滤数据及其他精炼方法，显著提升了模型性能和训练效率，展示了其在现代大语言模型预训练数据优化中的实用价值和广泛应用潜力。,12
"Easy Dataset: A Unified and Extensible Framework for Synthesizing LLM
  Fine-Tuning Data from Unstructured Documents",Easy Dataset：一个用于从非结构化文档合成LLM微调数据的统一且可扩展框架,LLM,Other,https://arxiv.org/pdf/2507.04009,https://huggingface.co/papers/2507.04009,本文提出了Easy Dataset，一个统一且易用的框架，旨在从非结构化文档中自动生成用于大语言模型微调的数据。该框架通过图形界面帮助用户配置文本提取和分块策略，结合人格化提示生成多样化问答对，并支持人工审核以保证数据质量。实验证明，利用该合成数据对模型进行微调，能显著提升其在特定领域（如金融问答）的表现，同时保持对通用知识的掌握。该工具已开源，便于推广和应用。,12
"How Well Does GPT-4o Understand Vision? Evaluating Multimodal Foundation
  Models on Standard Computer Vision Tasks",GPT-4o对视觉理解的能力如何？基于标准计算机视觉任务的多模态基础模型评估,Multimodal LLM,Other,https://arxiv.org/pdf/2507.01955,https://huggingface.co/papers/2507.01955,本文系统评估了多模态基础模型（如GPT-4o）在标准计算机视觉任务上的表现，包括语义分割、目标检测、图像分类及几何预测等。研究通过将视觉任务转化为文本提示形式，解决了模型输出限制和API访问受限的问题。结果显示，这些模型虽未达到专业视觉模型的水平，但作为通用视觉理解工具表现出较强能力，尤其在语义任务上优于几何任务。GPT-4o在多项任务中表现最佳，而具备推理能力的模型在几何任务上有所提升。此外，具备图像生成能力的模型存在一定的生成误差和空间错位问题。该研究为多模态模型的视觉理解能力提供了全面且标准化的基准测试框架。,11
StreamDiT: Real-Time Streaming Text-to-Video Generation,StreamDiT：实时流式文本到视频生成,Diffusion Model,Meta,https://arxiv.org/pdf/2507.03745,https://huggingface.co/papers/2507.03745,本文提出了StreamDiT，一种基于变换器扩散模型的流式文本生成视频方法，实现了实时、高质量且内容连贯的视频生成。通过引入移动缓冲区和混合训练策略，提升了视频内容一致性和视觉效果；并采用多步蒸馏技术显著降低计算复杂度，使模型在单GPU上以16帧每秒的速度生成512p分辨率视频。StreamDiT支持流式和交互式应用，扩展了文本到视频生成技术在实时场景中的实用性。,11
"Reviving Cultural Heritage: A Novel Approach for Comprehensive
  Historical Document Restoration",文化遗产复兴：一种用于全面历史文档修复的新方法,Other,Other,https://arxiv.org/pdf/2507.05108,https://huggingface.co/papers/2507.05108,本文针对历史文献因时间推移而产生的严重损坏问题，提出了一种创新的自动化修复方法。作者构建了包含真实与合成图像的大规模数据集，并设计了模拟专家修复流程的三阶段系统，包括损伤定位、文本内容预测和外观修复。该方法不仅显著提升了受损文档的文字识别准确率，还支持人机协作以进一步优化修复效果。研究成果为历史文献的数字保护和文化遗产传承提供了重要技术支持。,8
"OmniDraft: A Cross-vocabulary, Online Adaptive Drafter for On-device
  Speculative Decoding",OmniDraft：一种面向设备端的跨词汇表在线自适应草稿生成器用于推测性解码,LLM,Other,https://arxiv.org/pdf/2507.02659,https://huggingface.co/papers/2507.02659,本文提出了OmniDraft，一种统一且在线自适应的草稿模型框架，解决了传统推测解码中草稿模型与目标模型词汇不匹配的问题。OmniDraft通过引入在线n-gram缓存和混合蒸馏微调技术，实现单一草稿模型与多种目标模型的动态协作，显著提升了解码速度和灵活性。该方法特别适用于设备端大语言模型应用，兼顾模型成本、效率和用户定制需求。实验证明，OmniDraft在数学推理、代码生成和文本生成任务中表现优异，能够实现1.5-2倍的加速效果，推动了“一稿多用”的新范式。,8
"ArtifactsBench: Bridging the Visual-Interactive Gap in LLM Code
  Generation Evaluation",ArtifactsBench：弥合LLM代码生成评估中的视觉交互鸿沟,Multimodal LLM,Tencent,https://arxiv.org/pdf/2507.04952,https://huggingface.co/papers/2507.04952,本文提出了ArtifactsBench，一种用于评估大型语言模型生成动态交互式视觉代码的新型自动化基准和框架。该方法通过程序渲染生成的视觉作品并捕捉其动态行为，再结合多模态语言模型和细粒度任务检查表进行综合评分，弥补了传统评测仅关注算法正确性、忽视视觉和交互质量的不足。ArtifactsBench在1825个任务上测试了30多个模型，自动评测结果与人类评价高度一致，首次实现了大规模、可靠的用户感知质量自动评估。该框架开源，助力推动面向用户体验的生成模型发展。,7
On the rankability of visual embeddings,关于视觉嵌入的可排序性,Other,Other,https://arxiv.org/pdf/2507.03683,https://huggingface.co/papers/2507.03683,本文研究了视觉嵌入模型是否能沿着某些线性方向反映连续且有序的属性（如年龄、人数、头部姿态等），即所谓的“排序轴”。通过对7种主流视觉编码器和9个数据集的实验，发现许多嵌入空间本质上具有排序能力。且仅需少量样本，甚至两个极端例子，便能有效恢复这些排序轴，无需大量标注。这一发现为基于向量数据库的图像排序提供了新思路，推动了对视觉嵌入结构及其学习机制的进一步研究。,7
"Lost in Latent Space: An Empirical Study of Latent Diffusion Models for
  Physics Emulation",迷失在潜在空间：潜在扩散模型在物理仿真中的实证研究,Diffusion Model,Other,https://arxiv.org/pdf/2507.02608,https://huggingface.co/papers/2507.02608,本文研究了在物理系统仿真中使用潜在空间扩散模型的方法，旨在提升仿真速度和准确性。结果表明，将扩散模型应用于自动编码器的潜在空间中能够大幅降低计算成本，同时保持对系统动态的高保真度，甚至在高达1000倍的压缩率下仍表现出良好稳定性。相比传统非生成模型，该方法不仅预测更准确，还能通过多样化的结果更好地反映不确定性。论文还总结了训练潜在空间仿真器时关键的设计选择，为高效物理仿真提供了新的思路。,6
UnMix-NeRF: Spectral Unmixing Meets Neural Radiance Fields,UnMix-NeRF：谱混合方法与神经辐射场的结合,Other,Other,https://arxiv.org/pdf/2506.21884,https://huggingface.co/papers/2506.21884,本文提出了UnMix-NeRF，一种将光谱解混技术融入神经辐射场（NeRF）的方法，实现了高精度的材料分割与多光谱新视角合成。该方法通过学习纯材料光谱特征和对应的空间分布，无需监督即可对材料进行聚类分割，并支持基于材料特性的场景编辑。实验结果表明，UnMix-NeRF在光谱重建和材料识别上优于现有方法，提升了对场景中材料属性的理解能力，促进了机器人、增强现实等领域的应用发展。,5
