标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
SciReasoner: Laying the Scientific Reasoning Ground Across Disciplines,SciReasoner：跨学科科学推理基础的构建,AI4Science,Shanghai AI Lab,https://arxiv.org/pdf/2509.21320,https://huggingface.co/papers/2509.21320,本文提出了SciReasoner，一种跨学科的科学推理基础模型。该模型通过大规模多样科学数据预训练，并结合指令微调、链式思维引导和任务特定强化学习，能够在文本与多种科学表示间实现准确转换，支持知识提取、性质预测与分类以及序列生成等多达103项任务。与专用系统相比，SciReasoner具有更广泛的任务覆盖、更强的跨领域泛化能力和更高的推理准确性。研究表明，跨学科训练显著提升了模型的迁移性能和应用可靠性。模型及相关资源已开源，助力科学智能研究发展。,70
"VCRL: Variance-based Curriculum Reinforcement Learning for Large
  Language Models",VCRL：基于方差的课程强化学习用于大语言模型,LLM,Alibaba,https://arxiv.org/pdf/2509.19803,https://huggingface.co/papers/2509.19803,本文提出了一种基于奖励方差的课程强化学习框架VCRL，用于提升大型语言模型在数学推理任务中的表现。该方法通过动态调整训练样本的难度，模拟人类从易到难的学习过程，利用奖励方差反映样本难度，优先选择对模型学习最有价值的样本。实验结果表明，VCRL在多个数学基准测试和不同模型上均优于现有强化学习方法，展示了其在提升模型推理能力方面的有效性和潜力。,67
"MMR1: Enhancing Multimodal Reasoning with Variance-Aware Sampling and
  Open Resources",MMR1：通过方差感知采样与开放资源提升多模态推理能力,Multimodal LLM,Alibaba,https://arxiv.org/pdf/2509.21268,https://huggingface.co/papers/2509.21268,本文针对多模态推理模型发展中缺乏高质量长链思维数据和强化学习微调不稳定的问题，提出了一种基于奖励方差的采样策略——方差感知采样（VAS），以提升训练稳定性和优化效果。同时，发布了约160万条长链思维初始数据及1.5万条强化学习问答对，确保数据质量和多样性，并开源了多尺度多模态推理模型及完整训练代码。实验验证了该方法和数据集在数学推理任务中的有效性，为多模态推理研究提供了重要资源和基准。,62
Tree Search for LLM Agent Reinforcement Learning,基于树搜索的LLM智能体强化学习,Agent,Alibaba,https://arxiv.org/pdf/2509.21240,https://huggingface.co/papers/2509.21240,本文提出了一种基于树搜索的强化学习方法Tree-GRPO，用于提升大规模语言模型在多轮长时任务中的表现。该方法通过构建树状的交互轨迹，有效利用有限的计算资源增加训练样本数量，同时利用结果奖励生成逐步的监督信号，估计不同层级的相对优势。理论分析表明，树内的策略优化目标等价于逐步偏好学习。实验证明，Tree-GRPO在多个问答任务和数据集上均优于传统的链式强化学习方法，显著提升了模型的学习效率和性能。,51
Seedream 4.0: Toward Next-generation Multimodal Image Generation,Seedream 4.0：迈向下一代多模态图像生成,Diffusion Model,ByteDance,https://arxiv.org/pdf/2509.20427,https://huggingface.co/papers/2509.20427,本文介绍了Seedream 4.0，一种高效且性能卓越的多模态图像生成系统，集成了文本生成图像、图像编辑及多图像合成功能。该系统通过创新的扩散变换器和变分自编码器，实现了高分辨率图像的快速生成与训练效率提升。Seedream 4.0在大规模多样化数据上预训练，并结合多模态后训练，显著增强了模型的泛化能力和复杂任务处理能力。其推理速度快，支持精准编辑和多图像参考，推动了生成式人工智能在创意和专业应用中的发展。,38
"Hunyuan3D-Omni: A Unified Framework for Controllable Generation of 3D
  Assets",Hunyuan3D-Omni：用于可控生成3D资产的统一框架,Multimodal LLM,Tencent,https://arxiv.org/pdf/2509.21245,https://huggingface.co/papers/2509.21245,本文提出了Hunyuan3D-Omni，一种统一的3D资产生成框架，支持多种输入条件如点云、体素、边界框和骨骼姿态，实现对三维模型的精细控制。该方法通过单一的跨模态结构融合多种信号，采用难度感知的采样策略提升模型对复杂条件的适应能力和鲁棒性。实验表明，Hunyuan3D-Omni显著提高了生成的准确性和灵活性，增强了几何形变能力，适用于游戏、影视等数字内容生产流程，推动3D资产自动化创作的发展。,23
AutoIntent: AutoML for Text Classification,AutoIntent：用于文本分类的自动机器学习,Other,Other,https://arxiv.org/pdf/2509.21138,https://huggingface.co/papers/2509.21138,本文提出了AutoIntent，一款面向文本分类的自动机器学习工具。该工具实现了从文本嵌入模型选择、分类器优化到决策阈值调整的全流程自动化，支持多标签分类和异常类别检测。AutoIntent采用模块化设计，接口类似sklearn，便于使用。实验结果表明，AutoIntent在多个意图分类数据集上表现优于现有AutoML工具，同时帮助用户在效果与资源消耗之间实现平衡，提升了文本分类任务的自动化水平和实用价值。,21
TrustJudge: Inconsistencies of LLM-as-a-Judge and How to Alleviate Them,TrustJudge：LLM作为评判者的不一致性及其缓解方法,LLM,"PKU, DeepMind",https://arxiv.org/pdf/2509.21117,https://huggingface.co/papers/2509.21117,本文针对大型语言模型（LLM）作为自动评判者时存在的评价不一致问题，提出了TrustJudge框架。该框架通过引入概率化的评分方式和基于概率的聚合策略，有效减少了评分比较和成对传递性的不一致现象，提升了评估的准确性和可靠性。实验表明，TrustJudge在多个模型和规模上均有显著改进，无需额外训练或人工标注，推动了更加可信赖的自动化评估方法的发展。,15
"CE-GPPO: Controlling Entropy via Gradient-Preserving Clipping Policy
  Optimization in Reinforcement Learning",CE-GPPO：通过梯度保留裁剪策略优化控制强化学习中的熵,LLM,Other,https://arxiv.org/pdf/2509.20712,https://huggingface.co/papers/2509.20712,本文提出了一种名为CE-GPPO的新型强化学习算法，旨在优化大语言模型的训练过程，特别是在探索与利用之间取得更好的平衡。传统方法如PPO在策略更新时会忽略低概率动作的梯度信息，导致策略熵的不稳定。CE-GPPO通过温和且有界地恢复这些被裁剪的梯度，有效控制了策略熵的演变，提升了训练的稳定性和模型表现。实验结果表明，CE-GPPO在数学推理等任务上优于现有强基线，展现了其在复杂任务中优化大语言模型的潜力。,13
"Does FLUX Already Know How to Perform Physically Plausible Image
  Composition?",FLUX是否已经具备执行物理合理图像合成的能力？,Diffusion Model,Other,https://arxiv.org/pdf/2509.21278,https://huggingface.co/papers/2509.21278,本文提出了SHINE，一种无需训练的图像合成框架，旨在将指定物体自然且高保真地融入复杂场景中，解决了现有方法在处理复杂光照、阴影和高分辨率输入时的不足。SHINE利用预训练适配器和新颖的锚点损失引导图像生成，保持主体真实性与背景完整性，同时通过降质抑制和自适应背景融合消除视觉瑕疵。为评估效果，作者构建了包含多样光照和反射条件的ComplexCompo基准，实验证明SHINE在多个指标上优于现有方法，展示了其在物理合理图像合成中的潜力。,8
"Recon-Act: A Self-Evolving Multi-Agent Browser-Use System via Web
  Reconnaissance, Tool Generation, and Task Execution",Recon-Act：一种通过网页侦察、工具生成与任务执行实现自我进化的多智能体浏览器使用系统,Agent,Other,https://arxiv.org/pdf/2509.21072,https://huggingface.co/papers/2509.21072,本文提出了Recon-Act，一种基于侦察-执行行为模式的自我进化多智能体系统，用于提升智能浏览器代理在复杂网页任务中的表现。系统由侦察团队负责分析错误路径并生成通用工具，执行团队则利用这些工具分解任务并执行操作，形成数据-工具-行动-反馈的闭环训练。该方法显著增强了代理对新网站的适应能力和长任务的解决率，在VisualWebArena数据集上取得了领先的性能，展示了其在多轮、多步骤网页操作中的有效性和潜力。,8
CHARM: Control-point-based 3D Anime Hairstyle Auto-Regressive Modeling,CHARM：基于控制点的3D动漫发型自回归建模,Other,"THU, Tencent",https://arxiv.org/pdf/2509.21114,https://huggingface.co/papers/2509.21114,本文提出了CHARM，一种基于控制点参数化和自回归生成模型的3D动漫发型建模方法。针对动漫发型的高度风格化和分段结构特点，CHARM通过紧凑且可逆的控制点序列高效表示每个发卡，支持便捷编辑和学习生成。基于此表示，CHARM利用自回归变换器捕捉局部细节与整体拓扑，实现从图像或点云输入到高质量动漫发型的自动生成。为训练与评估，作者构建了包含3.7万款高质量动漫发型的数据集。实验表明，CHARM在重建精度和生成质量上均达到了先进水平，提供了一种表达力强且可扩展的动漫发型建模解决方案。,7
