公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-06-27 08:49:26,谷歌开源Gemma 3n：2G内存就能跑，100亿参数内最强多模态模型,谷歌开源Gemma 3n：面向端侧设备的高效多模态大模型,谷歌发布并开源了Gemma 3n，一款支持图像、音频、视频和文本输入输出的端侧多模态大模型。该模型采用创新的MatFormer架构和每层嵌入技术，实现了在仅2GB至3GB内存下运行5B至8B参数规模模型的能力，显著提升了设备端AI性能。Gemma 3n支持140种文本语言和35种多模态语言，具备优异的多语言理解、数学、编码和推理能力，推动了移动设备端AI的技术进步。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/64QtpHWYTwxZkCTHY74JQg
机器之心,2025-06-27 08:49:26,突破通用领域推理的瓶颈！清华NLP实验室强化学习新研究RLPR,基于参考概率奖励的强化学习方法RLPR及其在通用领域推理中的应用,清华大学自然语言处理实验室提出了RLPR（Reinforcement Learning with Reference Probability Reward），一种基于参考概率奖励的强化学习新方法，解决了现有基于规则验证器的强化学习方法在通用自然语言推理领域的局限。RLPR通过Prob-to-Reward机制提升奖励质量，并引入动态过滤机制增强训练稳定性。该方法在Gemma、Llama、Qwen等多种基座模型上均表现出稳定的性能提升，显著优于传统规则奖励和验证器奖励。,LLM,THU,"余天予, 刘知远",https://mp.weixin.qq.com/s/B11Ef8YwOzPHZn1SXdpp7w
CAAI认知系统与信息处理专委会,2025-06-26 23:07:00,Nature 一种仿生超粘附过滤器，通过稳定的亚微米级硅油层产生微牛顿级毛细力，显著提升PM捕获能力,仿生超粘附过滤器通过稳定亚微米硅油层提升颗粒物捕获效率,韩国中央大学团队开发了一种仿生超粘附过滤器，利用共价接枝的PDMS分子刷稳定亚微米级硅油层，产生微牛顿级毛细力，显著增强对PM颗粒的捕获能力。该过滤器在高速气流下保持高效过滤且防止颗粒脱落，提升过滤效率10-30%，延长HEPA滤芯寿命三倍，并实现节能效果。该技术为空气净化领域提供了创新的毛细力驱动粘附解决方案，具备广泛工程应用潜力。,Other,Other,,https://mp.weixin.qq.com/s/mgjH40I--HGjwlKPEu8_Uw
机器学习算法与自然语言处理,2025-06-26 22:36:11,谷歌AlphaGenome横空出世！40亿年生命代码一键破解，或再夺诺奖,谷歌DeepMind发布AlphaGenome：基于长序列DNA的基因变异功能预测模型,谷歌DeepMind推出AlphaGenome，一款能够处理长达100万个碱基的DNA序列并预测基因变异对分子功能影响的AI模型。该模型结合卷积层与Transformer架构，覆盖编码区及非编码区的调控基因组，显著提升了基因组功能预测的精度和范围。AlphaGenome基于多个大型公共科研项目数据训练，推动了基因组学和疾病研究的进展，标志着AI在生命科学领域的重要突破。,AI4Science,DeepMind,Demis Hassabis,https://mp.weixin.qq.com/s/x95tMtRDykj3ZL90S3pQDw
机器学习算法与自然语言处理,2025-06-26 22:36:11,无监督RL的粗略分析,无监督强化学习在大语言模型中的一致性优化分析,本文简要分析了无监督强化学习（RL）在大语言模型（LLM）领域的应用，重点讨论了不依赖真实答案的两种训练设置及其面临的输出一致性与多样性权衡问题。文章介绍了基于答案一致性和熵等指标的无监督RL方法，指出训练过程中过度一致性可能导致模型性能下降，并探讨了结合部分真实奖励信号的半监督策略以缓解该问题。,LLM,Other,,https://mp.weixin.qq.com/s/yWjGlby9SO9nFN0U0UDLew
机器学习算法与自然语言处理,2025-06-26 22:36:11,7B小模型超越DeepSeek-R1：模仿人类教师，弱模型也能教出强推理LLM|Transformer作者团队,基于强化学习教师模型的逐步解释方法提升小规模推理大语言模型性能,本文介绍了由Sakana AI提出的一种新型强化学习教师模型（RLTs）训练方法，该方法通过让教师模型根据已知正确答案输出逐步解释，显著提升了7B规模小模型在推理任务中的表现，超越了传统671B规模的DeepSeek-R1。该方法提高了训练效率，降低了计算成本，并成功训练出规模更大的学生模型，展示了弱模型教强模型的潜力。新方法还可与传统强化学习方法结合，进一步提升模型性能。,LLM,Other,Llion Jones,https://mp.weixin.qq.com/s/gMlXGHXKwMl43CbjdlfCEQ
DrugAI,2025-06-26 22:32:06,DeepMind 推出 AlphaGenome：打开人类基因组“暗物质”的 AI 钥匙,DeepMind发布AlphaGenome：基于AI的人类基因组功能预测模型,DeepMind推出AlphaGenome模型，能够解析整个人类基因组，包括非编码调控区域，预测基因表达及单碱基突变的影响。该模型在多个基因组功能预测任务中表现优异，助力疾病研究和合成生物学设计。尽管存在训练数据和远程调控预测的局限，DeepMind计划开源模型并持续优化，推动基因组学研究进展。,AI4Science,DeepMind,Pushmeet Kohli,https://mp.weixin.qq.com/s/cf3-O9cRALwvi2PA34lsmQ
DrugAI,2025-06-26 22:32:06,Nat. Rev. Genet. | 用深度学习破解DNA序列中的基因表达密码,基于深度学习的DNA序列基因表达调控预测模型综述,本文综述了利用深度学习技术破解DNA序列中基因表达调控密码的最新进展，重点介绍了“序列到表达”(S2E)模型的原理、训练数据类型及验证策略。深度学习模型如CNN和Transformer在捕捉复杂调控语法和预测非编码变异效应方面表现优异，推动了基因调控机制的理解及合成调控元件设计。文章还探讨了模型解释性提升、多任务学习、转移学习及高通量实验验证方法，指出未来发展方向及面临的挑战。,AI4Science,Other,,https://mp.weixin.qq.com/s/-t8E91aa52DAiqcmiXcGuQ
智药邦,2025-06-26 22:20:36,NSR | CGCompass：基于图结构与知识驱动的单细胞基础大模型,CGCompass：基于图神经网络与知识驱动的单细胞基础大模型构建,中国科学院多学科交叉团队开发了CGCompass，一种基于图神经网络融合生物学知识的大规模单细胞基础模型。该模型利用5000万单细胞数据进行预训练，提升了基因调控机制理解和细胞类型鉴定能力，支持zero-shot推理及基因扰动预测。通过两阶段迁移学习，CGCompass实现了对体细胞基因敲除的精准预测，展现出强大泛化能力和应用潜力，推动多组学融合与精准生命科学研究发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/0nHT53hKbd4YSMGrVuW3uw
智药邦,2025-06-26 22:20:36,Nat Commun｜中南大学李敏等：同时进行亲合性打分和药物分子设计的深度学习框架,中南大学提出基于多任务学习的蛋白-配体亲合性预测与药物分子生成深度学习框架DeepDTAGen,本文介绍了中南大学李敏教授团队提出的DeepDTAGen模型，该模型通过多任务学习同时实现蛋白-配体亲合性预测和药物分子设计。模型包含Gated-CNN、图编码器、全连接预测模块和Transformer解码器，采用FetterGard梯度调节算法解决多任务梯度冲突。实验证明该模型在KIBA、Davis和BindingDB数据集上表现优异，具备较高的预测准确性和生成分子的合理性、新颖性，展示了深度学习在计算机辅助药物设计中的应用潜力。,AI4Science,Other,李敏,https://mp.weixin.qq.com/s/zAH8S8HjBzwQoNVD_yCOTQ
