公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-10-28 00:41:26,刚刚，Thinking Machines Lab博客提出在策略蒸馏，Qwen被cue 38次,Thinking Machines Lab提出策略蒸馏方法提升小型强化学习模型性能,Thinking Machines Lab发布博客介绍了一种结合强化学习纠错与监督微调奖励密度的策略蒸馏训练方法。该方法在数学推理和内部聊天助手任务中表现优异，能以低成本超越传统方法。CEO Mira Murati指出此技术适用于小模型，具备强领域性能和持续学习能力。研究过程中大量借鉴并使用了Qwen3系列模型，显示出策略蒸馏在小型模型后训练阶段的优势。,LLM,Other,"Mira Murati, Kevin Lu",https://mp.weixin.qq.com/s/sYfocBo60XzO04LQA-Gq9A
机器之心,2025-10-28 00:41:26,世界模型==VQA？机器人不用想象画面，预测语义就够了,基于视觉问答的语义世界模型用于机器人未来动作预测,"本文提出了一种语义世界模型（Semantic World Model, SWM），通过视觉语言模型（VLM）预测未来动作的语义效果，而非传统的未来画面预测。SWM将世界建模任务转化为视觉问答（VQA）问题，利用大规模预训练的VLM能力，回答关于未来动作结果的自然语言问题，实现灵活多任务规划。实验表明，SWM在多任务仿真环境中表现出良好的泛化能力和策略改进潜力，展示了其在机器人控制中的应用前景。",Embodied AI,Other,张倩,https://mp.weixin.qq.com/s/1x6QtUoacGM92Wd5CxRI5A
机器之心,2025-10-28 00:41:26,大模型在具身推理上「翻车」了？4496 道题全面揭示短板,多模态大模型在具身推理任务中的性能评估与细粒度能力分析,"本文提出了BEAR基准，系统评估多模态大语言模型（MLLM）在具身智能的14项子能力上的表现，涵盖4,469个视觉-语言推理任务。实验发现当前大模型在视觉感知和空间推理方面存在显著短板，GPT-5最高成功率仅52%。基于细致的错误分析，作者设计了BEAR-Agent，通过辅助线和工具使用提升视觉推理能力，显著增强模型具身推理性能，并在仿真环境中验证了其有效性。",Embodied AI,Other,祁煜,https://mp.weixin.qq.com/s/7vyXIIHjl92alYEJpQ3UXw
老刘说NLP,2025-10-28 02:27:30,RAG＆KG＆LLM＆文档智能四大领域技术前沿：老刘说NLP技术社区持续对外纳新,老刘说NLP技术社区在大模型、RAG、知识图谱与文档智能领域的技术分享与发展,老刘说NLP技术社区聚焦大模型、RAG、知识图谱及文档智能四大技术方向，开展每日早报、技术讨论、线上分享及专题课程，累计举办40余次线上交流活动，涵盖知识图谱构建、KBQA、大模型微调等多个主题。社区采用会员制，提供技术资料推送和答疑服务，致力于推动技术交流与知识沉淀，欢迎相关领域研究者和爱好者加入。,LLM,Other,,https://mp.weixin.qq.com/s/M68Jh5rQYI8HzXIhBSwTRw
老刘说NLP,2025-10-28 02:27:30,多模态GraphRAG用于长视频理解方案Vgent及数据合成用于细粒度VIT模型训练思路,多模态GraphRAG在长视频理解中的应用及细粒度VIT模型训练数据合成策略,本文介绍了多模态GraphRAG框架在长视频理解中的应用，通过构建基于视频片段和共享实体的知识图谱，实现语义连续性和去噪声的检索推理机制。此外，探讨了结合目标检测的多模态视觉Transformer（VIT）模型训练中的数据合成策略，以提升细粒度视觉特征的表达能力。该方案有效解决了视频时序依赖断裂问题，并通过结构化推理优化检索结果，提升长视频理解效果。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/ppCa206c1sEnqXBgxnuLSQ
AI研究前瞻,2025-10-28 02:22:23,10.28-1|自主发现和选择工具的动态工具调用；认知能力理论的AGI定义；GUI指令映射强化学习动态推理,DeepAgent：具备自主工具发现与调用的动态深度推理智能体框架,本文提出DeepAgent框架，实现了智能体在大规模、多样化工具集中的自主发现、调用及记忆管理。通过脑启发的三层记忆折叠机制和端到端强化学习训练，DeepAgent显著提升了复杂长时任务的推理效率和成功率。实验结果表明，该框架在多种工具使用任务和复杂下游应用中均优于主流基线，展现出良好的扩展性和适应性，推动智能代理向更通用实用方向发展。,Agent,Other,,https://mp.weixin.qq.com/s/MsFWGjBLQQCvif2-A5r9yg
AI研究前瞻,2025-10-28 02:22:23,10.28-2|文生图GRPO时间步分块优化；视觉语言扩散模型训练推理对齐，主动精炼，纠正学习；视觉扩散模型几何求解,基于块级优化的GRPO方法提升文本到图像生成性能,本文提出Chunk-GRPO，一种基于时间步分块的群体相对策略优化方法，用于提升文本到图像生成的质量和偏好对齐。通过动态指导的块划分和加权采样策略，解决了传统GRPO中优势归因不准确及时间动态忽视的问题。实验结果显示，该方法在偏好对齐、图像质量及语义理解等方面均显著优于基线，验证了块级优化的有效性和鲁棒性。,Diffusion Model,"THU, ByteDance",,https://mp.weixin.qq.com/s/VQIVunltFW5e0cgAYO_Ojg
AI研究前瞻,2025-10-28 02:22:23,10.28-3|视频生成统一语义控制；无限3D世界增量式生成和保存；文生视频prompt语义对齐和推理扩展,统一语义控制的视频生成与无限3D世界增量生成技术研究,"本文提出“视频即提示（Video-As-Prompt, VAP）”范式，实现统一且可扩展的语义控制视频生成，避免像素级对齐限制，提升零样本泛化能力。通过混合变换器专家模块和时间偏置旋转位置编码，增强生成稳定性与语义一致性。构建了涵盖多语义条件的大规模视频数据集VAP-Data。实验表明该方法在多项指标及用户偏好度上优于现有开源及商业模型，展示了良好的扩展性和迁移性。文章还涉及无限3D世界的增量式生成与保存技术，推动视频与3D生成领域发展。",Diffusion Model,ByteDance,,https://mp.weixin.qq.com/s/oI0MPWo-JG8GyuIHqiP3tw
AI研究前瞻,2025-10-28 02:22:23,10.28-4|置换块稀疏注意力；改变采样过程进行推理，马尔科夫蒙特卡洛采样；缓解层次模型表征对齐的知识遗忘,置换块稀疏注意力提升长上下文大模型推理效率的研究,本文提出了一种基于注意力机制排列不变性的置换块稀疏注意力（PBS-Attn）方法，通过分段置换策略和查询感知键排序，有效提升块级稀疏性，显著降低长上下文大模型的计算复杂度。该方法在多款超长上下文语言模型上实现了最高2.75倍的推理加速，同时保持了接近全注意力的性能，验证了理论与实践的高度契合。未来工作将探索置换策略在解码阶段的应用及更广泛的模型架构推广。,LLM,ByteDance,,https://mp.weixin.qq.com/s/X2OQpraI9bxG4wEmtQeFgw
量子位,2025-10-28 01:17:58,全球开源大模型杭州霸榜被终结，上海Minimax M2发布即爆单，百万Tokens仅需8元人民币,上海Minimax发布M2开源大模型，性能领先且成本低廉,上海Minimax发布了开源大模型M2，在第三方评测中以61分夺得开源模型第一，表现接近Claude 4.5 Sonnet。M2采用230B参数的MoE架构，激活参数仅10B，专注智能体和编程任务，推理速度是Claude 3.5 Sonnet的两倍，API成本仅为其8%。模型支持复杂工具调用和多轮对话规划，已开源并提供限时免费在线Agent平台。M2的注意力机制设计也引发业界讨论，体现了针对长序列任务的优化选择。,Agent,Other,,https://mp.weixin.qq.com/s/smxLJTg9SLTj5ZRWwdX1hw
