标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
"Grasp Any Region: Towards Precise, Contextual Pixel Understanding for Multimodal LLMs",Grasp Any Region：面向多模态大语言模型的精确上下文像素理解,21 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.18876v1,http://arxiv.org/abs/2510.18876v1,2510.18876v1,本文提出了Grasp Any Region（GAR）方法，旨在提升多模态大语言模型对复杂场景中细粒度区域的理解能力。通过引入一种有效的特征重放技术，GAR不仅能结合全局信息实现精准感知，还能建模多个区域间的交互，支持更复杂的推理和自由形式提问，从而从被动描述转向主动对话。作者还构建了GAR-Bench评测体系，全面衡量模型对单一区域及多区域关系的理解能力。实验表明，GAR在图像描述和多区域问答任务中均优于现有方法，且具备良好的跨视频领域迁移能力。
Retaining by Doing: The Role of On-Policy Data in Mitigating Forgetting,通过实践保持：在缓解遗忘中On-Policy数据的作用,21 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.18874v1,http://arxiv.org/abs/2510.18874v1,2510.18874v1,本文系统比较了两种语言模型后训练方法——监督微调和强化学习——在适应新任务时的遗忘表现。实验发现，强化学习因使用与当前策略一致的数据，能更有效保留已有知识，减少遗忘，同时保持或提升新任务表现。作者通过理论分析和实验证明，强化学习的“基于当前策略数据”的特性是其抗遗忘能力的关键，而非其他算法细节。研究还指出，利用近似的“基于当前策略数据”方法，能更高效地减轻遗忘问题，具备实际应用潜力。
DSI-Bench: A Benchmark for Dynamic Spatial Intelligence,DSI-Bench：动态空间智能基准测试,21 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.18873v1,http://arxiv.org/abs/2510.18873v1,2510.18873v1,本文提出了DSI-Bench，一个用于评估模型理解动态空间关系能力的基准数据集，包含近千个动态视频和1700多个手工标注的问题，涵盖观察者和物体的多种运动模式。通过空间和时间上的对称设计，DSI-Bench有效减少偏差，系统检验模型对自身运动与物体运动的推理能力。对14个视觉语言模型和专业模型的测试表明，现有模型在区分观察者与物体运动、避免语义偏见以及准确推断动态关系方面仍存在显著不足。该基准为未来提升模型动态空间智能提供了重要参考。
How Do LLMs Use Their Depth?,大型语言模型如何利用其深度？,21 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.18871v1,http://arxiv.org/abs/2510.18871v1,2510.18871v1,本文通过追踪大型语言模型在推理过程中的中间表示，揭示了模型层级使用的细致规律。研究提出“先猜测再修正”的框架，发现模型早期层主要基于统计频率猜测词汇，随后随着上下文信息丰富，这些猜测被逐步修正为更合适的预测。通过词性、事实回忆和多选任务分析，论文展示了不同类型信息在模型深度上的动态处理方式。该工作深入解析了模型层层计算机制，为提升变换器模型的计算效率提供了理论依据和实践指导。
LightMem: Lightweight and Efficient Memory-Augmented Generation,LightMem：轻量高效的记忆增强生成,21 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.18866v1,http://arxiv.org/abs/2510.18866v1,2510.18866v1,本文提出了一种名为LightMem的轻量级记忆增强系统，旨在提升大型语言模型在复杂动态环境中利用历史信息的能力。LightMem借鉴人类记忆模型，将记忆分为感官记忆、短期记忆和长期记忆三个阶段，有效过滤和组织信息，同时通过离线更新减少在线推理负担。实验结果表明，LightMem在保持甚至提升准确率的同时，大幅降低了计算资源消耗和响应时间，展现出优异的性能与效率平衡。代码已开源，便于进一步研究和应用。
Every Step Evolves: Scaling Reinforcement Learning for Trillion-Scale Thinking Model,每一步都在进化：面向万亿参数思维模型的强化学习扩展,21 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.18855v1,http://arxiv.org/abs/2510.18855v1,2510.18855v1,本文提出了Ring-1T，一款拥有1万亿参数规模的开源思维模型，显著提升了大规模强化学习训练的效率和稳定性。通过引入三项关键创新——稳定训练的IcePop机制、高效处理长序列的C3PO++策略，以及专为大规模模型设计的高性能RL框架ASystem，Ring-1T在多个重要推理和编程竞赛基准上取得突破性成绩，展现出卓越的推理能力。该模型的开放发布为研究社区提供了先进的智能推理工具，推动了大规模智能模型的普及与发展。
DP$^2$O-SR: Direct Perceptual Preference Optimization for Real-World Image Super-Resolution,DP²O-SR：面向真实世界图像超分辨率的直接感知偏好优化,21 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.18851v1,http://arxiv.org/abs/2510.18851v1,2510.18851v1,本文提出了DP²O-SR，一种基于预训练文本到图像扩散模型的真实图像超分辨率方法。该方法通过结合多种图像质量评价指标，构建混合奖励信号，自动优化生成模型以提升图像的结构保真度和自然感，无需昂贵的人类标注。创新地利用模型输出的多样性，设计多重偏好对比策略和分层优化机制，实现更稳定高效的训练。实验结果表明，DP²O-SR显著提升了生成图像的感知质量，且在真实场景中表现出良好的泛化能力。
Towards Faithful and Controllable Personalization via Critique-Post-Edit Reinforcement Learning,通过批评-后编辑强化学习实现忠实且可控的个性化,21 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.18849v1,http://arxiv.org/abs/2510.18849v1,2510.18849v1,本文提出了一种名为Critique-Post-Edit的强化学习框架，旨在实现大语言模型更真实且可控的个性化定制。该方法通过引入多维度评分和文本反馈的个性化奖励模型，避免了传统奖励机制易被误导的问题；同时，模型根据反馈主动修正输出，提高了学习效率和针对性。实验证明，该方法在个性化任务中显著优于现有技术，且在部分模型上超过了GPT-4的表现，展示了实现高效且可信个性化的有效途径。
MADR: MPC-guided Adversarial DeepReach,MADR：基于MPC引导的对抗性DeepReach,21 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.18845v1,http://arxiv.org/abs/2510.18845v1,2510.18845v1,本文提出了MADR，一种结合模型预测控制指导的深度学习框架，用于高效逼近两人零和对抗博弈中的价值函数及最优策略。该方法克服了传统哈密顿-雅可比可达性分析在高维问题中的计算难题，并通过引入正则监督加速训练过程。实验结果表明，MADR在多种复杂机器人系统和对抗场景中表现优于现有方法，既能保证系统的安全性，又能实现鲁棒的最优控制策略，具有广泛的应用潜力。
A Hybrid Enumeration Framework for Optimal Counterfactual Generation in Post-Acute COVID-19 Heart Failure,用于急性后COVID-19心力衰竭最优反事实生成的混合枚举框架,21 Oct 2025,AI4Science,Other,http://arxiv.org/pdf/2510.18841v1,http://arxiv.org/abs/2510.18841v1,2510.18841v1,本文提出了一种结合精确枚举与优化方法的混合框架，用于生成个性化的反事实推断，帮助评估和干预新冠后心力衰竭患者的风险。通过分析大型医疗数据，该方法不仅实现了高准确度的风险预测，还能提供具体的干预建议，揭示调整共病或治疗因素对预后可能产生的影响。该研究展示了反事实推断在复杂生物医学系统中实现个性化、可解释且高效推理的潜力。
