标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Beyond 'Aha!': Toward Systematic Meta-Abilities Alignment in Large
  Reasoning Models",超越“顿悟时刻”：面向大型推理模型的系统化元能力对齐,LLM,THU,https://arxiv.org/pdf/2505.10554,https://huggingface.co/papers/2505.10554,本论文针对大型推理模型中“灵光一现”式的高级推理行为难以稳定出现的问题，提出了一种系统性的元能力对齐方法。通过设计自动生成且可自我验证的任务，模型被明确训练以掌握演绎、归纳和溯因三种核心推理能力。采用三阶段流程（个体对齐、参数融合及领域强化学习）显著提升了模型在数学、编码和科学等领域的推理表现，相较于传统指令调优方法性能提升超过10%。研究表明，明确的元能力对齐为大型推理模型提供了更可靠且可扩展的推理基础。,67
System Prompt Optimization with Meta-Learning,基于元学习的系统提示优化,LLM,Other,https://arxiv.org/pdf/2505.09666,https://huggingface.co/papers/2505.09666,本文提出了一种基于元学习的系统提示优化方法，旨在设计通用且鲁棒的系统提示，以提升大语言模型在不同任务和领域中的表现。与以往主要针对特定任务用户提示的优化不同，该方法通过在多数据集和多用户提示上联合训练，实现系统提示对多样用户提示的良好适应性和对未见任务的快速迁移能力。实验结果表明，优化后的系统提示不仅提升了模型性能，还显著减少了测试时用户提示的调优步骤，展现出较强的泛化和适应能力。,42
EnerVerse-AC: Envisioning Embodied Environments with Action Condition,EnerVerse-AC：基于动作条件的具身环境构想,Embodied AI,Other,https://arxiv.org/pdf/2505.09723,https://huggingface.co/papers/2505.09723,本文提出了EnerVerse-AC（EVAC），一种基于动作条件的视觉世界模型，能够根据机器人预测的动作生成未来的多视角图像，实现对动态环境中机器人操作的真实且可控的模拟。EVAC引入多层次动作条件机制和光线图编码，并通过丰富失败轨迹数据提升模型泛化能力。作为数据生成和评估工具，EVAC无需实体机器人或复杂仿真即可高效测试机器人策略，显著降低了成本并保持了高精度。大量实验验证了其有效性，推动了机器人模仿学习中低成本、高质量评估环境的发展。,17
"The CoT Encyclopedia: Analyzing, Predicting, and Controlling how a
  Reasoning Model will Think",CoT百科全书：分析、预测与控制推理模型的思维方式,LLM,Other,https://arxiv.org/pdf/2505.10185,https://huggingface.co/papers/2505.10185,本文提出了CoT Encyclopedia，一种从底层自动提取和分析大语言模型推理策略的新框架。该方法通过对模型生成的推理过程进行语义聚类，揭示了多样化的推理行为，且比以往基于预设类别的分析更具解释力和全面性。基于此理解，研究不仅能预测模型可能采用的推理策略，还能有效引导模型选择更优策略，从而提升性能。此外，研究发现训练数据的格式对推理行为影响显著，强调了设计时应重视数据格式因素。该工作为深入理解和控制模型推理提供了实用工具和重要见解。,15
"EWMBench: Evaluating Scene, Motion, and Semantic Quality in Embodied
  World Models",EWMBench：评估具身世界模型中的场景、运动与语义质量,Embodied AI,Other,https://arxiv.org/pdf/2505.09694,https://huggingface.co/papers/2505.09694,本文提出了EWMBench，一个专门用于评估具备物理合理性和动作一致性的“具身世界模型”（EWMs）的基准框架。该框架通过视觉场景一致性、运动准确性和语义匹配三大维度，利用多样化数据集和综合评价工具，对模型生成的场景和动作进行全面评测。EWMBench揭示了现有视频生成模型在具身任务中的不足，推动了该领域更精准的性能衡量和未来改进。相关数据和工具已公开，有助于促进具身AI的发展。,14
End-to-End Vision Tokenizer Tuning,端到端视觉Tokenizer调优,Multimodal LLM,Other,https://arxiv.org/pdf/2505.10562,https://huggingface.co/papers/2505.10562,本文提出了一种端到端视觉标记器调优方法（ETT），解决了传统视觉标记器与下游任务训练脱节的问题。ETT通过联合优化视觉标记和目标任务，提高了视觉表示的适应性和准确性，避免了标记错误对任务性能的限制。该方法无需修改大型语言模型结构，易于集成，且在多模态理解和视觉生成任务中实现了2%至6%的性能提升，同时保持了原有的重建能力。ETT为多模态基础模型的性能提升提供了简洁有效的新思路。,12
"MLE-Dojo: Interactive Environments for Empowering LLM Agents in Machine
  Learning Engineering",MLE-Dojo：赋能大语言模型智能体的机器学习工程交互环境,Agent,Other,https://arxiv.org/pdf/2505.07782,https://huggingface.co/papers/2505.07782,本文提出了MLE-Dojo，一个模拟真实机器学习工程流程的交互式环境，支持大语言模型（LLM）代理在数据处理、模型设计、调参和代码调试等任务中进行反复试验和优化。不同于传统静态评测，MLE-Dojo以200多个真实竞赛挑战为基础，提供动态反馈和可执行环境，促进模型通过监督和强化学习不断改进。实验表明，尽管当前顶尖LLM能实现一定程度的迭代优化，但在长远规划和复杂错误解决上仍存在不足。该框架架构灵活，便于集成多样数据和工具，推动机器学习工程自动化的发展。,12
WorldPM: Scaling Human Preference Modeling,WorldPM：扩展人类偏好建模规模,LLM,Alibaba,https://arxiv.org/pdf/2505.10527,https://huggingface.co/papers/2505.10527,本文提出了World Preference Modeling（WorldPM），首次验证了人类偏好建模中存在类似语言模型的规模效应规律。通过收集多样化社区的偏好数据，使用参数规模从1.5B到72B的模型进行训练，发现不同评估指标表现出不同的规模趋势，尤其是对抗性和客观指标随模型和数据规模提升显著改善。WorldPM在多个基准测试中表现出优异的泛化能力，提升了偏好微调效果，并在内部强化学习管线中带来4%至8%的性能提升，展示了其在大规模人类偏好建模和应用中的潜力与价值。,11
Parallel Scaling Law for Language Models,语言模型的并行扩展定律,LLM,Alibaba,https://arxiv.org/pdf/2505.10475,https://huggingface.co/papers/2505.10475,本文提出了一种新的语言模型扩展方法——并行扩展（ParScale），通过对输入应用多样且可学习的变换，实现模型的多路并行计算，并动态融合输出。该方法无需增加模型参数，显著提升推理效率。理论和大规模预训练验证表明，拥有P个并行流的模型性能相当于参数规模增长的对数级（O(log P)），但内存和延迟开销远低于传统参数扩展。ParScale还能通过少量后续训练将已有模型转化为并行扩展模型，降低训练成本。该方法为资源受限环境下部署更强大模型提供了新思路。,9
"Achieving Tokenizer Flexibility in Language Models through Heuristic
  Adaptation and Supertoken Learning",通过启发式适配和超词学习实现语言模型中的分词器灵活性,LLM,Other,https://arxiv.org/pdf/2505.09738,https://huggingface.co/papers/2505.09738,本文针对预训练语言模型中固定分词方案带来的性能和效率限制，提出了一种灵活替换分词器的新方法。该方法包括两大创新：一种无需大量微调即可初始化新分词嵌入的混合启发式策略（Tokenadapt），以及通过学习多词组合的“超级词”来提升压缩效果。实验证明，Tokenadapt在保持语义信息的同时，显著降低了模型困惑度，且优于现有方法，展示了其在多语言和专业领域应用中提高模型适应性的潜力。,8
J1: Incentivizing Thinking in LLM-as-a-Judge via Reinforcement Learning,J1：通过强化学习激励LLM作为裁判的思考能力,LLM,Meta,https://arxiv.org/pdf/2505.10320,https://huggingface.co/papers/2505.10320,本文提出了一种名为J1的强化学习方法，用于提升大型语言模型作为评判者的推理和判断能力。通过将可验证和不可验证的任务转化为带有可验证奖励的评判任务，J1有效激励模型进行深入思考，减少判断偏差。实验结果显示，J1在相同规模（8B和70B参数）模型中表现优于现有的多种评判模型，甚至在部分基准测试上超越更大规模模型。研究还系统分析了不同训练策略和模型设计对评判效果的影响，表明模型通过明确评估标准、自我生成参考答案及反复验证，提高了判断的准确性和可靠性。,8
"PointArena: Probing Multimodal Grounding Through Language-Guided
  Pointing",PointArena：通过语言引导指点探究多模态语言基础,Multimodal LLM,Other,https://arxiv.org/pdf/2505.09990,https://huggingface.co/papers/2505.09990,本文提出了PointArena，一个全面评估多模态模型语言引导指向能力的平台。该平台包括一个涵盖多种推理任务的数据集Point-Bench，一个支持模型间盲测比较的在线系统Point-Battle，以及一个用于实际机器人操作评测的Point-Act。通过对多款先进模型的测试，发现专门针对指向任务的训练显著提升性能，且精确的指向能力对连接抽象推理与实际应用至关重要。PointArena为推动多模态理解与交互提供了重要工具和基准。,8
"Style Customization of Text-to-Vector Generation with Image Diffusion
  Priors",基于图像扩散先验的文本到矢量生成的风格定制,Diffusion Model,Other,https://arxiv.org/pdf/2505.10558,https://huggingface.co/papers/2505.10558,本论文针对文本生成矢量图形（SVG）时缺乏风格定制的问题，提出了一种结合图像扩散模型先验的两阶段风格定制方法。第一阶段训练保证结构规整且表现多样的文本到矢量模型，第二阶段通过蒸馏定制的文本到图像模型实现风格迁移。该方法兼顾了结构一致性和风格多样性，有效提升了生成SVG的质量与风格一致性，满足实际设计中对风格统一的需求。大量实验验证了方法的有效性和实用性。,7
Depth Anything with Any Prior,使用任意先验的深度估计框架,Other,Other,https://arxiv.org/pdf/2505.10565,https://huggingface.co/papers/2505.10565,本文提出了Prior Depth Anything框架，融合了精确但不完整的度量深度信息与完整但相对的几何结构，实现了对任意场景的准确、密集且细致的深度图生成。通过设计自粗到细的处理流程，先利用像素级对齐和距离感知加权预填多样化的度量先验，再采用条件单目深度估计模型优化先验噪声，有效结合两种深度信息。该方法在多个真实数据集上展示了强大的零样本泛化能力，优于或匹配现有专用方法，且具备灵活的精度与效率平衡，适应不同应用需求。,6
WavReward: Spoken Dialogue Models With Generalist Reward Evaluators,WavReward：具备通用奖励评估器的语音对话模型,Multimodal LLM,Alibaba,https://arxiv.org/pdf/2505.09558,https://huggingface.co/papers/2505.09558,本文提出了WavReward，一种基于音频语言模型的奖励反馈系统，用于评估端到端语音对话模型的智能和情感表现。通过引入深度推理和非线性奖励机制，结合强化学习的多样本反馈，WavReward专门针对语音对话场景设计。作者还构建了包含多种对话任务的ChatReward-30K偏好数据集用于训练。实验结果显示，WavReward在客观准确率和主观评价上均显著优于现有评估方法，验证了其在语音对话模型性能评估中的有效性和实用价值。,5
"OpenThinkIMG: Learning to Think with Images via Visual Tool
  Reinforcement Learning",OpenThinkIMG：通过视觉工具强化学习实现图像思维能力,Multimodal LLM,Microsoft,https://arxiv.org/pdf/2505.08617,https://huggingface.co/papers/2505.08617,本文提出了OpenThinkIMG，一个首个开源的端到端框架，旨在提升大型视觉语言模型（LVLM）利用视觉工具进行动态推理的能力。该框架提供了标准化的视觉工具接口和灵活的训练环境，支持通过强化学习（V-ToolRL）自主学习最优工具使用策略，克服了传统监督学习在动态工具调用上的局限。实验证明，基于该方法训练的模型在复杂图表推理任务中显著优于多种监督学习基线和知名闭源模型，展示了其在推动具备“图像思考”能力的智能体发展中的潜力。,5
"ReSurgSAM2: Referring Segment Anything in Surgical Video via Credible
  Long-term Tracking",ReSurgSAM2：通过可信的长期跟踪实现手术视频中的指向性分割,Other,Other,https://arxiv.org/pdf/2505.08581,https://huggingface.co/papers/2505.08581,本文提出了ReSurgSAM2，一种针对手术视频的两阶段目标分割框架。该方法首先利用文本提示进行目标检测，再通过可靠的初始帧选择和多样性驱动的长期记忆机制实现持续跟踪，从而提高了分割的准确性和稳定性。实验证明，ReSurgSAM2在精度和效率上均显著优于现有方法，能够实时运行，具备良好的实际应用潜力，有助于提升计算机辅助手术的交互体验和手术质量。,5
"Unilogit: Robust Machine Unlearning for LLMs Using Uniform-Target
  Self-Distillation",Unilogit：基于统一目标自蒸馏的大语言模型鲁棒机器遗忘方法,LLM,Other,https://arxiv.org/pdf/2505.06027,https://huggingface.co/papers/2505.06027,本文提出了Unilogit，一种针对大型语言模型的机器遗忘新方法。该方法通过动态调整目标输出，使模型在忘记特定信息的同时，保持整体性能，满足数据隐私保护需求。与现有方法不同，Unilogit无需额外超参数，利用当前模型输出进行自我蒸馏，提升了遗忘效果和模型准确性。大量实验表明，Unilogit在平衡遗忘与保留信息方面优于现有先进方法，且在多种应用场景中表现出较强的鲁棒性，具有较高的实际应用价值。,5
AdaptCLIP: Adapting CLIP for Universal Visual Anomaly Detection,AdaptCLIP：适应CLIP用于通用视觉异常检测,Multimodal LLM,Tencent,https://arxiv.org/pdf/2505.09926,https://huggingface.co/papers/2505.09926,本文提出AdaptCLIP，一种基于预训练视觉语言模型CLIP的通用视觉异常检测方法。通过交替学习视觉和文本表示，并结合上下文与残差特征进行比较，AdaptCLIP仅在模型输入输出端添加三个简单适配器，实现了无需针对新领域额外训练的零/少样本泛化能力。该方法在工业和医疗等12个异常检测基准上表现优异，显著超越现有方法，展示了良好的灵活性和实用性。代码和模型已公开，促进相关应用发展。,4
QuXAI: Explainers for Hybrid Quantum Machine Learning Models,QuXAI：用于混合量子机器学习模型的解释器,Other,Other,https://arxiv.org/pdf/2505.10167,https://huggingface.co/papers/2505.10167,本文提出了QuXAI框架，针对混合量子-经典机器学习模型（HQML）中缺乏透明性和可解释性的问题，开发了一种基于Q-MEDLEY的解释方法。该方法能够揭示模型中重要的特征影响，区分有效信号与噪声，并在经典验证中表现出与传统解释技术相当的效果。研究通过消融实验验证了方法结构的优势，显著提升了HQML模型的可解释性和可靠性，为量子增强人工智能的安全和负责任应用提供了有力支持。,4
LightLab: Controlling Light Sources in Images with Diffusion Models,[翻译]LightLab: Controlling Light Sources in Images with Diffusion Models,Other,Other,https://arxiv.org/pdf/2505.09608,https://huggingface.co/papers/2505.09608,本文提出了一种基于扩散模型的图像光源控制方法，实现了对图像中光源强度、颜色及环境光的精细调节。该方法通过对少量真实照片对和大量合成图像的微调，利用光的线性特性合成受控光照变化的图像对，从而训练出具备明确光照参数控制能力的模型。实验结果表明，该方法生成的光影效果自然真实，支持复杂的连续光照编辑，且在用户偏好测试中优于现有技术，展示了其在图像后期光照调整中的广泛应用潜力。,3
"Exploring the Deep Fusion of Large Language Models and Diffusion
  Transformers for Text-to-Image Synthesis",探索大语言模型与扩散变换器的深度融合用于文本到图像合成,Multimodal LLM,Other,https://arxiv.org/pdf/2505.10046,https://huggingface.co/papers/2505.10046,本文系统探讨了大型语言模型与扩散变换器深度融合在文本生成图像领域的设计空间，弥补了以往研究中缺乏细致比较和训练细节披露的不足。通过对比多种方法，分析关键设计因素，并提供可复现的大规模训练方案，作者揭示了该融合策略的实际潜力和应用价值。该工作为多模态生成研究提供了重要的数据支持和实践指导，推动了相关技术的发展。,3
MetaUAS: Universal Anomaly Segmentation with One-Prompt Meta-Learning,MetaUAS：基于一提示元学习的通用异常分割,Other,Tencent,https://arxiv.org/pdf/2505.09265,https://huggingface.co/papers/2505.09265,本文提出了一种基于纯视觉模型的通用异常分割方法MetaUAS，通过将异常分割统一为变化分割，利用大规模合成图像对进行元学习训练，实现对未知异常的高效识别。该方法仅需一张正常图像作为提示，且无需依赖预训练的视觉-语言模型或专门的异常数据集。通过引入软特征对齐模块，MetaUAS有效处理图像间的几何差异，显著提升了零样本和少样本异常分割的性能，优于现有方法，展示了纯视觉模型在异常检测领域的广泛应用潜力。,3
"Learning to Detect Multi-class Anomalies with Just One Normal Image
  Prompt",仅用一张正常图像提示学习多类别异常检测,Other,Tencent,https://arxiv.org/pdf/2505.09264,https://huggingface.co/papers/2505.09264,本文提出了一种名为OneNIP的新方法，用于利用仅一张正常图像提示，实现多类别异常检测。该方法通过重建正常特征并恢复异常特征，克服了传统自注意力重建模型对异常重建过于完美导致检测失败的问题。同时，结合有监督的误差回归细化器，显著提升了异常区域的像素级分割准确度。OneNIP在多个工业异常检测数据集上表现优异，展示了高效且通用的异常检测能力，为实际应用提供了简洁有效的解决方案。,3
"Few-Shot Anomaly-Driven Generation for Anomaly Classification and
  Segmentation",少样本异常驱动生成用于异常分类与分割,Diffusion Model,Tencent,https://arxiv.org/pdf/2505.09263,https://huggingface.co/papers/2505.09263,本论文针对工业检测中异常样本稀缺的问题，提出了一种基于少量真实异常样本的异常驱动生成方法（AnoGen）。该方法通过学习异常分布并结合扩散模型，生成真实且多样的异常图像，用于增强异常检测模型的训练。实验表明，AnoGen生成的异常有效提升了异常分类和分割任务的性能，在MVTec数据集上分别带来显著的指标提升。该方法为解决异常样本不足提供了新的思路，推动了工业异常检测的应用效果。,3
"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and
  Challenge",AI Agents与Agentic AI：概念分类、应用及挑战,Agent,Other,https://arxiv.org/pdf/2505.10468,https://huggingface.co/papers/2505.10468,本文系统区分了AI Agents与Agentic AI两种不同的智能系统，提出了清晰的概念分类和应用对比。AI Agents侧重于基于大型语言和图像模型的模块化、任务导向自动化，而Agentic AI则强调多智能体协作、动态任务分解和自主决策，代表了智能系统的新范式。论文深入分析了两者的架构演进、操作机制和应用领域，探讨了各自面临的挑战及对应解决方案。该研究为构建更稳健、可扩展且易解释的智能系统提供了理论指导和实践路径。,2
