公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
CAAI认知系统与信息处理专委会,2025-10-27 01:57:22,中科院自动化所 & GigaAI&清华：让机器人「不仅会想，还能准确去做」，VLA-R1把「推理+行动」带进真实世界,VLA-R1模型：结合推理与强化学习提升机器人视觉-语言-行动能力,本文介绍了VLA-R1，一种结合链式思维监督与基于GRPO的强化学习的视觉-语言-行动基础模型。该模型通过两阶段训练优化推理质量与执行准确性，实现机器人在复杂环境中对指令的理解与准确动作执行。通过构建高质量的VLA-CoT-13K数据集，模型在域内外测试及真实机器人实验中表现出显著提升，尤其在可供性识别和轨迹规划任务中优于现有基线，展示了良好的泛化能力和实际应用潜力。,Embodied AI,Other,,https://mp.weixin.qq.com/s/LiGenrcL__TrHE6rDNZSXA
AINLP,2025-10-27 01:10:19,火爆全网！重磅《LLM书》，开源！,大模型系统学习资源及科研辅导服务介绍,本文介绍了一套针对大语言模型（LLM）领域的系统学习资源，包括高评分经典书籍、顶会论文合集及创新idea库，旨在帮助科研人员突破论文创新瓶颈。此外，文章重点介绍了沃恩智慧提供的专业学术辅导服务，涵盖从选题到论文发表的全流程支持，导师团队由QS前100高校及顶会活跃科研人员组成，助力学员实现科研成果和职业发展。,LLM,Other,,https://mp.weixin.qq.com/s/OP3RmEngyijha1ShLIYBMw
新智元,2025-10-27 01:00:16,硅谷AI研发精英，每周需工作100小时,硅谷AI研发团队的高强度工作现状分析,本文报道了硅谷顶尖AI研究员和高管在激烈的AI竞赛中，每周工作80至100小时的常态，反映出AI研发的高压与高强度。文章通过Anthropic、DeepMind、微软等机构的案例，揭示了AI研发人员在追求技术突破与伦理对齐过程中面临的巨大压力与牺牲，同时指出尽管薪资丰厚，生活质量却未见提升，体现了AI领域快速发展的挑战与代价。,AGI,"DeepMind, Microsoft, Meta, OpenAI","Josh Batson, Madhavi Sewak, Aparna Chennapragada",https://mp.weixin.qq.com/s/oNuMdCkv7xXagdPea6sZlQ
新智元,2025-10-27 01:00:16,AI时代，努力没用了!「躺平」才是最赚钱的方式,AI时代下的生产力转变与职业共驾模式分析,文章探讨了AI时代生产力的转变，强调“懒惰”作为推动AI扩散的核心动力，指出AI工具使人们能以更少的劳动获得更高产出。Reid Hoffman提出“共驾职业”概念，强调人类需在AI辅助下承担质疑和判断职责，特别是在医疗、法律和编程等领域。AI不会取代人类，而是促使职业角色转型，勤奋被“聪明地偷懒”取代，真正的竞争力在于如何有效利用和监督AI。,Multimodal LLM,Other,Reid Hoffman,https://mp.weixin.qq.com/s/NjzPYHlBkoBUaD_B32qthA
量子位,2025-10-27 03:31:14,OpenAI IPO计划第一步曝光，奥特曼骚操作看傻华尔街,OpenAI推进IPO计划及重组，软银追加投资225亿美元,OpenAI获得软银批准追加225亿美元投资，要求年底前完成公司重组以推动IPO进程。CEO Sam Altman绕过传统投行和律师团队，直接与英伟达、AMD等芯片巨头谈判，达成数千亿美元芯片采购及投资协议。交易依赖信任而非详细财务条款，引发华尔街分析师关注。OpenAI团队正在扩充财务顾问，准备迎接未来更多大规模合作。,Other,OpenAI,"Sam Altman, Greg Brockman, Sarah Friar, Peter Hoeschele, Jensen Huang, Su Zifeng, Mike Liberatore",https://mp.weixin.qq.com/s/uRMkpghUelL4-nYuDf87Bw
量子位,2025-10-27 03:31:14,这种眼镜我建议外卖快递小哥人手一个,亚马逊推出面向物流配送的智能眼镜Amelia及智能眼镜市场竞争分析,亚马逊推出专为快递和外卖配送人员设计的智能眼镜Amelia，集成包裹扫码、实时导航和异常情况拍照功能，旨在提升物流配送效率和安全性。该设备预计2026年中期量产，初期投放10万副。亚马逊同时布局面向大众消费的智能眼镜Jayhawk，计划与Meta等智能眼镜巨头竞争。当前智能眼镜市场活跃，Meta、苹果、谷歌等均加快产品研发，推动智能眼镜进入快速发展阶段。,Embodied AI,"Amazon, Meta",,https://mp.weixin.qq.com/s/pqpvkI7L948H2Zz-FoyFWg
量子位,2025-10-27 03:31:14,相机参数秒变图片！新模型打通理解生成壁垒，支持任意视角图像创作,基于相机参数的统一多模态模型Puffin实现任意视角图像理解与生成,Puffin模型由S-Lab、新加坡南洋理工大学、商汤科技、美国密歇根大学及德国马普所联合提出，首次实现了以相机参数为核心的多模态理解与生成统一框架。该模型通过几何对齐视觉编码器和语言模型的联合微调，结合扩散模型生成能力，支持从任意视角理解和生成图像，突破了传统模型视角固定的限制，提升了空间智能与跨视角应用能力。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/QduRB-6lDvBjo_SBiLDmOQ
ScienceAI,2025-10-27 02:49:31,报名开启！探讨学术出版的未来之路，2025 Wiley AI论坛邀您共赴由AI驱动的明日科学,2025 Wiley AI论坛：探讨AI驱动下的学术出版与科研创新未来,2025 Wiley AI论坛将于11月4日在北京举办，聚焦人工智能如何推动学术出版和科研创新。论坛将发布Wiley最新AI调研报告ExplanAItions，邀请学界、科技界及出版界专家分享AI赋能学术生态的前沿观点。同时启动第二届Wiley新锐科学家奖，支持青年科研人才成长，特别设立AI特别奖。活动旨在构建开放对话平台，推动学术界在AI时代实现科学发现和知识传播的变革。,AI4Science,Other,"Jay Flynn, Anna Reeves, 王鲁宁, 仇晓春, 王小川, Josh Jarrett, Liz Ferguson, 郭再萍, 杨立英, 张莫依",https://mp.weixin.qq.com/s/FOkKi4wzEk4jj6ND6RlAGw
具身智能之心,2025-10-27 02:39:06,征和工业：灵巧手的“阿喀琉斯之踵” | 微链技术如何破解传动系统的“不可能三角”,微链技术在类人机器人灵巧手传动系统中的应用与优势分析,本文介绍了微链传动系统在类人机器人灵巧手中的应用，重点分析了传统腱绳和齿轮传动系统的不足，如寿命短、重量大和维护成本高等问题。微链技术通过结合轻量化、高自由度、高负载和高精度的优势，显著提升了传动系统的可靠性和性能，具备百万次以上循环寿命和低全生命周期成本，成为推动灵巧手商业化的重要技术路径。,Embodied AI,Other,,https://mp.weixin.qq.com/s/Q2m4UgwruqwZCrNenweSIA
甲子光年,2025-10-27 06:19:56,一场火，让公众对动力电池安全的信任“倒退十年”｜甲子光年,理想MEGA动力电池起火事件及新能源汽车电池安全问题分析,2025年10月，理想MEGA纯电动车在正常行驶中发生动力电池起火事故，引发公众对新能源汽车电池安全性的广泛关注。事故显示出当前动力电池安全防护存在不足，尽管行业已有多项安全测试标准和技术保障，但实际应用中仍存在隐患。此次事件暴露了动力电池设计与安全预警机制的缺陷，可能影响消费者对三元锂电池的信任，推动相关安全标准的进一步完善。,Other,Other,,https://mp.weixin.qq.com/s/xvJWduacOuFiXrwzmmtMug
甲子光年,2025-10-27 06:19:56,【榜单征集】2025甲子引力年终盛典，寻找技术爆炸的“点火器” | 甲子引力,2025甲子引力年终盛典科技产业投资榜单征集公告,2025甲子引力年终盛典正式启动科技产业投资榜单征集，聚焦中国硬科技领域的投资机构与投资人。榜单涵盖早期投资、私募股权、政府引导基金及投资人等多个类别，旨在发现推动技术商业化与产业生态发展的核心力量。申请条件包括专注中国科技产业、团队经验、投资活跃度及退出能力，报名截止至2025年11月15日，旨在通过资本助力技术爆炸，定义未来产业趋势。,Other,Other,,https://mp.weixin.qq.com/s/BpLziQlP0ftPXw3fLf4qhw
量子位,2025-10-27 05:34:39,美团视频生成模型来了！一出手就是开源SOTA,美团开源LongCat-Video视频生成模型及其技术创新,美团发布并开源了LongCat-Video视频生成模型，参数13.6B，支持文本和图像生成视频，最长可生成5分钟高质量720p视频。该模型基于Diffusion Transformer架构，集成文生视频、图生视频及视频续生任务，具备较强的物理理解和时空一致性能力，表现优于现有开源模型，部分指标可媲美谷歌闭源模型。模型采用MIT协议，推动视频AI技术发展，助力构建具备物理规律和场景逻辑的世界模型。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/1F936CYlX42gGblt-SXOpw
量子位,2025-10-27 05:34:39,特斯拉世界模拟器亮相ICCV！VP亲自解密端到端自动驾驶技术路线,特斯拉端到端自动驾驶技术及世界模拟器在ICCV的展示与解析,特斯拉在ICCV上展示了其世界模拟器，用于生成多样驾驶场景以训练和评估端到端自动驾驶模型。副总裁Ashok Elluswamy介绍了特斯拉采用端到端神经网络整合多模态传感数据，实现自动驾驶控制的技术路线，强调其在处理复杂场景和长尾问题上的优势。文章还讨论了端到端自动驾驶面临的评估、维数灾难及安全性挑战，以及特斯拉通过大规模车队数据和生成式模型提升泛化能力和可解释性的策略。,Embodied AI,Other,Ashok Elluswamy,https://mp.weixin.qq.com/s/bagvlPUymP-D-g461j9g6Q
