标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
LayerComposer: Interactive Personalized T2I via Spatially-Aware Layered Canvas,[翻译]LayerComposer: Interactive Personalized T2I via Spatially-Aware Layered Canvas,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20820v1,http://arxiv.org/abs/2510.20820v1,2510.20820v1,本文提出了LayerComposer，一种用于个性化多主体文本生成图像的交互式框架。该方法引入了分层画布，将每个主体置于独立图层，实现无遮挡的空间布局控制；同时设计了锁定机制，确保选定图层高保真不变，而其他图层可灵活调整以适应整体画面。用户可通过类似专业图像编辑软件的操作，直观地调整主体位置和大小。实验结果表明，LayerComposer在多主体图像生成中显著提升了空间控制能力和身份保持效果，优于现有方法。
Towards General Modality Translation with Contrastive and Predictive Latent Diffusion Bridge,基于对比与预测潜变量扩散桥的通用模态转换方法探索,23 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.20819v1,http://arxiv.org/abs/2510.20819v1,2510.20819v1,无法生成摘要。
VAMOS: A Hierarchical Vision-Language-Action Model for Capability-Modulated and Steerable Navigation,[翻译]VAMOS: A Hierarchical Vision-Language-Action Model for Capability-Modulated and Steerable Navigation,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20818v1,http://arxiv.org/abs/2510.20818v1,2510.20818v1,本文提出了VAMOS，一种分层的视觉-语言-动作模型，用于机器人导航。该模型将语义路径规划与机器人自身物理能力分离，使通用规划器学习多样环境中的导航策略，而专门模型则在模拟环境中掌握机器人特有的运动限制。通过这一设计，VAMOS能在图像空间中生成并筛选路径，显著提升了室内外复杂环境中的导航成功率。实验证明，该方法支持不同类型机器人的跨平台应用，并能通过自然语言指令灵活控制，显著增强导航的可靠性和适应性。
KL-Regularized Reinforcement Learning is Designed to Mode Collapse,KL正则化强化学习设计导致模式崩溃,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20817v1,http://arxiv.org/abs/2510.20817v1,2510.20817v1,本文挑战了传统观点，即反向KL散度优化导致“模式寻求”，正向KL散度优化促进“模式覆盖”，并指出这一理解在强化学习中并不完全适用。作者通过理论和实验证明，模式覆盖更多取决于正则化强度及奖励与参考概率的相对尺度，而非KL方向。基于此，提出了一种简单且理论支持的算法，通过调整奖励幅度，实现对高质量多样采样模式的优化。该方法在大规模语言模型和化学语言模型的后训练中显著提升了解决方案的质量和多样性，且兼容正向与反向KL优化。
GSWorld: Closed-Loop Photo-Realistic Simulation Suite for Robotic Manipulation,GSWorld：用于机器人操作的闭环光真实感仿真套件,23 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.20813v1,http://arxiv.org/abs/2510.20813v1,2510.20813v1,无法生成摘要。
"Small Drafts, Big Verdict: Information-Intensive Visual Reasoning via Speculation","Small Drafts, Big Verdict：通过推测实现信息密集型视觉推理",23 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.20812v1,http://arxiv.org/abs/2510.20812v1,2510.20812v1,无法生成摘要。
On the Detectability of LLM-Generated Text: What Exactly Is LLM-Generated Text?,关于LLM生成文本的可检测性：LLM生成文本究竟是什么？,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20810v1,http://arxiv.org/abs/2510.20810v1,2510.20810v1,本文探讨了大语言模型（LLM）生成文本的定义及其检测难题。由于缺乏统一标准，加之人类对生成文本的编辑和模型对用户的影响，使得LLM生成文本与人工撰写文本的界限变得模糊。现有检测方法和评测标准未能充分覆盖实际应用中的多样情况，导致检测结果常被误解。论文指出，虽然检测工具在特定条件下仍有价值，但其结果应作为参考而非绝对判断，强调了对LLM生成文本检测认识的必要调整。
"Real Deep Research for AI, Robotics and Beyond",面向AI、机器人及更广领域的真实深度研究,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20809v1,http://arxiv.org/abs/2510.20809v1,2510.20809v1,无法生成摘要。
"The Reality Gap in Robotics: Challenges, Solutions, and Best Practices",机器人中的现实差距：挑战、解决方案与最佳实践,23 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.20808v1,http://arxiv.org/abs/2510.20808v1,2510.20808v1,无法生成摘要。
Video Prediction of Dynamic Physical Simulations With Pixel-Space Spatiotemporal Transformers,基于像素空间时空Transformer的动态物理仿真视频预测,23 Oct 2025,AI4Science,Other,http://arxiv.org/pdf/2510.20807v1,http://arxiv.org/abs/2510.20807v1,2510.20807v1,本文提出了一种基于纯变换器的端到端视频预测方法，专注于动态物理仿真的时空因果建模。通过直接在像素空间进行自回归预测，方法无需复杂训练或潜在特征学习，显著提升了物理准确预测的时间范围（约提升50%），同时保持了视频质量。研究还通过可解释性分析揭示了模型对物理参数的编码能力，并验证了其对未见参数的泛化性。该工作为高效且易解释的时空视频建模提供了新的思路和平台。
ARGenSeg: Image Segmentation with Autoregressive Image Generation Model,[翻译]ARGenSeg: Image Segmentation with Autoregressive Image Generation Model,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20803v1,http://arxiv.org/abs/2510.20803v1,2510.20803v1,本文提出了一种基于自回归图像生成的新型图像分割方法ARGenSeg，实现了多模态理解与像素级感知的统一。不同于传统依赖边界点或专用分割模块的方法，ARGenSeg通过生成视觉令牌并还原为图像掩码，提升了模型对细节的捕捉能力。该方法采用并行预测策略加速推理，实验证明在多个分割任务上不仅准确度优于现有技术，还显著提升了推理速度，展现出强大的视觉理解和高效分割性能。
Compress to Impress: Efficient LLM Adaptation Using a Single Gradient Step on 100 Samples,[翻译]Compress to Impress: Efficient LLM Adaptation Using a Single Gradient Step on 100 Samples,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20800v1,http://arxiv.org/abs/2510.20800v1,2510.20800v1,本文提出了一种高效适应大型语言模型的新方法，通过对少量关键权重矩阵进行单步梯度分析，快速识别并压缩不重要的参数，从而提升模型在下游任务上的表现。该方法无需传统的梯度微调，仅利用100个样本即可完成调整，显著减少了计算开销和时间成本。实验表明，该策略不仅提升了准确率，且适应过程更加稳健，为快速部署和定制语言模型提供了实用且有效的解决方案。
Simple Context Compression: Mean-Pooling and Multi-Ratio Training,简单上下文压缩：均值池化与多比例训练,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20797v1,http://arxiv.org/abs/2510.20797v1,2510.20797v1,无法生成摘要。
Bayesian Inference of Primordial Magnetic Field Parameters from CMB with Spherical Graph Neural Networks,基于球面图神经网络的宇宙微波背景辐射中原初磁场参数的贝叶斯推断,23 Oct 2025,AI4Science,Other,http://arxiv.org/pdf/2510.20795v1,http://arxiv.org/abs/2510.20795v1,2510.20795v1,本文提出了一种基于球面图神经网络的贝叶斯深度学习方法，用于从模拟的宇宙微波背景辐射图像中估计原初磁场的关键参数。该方法利用专门适配球面数据的神经网络结构，同时结合贝叶斯神经网络实现对预测不确定性的量化。实验结果表明，该框架在参数估计上表现优异且不确定性评估准确，为精确宇宙学研究提供了有效且可靠的工具。
BadGraph: A Backdoor Attack Against Latent Diffusion Model for Text-Guided Graph Generation,BadGraph：针对文本引导图生成潜变量扩散模型的后门攻击,23 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.20792v1,http://arxiv.org/abs/2510.20792v1,2510.20792v1,本文提出了BadGraph，一种针对文本引导图生成潜在扩散模型的后门攻击方法。通过在训练数据中植入文本触发器，攻击者能够在推理阶段隐蔽地生成指定子图，而不影响模型在正常输入上的表现。实验证明，低比例的中毒数据即可实现较高的攻击成功率，且对模型性能影响微小。研究揭示了此类模型在药物发现等应用中的安全隐患，强调了开发有效防御机制的必要性。
Alleviating Forgetfulness of Linear Attention by Hybrid Sparse Attention and Contextualized Learnable Token Eviction,通过混合稀疏注意力与上下文化可学习令牌驱逐缓解线性注意力的遗忘问题,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20787v1,http://arxiv.org/abs/2510.20787v1,2510.20787v1,本文针对线性注意力模型因固定容量记忆导致的遗忘问题，提出了一种混合稀疏注意力机制和可学习的上下文感知令牌剔除方法。该方法通过结合滑动窗口注意力和轻量级卷积网络，动态选择保留关键的信息，从而在保持线性计算效率的同时，增强了模型对过去重要信息的访问能力。实验证明，该方法在需要大量信息检索的任务中显著提升了性能，展示了在高效处理长序列输入方面的潜力。
A Coherence-Based Measure of AGI,基于一致性的AGI度量,23 Oct 2025,AGI,Other,http://arxiv.org/pdf/2510.20784v1,http://arxiv.org/abs/2510.20784v1,2510.20784v1,无法生成摘要。
Out-of-distribution Tests Reveal Compositionality in Chess Transformers,分布外测试揭示棋类Transformer中的组合性,23 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.20783v1,http://arxiv.org/abs/2510.20783v1,2510.20783v1,本文研究了基于Transformer的棋类决策模型在超出训练数据分布的情况下的表现，重点考察其是否具备组合推理能力。实验表明，该模型能够遵循国际象棋的基本规则，在不同于训练环境的复杂局面中依然做出有效走棋，显示出良好的规则泛化能力。在变体棋局如Chess960中，模型展现了一定的策略适应性，但仍不及基于显式搜索的传统算法。训练过程揭示模型逐步学会控制自身棋子，体现了对游戏结构的逐步理解。研究为理解深度学习模型的系统性推理能力提供了新视角。
A Use-Case Specific Dataset for Measuring Dimensions of Responsible Performance in LLM-generated Text,用于衡量LLM生成文本中责任性能维度的特定用例数据集,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20782v1,http://arxiv.org/abs/2510.20782v1,2510.20782v1,本文提出了一个基于具体应用场景的数据集，用于评估大型语言模型（LLM）在生成文本时的责任性能维度。该数据集以生成产品描述为任务，结合公平性相关属性、性别形容词和产品类别，构建了丰富的标注提示。通过这一资源，研究者能够更精准地检测模型在质量、真实性、安全性和公平性方面的不足。该工作为负责任的AI评估提供了实用工具，促进了相关领域的深入研究。
Are Large Reasoning Models Good Translation Evaluators? Analysis and Performance Boost,大型推理模型是优秀的翻译评估器吗？分析与性能提升,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20780v1,http://arxiv.org/abs/2510.20780v1,2510.20780v1,本文首次系统分析了大型推理模型（LRMs）在机器翻译质量评估中的表现，发现其在处理简单样本时易“过度思考”且评分机制存在高估问题。为此，作者通过训练模型模拟人类思考路径，校准其推理过程，有效减少了计算资源消耗（约降低35倍），并显著提升了评估准确性（最高提升8.7个百分点）。研究结果表明，经过高效校准的LRMs具备推动细粒度自动翻译评估发展的潜力。
CUPID: Pose-Grounded Generative 3D Reconstruction from a Single Image,CUPID：基于姿态的单张图像生成式三维重建,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20776v1,http://arxiv.org/abs/2510.20776v1,2510.20776v1,本文提出了Cupid，一种基于生成模型的单张图像三维重建方法。Cupid通过联合生成三维形状和像素-体素对应关系，实现了相机姿态、三维结构和纹理的准确推断。其两阶段流程先粗略恢复三维几何及姿态，再结合图像特征细化细节。实验结果表明，Cupid在重建精度和视觉效果上显著优于现有方法，同时保持了姿态估计的高准确性，展示了其在单视图三维重建领域的强大潜力和应用价值。
FieldGen: From Teleoperated Pre-Manipulation Trajectories to Field-Guided Data Generation,FieldGen：从远程操控的预操作轨迹到基于场引导的数据生成,23 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.20774v1,http://arxiv.org/abs/2510.20774v1,2510.20774v1,本文提出了FieldGen，一种结合人类示范与自动引导的机器人操作数据生成框架。该方法将操作过程分为两个阶段，利用人类演示捕捉关键动作后，通过引力场自动生成多样化轨迹，兼顾数据的规模、多样性和精确度。实验表明，FieldGen生成的数据不仅提升了机器人操作策略的成功率和稳定性，还显著减少了人工干预，推动了高质量真实环境下大规模数据的高效采集。
AlphaFlow: Understanding and Improving MeanFlow Models,AlphaFlow：理解与改进MeanFlow模型,23 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.20771v1,http://arxiv.org/abs/2510.20771v1,2510.20771v1,本文针对近期兴起的MeanFlow生成模型框架，揭示其目标函数由轨迹流匹配和轨迹一致性两部分组成，且两者在优化过程中存在冲突，导致收敛缓慢。基于此，作者提出了α-Flow，一种统一多种目标的新方法，通过逐步调整训练策略有效缓解了目标冲突，显著提升了模型收敛速度和生成质量。在ImageNet-1K数据集上的实验表明，α-Flow在多个规模和设置下均优于原始MeanFlow，并刷新了使用标准架构的生成性能指标，展示了其在图像生成领域的潜力和实用价值。
CSU-PCAST: A Dual-Branch Transformer Framework for medium-range ensemble Precipitation Forecasting,CSU-PCAST：一种用于中期集合降水预报的双分支Transformer框架,23 Oct 2025,AI4Science,Other,http://arxiv.org/pdf/2510.20769v1,http://arxiv.org/abs/2510.20769v1,2510.20769v1,本文提出了一种基于双分支Transformer的深度学习框架，用于中期降水预报，旨在提升传统数值预报系统在中到重度降水预测中的准确性。模型结合多种大气变量，通过高分辨率再分析数据训练，并利用卫星降水观测进行标签指导。实验结果显示，该方法在15天预报中，相较于现有全球集合预报系统，在不同降水强度阈值下均表现出更高的预报准确率，尤其在中重降水事件的预测上具有显著优势，具有重要的防灾减灾应用价值。
RAGRank: Using PageRank to Counter Poisoning in CTI LLM Pipelines,RAGRank：利用PageRank抵御CTI大语言模型管道中的投毒攻击,23 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.20768v1,http://arxiv.org/abs/2510.20768v1,2510.20768v1,本文针对网络威胁情报系统中广泛采用的基于检索增强生成（RAG）的语言模型架构，提出了一种基于PageRank算法的防护方法，有效抵御数据投毒攻击。由于威胁信息常为新颖内容且攻击者能模拟合法格式，传统防御手段难以奏效。作者通过在标准数据集和实际威胁情报文档上的实验验证，证明该方法能降低恶意信息的权威评分，提升可信内容的优先级，从而增强系统的鲁棒性和可靠性。该研究为提升网络安全语言模型的安全性提供了新的思路。
DyPE: Dynamic Position Extrapolation for Ultra High Resolution Diffusion,[翻译]DyPE: Dynamic Position Extrapolation for Ultra High Resolution Diffusion,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20766v1,http://arxiv.org/abs/2510.20766v1,2510.20766v1,本文提出了一种名为动态位置外推（DyPE）的新方法，旨在提升扩散Transformer模型生成超高分辨率图像的能力。DyPE无需重新训练，通过动态调整模型在生成过程中使用的位置编码，有效匹配不同阶段的频率特征，从而突破训练分辨率限制，生成远超训练规模的图像。该方法显著降低了计算成本，在多个测试中实现了更高的图像质量和细节表现，尤其在极高分辨率下效果更为突出，展示了其在超高分辨率图像合成领域的重要价值。
ACS-SegNet: An Attention-Based CNN-SegFormer Segmentation Network for Tissue Segmentation in Histopathology,ACS-SegNet：一种基于注意力的CNN-SegFormer组织分割网络用于组织病理学中的组织分割,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20754v1,http://arxiv.org/abs/2510.20754v1,2510.20754v1,本文提出了一种基于注意力机制的双编码器网络ACS-SegNet，结合卷积神经网络和视觉变换器，实现了病理图像中的组织语义分割。该方法通过融合两种模型的特征，有效提升了分割精度。在两个公开数据集上的实验结果表明，ACS-SegNet在分割准确率和一致性指标上均优于现有主流方法，展示了其在计算机辅助病理诊断中的潜力。相关代码已开源，便于进一步研究和应用。
Reinforcement Learning and Consumption-Savings Behavior,[翻译]Reinforcement Learning and Consumption-Savings Behavior,23 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.20748v1,http://arxiv.org/abs/2510.20748v1,2510.20748v1,本文提出一种基于强化学习的模型，解释了经济衰退期间家庭消费行为中的两大经验现象：失业且低流动资产家庭对刺激转移支付的边际消费倾向显著高于高资产家庭，以及经历过多次失业的家庭即使在当前经济条件相同情况下仍持续保持较低消费水平。模型通过模拟学习过程中的价值函数误差，统一解释了这两种现象，且模拟结果与实证数据高度吻合。该研究为理解过去经历如何影响当前消费决策提供了新的理论视角，超越了传统理性预期框架。
