公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
具身智能之心,2025-08-11 08:13:44,如何做到的？20分钟机器人真机数据，即可跨本体泛化双臂任务,基于多视角视频大模型的双臂机器人任务跨本体泛化方法,本文介绍了Vidar模型，该模型基于通用视频大模型，实现了视频理解能力向物理决策系统的迁移。通过多视角视频预测框架，Vidar支持机器人双臂协同任务，仅需20分钟真机数据即可快速泛化到新的机器人本体，显著降低数据需求。该模型在保持先进性能的同时，展现出强大的少样本学习能力，推动了具身智能领域的视觉交互智能体发展。,Embodied AI,THU,谭恒楷,https://mp.weixin.qq.com/s/ufYLjpFKV4KYJRXH3aSBPw
具身智能之心,2025-08-11 08:13:44,Genie Envisioner：面向机器人操作的统一世界基础平台,Genie Envisioner：面向机器人操作的统一世界基础平台,本文介绍了Genie Envisioner平台，该平台通过单一视频生成框架融合策略学习、评估与仿真，支持机器人操作。核心组件GE-Base基于指令调控的视频扩散模型，捕捉机器人交互的空间、时间及语义特征。GE-Act模块实现动作轨迹生成，支持多机器人形态的策略推理与泛化。GE-Sim作为动作条件神经模拟器，提供高保真环境推演。平台集成EWMBench评测套件，系统评估视觉真实度、物理合理性及指令-动作对齐度，构建指令驱动的通用具身智能解决方案。,Embodied AI,Other,,https://mp.weixin.qq.com/s/lmUBZHq8B-hR4brf3KN5Wg
具身智能之心,2025-08-11 08:13:44,聊聊DreamVLA：让机器人先看后想再动,DreamVLA视觉-语言-动作模型：基于世界知识的机器人动作预测,本文介绍了DreamVLA，一种结合视觉、语言和机器人状态的多模态模型，通过先预测环境的动态区域、深度信息和语义特征，提升机器人动作规划的准确性。该模型采用感知-预测-动作的循环机制，利用光流跟踪算法提取动态区域掩码，并融合CLIP和MAE预训练模型进行多模态编码，实现机器人在复杂环境中的精准操作。,Embodied AI,Other,,https://mp.weixin.qq.com/s/U5rpXIrXdjgY9uMuBctcPw
具身智能之心,2025-08-11 08:13:44,国内首个具身大脑+小脑算法实战全栈教程,具身智能大脑与小脑算法全栈教程及技术进展综述,文章系统梳理了具身智能领域中大脑与小脑算法的发展历程及技术演进，涵盖从抓取位姿检测、行为克隆、扩散策略到多模态视觉-语言-动作（VLA）模型的阶段性进展。重点介绍了国内外主要企业和团队在具身智能产业的布局与合作，强调了VLA模型与强化学习、世界模型、触觉感知等技术融合的前沿趋势，推动机器人在复杂环境中的自主感知、理解与执行能力提升，并配套推出具身大脑+小脑算法实战全栈教程，助力学习与应用落地。,Embodied AI,Tencent,,https://mp.weixin.qq.com/s/q0U7Z0RsNfWZ63sLkMl0Gg
chaofa用代码打点酱油,2025-08-11 00:18:14,2025-07-忙碌与充实的七月（月度小结）,2025年7月个人工作与生活总结及Agent项目进展报告,本文总结了作者2025年7月的生活与工作经历，包括女儿出生、Agent项目取得正向收益、炒股本金回本及首次尝试视频硬广商业化。作者分享了Agent项目的挑战与收获，强调产品驱动项目应以收益为主，并反思视频内容的商业化尝试。未来规划聚焦于持续工作与公开表达，追求有价值且可持续的内容创作。,Agent,Other,,https://mp.weixin.qq.com/s/OJ9mz9iGub8Feya0dgePEg
DrugAI,2025-08-10 23:58:12,Adv. Sci. | 可编程基于DNA的分子神经网络生物计算电路，用于求解偏微分方程,基于DNA分子神经网络的偏微分方程生物计算电路研究,本文介绍了中国石油大学宋弢教授团队提出的基于增广矩阵的DNA分子神经网络框架，实现了偏微分方程的分子级求解。该框架通过DNA链置换反应编码神经网络权重，结合膜扩散理论和除法运算，开发了支持空间微分的分子计算模块，并通过误差反馈机制实现权重迭代优化。该研究为非硅基智能计算架构及生命科学中的非传统计算提供了新思路，突破了传统数值方法在高维非线性PDE求解中的计算复杂度限制。,AI4Science,Other,,https://mp.weixin.qq.com/s/SoiE4jagCBwbSX_nZ0971Q
DrugAI,2025-08-10 23:58:12,Nat. Commun. | 机器学习驱动的全景交互建模：提升英国生物样本库中的疾病风险预测能力,基于机器学习的全景交互建模提升疾病风险预测能力,本文提出了survivalFM，一种基于Cox比例风险模型的机器学习扩展方法，通过低秩分解高效建模预测变量间的双变量交互效应。该方法在英国生物样本库九类疾病数据中显著提升了风险预测性能，尤其在心血管疾病风险预测中表现优异。survivalFM不仅提升了模型的预测准确性，还增强了对疾病发生机制的理解，展示了其在精准医疗和疾病预防中的应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/VAxIzkIx-PEdWSqW1Jfywg
机器学习POD,2025-08-10 23:15:54,腾讯 AI Lab提出R-Zero「实现零数据自进化」,腾讯AI Lab提出R-Zero框架实现零数据自进化大语言模型,腾讯AI西雅图实验室提出R-Zero框架，旨在解决当前大语言模型对高质量人工标注数据的依赖问题。该框架通过挑战者与解题者两个模型的协同进化，实现从零数据开始的自我完善和训练数据自动生成，突破了传统依赖人类监督的限制，推动模型能力超越人类标注范围，适用于开放域推理等复杂任务。,LLM,Tencent,,https://mp.weixin.qq.com/s/rKgDfJ24m86dHhHTAFf1Xg
机器学习POD,2025-08-10 23:15:54,CompassVerifier 深度解析：为大模型打造统一、鲁棒的“裁判”与“奖励”系统,CompassVerifier：面向大模型的统一且鲁棒的答案验证与奖励系统,本文介绍了由上海人工智能实验室和澳门大学团队提出的CompassVerifier系统，旨在解决当前大语言模型评估中存在的脆弱性和高成本问题。该系统包含VerifierBench基准和轻量级验证器模型，能够准确且鲁棒地验证复杂答案，支持跨领域通用，并通过强化学习优化模型表现，推动大模型评估体系的科学化和标准化发展。,LLM,Other,,https://mp.weixin.qq.com/s/-w_YzyjF8SsfdbNX0url-w
智药邦,2025-08-10 23:04:11,浙江大学周如鸿团队：将FEP与机器学习深度融合，精准筛选新抗原疫苗的模拟表位,浙江大学周如鸿团队提出FEP辅助机器学习策略精准筛选新抗原疫苗模拟表位,浙江大学周如鸿团队在《Briefings in Bioinformatics》发表论文，提出FEPaML策略，将自由能扰动（FEP）与贝叶斯优化驱动的机器学习深度融合，实现新抗原疫苗中模拟表位的高精度筛选。该方法通过少量FEP计算校正机器学习模型，显著提升预测精度，推动个性化肿瘤疫苗设计进入“物理约束+数据智能”新阶段。相关代码已开源于GitHub。,AI4Science,Other,周如鸿,https://mp.weixin.qq.com/s/tFB_hFtlr3ILrDmQzkfJPQ
智药邦,2025-08-10 23:04:11,Nat Chem｜用机器学习粗粒模型绘制蛋白质构象地图,基于机器学习的可转移粗粒度蛋白质构象模拟模型研究,本文介绍了一种结合深度学习与全原子蛋白质模拟数据开发的自底向上粗粒度力场模型CGSchNet。该模型具备化学可转移性和高计算效率，能够准确预测蛋白质的折叠、解折叠及构象亚稳态，且在未见蛋白质上的外推能力优异。与传统全原子模型相比，计算速度提升数个数量级，且在多个测试蛋白质上表现出优于主流粗粒度模型的性能，展示了机器学习在蛋白质多尺度模拟中的应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/ACloWaca7AJ0k9NTAH8lnA
