公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
夕小瑶科技说,2025-04-15 10:06:22,智谱发布国内最快的推理模型！效果比肩 DeepSeek R1，速度快 8 倍，高达 200 Tokens/s,智谱发布高效推理模型GLM-Z1-Air，性能与速度显著提升,智谱AI发布了新一代推理模型GLM-Z1-Air系列，主打高性价比和极高推理速度。GLM-Z1-Air在多个学术基准测试中表现优异，效果接近DeepSeek-R1等大模型，但参数量和成本大幅降低。其高阶版本GLM-Z1-AirX推理速度高达200 Tokens/s，是DeepSeek-R1的8倍。此外，智谱还推出了免费版本和对话模型GLM-4-32B-0414，进一步扩展了应用场景。,LLM,Other,,https://mp.weixin.qq.com/s/gaKlHiBYAMGSFiCgZItAhQ
量子位,2025-04-15 09:44:15,海豚语言被谷歌大模型破译！跨物种交流大门打开，哈萨比斯：下一个是狗,谷歌发布DolphinGemma模型，探索跨物种交流技术,谷歌推出了DolphinGemma，一个基于海豚声音数据训练的大语言模型，用于解读海豚的发声结构并实现跨物种交流。该模型参数仅400M，可在手机上运行，并预计于今年夏天开源。研究依托WDP的海豚声学数据库，并结合CHAT技术探索人机交互。谷歌还计划在其Pixel 9手机中集成相关功能，进一步推动海豚声音分析和互动。此举标志着AI在跨物种交流领域的突破性进展。,AI4Science,Other,"Demis Hassabis, Sundar Pichai",https://mp.weixin.qq.com/s/xQd5seLmeAATpulPSv5Ljw
量子位,2025-04-15 09:44:15,GPT-4.1淘汰了4.5！全系列百万上下文，主打一个性价比,GPT-4.1系列发布：百万上下文窗口与高性价比,OpenAI发布了GPT-4.1系列，包括GPT-4.1、GPT-4.1 mini和GPT-4.1 nano，主打百万token上下文窗口和高性价比。相比GPT-4o和GPT-4.5，GPT-4.1在编码能力、指令遵循和长上下文理解方面表现更优，成本显著降低。GPT-4.1 mini和nano在多个基准测试中也展现了卓越性能，特别是在延迟和成本方面。该系列模型将取代GPT-4.5 Preview，并在API和ChatGPT中提供服务。,LLM,OpenAI,,https://mp.weixin.qq.com/s/kV0prigs2h4-CdUxt2PmGw
虎嗅APP,2025-04-15 08:12:30,被骂麻的Switch2，任天堂为啥总是高高在上,任天堂Switch2发布与用户情绪生态分析,文章探讨了任天堂最新主机Switch2的发布及其引发的用户情绪反应。尽管存在锁区、语言限制和兼容性问题，玩家们依然表现出强烈的购买欲望和情感依附。任天堂的品牌策略通过制造情绪反差和怀旧体验，成功吸引用户持续关注和消费。文章分析了这种现象背后的用户心理和品牌生态，揭示了任天堂如何通过情绪浓度而非用户满意度维持市场地位。,Other,Other,,https://mp.weixin.qq.com/s/Fn7nHbi--DH2PqxxwW84wg
虎嗅APP,2025-04-15 08:12:30,零跑没后劲,零跑汽车盈利能力与规模经济分析,文章分析了零跑汽车的业绩表现及盈利能力，指出其销量虽快速增长，但盈利能力较弱，主要原因在于原材料成本占比过高，难以通过规模经济显著降低单位成本。文章还探讨了零跑与其他造车新势力的对比，认为规模并非汽车制造业的万能解药。零跑汽车在中高端市场的定位逐渐模糊，未来发展空间有限。,Other,Other,Elon Musk,https://mp.weixin.qq.com/s/-lgsd_Tr_M_7WlKlAxjG_g
虎嗅APP,2025-04-15 08:12:30,早报｜4名中国留学生对美政府大规模撤销学签提起诉讼；月之暗面被曝正灰度测试首个内容社区产品；哪吒汽车回应有经销商称交钱收不到车,每日科技动态与社会热点追踪,文章涵盖了多项社会与科技热点，包括中国留学生对美政府撤销签证提起诉讼、月之暗面灰度测试内容社区产品、高德地图发布AI导航智能体等。此外，还涉及哪吒汽车经销商维权事件及淘宝直播黄金类目规则调整等行业动态。整体内容聚焦于科技创新与社会事件的交汇点。,Agent,Other,,https://mp.weixin.qq.com/s/iHFK1YXQJAkMpj8YJ2TrKw
机器之心,2025-04-15 07:19:27,什么样的偏好，才叫好的偏好？——揭秘偏好对齐数据的「三驾马车」,AIR框架：偏好对齐数据集的系统性分析与优化,清华大学、哈尔滨工业大学和阿里安全团队提出AIR框架，从标注、指令和回复对三方面系统性分析偏好数据集对齐性能的关键因素，并通过控制变量实验量化其独立贡献。研究表明，合理设计偏好数据集的组件化优化策略可显著提升大语言模型的对齐效果，同时赋能阿里安全模型的业务优化。,LLM,"THU, Alibaba",,https://mp.weixin.qq.com/s/sIpYVxFlrW76D2151p5Nbg
机器之心,2025-04-15 07:19:27,刚刚，OpenAI发布GPT-4.1！全系支持百万token上下文，全方位碾压GPT-4o并且价格更低,OpenAI发布GPT-4.1：支持百万Token上下文，性能与成本全面优化,OpenAI正式发布GPT-4.1系列模型，包括GPT-4.1、GPT-4.1 mini和GPT-4.1 nano，支持高达100万Token的上下文窗口，并在编程、指令遵循和长上下文理解等方面显著提升性能。新模型在多项基准测试中超越前代，同时降低了成本和延迟。GPT-4.1系列专注于实际应用场景，优化了开发者相关任务，进一步推动智能体开发和复杂任务解决能力。,LLM,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/mFsQz8shoJvGKOEUW0BnDQ
新智元,2025-04-15 06:15:42,GPT-4.1深夜登场，中科大校友领队！百万上下文编程惊人，GPT-4.5三个月后淘汰,OpenAI发布GPT-4.1系列模型，提升编程与长上下文处理能力,OpenAI推出了GPT-4.1系列模型，包括GPT-4.1、GPT-4.1 mini和GPT-4.1 nano，显著提升了编程、指令跟随和长上下文处理能力，支持最高100万Token的上下文窗口。GPT-4.1 nano以速度最快、成本最低的特点引人注目。由中科大校友Jiahui Yu领衔团队打造，GPT-4.1在多项基准测试中表现超越前代模型。与此同时，GPT-4.5将在三个月后停用。新模型仅通过API提供，定价更具竞争力。,LLM,OpenAI,Jiahui Yu,https://mp.weixin.qq.com/s/vsA4JQeg-t_oFBXLw4vTLQ
智药邦,2025-04-15 01:14:05,bioRxiv｜西湖大学原发杰等：从自然语言走向从头蛋白质设计,基于自然语言的从头蛋白质设计研究,西湖大学原发杰团队与香港科技大学（广州）卢泓远团队合作开发了人工智能框架Pinal，实现了通过自然语言描述生成全新功能性蛋白质的突破。研究采用“两步走”策略，将语言描述转化为结构信息，再生成蛋白质序列，并通过湿实验验证了生成蛋白质的生物活性。该技术在药物开发、工业酶设计、生物材料等领域具有广泛应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/-AKjmiWUlyDxZRZwS4wNwQ
