公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-08-20 08:14:48,DeepSeek开源新基础模型，但不是V4，而是V3.1-Base,DeepSeek发布V3.1基础模型，支持128k上下文长度,深度求索发布了最新基础模型DeepSeek-V3.1-Base，采用混合专家架构，支持128k上下文长度。该模型在Hugging Face平台迅速获得关注，排名热门模型第四。虽然技术指标与V3差别不大，但此次更新被视为为未来版本DeepSeek-V4和DeepSeek-R2做准备。官方尚未对版本命名做出解释，社区对更新反响不一。,LLM,Other,,https://mp.weixin.qq.com/s/awAFaZj-bhxSmn_5dMAF1Q
机器之心,2025-08-20 08:14:48,Meta超级智能实验室重组为四个部门，某些高管将离开,Meta超级智能实验室重组为四个AI部门，部分高管或将离职,Meta宣布将其超级智能实验室及FAIR等AI部门重组为四个专注AI研究、基础设施、硬件和产品集成的新部门，旨在推进超级智能目标。此次重组伴随高管变动，Meta继续大规模挖角AI人才，并计划整合第三方AI模型。CEO马克·扎克伯格强调超级智能对人类进步和个人赋能的重要性，公司资本支出将大幅增加以支持AI基础设施建设。,AGI,"Meta, OpenAI, DeepMind","Alexandr Wang, Yann LeCun, Nat Friedman, Mark Zuckerberg, Sam Altman, Susan Li, Zhiqing Sun",https://mp.weixin.qq.com/s/5v8gS52SGzMl8odpK4CjAg
机器之心,2025-08-20 08:14:48,ICCV 2025 | 跨越视觉与语言边界，打开人机交互感知的新篇章：北大团队提出INP-CC模型重塑开放词汇HOI检测,北大团队提出INP-CC模型提升开放词汇人体-物体交互检测性能,本文介绍了北京大学团队提出的INP-CC模型，针对开放词汇人体-物体交互（HOI）检测中的细粒度区域交互信息捕捉难题，提出交互感知提示生成和概念校准两大创新策略。该方法通过动态生成交互相关提示和优化语言模型语义空间，有效提升了模型对复杂交互的理解能力，在HICO-DET和SWIG-HOI数据集上实现了领先性能，推动了HOI检测向开放词汇时代发展。,Multimodal LLM,PKU,"雷廷, 刘洋",https://mp.weixin.qq.com/s/HUiNlSB9yLhXQM8H-uNauQ
包包算法笔记,2025-08-20 07:37:37,DeepSeek V3.1支持原生AI搜，行业标杆打样,DeepSeek V3.1版本支持原生AI搜索功能,本文介绍了DeepSeek V3.1版本新增的原生AI搜索功能，展示了其在行业中的标杆作用。该版本通过集成先进的AI技术，提升了搜索的智能化和精准度，推动了相关领域的发展和应用。,Other,Other,,https://mp.weixin.qq.com/s/Mvh2WiJNlfsJnRH2ojuqug
机智流,2025-08-20 07:31:01,HF每日论文|Ovis2.5、ComoRAG、4DNeX等,Hugging Face每日论文精选：Ovis2.5、ComoRAG、4DNeX及Next Visual Granularity生成方法综述,本文汇总了2025年8月19日Hugging Face发布的多篇论文，涵盖了Ovis2.5技术报告、华南理工大学等机构提出的认知启发型动态记忆RAG模型ComoRAG、南洋理工大学与上海人工智能实验室合作的单图像驱动4D动态场景生成框架4DNeX，以及Next Visual Granularity图像分层生成方法。各项研究在长文本理解、动态3D场景生成及图像生成控制方面均取得显著进展，推动了认知推理与多维视觉生成技术的发展。,Other,Tencent,,https://mp.weixin.qq.com/s/OM3-5G1sSYDxSokqEj0k-A
智药邦,2025-08-19 23:49:24,天津贝芸科技：以数智药研护人类健康,天津贝芸科技基于AI的药物研发平台及其应用进展,天津贝芸科技利用自主研发的AI一站式药物研发平台“分子智芯”，结合多模态生物医药数据和领域知识，显著缩短新药研发周期约80%，并大幅降低成本。公司融合中医药现代化理念，构建中药计算平台，推动传统中医药与现代AI技术结合。依托国际与国产双算力平台，团队由跨学科专家组成，推动AI赋能药物创新，提升新药研发效率和安全性，助力医药行业数字化转型。,AI4Science,Other,林建平,https://mp.weixin.qq.com/s/u569JeXxXE3ynW0RcHzh1Q
智药邦,2025-08-19 23:49:24,AI驱动无动物成分活性蛋白设计｜Geltor完成C轮融资，总融资额1.37亿美元,Geltor完成C轮融资，推动AI驱动的无动物成分活性蛋白设计与生产,2025年8月，美国精准发酵公司Geltor完成C轮融资，总融资额达1.37亿美元。公司利用其Biodesigner AI平台，通过发酵技术生产可持续的无动物源活性蛋白，替代传统动物胶原蛋白，应用于食品、补充剂及美容行业。此次融资将支持Geltor全球扩张及新原料开发，满足美容与健康领域对生物设计原料日益增长的需求，推动绿色可持续的蛋白质生产技术发展。,AI4Science,Other,"Alexander Lorestani, Nick Ouzounov, Andras Forgacs",https://mp.weixin.qq.com/s/DBO3yQgGomOANZYBfjYwLA
智药邦,2025-08-19 23:49:24,Nat Biotechnol｜新AI模型首次实现完全基于序列的靶向肽段设计，助力多疾病靶点药物开发,基于序列的肽结合剂设计新模型PepMLM助力多疾病靶点药物开发,美国杜克大学和康奈尔大学团队基于蛋白质语言模型ESM-2，开发了PepMLM，一种无需结构信息、完全依赖靶序列的线性肽结合剂设计工具。PepMLM通过掩码语言建模策略实现肽结合区重建，设计的肽结合剂在结合亲和力和特异性上优于现有方法，并在多种疾病相关蛋白靶点上表现出良好结合能力和泛化性，推动了不可成药靶点的药物设计。,LLM,Other,,https://mp.weixin.qq.com/s/t9WcSpOmPPc400Fde_NnCQ
机智流,2025-08-19 23:30:46,聊聊大模型推理系统之华为云 xDeepServe：千卡级超节点规模下如何实现 50ms 时延的 LLM 推理？,华为云xDeepServe大模型推理系统在千卡级超节点规模下的低时延实现,华为云推出基于CloudMatrix384超级集群的新一代大模型服务系统xDeepServe，采用Transformerless架构将注意力和专家计算单元解耦，分别部署于不同NPU集群，实现高效资源调度与通信。结合FlowServe引擎、多Token预测和动态微批处理技术，系统在生产环境中实现2400 tokens/s/chip峰值吞吐和50ms时延，显著提升了千卡级MoE模型推理的性能与可靠性。,LLM,Other,,https://mp.weixin.qq.com/s/HUf7En-mzK_ce2AEZ-GiHQ
机智流,2025-08-19 23:30:46,0819资讯：DeepSeek V3.1开源｜Qwen 上线Qwen-Image-Edit｜谷歌强势开源Gemma 3 270M,2025年8月AI技术进展综述：DeepSeek V3.1、Qwen-Image-Edit及谷歌Gemma 3开源发布,本文汇总了近期AI领域的多项重要进展，包括DeepSeek V3.1上下文长度拓展及功能整合，阿里巴巴推出的基于20B参数Qwen-Image-Edit图像编辑工具，谷歌Imagen 4系列全面可用及轻量级Gemma 3 270M模型开源，Hugging Face多语种Open ASR排行榜更新，以及Meta发布的自监督视觉模型DINOv3。这些成果推动了多模态AI、边缘计算和自监督学习技术的发展，促进了AI在图像编辑、语音识别和视觉任务中的应用。,Multimodal LLM,"Alibaba, Meta",,https://mp.weixin.qq.com/s/djH0yy8h1eGahwo0pDkVzw
