公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-04-01 12:11:15,从DeepSeek崛起到下一个亿级销量市场，这份硬核报告说明白了,2025中国AI创新全景报告,本文探讨了中国在2025年AI领域的创新与发展，聚焦于DeepSeek等大模型的崛起及其对全球AI市场的影响。报告指出，AI技术正从训练阶段转向推理阶段，推动算力需求的变化与成本的降低。诺安基金的报告提供了对AI创新全景的深入分析，强调了中国在AI技术突围与平权化中的机遇与挑战。,LLM,Other,"Yann LeCun, Sam Altman",https://mp.weixin.qq.com/s/E6HmuYOktT1VbCAj4g9jHA
量子位,2025-04-01 12:11:15,两位华人76页论文解决量子领域核心问题：首次证明伪随机性真实存在,华人研究员首次证明伪随机性在量子领域的存在,两位华人研究员Fermi Ma和黃信元在76页论文中首次证明了伪随机幺正态（PRUs）的存在，解决了量子领域中的核心问题。他们的方法在假设存在量子安全单向函数的前提下，利用“路径记录模拟”技术，展示了PRUs的有效性，从而为量子计算和密码学中的随机性提供了新的视角。这一研究为量子算法的高效模拟奠定了基础，具有重要的理论和应用价值。,Other,Google,"Fermi Ma, 黃信元",https://mp.weixin.qq.com/s/ErheYLQvBIA25vpnuGwFTQ
量子位,2025-04-01 12:11:15,免费的「网页版Cursor」！新版DeepSeek-V3加持，秒秒钟编出一个游戏/APP,新版DeepSeek-V3助力免费网页版应用开发工具DeepSite发布,新版DeepSeek-V3的推出使得用户能够通过DeepSite免费创建应用和游戏，支持实时开发和效果预览。尽管生成的应用在功能上存在不稳定性，但整体完成度较高，尤其在生成简单游戏和网站方面表现出色。DeepSeek-V3在开源模型中排名第一，吸引了大量开发者的关注。该工具的出现被认为正在改变应用开发的方式。,LLM,Other,Thomas Wolf,https://mp.weixin.qq.com/s/ygQnKclaQ8Vw2HGhpRmKng
量子位,2025-04-01 12:11:15,量子位招聘 | DeepSeek帮我们改的招聘启事,量子位招聘启事,量子位发布招聘启事，寻求对AI大模型、具身智能、终端硬件及AI新媒体编辑感兴趣的全职原创作者。岗位面向社招和应届毕业生，工作地点在北京中关村。招聘内容强调对AI技术的热情、出色的文字表达能力和信息搜集能力，提供竞争力的薪资和良好的职业发展机会。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/ntG3_URby_871b09vhzo_A
量子位,2025-04-01 12:11:15,让机器人在人群中穿梭自如，港科广&港科大突破社交导航盲区 | ICRA 2025,港科广与港科大在社交导航领域的突破,本文介绍了香港科技大学（广州）和香港科技大学联合提出的新算法Falcon，该算法旨在提升机器人在复杂人群环境中的社交导航能力。Falcon通过集成轨迹预测算法，解决了传统方法在动态环境中的局限性，并构建了两个新数据集Social-HM3D和Social-MP3D，以提供更真实的评估基准。实验结果显示，Falcon在目标达成和社会合规性方面表现出色，能够有效适应未见过的复杂环境。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/NT8Wk6N3S_mQwN_f39Arog
机器之心,2025-04-01 11:39:13,在GSM8K上比GRPO快8倍！厦大提出CPPO，让强化学习快如闪电,厦大提出CPPO算法以加速GRPO训练效率,厦门大学的研究团队提出了一种新的强化学习算法CPPO（完成剪枝策略优化），旨在提高GRPO（组相对策略优化）的训练效率。CPPO通过对完成结果进行剪枝，仅保留相对优势较高的结果，从而显著减少计算成本并加快训练速度。实验表明，CPPO在GSM8K基准上比GRPO快8.32倍，同时保持了相似的准确度。该算法的代码已开源，旨在推动强化学习领域的进一步发展。,Other,Other,None,https://mp.weixin.qq.com/s/7AygQMOcfk57yGqtGHhTDA
机器之心,2025-04-01 11:39:13,ICLR 2025 Oral | IDEA联合清华北大提出ChartMoE：探究下游任务中多样化对齐MoE的表征和知识,ChartMoE: Exploring Diverse Alignment in MoE Representations for Downstream Tasks,"The paper 'ChartMoE' presented at ICLR 2025 by a collaborative team from IDEA, Tsinghua University, Peking University, and Hong Kong University of Science and Technology (Guangzhou) explores the application of a Mixture of Experts (MoE) architecture to enhance chart understanding in multimodal tasks. Unlike traditional MoE models that focus on capacity expansion, ChartMoE aims to improve model performance through diverse alignment tasks, resulting in better visual representation and interpretability. The model employs a multi-stage training approach to align charts with structured text formats, achieving significant advancements in chart comprehension and performance on general tasks.",Multimodal LLM,"THU, PKU",None,https://mp.weixin.qq.com/s/9anQbcCahVLnXhNj7aU48Q
机器之心,2025-04-01 11:39:13,一脑多机！智源的新发布，让不同机器人轻松协作,智源研究院发布跨本体具身智能协作框架RoboOS,智源研究院在2025中关村论坛上发布了RoboOS和RoboBrain，旨在实现不同机器人之间的高效协作。该框架支持多任务轻量化快速部署，推动单机智能向群体智能的转变。RoboBrain融合了任务规划、可操作区域感知和轨迹预测能力，展现出卓越的性能，能够有效解读人类指令并生成合理的行动计划。RoboOS通过共享记忆系统实现多个机器人之间的状态同步，突破信息孤岛限制。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/c55U1z2c2V0ABXZCkJzTIg
新智元,2025-04-01 11:35:31,DeepSeek-V3击败R1开源登顶！杭州黑马撼动硅谷AI霸主，抹去1万亿市值神话,DeepSeek-V3在开源AI领域的崛起与市场影响,DeepSeek-V3-0324在大模型竞技场中超越了前一版本DeepSeek-R1，成为开源AI的领军者，标志着中国初创企业在全球AI竞赛中的崭露头角。DeepSeek的快速增长不仅打破了硅谷的技术垄断，还引发了OpenAI等公司的开源策略调整。随着中国AI行业的崛起，DeepSeek代表了低成本、高效率的创新模式，推动了全球科技竞争的新格局。,LLM,Other,"Karpathy, Jeffrey Ding",https://mp.weixin.qq.com/s/eJT2kAAy2zDvhb_cLObFtQ
新智元,2025-04-01 11:31:29,DeepSeek-V3击败R1开源登顶！杭州黑马撼动硅谷AI霸主，抹去1万亿市值神话,DeepSeek-V3在AI领域的突破与市场影响,DeepSeek-V3近日在AI技术竞赛中取得了显著成就，成功击败了R1开源模型，成为新的行业领军者。这一突破不仅展示了杭州团队的技术实力，也对硅谷的AI巨头造成了冲击，市场估值一度缩水1万亿。文章分析了DeepSeek-V3的技术优势及其对全球AI市场的潜在影响。,Other,Other,None,https://mp.weixin.qq.com/s/y3Hxg_ZU-PPyJqAIe8dw6g
量子位,2025-04-01 10:05:20,Gen-4掀翻AI视频牌桌！一条龙制作故事短片，只需提示词和参考图,Gen-4视频生成模型的创新与应用,Runway推出的新一代视频生成模型Gen-4，能够通过简单的提示词和参考图像生成高质量的故事短片。该模型强调一致性、高保真度和对物理规律的理解，标志着AI在视频制作领域的重大进步。Gen-4支持生成动态视频和视觉特效，已向付费用户开放，并展示了多个由其生成的微电影，展现了其在故事创作中的潜力。,Other,Other,Cristóbal Valenzuela,https://mp.weixin.qq.com/s/0TEl_g_0JffcBMIPI6xgew
量子位,2025-04-01 10:05:20,超低成本复现QwQ！数学推理模型训练迎来RL暴击，数据代码模型全开源 | 蚂蚁&清华出品,开源强化学习框架AReaL-boba推动数学推理模型训练成本与效率提升,蚂蚁研究院与清华大学联合推出的开源强化学习框架AReaL-boba，实现了数学推理模型训练的显著成本和效率提升。该框架支持在有限资源下快速迭代模型，训练7B模型仅需200美元和200条数据，且推理能力达到SOTA水平。AReaL-boba的开源内容包括所有训练代码、数据和详细技术笔记，旨在让更多开发者能够复现和使用顶尖的推理模型，推动AI训练的普惠化。,LLM,"THU, Alibaba",None,https://mp.weixin.qq.com/s/FqzIE3wdM-nx5nocWfKWfA
新智元,2025-04-01 09:25:12,Runway Gen-4震撼上线，逼真场景暴击电影圈！好莱坞导演集体失业？,Runway Gen-4发布：AI驱动的电影场景生成技术,Runway近日推出Gen-4模型，标志着AI视频生成领域的重大进步。该模型在图像保真度、动态表现和可控性方面取得突破，允许创作者无需实景拍摄即可生成高质量的电影画面。Gen-4支持角色和场景的一致性，能够根据用户的提示生成连贯的故事情节和视觉效果，推动了媒体创作的新时代。其发布可能对电影行业产生深远影响。,Other,Other,None,https://mp.weixin.qq.com/s/KDe7N_esFOySgSka4xiDUw
新智元,2025-04-01 09:25:12,OpenAI要Open了！奥特曼开源首个推理模型，ChatGPT一小时暴增百万用户,OpenAI宣布开源首个推理模型并获得400亿融资,OpenAI近日宣布将在未来几个月开源自GPT-2以来的首款推理模型，旨在满足开发者和企业的需求。新模型将可在消费级硬件上运行，并预计采用MIT或Apache 2.0许可证。同时，OpenAI完成了400亿美元的融资，估值达到3000亿美元，成为私人科技公司单轮融资的历史纪录。此举标志着OpenAI在推动AI开放性和可访问性方面的重要一步。,LLM,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/one6SAuEEd1rWl-BjewWiw
量子位,2025-04-01 08:38:40,火热报名中 ‼️ 4月16日，就在北京，中国AIGC产业峰会等你来,中国AIGC产业峰会报名通知,文章通知读者中国AIGC产业峰会将于2025年4月16日在北京举行，目前正在火热报名中。峰会将聚焦人工智能生成内容（AIGC）领域的最新发展与应用，吸引行业内的专家与从业者参与交流与探讨。,Other,Other,None,https://mp.weixin.qq.com/s/UgmXehyY6mxcybEMwDj7hQ
量子位,2025-04-01 08:38:40,OpenAI重新开源！第一弹就推理模型，还不限制商用，“冲着DeepSeek来的”,OpenAI发布新推理模型并重启开源计划,OpenAI近日宣布将开源一个具备推理能力的大语言模型，并允许商用，这是自GPT-2以来的首次开源。与此同时，OpenAI完成了400亿美元的融资，估值达3000亿美元，成为科技企业融资新纪录的保持者。新模型的发布旨在收集开发者反馈，并与DeepSeek-R1竞争。ChatGPT用户增长迅速，显示出强劲的市场需求。OpenAI还计划在美国建立AI数据中心网络，以支持其技术扩展。,LLM,"OpenAI, Microsoft",Sam Altman,https://mp.weixin.qq.com/s/uG-5Sww-1vKdpNWK9_BlXQ
机器之心,2025-04-01 08:05:43,刚刚，奥特曼官宣开源：自GPT-2之后，我们要发首个带推理能力的开放权重模型,OpenAI宣布发布首个带推理能力的开放权重模型,OpenAI于2025年4月1日宣布将在未来几个月发布一款具备推理能力的开放权重语言模型，这是自GPT-2以来的首个此类模型。OpenAI希望通过与开发者和研究者的合作，最大化模型的应用潜力。该模型的开放权重将允许开发者在自己的硬件上运行和微调模型。安全性将是开发过程中的核心重点，OpenAI计划在发布前进行安全评估，并收集用户反馈以优化模型。,LLM,OpenAI,"Steven Heidel, Johannes Heidecke",https://mp.weixin.qq.com/s/OJGdMBgJeGLZmysQvzktIw
机器之心,2025-04-01 08:05:43,Runway最新视频模型Gen-4上线！保真度、一致性、可控性做到最强,Runway发布Gen-4视频生成模型，提升保真度与可控性,Runway近日推出了其最新的AI视频生成模型Gen-4，标志着在保真度、一致性和可控性方面的重大进步。与前代产品相比，Gen-4在生成动态视频时表现出更高的真实感和一致性，能够根据视觉参考和文本指令创建具有连贯主题的图像和视频。尽管面临版权诉讼风险，Runway仍计划在未来推出更多产品，并预计年收入将达到3亿美元。该技术可能对电影和电视行业产生深远影响。,Other,Other,None,https://mp.weixin.qq.com/s/RDUOox7hi5TkaGo8_gYw9A
