公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-10-14 02:18:45,卡帕西8000行代码手搓ChatGPT，成本仅100美元，训练12小时CORE表现超越GPT-2，手把手教程来了,卡帕西发布基于Rust的极简ChatGPT训练框架nanochat，成本约100美元,特斯拉前AI总监Andrej Karpathy推出nanochat项目，使用约8000行代码构建极简版ChatGPT训练与推理流水线。该项目基于Rust语言实现，支持从零开始训练Transformer大语言模型，成本约100美元，训练12小时后性能超越GPT-2。项目支持多项评测指标和强化学习，具备高效推理能力，旨在成为易读、易修改的统一技术栈，适合作为研究工具和教学项目，已在GitHub获得广泛关注。,LLM,Other,Andrej Karpathy,https://mp.weixin.qq.com/s/w0MpiJdRMzevQq5tQNXagA
量子位,2025-10-14 02:18:45,4399元起，vivo 2亿像素影像旗舰“大小王”亮相！旅行演唱会不用带相机,vivo X300系列搭载2亿像素蔡司影像系统与OriginOS 6 AI操作系统发布,vivo发布X300系列影像旗舰手机，搭载蔡司认证的2亿像素主摄及85mm APO超级长焦镜头，配备专业级防抖和多焦段高清拍摄能力。前置镜头支持蔡司5000万超清AF，具备全焦段运动人像抓拍和AI路人消除功能。系统方面，搭载重构的OriginOS 6 AI操作系统，实现多模态交互升级和智能AI通话等功能。该系列手机于2025年10月正式开售，主打旅行及演唱会拍摄体验。,Other,Other,,https://mp.weixin.qq.com/s/f7Im5ZQAivxZucvy9XElFA
新智元,2025-10-14 02:16:28,Karpathy「疯狂之作」：100美元、4小时，就能训练你自己的「小型GPT」,Karpathy发布开源项目nanochat，实现低成本快速训练小型ChatGPT,前特斯拉AI总监Karpathy推出开源项目nanochat，使用约8000行代码实现ChatGPT全流程训练。该项目仅需一台GPU、约4小时、约100美元成本，支持从数据准备到推理部署的完整流程。训练出的模型可进行对话、创作和基础推理，12小时训练即可超越GPT-2性能。nanochat旨在降低大语言模型研究门槛，推动AI技术民主化。,LLM,Other,Andrej Karpathy,https://mp.weixin.qq.com/s/QzDgJZGQD7PuNamHvzf9hQ
机器之心,2025-10-14 02:06:27,100美元、8000行代码手搓ChatGPT，Karpathy最新开源项目爆火，一夜近5k star,Andrej Karpathy发布低成本开源ChatGPT克隆项目nanochat,AI专家Andrej Karpathy推出了名为nanochat的开源项目，利用约100美元的云GPU资源和8000行代码，实现了从零开始训练和推理的ChatGPT克隆模型。该项目覆盖了分词器训练、预训练、微调及强化学习等完整流程，支持Web界面交互，并在多个基准测试中表现出色。Karpathy强调该模型适合学习和研究，尚不适合个性化应用，未来将作为教学和研究平台持续迭代。,LLM,Other,Andrej Karpathy,https://mp.weixin.qq.com/s/AfVRL9Vo3fqBeEYjxIUPxQ
机器之心,2025-10-14 02:06:27,NeurIPS 25 | GRPO进阶版来了，GVPO重构大模型后训练范式,GVPO: 大模型后训练的稳定高效策略优化方法,本文介绍了由作业帮团队与香港科技大学（广州）联合提出的GVPO（Group Variance Policy Optimization）方法，旨在解决GRPO训练中的不稳定和超参数敏感问题。GVPO通过避免重要性采样，实现了理论上的唯一最优解保证，并支持无约束采样分布的off-policy训练。该方法在多个数学推理基准测试中表现优异，显著提升了大语言模型的推理能力和训练稳定性，推动了大模型后训练范式的发展。,LLM,Other,"张恺晨, 洪煜中, 鲍军威, 蒋宏飞, 宋旸, 洪定乾, 熊辉",https://mp.weixin.qq.com/s/mhv0bo0PEB67jbUkZU3sXg
机器学习算法与自然语言处理,2025-10-14 01:03:34,ICLR2026惊现SAM3，分割一切的下一步：让模型理解「概念」,ICLR 2026论文介绍：SAM 3实现基于概念的可提示视觉分割,Meta发布的最新视觉分割模型SAM 3在ICLR 2026亮相，扩展了前作SAM 1和SAM 2的能力，实现了可提示概念分割（PCS）。该模型通过简单的名词短语或图像范例作为输入，能够在图像和视频中准确分割所有对应实例，显著提升了零样本分割性能和处理速度。SAM 3在多个公开基准上取得SOTA成绩，推动了视觉分割向理解语言提示的方向发展。,Other,Meta,,https://mp.weixin.qq.com/s/hrL6bvVtbNhUXjURM0G16Q
机器学习算法与自然语言处理,2025-10-14 01:03:34,前端危！Gemini3内测结果获网友一致好评，“有史以来最强前端开发模型”,谷歌Gemini 3内测表现及多模态前端开发能力分析,谷歌下一代旗舰模型Gemini 3在内测中表现出色，尤其擅长前端开发和SVG矢量图生成，具备强大的多模态能力。其采用MoE架构，拥有数万亿参数，支持超大上下文窗口和深度思考模式。在通用智力测试和复杂编程任务中表现优异，超越多款主流模型。预计正式发布于2025年10月22日，备受业界和网友期待。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/eqEPka01zE_Q2w0ixpgxWw
机器学习算法与自然语言处理,2025-10-14 01:03:34,开发LLM强化学习框架的心得,基于强化学习的LLM训练框架开发经验分享,本文分享了作者与团队共同开发大型语言模型（LLM）强化学习训练框架的心得体会，重点讨论了DPO与PPO算法的优劣、训练与推理引擎的资源管理、分卡策略及负载均衡方法。文章详细介绍了如何通过序列长度均衡分配计算资源以提升训练效率，并探讨了异步强化学习对算法稳定性与基础设施效率的影响。,LLM,Other,谭三爷,https://mp.weixin.qq.com/s/m1LiPIpKs0CLOoVdtGko1Q
机器学习算法与自然语言处理,2025-10-14 01:03:34,LLM协作告别文本形式：直接“脑对脑”，Cache-to-Cache实现语义瞬时传输,Cache-to-Cache实现大型语言模型间的直接语义通信,本文提出Cache-to-Cache（C2C）方法，实现大型语言模型（LLMs）间绕过文本的直接语义交流。通过将源模型的KV-Cache映射并融合进目标模型，C2C显著提升多模型协作的效率和性能，避免了传统文本通信的信息损失和延迟问题。实验验证了KV-Cache作为语义载体的丰富性及跨模型转换的可行性，为多LLM系统设计提供了新思路。,LLM,Other,,https://mp.weixin.qq.com/s/_c2UNv7ns41Qjxul4TXEaQ
新智元,2025-10-14 00:26:57,OpenAI官宣自研首颗芯片，AI界「M1时刻」九个月杀到！联手博通三年10GW,OpenAI联合博通自研AI加速芯片及算力部署计划,OpenAI宣布与博通合作，自主设计首颗AI定制加速芯片，计划于2026年下半年开始部署，至2029年底实现10GW算力规模。该芯片研发已秘密进行18个月，量产时间为9个月后。此举旨在摆脱对英伟达GPU的依赖，实现芯片、系统、模型和软件栈的闭环生态。OpenAI创始团队强调算力对AI性能的关键作用，并首次利用ChatGPT辅助芯片设计，推动AI算力自主可控。,LLM,OpenAI,"Sam Altman, Greg Brockman, Hock Tan",https://mp.weixin.qq.com/s/bALwlSGanX0QaSTQlRE0qQ
