标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
From Pixels to Words -- Towards Native Vision-Language Primitives at Scale,从像素到词汇——迈向大规模原生视觉-语言基础单元,16 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.14979v1,http://arxiv.org/abs/2510.14979v1,2510.14979v1,本文针对原生视觉-语言模型（VLMs）的发展难题，明确了其与传统模块化模型的本质区别及挑战，提出了构建原生VLM的指导原则。作者设计了NEO，一种基于这些原则的新型原生VLM，能够在统一的语义空间中有效融合图像和文本信息，兼具视觉与语言模块优势，并支持多模态的编码与推理。NEO在仅使用3.9亿图文数据的情况下，展现出与顶级模块化模型相当的性能。该工作为推动原生VLM的普及和可扩展性提供了重要基础，相关代码和模型已公开，促进了该领域的进一步研究。
Agentic Design of Compositional Machines,Agentic设计的组合式机器,16 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.14980v1,http://arxiv.org/abs/2510.14980v1,2510.14980v1,本文探讨了大型语言模型（LLMs）在复杂机械设计中的应用，提出通过组合标准部件来构建设备以完成特定功能。为此，作者开发了基于游戏Besiege的测试平台BesiegeField，实现了部件组装、物理仿真和任务评估。研究评估了当前主流LLMs在空间推理、策略组装和指令理解等方面的表现，发现其能力尚不足。为提升性能，作者尝试结合强化学习进行微调，并指出语言理解、机械设计与物理推理交叉领域的若干挑战。该工作为智能系统自动设计机械提供了新思路和实验基础。
Learning an Image Editing Model without Image Editing Pairs,无需图像编辑对的图像编辑模型学习,16 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.14978v1,http://arxiv.org/abs/2510.14978v1,2510.14978v1,本文提出了一种无需成对训练数据的新型图像编辑模型训练方法。通过在训练过程中展开扩散模型，并利用视觉-语言模型对编辑结果进行评估和反馈，模型能够根据自然语言指令优化编辑效果，同时保持图像内容不变。为保证生成图像的真实感，方法引入了分布匹配损失约束。实验结果表明，该方法在无监督条件下，性能可与依赖大量配对数据的传统模型相媲美，且优于部分基于强化学习的技术，展示了其在图像编辑领域的潜力和实用价值。
Ponimator: Unfolding Interactive Pose for Versatile Human-human Interaction Animation,Ponimator：基于交互姿态展开的多功能人际交互动画,16 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.14976v1,http://arxiv.org/abs/2510.14976v1,2510.14976v1,本文提出了Ponimator，一种基于近距离人际互动姿势的动画生成框架。该方法利用两种条件扩散模型，分别从时间和空间角度生成动态动作序列和合成互动姿势，支持从单一姿势或文本信息生成丰富的人际互动动画。Ponimator能够实现图像驱动的互动动画、反应动画及文本到互动的合成，促进高质量动作捕捉数据向开放场景的迁移。实验结果表明，该框架在多种数据集和应用中表现出良好的通用性和鲁棒性。
pi-Flow: Policy-Based Few-Step Generation via Imitation Distillation,pi-Flow：基于策略的少步生成通过模仿蒸馏,16 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.14974v1,http://arxiv.org/abs/2510.14974v1,2510.14974v1,本文提出了一种名为π-Flow的基于策略的流模型，用于提升少步生成模型的效率和质量。通过让学生模型预测一个无需额外网络计算的动态策略，π-Flow能够快速准确地完成生成过程中的细分步骤，避免了传统蒸馏方法中的复杂匹配和质量多样性权衡问题。该方法通过模仿教师模型的行为实现稳定训练，在多个大规模图像生成任务中表现出优越的生成质量和多样性，显著超过现有少步生成技术，展示了其在高效生成领域的潜力和优势。
Attention Is All You Need for KV Cache in Diffusion LLMs,Attention Is All You Need在扩散大语言模型中的KV缓存管理,16 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.14973v1,http://arxiv.org/abs/2510.14973v1,2510.14973v1,本文提出了一种名为Elastic-Cache的自适应缓存更新策略，旨在提升扩散大语言模型的解码效率和预测准确性。该方法通过智能判断何时及在哪些层刷新关键缓存，避免了传统方法中大量冗余计算，显著加快了推理速度。实验结果表明，Elastic-Cache在多个任务和模型上实现了4.8到45倍的加速，同时保持甚至提升了生成质量，展示了其在实际应用中推广扩散大语言模型的潜力。
TokDrift: When LLM Speaks in Subwords but Code Speaks in Grammar,TokDrift：当大语言模型用子词表达而代码用语法表达时,16 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.14972v1,http://arxiv.org/abs/2510.14972v1,2510.14972v1,本文提出了TokDrift框架，用于评估大型语言模型在代码处理中因子词(token)划分不一致带来的影响。当前模型采用基于统计的子词切分方法，忽视了代码的语法结构，导致语义相同的代码因格式差异被不同切分，从而显著影响模型表现。实验证明，这种问题主要源于模型早期的嵌入阶段。研究揭示了子词切分与代码语法不匹配是制约代码理解与生成准确性的关键因素，强调未来代码模型应引入语法感知的切分策略以提升可靠性。
"LLMs as Scalable, General-Purpose Simulators For Evolving Digital Agent Training",LLMs作为可扩展的通用模拟器用于进化数字智能体训练,16 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.14969v1,http://arxiv.org/abs/2510.14969v1,2510.14969v1,无法生成摘要。
RDD: Retrieval-Based Demonstration Decomposer for Planner Alignment in Long-Horizon Tasks,RDD：用于长时任务规划器对齐的基于检索的示范分解器,16 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.14968v1,http://arxiv.org/abs/2510.14968v1,2510.14968v1,本文针对长时间跨度的复杂操作任务，提出了一种基于检索的示范分解方法（RDD），用于自动将任务示范拆分为便于低层视觉运动策略执行的子任务。该方法通过对齐子任务的视觉特征与低层策略训练数据，避免了传统基于人工标注或启发式规则分割带来的偏差问题。实验结果表明，RDD在模拟和真实环境中均优于现有子任务分解方法，具有较强的适应性和鲁棒性。该研究推动了多层次视觉语言规划器在复杂任务中的实用性和性能提升。
Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents,基于信息增益的策略优化：一种简单有效的多轮LLM智能体方法,16 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.14967v1,http://arxiv.org/abs/2510.14967v1,2510.14967v1,本文提出了一种基于信息增益的策略优化方法（IGPO），旨在提升大型语言模型多轮交互中的学习效果。与传统仅依赖最终结果奖励的方式不同，IGPO通过衡量每轮交互中模型对正确答案概率的提升，提供密集且内在的奖励信号，解决了奖励稀疏和难以分配回报的问题。实验结果表明，该方法在多轮推理任务中显著提高了准确率和样本效率，展现出简单有效的优势。
Identity-Link IRT for Label-Free LLM Evaluation: Preserving Additivity in TVD-MI Scores,[翻译]Identity-Link IRT for Label-Free LLM Evaluation: Preserving Additivity in TVD-MI Scores,16 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.14966v1,http://arxiv.org/abs/2510.14966v1,2510.14966v1,本文提出了一种基于总变差距离互信息（TVD-MI）的无标签大语言模型评价方法，通过保持分数的可加性，采用恒等映射替代传统的非线性变换，实现更准确且高效的模型比较。该方法源自对熵最大化的理论推导，采用约束最小二乘优化，能有效处理边界饱和问题。在多个领域测试中，方法不仅显著减少了评价次数，还保持了模型排名的一致性和鲁棒性。研究表明，恒等映射更好地保留了TVD-MI的几何结构，适用于其他有界响应的评价场景。
ChangingGrounding: 3D Visual Grounding in Changing Scenes,[翻译]ChangingGrounding: 3D Visual Grounding in Changing Scenes,16 Oct 2025,Other,Other,http://arxiv.org/pdf/2510.14965v1,http://arxiv.org/abs/2510.14965v1,2510.14965v1,本文针对现实中场景不断变化的环境，提出了3D视觉定位的新挑战，强调利用过去观察信息和主动探索以实现高效定位。作者构建了首个相关基准ChangingGrounding，用以评估模型在动态场景中准确定位目标的能力。同时，提出了Mem-ChangingGrounder方法，通过结合跨模态检索和多视角信息融合，实现了无需额外训练的高效目标定位。实验结果显示该方法在准确性和探索成本上均优于现有方案。该工作推动了面向实际应用的记忆驱动3D视觉定位研究。
RainDiff: End-to-end Precipitation Nowcasting Via Token-wise Attention Diffusion,RainDiff：通过逐令牌注意力扩散实现端到端降水临近预报,16 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.14962v1,http://arxiv.org/abs/2510.14962v1,2510.14962v1,本文提出了一种名为RainDiff的降水短时预报方法，通过在扩散模型和时空编码器中引入逐令牌注意力机制，有效捕捉多尺度空间交互和时间演变特征。该方法避免了传统潜变量模型的复杂性和像素空间模型的高计算成本，实现了端到端的预报过程。实验结果表明，RainDiff在多个数据集上显著优于现有方法，具备更好的局部细节还原能力、泛化性和鲁棒性，提升了降水预报的准确性和实用性。
Efficient Parallel Samplers for Recurrent-Depth Models and Their Connection to Diffusion Language Models,用于递归深度模型的高效并行采样器及其与扩散语言模型的联系,16 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.14961v1,http://arxiv.org/abs/2510.14961v1,2510.14961v1,本文研究了具有递归深度的语言模型（即通过重复层次增加计算能力的模型）与扩散语言模型之间的联系。基于此，作者提出了一种新的扩散采样方法，加速模型生成过程。该方法在每次前向计算时生成新词，并通过递归并行优化词的潜在状态，显著提升生成效率。理论和实验证明，该采样器在相同计算资源下比传统自回归方法更具表现力，且无需额外调优即可在现有模型上实现最高5倍的速度提升。研究不仅为递归深度模型推理提供了高效并行方案，也揭示了其与扩散模型的本质关联。
