标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
PhysX: Physical-Grounded 3D Asset Generation,PhysX：基于物理的三维资产生成,16 Jul 2025,Embodied AI,Other,http://arxiv.org/pdf/2507.12465v1,http://arxiv.org/abs/2507.12465v1,2507.12465v1,本文提出了PhysX，一种面向物理属性的三维模型生成方法，旨在弥补现有三维生成技术忽视物理特性的不足。作者构建了首个包含尺寸、材质、功能等五大物理维度标注的三维数据集PhysXNet，并设计了基于视觉语言模型的人机协同标注流程以提升效率。同时，提出了PhysXGen框架，通过双分支结构将物理知识融入三维结构生成，实现了兼具真实几何形态和合理物理属性的三维资产合成。实验结果表明该方法在物理真实性和模型质量方面均具优势，有助于推动物理驱动的三维生成及其在仿真和智能体领域的应用。
CytoSAE: Interpretable Cell Embeddings for Hematology,CytoSAE：用于血液学的可解释细胞嵌入,16 Jul 2025,Other,Other,http://arxiv.org/pdf/2507.12464v1,http://arxiv.org/abs/2507.12464v1,2507.12464v1,本文提出了一种名为CytoSAE的稀疏自编码器，用于血液学中单细胞图像的解释性特征提取。该模型在超过4万张外周血细胞图像上训练，能够泛化到骨髓细胞等不同数据集，识别形态学相关的细胞特征，并经医学专家验证。CytoSAE还能生成患者和疾病特异性的细胞概念，帮助检测关键细胞及局部异常。在急性髓系白血病亚型分类任务中，CytoSAE表现出与现有方法相当的准确性，同时提供了细胞亚结构层面的可解释性，推动了医学图像分析的透明化。
MMHU: A Massive-Scale Multimodal Benchmark for Human Behavior Understanding,MMHU：大规模多模态人类行为理解基准,16 Jul 2025,Other,Other,http://arxiv.org/pdf/2507.12463v1,http://arxiv.org/abs/2507.12463v1,2507.12463v1,"本文提出了MMHU，一个大规模多模态基准数据集，旨在促进自动驾驶领域中对人类行为的理解。该数据集包含来自多种来源的丰富注释数据，包括人体动作、轨迹、行为意图及与驾驶安全相关的关键标签，共计57,000个动作片段和173万帧视频。通过引入人机协同的标注流程，MMHU为多项任务提供评测支持，如动作预测、生成及行为问答，推动了对复杂人类行为分析的系统评估和研究。"
Interpreting Radiologist's Intention from Eye Movements in Chest X-ray Diagnosis,基于眼动解读放射科医生在胸部X光诊断中的意图,16 Jul 2025,Other,Other,http://arxiv.org/pdf/2507.12461v1,http://arxiv.org/abs/2507.12461v1,2507.12461v1,本文提出了一种基于深度学习的方法RadGazeIntent，用于从放射科医生的眼动轨迹中解读其诊断意图。该方法通过处理眼动的时间和空间信息，将细粒度的注视数据转化为反映医生搜索目标的高层次表示。研究构建了三类带意图标签的眼动数据集，覆盖系统性搜索、不确定性探索及混合模式，验证了模型在预测医生关注病灶上的准确性，显著优于现有方法。该工作有助于深入理解医生的诊断行为，推动智能辅助诊断的发展。
Mitigating Object Hallucinations via Sentence-Level Early Intervention,通过句子级早期干预缓解对象幻觉的SENTINEL方法,16 Jul 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2507.12455v1,http://arxiv.org/abs/2507.12455v1,2507.12455v1,本文针对多模态大语言模型在生成文本时出现与视觉输入不符的虚假内容问题，提出了SENTINEL框架。该方法通过早期识别并干预虚假句子，利用自动筛选的高质量偏好样本进行训练，无需人工标注。实验表明，SENTINEL能显著降低虚假内容生成，超过90%的减少率，并在多个评测中优于现有方法，展示了其有效性和广泛适用性。相关资源已公开，便于后续研究和应用。
LLM-Based Config Synthesis requires Disambiguation,基于LLM的配置合成需要消歧义,16 Jul 2025,LLM,Other,http://arxiv.org/pdf/2507.12443v1,http://arxiv.org/abs/2507.12443v1,2507.12443v1,本文针对基于大型语言模型（LLM）的程序合成中用户意图模糊的问题进行研究，聚焦于网络配置中的路由策略和访问控制列表（ACL）合成。通过实测发现，复杂ACL中存在大量重叠，导致LLM难以自动判断操作优先级。为此，作者提出了一个名为Clarify的原型系统，结合一个“消歧模块”辅助用户明确意图，从而实现增量合成和验证配置。该方法有效解决了合成过程中因意图不清带来的歧义问题，提升了配置合成的准确性和实用性。
Characterizing State Space Model (SSM) and SSM-Transformer Hybrid Language Model Performance with Long Context Length,基于状态空间模型（SSM）与SSM-Transformer混合语言模型在长上下文长度下性能特征分析,16 Jul 2025,LLM,Other,http://arxiv.org/pdf/2507.12442v1,http://arxiv.org/abs/2507.12442v1,2507.12442v1,本文系统评估了状态空间模型（SSM）、传统Transformer及其混合模型在长上下文语言推理任务中的性能，重点关注消费级和嵌入式GPU上的实际表现。结果表明，SSM在处理超长序列（最高达22万标记）时表现优越，速度在长上下文下最高可达Transformer的4倍，尽管Transformer在短序列上稍快。研究还发现，SSM的核心计算部分占据大部分延迟，成为未来硬件加速的关键。该工作为边缘设备上的模型优化提供了实用指导，并计划开源相关评测工具，促进后续研究。
Describe Anything Model for Visual Question Answering on Text-rich Images,Describe Anything模型用于富文本图像的视觉问答,16 Jul 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2507.12441v1,http://arxiv.org/abs/2507.12441v1,2507.12441v1,本文提出了DAM-QA，一种基于Describe Anything Model（DAM）的视觉问答框架，专门针对包含大量文本信息的图像进行设计。通过整合图像多个区域的答案，DAM-QA能够更准确地提取和利用图像中的文本线索，从而提升问答性能。实验结果显示，DAM-QA在六个视觉问答数据集上均优于基础DAM模型，特别是在DocVQA上提升超过7个百分点，且参数更少，表现优于其他区域感知模型。该研究展示了区域描述模型在文本丰富图像问答中的潜力和实用价值。
EgoVLA: Learning Vision-Language-Action Models from Egocentric Human Videos,EgoVLA：基于第一人称人类视频学习视觉-语言-动作模型,16 Jul 2025,Embodied AI,Other,http://arxiv.org/pdf/2507.12440v1,http://arxiv.org/abs/2507.12440v1,2507.12440v1,本文提出了一种基于第一人称视角人类视频训练的视觉-语言-动作模型（EgoVLA），用于机器人模仿学习。通过预测人类手部动作并将其转换为机器人动作，模型克服了传统机器人数据采集受限于硬件规模的问题。作者设计了一个多样化的仿真基准测试，利用少量机器人示范对模型进行微调，显著提升了机器人双手操作任务的表现。研究展示了利用丰富的人类视频数据在机器人操作领域的潜力，推动了机器人学习的效率和多样性。
Design and Development of an Automated Contact Angle Tester (ACAT) for Surface Wettability Measurement,自动接触角测试仪（ACAT）的设计与开发用于表面润湿性测量,16 Jul 2025,Other,Other,http://arxiv.org/pdf/2507.12431v1,http://arxiv.org/abs/2507.12431v1,2507.12431v1,本文介绍了一种自动化接触角测试仪（ACAT）的设计与开发，旨在实现3D打印材料表面润湿性的高效、精准测量。该系统集成了机器人操作、精确液体分配及模块化软硬件控制，具备良好的重复性和安全性。ACAT由电气控制、软件管理和机械执行三大部分组成，符合工业安全标准，支持自动化高通量表征。该平台不仅提升了测试效率和可靠性，还为智能制造和新材料研发提供了坚实基础。
