公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
深度学习自然语言处理,2025-07-27 18:02:08,AAAI'26摘要提交后还能改吗？ -- 昨天的群已满，新群建立！没进的快~,关于AAAI 2026摘要提交及交流群的通知,本文通知读者关于AAAI 2026会议摘要提交后的修改情况及相关交流群的建立。由于原交流群人数已满，现新建交流群供未加入的人员扫码备注加入。文章主要为会议交流和组织信息提示，方便研究人员及时获取会议动态和参与讨论。,Other,Other,,https://mp.weixin.qq.com/s/LRVk1ff41ToEhbsH8XErSw
新智元,2025-07-27 17:12:39,CEO卷走24亿，二号员工血亏99%！30亿Windsurf梦碎内幕曝光,硅谷AI初创Windsurf收购风波及人才争夺战分析,Windsurf前CEO携带核心团队和24亿美元收益离开，导致员工股权大幅缩水。OpenAI曾计划以30亿美元收购Windsurf，但因创始人跑路和谈判破裂未果。谷歌DeepMind迅速挖走Windsurf高管团队，提供短时失效offer抢夺人才。最终，竞争对手Cognition收购Windsurf剩余部分，保障员工权益。硅谷AI人才争夺激烈，Meta与OpenAI等巨头出价高薪挖角，行业竞争加剧。,Other,"DeepMind, OpenAI, Meta","Varun Mohan, Prem Qu Nair, Sam Altman",https://mp.weixin.qq.com/s/_nFhN4eN21lajVDZ0VRFLA
新智元,2025-07-27 17:12:39,万亿美元新大陆！谁将主宰「人机共生」智能体经济时代？,多智能体协同驱动的人机共生智能体经济新形态研究,文章探讨了以多智能体协同为核心的人机共生智能体经济，强调数字身份、通信协议和数据容器三大核心要素对智能体经济发展的关键作用。通过分布式身份标识、统一通信协议和隐私保护的数据容器，智能体经济将推动产业效率提升和去中心化商业生态的形成，预示着万亿美元级的新经济市场的到来。,Agent,Other,,https://mp.weixin.qq.com/s/wjyElZz-aEMpxGbQ9k3yMw
量子位,2025-07-27 17:01:31,百元级硬件流畅运行百亿参数大模型！上交&本智激活开源端侧原生大模型,上海交通大学与本智激活发布端侧原生大模型SmallThinker，实现百元级硬件流畅推理百亿参数模型,上海交通大学IPADS研究所与初创公司本智激活联合推出端侧原生大模型SmallThinker系列，针对端侧设备算力、内存和存储限制设计创新架构，实现无需高端GPU即可快速推理。SmallThinker采用双层稀疏架构、专家路由前置和混合稀疏注意力机制，有效提升推理速度和内存效率。该模型已在HuggingFace开源，兼容多种推理框架和主流芯片，推动端侧AI应用发展。,LLM,Other,,https://mp.weixin.qq.com/s/Ckng6r6Z_fd-8vtC6xAgAQ
机器之心,2025-07-27 16:45:39,钛动科技发布首个全球营销 AI Agent，改写中国品牌出海「新叙事」,钛动科技发布全球营销AI Agent助力中国品牌出海,钛动科技推出首个全球营销AI Agent——Navos，利用产业大数据、多模态AI及出海营销场景，覆盖策划、内容生成、广告投放及数据优化等环节，提升中国品牌海外营销效率与效果。Navos基于大语言模型技术，结合钛动多年行业数据与经验，实现从创意到转化的一站式服务，助力企业完成从全球化到本地化的转变，突破语言文化壁垒，推动中国品牌国际化发展。,Agent,Other,"李述昊, 凯文・凯利",https://mp.weixin.qq.com/s/1vhbyjD2Yd1VjCdOFHECvQ
机器之心,2025-07-27 16:45:39,你的AI管家可能正在「拆家」？最新研究揭秘家⽤具⾝智能体的安全漏洞,基于视觉语言模型的家用具身智能体安全性评测基准IS-Bench研究,本文介绍了上海人工智能实验室与北京航空航天大学联合开发的IS-Bench评测基准，针对具身智能体在家庭环境中的安全隐患进行动态交互式评估。IS-Bench设计了150+高仿真安全风险场景，采用全过程实时追踪评估方法，揭示当前基于视觉语言模型的家务智能体安全完成率不足40%，存在显著安全风险。该研究推动了具身智能体安全评估范式的创新，提升了家用AI助手的安全保障能力。,Embodied AI,Shanghai AI Lab,"刘东瑞, 盛律, 邵婧",https://mp.weixin.qq.com/s/2tKt9DNrNRLD0NMnPpbSNw
机器之心,2025-07-27 16:45:39,ACL 2025｜驱动LLM强大的过程级奖励模型（PRMs）正遭遇「信任危机」？,ACL 2025：过程级奖励模型（PRMs）细粒度评估基准PRMBench及其性能分析,本文介绍了由复旦大学、苏州大学、上海人工智能实验室等机构联合提出的PRMBench，一个针对过程级奖励模型（PRMs）细粒度错误检测能力的多维度评估基准。研究发现现有PRMs在识别推理过程中的细微错误方面表现不足，整体性能低于人类水平，尤其在简洁性维度表现较弱。该基准为PRMs的改进和多步推理能力提升提供了重要参考。,LLM,Other,,https://mp.weixin.qq.com/s/O7Him3RNXO1xEsbUiZML9Q
AINLP,2025-07-27 15:33:05,辛顿上海演讲全文,Geoffrey Hinton关于大语言模型与人类智能的演讲解析,诺贝尔奖得主Geoffrey Hinton在WAIC上海开幕演讲中回顾了AI发展的两大范式——符号主义与连接主义，阐述了其早期模型对自然语言处理的贡献及其与现代大语言模型（如GPT）的联系。他强调人类语言理解与大语言模型在机制上的相似性，探讨了AI知识的数字复制优势及其“永生性”，并指出知识蒸馏技术的重要性。Hinton还警示了AI潜在的控制风险及其在医疗、教育等领域的应用前景。,LLM,OpenAI,"Geoffrey Hinton, 姚期智",https://mp.weixin.qq.com/s/qYGejSE9wPdVYPdfGZqtcw
AINLP,2025-07-27 15:33:05,WAIC2025|AI教父Hinton演讲.ppt,WAIC2025：Geoffrey Hinton关于智能范式与语言模型发展的演讲总结,本文总结了诺贝尔奖和图灵奖得主Geoffrey Hinton在2025世界人工智能大会上的演讲内容，涵盖符号主义与连接主义两种智能范式，语言模型的发展历程，以及数字智能与生物智能的差异。演讲还探讨了AI潜在风险及其应对策略，强调建立国际AI安全社群和训练AI向善的重要性。,LLM,Other,Geoffrey Hinton,https://mp.weixin.qq.com/s/Aj18AJ7YqruzXv-fHAU-Ew
AINLP,2025-07-27 15:33:05,SCAR: 于LLM SFT而言，“志同道合”的数据也可匹敌“千军万马”,基于风格一致性排序的少量数据大语言模型指令微调方法SCAR,本文提出了Style Consistency-Aware Response Ranking（SCAR）方法，通过识别和筛选风格一致的训练数据，实现了仅用0.7%的数据量即可达到甚至超过全量数据微调效果。该方法利用Linguistic Form和Instructional Surprisal两个文体因素构建奖励函数，优化数据筛选，显著提升了大语言模型指令微调的数据效率和性能。,LLM,Other,,https://mp.weixin.qq.com/s/YS8IFxBh7UXflVzBIsuUgA
