标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Scaling RL to Long Videos,将强化学习扩展到长视频的尺度化方法,Multimodal LLM,Other,https://arxiv.org/pdf/2507.07966,https://huggingface.co/papers/2507.07966,本文提出了一种基于强化学习的完整框架，有效提升视觉语言模型对长视频的理解和推理能力。作者构建了包含5.2万条高质量问答对的长视频数据集，设计了结合链式思维微调和强化学习的两阶段训练流程，并开发了专门支持长视频训练的高效并行计算系统。所提出的方法在多个长视频问答基准测试中表现优异，显著加速了训练过程，且随着视频长度增加，模型性能持续提升。该工作推动了视觉语言模型在复杂长视频推理领域的发展，并公开了相关训练工具，支持多模态和多模型的强化学习训练。,79
T-LoRA: Single Image Diffusion Model Customization Without Overfitting,T-LoRA：无过拟合的单图像扩散模型定制方法,Diffusion Model,Other,https://arxiv.org/pdf/2507.05964,https://huggingface.co/papers/2507.05964,本文提出了T-LoRA，一种针对单张图像定制扩散模型的低秩适应框架，旨在解决有限训练数据下的过拟合问题。通过引入基于扩散时间步的动态微调策略和正交初始化的权重参数化方法，T-LoRA有效减少了背景和位置偏差的影响，提升了生成图像的概念一致性和文本对齐度。实验结果表明，T-LoRA在数据稀缺和资源受限的场景中优于现有方法，展示了其在个性化扩散模型中的应用潜力。,76
"Traceable Evidence Enhanced Visual Grounded Reasoning: Evaluation and
  Methodology",可追踪证据增强的视觉基础推理：评估与方法论,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2507.07999,https://huggingface.co/papers/2507.07999,本文提出了TreeBench，一种针对视觉推理能力的诊断基准，重点评估模型对复杂场景中细微目标的感知、可追踪的证据定位以及多层次对象关系的推理能力。基于高密度物体图像和专家标注，TreeBench包含405个高难度视觉问答对，现有先进模型表现均未超过60%准确率。此外，作者设计了TreeVGR训练方法，结合强化学习同时监督定位与推理，显著提升多项视觉推理任务的性能，验证了可追踪证据在视觉推理中的关键作用。该工作为视觉推理模型的评估和改进提供了重要工具和思路。,33
"OST-Bench: Evaluating the Capabilities of MLLMs in Online
  Spatio-temporal Scene Understanding",OST-Bench：评估多模态大语言模型在在线时空场景理解中的能力,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2507.07984,https://huggingface.co/papers/2507.07984,本文提出了OST-Bench，一个针对多模态大语言模型（MLLM）在线时空场景理解能力的新基准。与传统基于固定视频的离线评测不同，OST-Bench模拟智能体在动态探索环境时，逐步获取信息并结合历史记忆进行空间推理，更贴近现实场景感知需求。基于ScanNet、Matterport3D和ARKitScenes构建的1.4千场景和1万条问答数据，评测显示现有模型在复杂时空推理和长时记忆检索任务上表现不足，准确率随探索时间和记忆增长显著下降。该工作揭示了在线时空理解的核心挑战，为后续研究提供了有价值的资源和方向。,27
"Multi-Granular Spatio-Temporal Token Merging for Training-Free
  Acceleration of Video LLMs",用于无训练加速视频大语言模型的多粒度时空Token合并方法,Multimodal LLM,Other,https://arxiv.org/pdf/2507.07990,https://huggingface.co/papers/2507.07990,本文提出了一种无需训练的时空令牌合并方法（STTM），旨在提高视频大语言模型的计算效率。该方法通过利用视频中局部的空间和时间冗余，先将每帧分解为多层次的空间令牌，再沿时间维度进行有针对性的合并，有效减少了令牌数量。实验证明，STTM在多个视频问答基准测试中优于现有方法，能在保持较高准确率的同时实现2至3倍的加速。此外，STTM支持跨问题复用缓存，进一步提升实用性，显著推动了视频理解模型的高效应用。,22
PyVision: Agentic Vision with Dynamic Tooling,PyVision：具备动态工具能力的智能视觉系统,Agent,Shanghai AI Lab,https://arxiv.org/pdf/2507.07998,https://huggingface.co/papers/2507.07998,本文提出了PyVision，一种交互式多轮框架，使多模态大模型能够自主生成、执行和优化基于Python的视觉推理工具。相比传统依赖固定流程和静态工具的方法，PyVision通过动态创建任务定制工具，实现了更灵活且可解释的问题解决能力。在多个视觉基准测试中，PyVision显著提升了模型性能，表明动态工具生成推动了视觉推理向更自主智能的方向发展。,18
"Geometry Forcing: Marrying Video Diffusion and 3D Representation for
  Consistent World Modeling",Geometry Forcing：融合视频扩散与3D表示以实现一致的世界建模,Diffusion Model,"Microsoft, THU",https://arxiv.org/pdf/2507.07982,https://huggingface.co/papers/2507.07982,本文提出了一种名为Geometry Forcing的方法，旨在增强视频扩散模型对三维几何结构的理解能力。通过将模型中间表示与预训练的几何基础模型特征进行对齐，方法引入了角度一致性和尺度一致性的约束，促使模型捕捉潜在的三维信息。实验结果表明，该方法在基于摄像机视角和动作条件的视频生成任务中显著提升了生成视频的视觉质量和三维一致性，推动了视频生成技术向更真实、连贯的三维世界建模方向发展。,16
"LangSplatV2: High-dimensional 3D Language Gaussian Splatting with 450+
  FPS",LangSplatV2：基于高维3D语言高斯散点的450+ FPS实时处理,Multimodal LLM,Other,https://arxiv.org/pdf/2507.07136,https://huggingface.co/papers/2507.07136,本文提出了LangSplatV2，一种高效的三维语言高斯散点方法，显著提升了3D文本查询的速度和准确性。通过将高斯点视为全局字典中的稀疏编码，LangSplatV2摒弃了复杂的解码器，采用稀疏系数场和CUDA优化，实现了高维特征的快速渲染。实验表明，该方法在保持甚至提升查询精度的同时，查询速度提升了40倍以上，达到了实时性能，推动了语言与复杂三维场景交互技术的发展。,14
Skip a Layer or Loop it? Test-Time Depth Adaptation of Pretrained LLMs,跳过一层还是循环使用？预训练大语言模型的测试时深度自适应,LLM,Other,https://arxiv.org/pdf/2507.07996,https://huggingface.co/papers/2507.07996,本文提出了一种基于预训练大型语言模型的动态深度适应方法，通过灵活跳过、重复或重新组合模型层，针对每个测试样本构建定制化的网络结构。该方法利用蒙特卡洛树搜索自动寻找最优层组合，实现了推理效率和准确性的提升。实验证明，对于大多数正确预测样本，可以用更浅的结构加速推理；对于部分错误预测样本，调整层组合则能显著提升性能。研究揭示了固定深度结构在多样化输入上的局限性，展示了测试时动态调整模型深度以增强泛化能力的潜力。,12
"A Survey on Long-Video Storytelling Generation: Architectures,
  Consistency, and Cinematic Quality",长视频故事生成综述：架构、一致性与电影质量,Other,Meta,https://arxiv.org/pdf/2507.07202,https://huggingface.co/papers/2507.07202,本文综述了当前长视频故事生成领域的研究进展，重点分析了视频生成模型在生成超过16秒长视频时面临的角色一致性、场景布局和运动连贯性等挑战。通过系统研究32篇相关论文，作者总结了实现多角色、多场景长视频生成的关键架构和训练策略，提出了一个全新的方法分类体系，并通过对比表格展示了各方法的设计特点和性能表现。该工作为推动高质量、叙事连贯的长视频生成提供了重要参考和指导。,10
