公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-12-07 01:00:23,谷歌：全栈AI之王,谷歌全栈AI战略及Gemini 3多模态模型分析,本文介绍了谷歌通过全栈AI战略实现技术突破，重点分析了其最新发布的Gemini 3多模态模型和第七代TPU芯片。谷歌通过垂直整合基础设施、研究、模型及产品，重塑了AI技术生态，提升了推理能力和多模态处理水平，显著增强了市场竞争力。文章还回顾了TPU的诞生背景及其对谷歌AI业务的支撑作用。,Multimodal LLM,Other,Sundar Pichai,https://mp.weixin.qq.com/s/Eu9b0XsUSeacqMZo_oGBag
AINLP,2025-12-07 03:59:17,State of AI 2025：OpenRouter真实世界LLM使用情况报告-百万亿级Token实证研究英中对照版.PDF,OpenRouter平台2025年大语言模型真实使用情况报告,基于OpenRouter平台超过100万亿Token的真实调用数据，本报告分析了大语言模型在现实世界中的使用模式。开源模型主要用于角色扮演和创意生成，闭源商用模型则侧重代码生成与推理任务。推理模型已成为主导力量，推动AI从文本生成向多步骤推理与工具调用转变。开源模型使用量快速增长，多模型混合使用成为常态，且学术benchmark与实际使用存在显著差异，反映了AI应用的多样化与个性化趋势。,LLM,"OpenAI, Meta",,https://mp.weixin.qq.com/s/Ishu0yLse_hddyVaYoCfvw
老刘说NLP,2025-12-07 03:49:05,大模型如何用于挖掘电商意图并构建知识图谱？FolkScope及COSMO两个方案,基于大模型的电商意图挖掘与知识图谱构建：FolkScope与COSMO方案解析,本文介绍了两种基于大模型的电商意图知识图谱构建方案——FolkScope和COSMO。FolkScope通过大模型生成意图断言并结合人机协同标注，构建包含丰富用户购买意图的知识图谱，增强推荐系统表现。COSMO基于亚马逊用户行为日志，结合搜索-购买和共购行为，构建覆盖多品类的大规模电商常识知识图谱，并应用于搜索导航等场景。两者均通过融合结构化行为数据与文本信息，解决了传统电商知识图谱忽视用户意图的问题。,LLM,Amazon,,https://mp.weixin.qq.com/s/uDt24ydp1rTAZv2AjU-2eQ
新智元,2025-12-07 03:30:30,奥特曼仓促亮剑GPT-5.2！一张图爆火全网，全面碾压Gemini 3,OpenAI提前发布GPT-5.2以应对谷歌Gemini 3的竞争,面对谷歌Gemini 3在多项基准测试中的领先表现，OpenAI宣布进入“红色警戒”状态，提前发布GPT-5.2以应对竞争。尽管网络上流传的测试分数存在争议，GPT-5.2的发布显示出OpenAI试图重夺市场领先地位的紧迫态度。谷歌凭借其生态系统优势持续扩展用户基础，AI领域正从单一领导者格局转向多方竞逐，未来竞争将更加激烈。,LLM,OpenAI,,https://mp.weixin.qq.com/s/VXfyiMdW1bwYt7Uhsi_2lA
新智元,2025-12-07 03:30:30,比996更高效！夫妻合伙人不「下班」，狂赚$4700万,AI创业夫妻合伙人模式及其高效工作生活融合探析,本文报道了AI初创公司Serval的CEO Jake Stauch与COO Tatiana Birgisson夫妻档创业故事。他们打破传统的工作与生活边界，选择高度融合的工作生活模式，凭借双核驱动和无缝沟通实现了高效运营，成功获得4700万美元融资。文章探讨了Tatiana从坚持职业独立到理性选择共同创业的转变及其对创业效率的积极影响，展示了夫妻合伙人在AI创业中的独特优势。,Other,Other,"Jake Stauch, Tatiana Birgisson",https://mp.weixin.qq.com/s/Ji_MUJropqdVUIGSCC2XbA
AI研究前瞻,2025-12-07 03:01:35,12.5-1|Qwen3-VL技术报告，跨模态长上下文；视频差异描述；视频图像统一跨模态推理模型；交互式长期记忆视频世界模型,Qwen3-VL视觉-语言多模态大模型技术报告,本文介绍了腾讯Qwen团队开发的Qwen3-VL模型，该模型支持超长上下文（最高256K tokens）和多模态输入（文本、图像、视频），通过交错多维旋转位置编码、DeepStack多层视觉特征融合及文本时间戳编码等创新技术，实现了高效的跨模态空间-时间对齐和推理能力。模型在文本理解、多模态推理及长视频处理任务中表现优异，展示了多任务、多语言、多模态场景下的强大泛化能力和鲁棒性。,Multimodal LLM,Tencent,,https://mp.weixin.qq.com/s/GplVAV4cOsTKZHKyysHG6A
AI研究前瞻,2025-12-07 03:01:35,12.5-2|测试时缩放的反探索，无效动作约束；预训练强化学习；强化学习工具增强的空间推理；通过代码生成进行图像处理,基于测试时缩放的反探索机制提升视觉语言动作模型推理稳定性,本文提出了一种名为TACO的测试时反探索框架，通过伪计数估计器约束视觉语言动作模型（VLA）在推理阶段的动作采样，抑制无效动作模式干扰，提升模型推理的稳定性和任务成功率。该方法无需参数更新，结合高效的特征搜索和缓存机制，在多个仿真和现实机器人任务中显著提升性能和效率，验证了其广泛适用性和理论合理性。,Embodied AI,Other,,https://mp.weixin.qq.com/s/KcuGKjsVh9iFmQBWEQvd-Q
AI研究前瞻,2025-12-07 03:01:35,12.5-3|视觉生成prompt设计推理时扩展；逆向表示对齐策略增强正规化流；多步骤菜谱生成框架,推理时刻扩展中的视觉生成提示设计与多模态对齐策略研究,本文提出了PRIS框架，通过细粒度的元素级事实校正（EFC）验证器，实现推理时刻提示设计的联合扩展，提升文本到视觉生成中提示与生成内容的对齐度。该方法通过跨样本共性失败模式识别，迭代重写提示，有效增强了文本到图像及文本到视频生成的控制力和质量。实验结果显示，PRIS在多个权威基准上优于传统方法，且与现有视觉扩展技术兼容，展示了良好的扩展性和实用价值。,Multimodal LLM,Meta,,https://mp.weixin.qq.com/s/_hsmPe0VpT3EFdjG7FyMNg
AI研究前瞻,2025-12-07 03:01:35,12.5-4|边缘端AI模型协同设计与优化：NPU推理的VLM模型设计硬件-模型协同设计,面向NPU推理的视觉-语言模型硬件-模型协同设计与优化,本文提出AutoNeural，一种针对神经处理单元（NPU）优化的视觉-语言模型架构，采用MobileNetV5风格的深度可分离卷积和基于状态空间模型与Transformer混合的语言骨干，实现高效量化与低延迟推理。通过定制量化感知微调和混合精度训练，在Qualcomm SA8295P NPU上实现了14倍推理加速和7倍量化误差降低，显著提升边缘设备多模态推理性能，推动智能驾驶舱等车载应用的实用化。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/soKw-cYMy5Feev85VHUvlg
机器之心,2025-12-07 02:51:49,M系列芯片一号人物准备离开，苹果高管流失正在失控,苹果高管变动与人工智能战略调整分析,近期苹果公司经历多位高管离职，包括负责机器学习与AI战略的John Giannandrea、设计总监Alan Dye及硬件技术高级副总裁Johny Srouji。苹果AI部门结构调整，人工智能副总裁Amar Subramanya加入，AI部门归属软件工程。高管流失反映苹果在AI领域发展保守，面临人才流失和战略转型压力。CEO蒂姆·库克或将卸任，接班人计划启动，标志苹果进入新一轮变革期。,Other,"Meta, OpenAI","John Giannandrea, Amar Subramanya, Johny Srouji, Tim Cook",https://mp.weixin.qq.com/s/ueiNyPJMFSScekhabVI5UA
机器之心,2025-12-07 02:51:49,两个LLM互相对线，推理能力起飞：康奈尔团队发布大模型版类GAN训练法,康奈尔大学提出PasoDoble：基于类GAN训练的大语言模型推理能力提升方法,康奈尔大学计算机系团队提出PasoDoble，一种面向大型语言模型的类GAN训练框架，通过对抗式训练两个模型——Proposer生成高难度问题，Solver尝试解答，实现无监督推理能力提升。该方法利用数学预训练语料和离线训练缓解训练不稳定性，显著提升模型在数学任务上的准确率，展现出优于现有方法的持续改进能力。,LLM,Other,"张正鑫, 黄诚瑜, 李奡翀, Claire Cardie",https://mp.weixin.qq.com/s/uUaYPN7WAGsGR0y8n1nK-Q
包包算法笔记,2025-12-07 06:36:29,理解 RL学习的本质！大模型如何同时学习新技能和避免灾难性遗忘？,强化学习在大语言模型中的能力边界与优化偏差分析,本文综述了近期关于强化学习（RL）在大语言模型（LLM）中的应用研究，指出RL训练并未拓展模型的内在能力边界，而是提高了搜索效率并收窄了解决路径范围，导致模型在某些任务上表现偏科。文章分析了RL训练中存在的参数更新局部化现象及其优化偏差，探讨了RL与蒸馏学习的不同效果，并提出未来需平衡探索与利用以提升模型性能。研究涉及清华LEAP实验室及Meta的相关工作，表明该领域尚无定论，需更细化能力分类和实验验证。,LLM,"THU, Meta",,https://mp.weixin.qq.com/s/1qZKQyK_6rwUwrM6J2RH_w
包包算法笔记,2025-12-07 06:36:29,纯干货！工业场景下，LLM Agent RL的一些实践感悟,工业场景下大语言模型Agent强化学习的实践经验总结,本文总结了作者在工业环境中进行大语言模型Agent强化学习训练的实践经验，重点强调了训练稳定性、环境与奖励设计的重要性，以及工具调用监控和reward hacking问题。文章还探讨了不同模型规模下的训练策略、RL grokking现象及资源利用优化，旨在为大规模Agent RL训练提供实用指导和思考。,Agent,Other,,https://mp.weixin.qq.com/s/miF3trBDdEH7j1BmlVJfHA
新智元,2025-12-07 05:38:43,谷歌祭出Transformer杀手，8年首次大突破！掌门人划出AGI死线,谷歌DeepMind发布Titans架构，推动AGI发展进程,谷歌DeepMind在NeurIPS 2025大会上推出了融合RNN与Transformer优势的Titans架构，显著提升了大规模上下文处理能力。DeepMind CEO Hassabis预测AGI将在2030年前实现，但需1-2次类似Transformer的重大突破。Hassabis强调多模态融合、世界模型和智能体的可靠应用是未来关键，指出当前大语言模型仍缺乏持续学习和多步推理等能力，AGI实现仍面临技术和安全挑战。,AGI,DeepMind,Demis Hassabis,https://mp.weixin.qq.com/s/2RYtqVeyIIo5UNADWRyusg
新智元,2025-12-07 05:38:43,神秘模型Grok 4.20 AI炒股夺冠！只有它赚钱，吊打Gemini 3和GPT-5.1,Grok 4.20模型在Alpha Arena美股实盘交易中表现优异,在Alpha Arena 1.5赛季美股实盘交易中，xAI的Grok 4.20模型以12.11%的正收益击败了GPT-5.1、Gemini 3.0 Pro等顶尖AI模型。其优势在于实时访问并分析X平台的海量推文数据，精准捕捉市场情绪，实现高效交易决策。此次比赛展示了AI在金融交易领域的强大潜力，尤其是在复杂市场环境下的表现和对手策略的预判能力。,Agent,Other,Elon Musk,https://mp.weixin.qq.com/s/lcDIv19o4PTxojlNSYSx6w
新智元,2025-12-07 05:38:43,Gemini手搓3D粒子特效，体验现实版钢铁侠,基于Gemini平台的零编程门槛3D粒子交互系统开发及其技术分析,本文介绍了Gemini 3平台在无需编程基础下，通过简单提示词实现实时交互3D粒子系统的创新应用，支持摄像头手势控制粒子缩放与扩散，展示了Canvas和AI Studio两大工具在3D交互创作中的优势。文章重点分析了Canvas的实时渲染环境、代码局部修复及多模态反馈机制，以及AI Studio的超长上下文支持和系统指令功能，体现了复杂3D交互内容创作门槛的显著降低。,Embodied AI,Other,,https://mp.weixin.qq.com/s/GzopWDNHJ0hxo5INM-KX6w
量子位,2025-12-07 04:32:20,跨境电商的疑难杂症，被1688这个AI全包了...,1688平台基于AI智能体优化跨境电商选品与采购流程的应用研究,阿里巴巴旗下1688平台通过推出跨境电商AI智能体遨虾，利用大模型和Agentic Mode技术，实现选品、采购等复杂环节的自动化和智能化。AI能够快速筛选商品、分析市场供需、匹配供应商，大幅提升跨境电商的效率和准确性，降低人工成本，推动B2B供应链数字化转型。,Agent,Alibaba,,https://mp.weixin.qq.com/s/FhtIV172qXPVt2mRP459bA
量子位,2025-12-07 04:32:20,苹果芯片主管也要跑路！库克被曝出现健康问题,苹果芯片主管Johny Srouji拟离职引发高管动荡与库克健康传闻,苹果硬件技术高级副总裁Johny Srouji，苹果自研芯片项目的重要负责人，传出拟离职并可能加入其他公司，成为本月第四位离职的苹果高管。此前，苹果AI负责人John Giannandrea和首席UI设计师Alan Dye也已离开，后者转投Meta。库克正积极挽留Srouji，甚至考虑提拔其为CTO。与此同时，库克本人被曝可能存在健康问题。苹果高管变动引发外界对未来领导层和CEO继任的关注。,Other,Meta,"Johny Srouji, Tim Cook, John Giannandrea, Alan Dye, John Ternus",https://mp.weixin.qq.com/s/2ltl5wJKfhK6KEdnx6HLng
量子位,2025-12-07 04:32:20,Agent微调复活？英伟达开源8B新模型带飞GPT-5：在HLE狂卷37分，还把成本打下来,英伟达发布Orchestrator-8B：基于Agent微调的多工具协同模型提升复杂任务效率,英伟达与香港大学研究团队提出Orchestrator-8B模型，通过强化学习微调一个8B参数的小模型作为指挥家，协调代码解释器、网络搜索及更强大模型等工具协同工作，实现更高准确率和更低计算成本。在多项复杂任务测试中，Orchestrator-8B超越GPT-5，且成本仅为其三成。该方法有效解决了多智能体系统中的自增强和盲目调用偏见，提升了系统的稳定性和用户偏好对齐能力，适用于企业多场景应用。,Agent,Other,,https://mp.weixin.qq.com/s/AuFGz3jTQZU29MZRNGqgyA
量子位,2025-12-07 04:32:20,下周三！量子位的这件大事就要来了｜MEET2026,MEET2026智能未来大会预告及重点议题介绍,MEET2026智能未来大会将于下周举办，汇聚清华大学、智源研究院等学术界专家及百度、小米、谷歌云等产业界领军企业。大会聚焦大语言模型、多模态、具身智能、自动驾驶、云计算等前沿AI技术，重点探讨GenAI与Agent的实际应用与发展。会议还将发布2025年度AI十大趋势报告和人工智能年度榜单，助力行业从技术热潮走向实际影响。,Agent,Other,"张亚勤, 孙茂松, 王仲远, 韩旭",https://mp.weixin.qq.com/s/2SEsXOIo_X1-TUboRSOMlQ
