公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-06-04 08:39:15,开源版设计师Cursor登顶GitHub Trending狂揽1.3W星(Next.js+TailwindCSS),Onlook：面向设计师的开源视觉优先Next.js+TailwindCSS代码编辑器,Onlook是一款专为设计师打造的开源代码编辑器，支持Next.js和TailwindCSS，结合视觉化操作和AI辅助开发，实现设计与代码的无缝衔接。其功能包括快速创建项目、Figma风格的UI编辑、实时代码联动及AI驱动的开发体验，旨在为设计师和开发者提供灵活免费且高效的工具，促进快速原型设计和团队协作。,Other,Other,,https://mp.weixin.qq.com/s/b8wrzr93SefLrIS2Jx9rGw
量子位,2025-06-04 08:17:38,ChatGPT普通会员能用编程神器Codex了！支持联网，奥特曼：更多更新在路上,ChatGPT普通会员开放Codex编程工具并支持联网功能升级,OpenAI宣布ChatGPT的编程工具Codex现已向Plus会员开放，新增联网访问功能以支持安装依赖和运行外部测试，尽管默认关闭以保障安全。同时，ChatGPT的记忆功能也向免费用户开放，支持结合近期对话提供个性化回复。此次更新提升了用户体验并预示更多功能即将推出。,Agent,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/T2Xxw7mNdDH5O0yx5_Ewjw
量子位,2025-06-04 08:17:38,超越GPT-4o！华人团队新框架让Qwen跨领域推理提升10%，刷新12项基准测试,基于强化学习的General-Reasoner框架提升Qwen跨领域推理性能,来自加拿大滑铁卢大学与TikTok新加坡的华人团队提出了General-Reasoner训练框架，通过构建大规模多领域推理数据集WebInstruct-Verified和生成式答案验证器General-Verifier，显著提升了Qwen系列模型的跨领域推理能力。在12项基准测试中，模型准确率提升约10%，部分指标超越GPT-4o，展示了强化学习在复杂跨领域推理任务中的潜力。,LLM,ByteDance,,https://mp.weixin.qq.com/s/GDe5Dm17ekCCbUwKO475iA
量子位,2025-06-04 08:17:38,让AI像人类一样认知真实世界！UCLA谷歌强强联手，长时记忆+3D空间理解超越基线16.5%,基于长时记忆与3D空间理解的具身智能体模型及评估基准,加州大学洛杉矶分校与谷歌研究团队提出3DLLM-MEM模型及3DMEM-BENCH基准，解决AI在复杂3D环境中长时记忆与空间理解的难题。该模型采用双记忆架构和动态更新机制，实现对多房间任务中时空信息的有效管理，显著提升任务成功率和时空推理能力，实验中成功率较基线提升16.5%。该研究推动具身智能领域在认知地图构建和记忆调用上的进展。,Embodied AI,Other,,https://mp.weixin.qq.com/s/Vv8VtTUtCx0wH1aG5Ig-Pg
机智流,2025-06-04 08:16:01,"OpenAI CodeX支持联网并向Plus用户开放,同时推出轻量化记忆功能，火热AI之夏🔥",OpenAI CodeX联网功能及轻量化记忆功能发布,OpenAI宣布其CodeX模型现已支持联网功能，并向Plus用户开放使用。同时，OpenAI推出了轻量化记忆功能，提升模型的持续交互能力。这些更新标志着AI应用的进一步实用化和用户体验的优化，推动了大语言模型技术的发展。,LLM,OpenAI,,https://mp.weixin.qq.com/s/V9t3U3C-vZ1Ez65yAG851A
机智流,2025-06-04 08:04:53,谷歌Gemini Research 全栈开源(React+Vite+LangGraph),基于Google Gemini模型的全栈智能研究对话AI开源项目介绍,本文介绍了Gemini Fullstack LangGraph Quickstart项目，该开源全栈应用结合React前端与LangGraph驱动的智能后端，基于Google Gemini模型实现动态搜索、知识整合及带引用的答案生成。项目支持快速开发和生产部署，集成Google Search API进行网页研究，并通过模型反思与迭代优化搜索结果，提升回答的准确性和完整性。,LLM,Other,,https://mp.weixin.qq.com/s/Iiabo893jHeYJCwGm_4CFg
NLP工作站,2025-06-04 01:10:25,小米MiMo-VL VS 千问Qwen2.5-VL | 多模态模型实测,小米MiMo-VL与千问Qwen2.5-VL多模态模型性能对比实测,本文对小米开源的多模态理解大模型MiMo-VL-7B与千问Qwen2.5-VL-7B进行了实测对比。测试涵盖表格识别、数学题解答及手写体OCR识别等任务，结果显示MiMo-VL-7B的Think版本整体表现优于Qwen2.5-VL-7B，但在手写体OCR任务中表现较差。不同训练版本（SFT与RL）及思考策略（Think与No-Think）对模型性能影响显著，结论具有一定的样本依赖性，欢迎进一步讨论。,Multimodal LLM,Other,刘聪,https://mp.weixin.qq.com/s/ugwaMOlIQR1auKm3KMdWjg
智药邦,2025-06-04 00:08:55,J Med Chem｜计算药物发现中的苗头化合物识别：工业界视角,计算药物发现中的苗头化合物识别：工业界视角综述,本文综述了计算方法在药物发现中苗头化合物识别的应用，重点介绍了虚拟筛选（VS）技术及其在超大型化学库中的实践。文章分析了不同靶点类别的挑战、化合物库选择及筛选方法的优势与限制，探讨了结构基和配体基虚拟筛选的策略及最新算法进展，强调了算力提升和深度学习对该领域的推动作用。,AI4Science,Other,,https://mp.weixin.qq.com/s/jUe_SCdVAwz7lX3qozyqJA
智药邦,2025-06-04 00:08:55,Nat Med｜英矽智能发布由AI赋能研发的抗特发性肺纤维化候选药物IIa期临床研究结果,英矽智能基于AI发现的抗特发性肺纤维化药物Rentosertib IIa期临床研究结果,英矽智能利用生成式AI平台Pharma.AI发现的小分子药物Rentosertib在治疗特发性肺纤维化的IIa期临床试验中显示出良好的安全性和剂量依赖性肺功能改善。研究发表于《自然·医学》，并在2025年美国胸科学会年会上展示。探索性生物标志物分析支持Rentosertib的抗纤维化及抗炎作用，验证了AI发现的新靶点TNIK的生物学机制，展示了AI在药物研发中的应用潜力。,AI4Science,Other,Alex Zhavoronkov,https://mp.weixin.qq.com/s/U8FNQ3RZOQZdV6HvBQmYdA
智药邦,2025-06-04 00:08:55,AI+生物制造｜未名拾光完成近亿元人民币战略轮融资，欧莱雅与纳爱斯共同投资,未名拾光完成近亿元战略融资，推动AI驱动的生物制造在美妆行业应用,未名拾光作为中国领先的AI+生物技术创新企业，完成近亿元人民币战略轮融资，获得欧莱雅集团与纳爱斯集团的投资与战略合作。公司通过构建全球最大生物活性物数据库及AI驱动研发平台，实现美妆原料的高效发现、评价与可持续生产，显著提升研发效率并降低成本，推动中国美妆原料研发进入智能制造新时代。,AI4Science,Other,"赵亚冉, Barbara Lavernos",https://mp.weixin.qq.com/s/LXhY_h29O-Pm6QGWYg878Q
CAAI认知系统与信息处理专委会,2025-06-03 23:34:09,Science Robotics 通过先进的储能技术实现机器人的动物耐力,基于先进储能技术提升机器人的动物级续航能力研究,本文介绍了机器人续航能力的关键挑战，特别是当前锂离子电池能量密度远低于动物脂肪储能。通过分析Spot机器狗的续航限制，研究提出利用新型电池化学如金属空气电池，实现类似动物代谢的能量循环机制。该方法有望显著提升机器人储能能力，推动机器人在搜救和勘探等领域的应用扩展。,Embodied AI,Other,"Yichao Shi, James H. Pikul",https://mp.weixin.qq.com/s/KAOKtG2d1iqtBxUehlLu-g
DrugAI,2025-06-03 23:01:49,Nat. Med. | 英矽智能发布由AI赋能研发的抗特发性肺纤维化候选药物IIa期临床研究结果,英矽智能AI驱动的抗特发性肺纤维化药物Rentosertib IIa期临床研究结果发布,英矽智能利用生成式AI平台Pharma.AI发现的抗特发性肺纤维化候选药物Rentosertib在IIa期临床试验中显示出良好的安全性和剂量依赖性的肺功能改善。研究发表于《自然·医学》，并在2025年美国胸科学会年会上展示。临床数据表明，60mg剂量组患者用力肺活量平均增加98.4毫升，显著优于对照组。生物标志物分析支持Rentosertib的抗纤维化及抗炎作用，验证了AI发现的新靶点TNIK的生物学机制。,AI4Science,Other,Alex Zhavoronkov,https://mp.weixin.qq.com/s/p0UvepMEcS3rhp1KIr6e7Q
机器学习算法与自然语言处理,2025-06-03 22:06:23,陶哲轩：感谢Lean，我又重写了20年前经典教材！,陶哲轩基于Lean的《Analysis I》实分析教材形式化项目介绍,陶哲轩将其20年前撰写的实分析教材《Analysis I》内容转换为Lean交互式定理证明器版本，创建了配套项目以辅助学生学习形式化数学。该项目遵循原书章节结构，采用与Lean数学库Mathlib结合的策略，既独立构建基础数学结构，又逐步迁移至标准库。项目未提供官方习题答案，鼓励用户参与完善，旨在促进数学教育与形式化验证的结合，适合数学学生及Lean初学者使用。,AI4Science,DeepMind,陶哲轩,https://mp.weixin.qq.com/s/AkDb3JdyVgPyJX343pcd4A
机器学习算法与自然语言处理,2025-06-03 22:06:23,过程监督>结果监督！华为港城重构RAG推理训练，5k样本性能反超90k模型,基于过程监督的Agentic RAG强化学习训练方法及其性能提升,本文介绍了香港城市大学与华为诺亚方舟实验室提出的ReasonRAG框架，通过引入过程监督强化学习优化Agentic RAG推理训练，解决了传统结果监督方法在探索效率、反馈精细度等方面的不足。ReasonRAG采用细粒度奖励机制、蒙特卡洛树搜索和偏好优化训练策略，实现了在仅5k样本下超越90k样本训练模型的性能，显著提升了多跳推理能力和数据效率。,Agent,Other,,https://mp.weixin.qq.com/s/r5XHz8CsKFV9SFPsE3-giA
