公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-06-18 08:54:10,MiniMax秀了波AI视频杂技：越看越惊艳，指令遵循太强了,MiniMax发布海螺2.0版本提升AI视频生成能力及长上下文推理效率,MiniMax最新发布的海螺2.0版本展示了其在AI视频生成领域的显著进步，支持复杂物理场景和1080P原生输出，光影及细节处理更为精细。同时，MiniMax开源了支持百万token输入和超长输出的混合架构推理模型MiniMax-M1，采用闪电注意力机制和高效强化学习算法CISPO，实现了推理算力和训练成本的大幅降低，展现了其在大模型架构创新和多模态生成能力上的领先优势。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/5eB-DUX8_qAFO5Zk5J2HbA
量子位,2025-06-18 08:54:10,大模型也需要自我反思，上海AI Lab合成“错题本”让大模型数学成绩提升13.3%,LEMMA：基于错误反思机制提升大模型数学推理能力的方法,上海AI Lab提出LEMMA方法，通过构建“错误-反思-修正”数据，模拟人类学习中的错题本机制，提升大模型数学题解答准确率。该方法利用教师模型定向制造学生模型常见错误，并引导模型通过反思和两种纠错策略（返回上一步与重新推理）进行修正。实验显示LEMMA在Llama3-8B模型上数学准确率提升13.3%，并显著增强模型的自我纠错和泛化能力，优于多种主流反思修正方法。,LLM,Other,,https://mp.weixin.qq.com/s/qHATXYDZKzYlXwinlMUFuw
老刘说NLP,2025-06-18 08:44:00,聚焦RAG＆KG＆LLM＆文档解析四大领域：老刘说NLP技术社区对外纳新,老刘说NLP技术社区聚焦大模型、RAG、知识图谱与文档解析的技术分享与纳新,老刘说NLP技术社区围绕大模型、RAG、知识图谱及文档智能四大领域，开展每日早报、技术讨论、线上分享及专题课程，累计举办43次线上交流，发布1265篇相关文章，致力于构建系统化的技术分享平台。社区采用会员制，提供前沿技术推送、答疑服务及课程资源，欢迎对相关技术感兴趣的人员加入，共同提升技术深度与价值。,LLM,Other,,https://mp.weixin.qq.com/s/t4BZDM5H2WrxWPjHSR-Llw
老刘说NLP,2025-06-18 08:44:00,GraphRAG遇上DeepResearch：有趣的FusionGraphRAG项目推介,FusionGraphRAG项目：图谱知识与深度多步推理的融合探索,本文介绍了GraphRAG-Agent项目中的FusionGraphRAG概念，该项目融合了图谱结构化知识与深度搜索多步迭代推理，旨在实现可解释且支持复杂推理的问答系统。文章详细介绍了DeepResearch的多步骤思考与多路径并行搜索策略，以及多种Agent的实现方式。文中还推荐了相关开源项目，便于深入理解该领域的最新进展。,Agent,Microsoft,,https://mp.weixin.qq.com/s/LUOJNRAVmpLnousRHs1mrg
机智流,2025-06-18 03:03:31,Google 发布 Gemini 2.5 家族重大更新：Flash 和 Pro 模型正式上线,Google 发布 Gemini 2.5 家族更新，推出 Flash 和 Pro 模型,Google 宣布对 Gemini 2.5 模型家族进行重大升级，正式推出了 Flash 和 Pro 两款新模型。此次更新旨在提升模型性能和应用能力，进一步丰富 Gemini 系列的产品线，支持更广泛的应用场景，推动大语言模型技术的发展。,LLM,Other,,https://mp.weixin.qq.com/s/n1OcxGySdt1q2YKS2gSR2w
DrugAI,2025-06-17 23:19:22,免费报名即将结束！6月24日CPHI【AI赋能小分子药物研发论坛】，不见不散！,2025年CPHI AI赋能小分子药物研发论坛综述,2025年6月24日，CPHI中国展期间举办的AI赋能小分子药物研发论坛聚焦跨学科数据整合与AI技术在小分子药物研发中的应用。论坛汇聚了来自创新药企、传统制药企业及科研院所的专家，分享AI驱动的药物发现新范式及实际案例，推动智能化药物研发平台建设，促进医药产业创新发展。,AI4Science,Other,"岳石怡, 宋云龙, 王苑先, 李勋",https://mp.weixin.qq.com/s/pkMGhkkRttfH-gZWYm5CfA
NLP工作站,2025-06-17 22:59:58,TransDiff--最简洁的AR Transformer + Diffusion图像生成方法,TransDiff：结合自回归Transformer与扩散模型的图像生成方法,本文介绍了TransDiff，一种将自回归Transformer与扩散模型结合的简洁图像生成方法。TransDiff通过AR Transformer编码离散和连续输入为图像语义表征，再由较小的Diffusion Decoder解码生成图像。提出的多参考自回归范式（MRAR）提升了语义表征多样性和图像质量。实验表明，TransDiff在参数量较小的情况下优于单一的扩散或自回归方法，并展现了视频连续帧生成潜力。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/3Sbev_qapUqpzYdtZ8B42A
机器学习算法与自然语言处理,2025-06-17 22:41:47,让AI真正理解文本与表格的混合世界：TableRAG重构问答引擎的新逻辑,TableRAG：融合文本与表格的异构文档问答系统框架,本文介绍了华为云信息检索团队提出的TableRAG方案，针对传统RAG系统在处理包含结构化表格的异构文档问答中存在的结构信息丢失和全局推理不足问题，设计了结合文本检索与基于SQL的表格查询的混合推理框架。通过离线构建文本向量库和关系型数据库，在线阶段实现问题拆解、文本检索、表格查询及结果整合，显著提升了复杂多源知识问答的准确性和效率。,LLM,Other,,https://mp.weixin.qq.com/s/synQYJYw6B8b8QAkofitaw
减论,2025-06-17 22:28:14,【减宝日记】第二天的不眠,新生儿护理过程中睡眠与行为观察记录,本文记录了新生儿在出生初期的睡眠状态及行为表现，描述了宝宝断断续续的睡眠模式和多样化的哭声表达。文章探讨了新生儿通过吃奶休息的生理机制，以及家长对宝宝需求的识别和陪伴过程，反映了早期育儿中睡眠管理的挑战与经验。,Other,Other,,https://mp.weixin.qq.com/s/6RTD-KGXxWV5tlnUZoGMwA
减论,2025-06-17 22:28:14,【6.17-arXiv】浙大发布UltraVideo!,多机构联合发布多模态视频理解与视觉模型相关前沿技术,2025年6月17日，浙江大学、华中科技大学、南洋理工大学等多所高校联合发布多项基于多模态视频理解、视觉语言模型、3D重建及色彩变换等领域的最新研究成果。包括AdaVideoRAG长视频检索框架、DSM肿瘤分割框架、NativeRes-LLaVA视觉语言模型训练框架、空间自适应4D查找表方法、SeqPE位置编码技术、Test3R自监督3D重建方法等，推动了视频分析、视觉理解和多模态学习技术的发展。,Multimodal LLM,"Shanghai AI Lab, Tencent",,https://mp.weixin.qq.com/s/EXfMyB14hI_Op3XtAm5iGg
