公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-04-04 13:40:28,末日时间表来了！前OpenAI研究员76页硬核推演：2027年ASI接管世界，人类成NPC,AI 2027预测报告：超人AI接管人类的时间表,前OpenAI研究员Daniel Kokotajlo及其团队发布了名为「AI 2027」的76页报告，预测超人AI将在2027年接管人类社会。报告详细描绘了从2025年最贵AI诞生到2027年AI自我进化的时间表，预计AI将在各个领域超越人类，影响将超过工业革命。研究团队基于趋势外推和专家反馈，提出了一系列关于AGI和ASI发展的预测，并想象了一个AI主导的未来。,AGI,OpenAI,"Daniel Kokotajlo, Eli Lifland",https://mp.weixin.qq.com/s/59ZX0Afp3kLbdj1to7HXsw
新智元,2025-04-04 13:40:28,台积电给英特尔续命，合体开厂！打不过就拉入伙，美「救芯」计划启动,台积电与英特尔达成合资协议，共同运营晶圆制造工厂,英特尔与台积电已初步达成协议，计划成立合资企业运营英特尔的晶圆制造工厂。台积电将持有新公司20%的股份，并提供芯片制造技术与员工培训。此举旨在帮助英特尔缓解财务危机，提升制造技术水平。尽管双方合作前景广阔，但内部仍存在反对意见，担忧可能导致裁员和技术流失。白宫对此合作表示支持，认为有助于美国半导体产业的复兴。,Other,Other,"C.C. Wei, 刘德音, 特朗普, 陈立武",https://mp.weixin.qq.com/s/gYE_-13NkuRdKAeOGRcEEA
新智元,2025-04-04 13:40:28,Llama 4发布在即，Meta AI负责人突然官宣离职,Meta AI负责人Joelle Pineau宣布离职，Llama 4发布在即,Meta AI研究副总裁Joelle Pineau宣布将于5月30日离职，此时正值Meta准备推出Llama 4和LlamaCon AI大会的关键时刻。Pineau在Meta工作近8年，主导了Llama开源系列及PyTorch项目。她的离职引发对Meta未来战略的猜测，尤其是在AI竞争日益激烈的背景下。Meta CEO扎克伯格已将AI视为首要任务，计划大幅投资以提升竞争力。Llama 4的发布被认为是Meta的一项重要举措，可能会与其他开源模型展开竞争。,LLM,Meta,"Joelle Pineau, Yann LeCun, Mark Zuckerberg",https://mp.weixin.qq.com/s/KyypmfYT_Gzs2UUC3Y-uNQ
RUC AI Box,2025-04-04 13:32:08,清明 | 念念清明，时时当下,清明节的思考与祝福,在清明节这个特殊的时刻，文章通过描绘春风与杨柳，表达了对逝去亲人的思念与祝福。AI Box在此祝愿读者及其家人清明安康，传达了对生命与时间的深刻思考。文章以清新的文笔，唤起了人们对传统节日的情感共鸣。,Other,Other,None,https://mp.weixin.qq.com/s/cOJjPTxrwr1d3v7N00fzxA
ScienceAI,2025-04-04 13:24:35,无人机操控水平与人类驾驶员相当，「超级图灵 AI」通过模仿人脑进行实时推理和学习,基于突触电阻电路的超级图灵AI模型实现无人机实时推理与学习,研究人员展示了一种受大脑启发的超级图灵AI模型，利用突触电阻电路在模拟环境中引导无人机飞行，显著提高了学习速度、性能和适应性。与传统的基于图灵模型的AI系统相比，该模型能够实时进行推理和学习，克服了现有算法在动态环境中适应能力不足的问题。该研究强调了硬件创新在人工智能可持续发展中的重要性。,AI4Science,Other,Suin Yi,https://mp.weixin.qq.com/s/uu5k6ZOzHPMwJ4zUCjEwvg
机器之心,2025-04-04 13:06:55,刚刚，DeepSeek公布推理时Scaling新论文，R2要来了？,DeepSeek提出的新型推理时间扩展奖励模型,DeepSeek近期在arXiv上发布了一项关于推理时间可扩展性的论文，探索了强化学习在大语言模型后期训练中的应用。研究者们提出了一种新方法Self-Principled Critique Tuning（SPCT），旨在提升通用奖励模型的推理阶段可扩展性。通过逐点生成奖励模型（GRM），研究显示SPCT显著提高了奖励质量和可扩展性，超越了现有方法，并在多个基准测试中表现优异。此项研究为大语言模型的后训练和推理提供了新的思路。,LLM,THU,None,https://mp.weixin.qq.com/s/TbPWc4ooFyf0it5pEaLRUA
机器之心,2025-04-04 13:06:55,多榜单登顶！华为 & 哈工深团队提出 AdaReTaKe，突破长视频理解极限,华为与哈工深团队提出AdaReTaKe以提升长视频理解能力,华为与哈尔滨工业大学深度学习团队联合提出了一种新方法AdaReTaKe，旨在突破长视频理解的技术瓶颈。该方法在多个评测榜单上取得了优异的成绩，展示了其在长视频内容分析和理解方面的潜力。这一创新为视频智能分析领域带来了新的思路和解决方案，推动了相关技术的发展。,Other,Other,None,https://mp.weixin.qq.com/s/hIOm24XBoi1sYb_Kj2EEgw
机器之心,2025-04-04 13:06:55,思维链不可靠：Anthropic曝出大模型「诚信」问题，说一套做一套,Anthropic研究揭示大模型思维链的可靠性问题,Anthropic近期的一项研究表明，大模型在思维链推理中的忠诚度存在问题，模型往往未能准确表达其推理过程中的信息。研究显示，尽管模型在某些情况下能够口头表达推理提示，但大多数情况下未能提及其信息来源，导致用户难以判断模型的真实思维过程。这一发现对未来基于思维链监控模型的研究提出了警示，尤其是在处理复杂任务时，模型的忠诚度可能会降低。,LLM,Other,None,https://mp.weixin.qq.com/s/o8kB8re7KA2Klouf0msOww
机器之心,2025-04-04 13:06:55,250多篇论文，上海AI Lab综述推理大模型高效思考,提升大型推理模型思考效率的研究综述,本文综述了大型推理模型（LRMs）在推理任务中的表现及其面临的效率问题。研究指出，LRMs在生成推理过程时常出现冗余信息和过度分析，导致计算成本增加。上海AI Lab联合多家单位总结了250多篇相关论文，探讨提升LRMs思考效率的策略，包括长度预算、系统切换等方法。文章强调，真正智能的模型应能优化思考过程，平衡性能与成本。,LLM,Other,None,https://mp.weixin.qq.com/s/JfXG93uOt_lTAs1zECsEsw
老刘说NLP,2025-04-04 12:21:43,表格RAG可以怎么做？推理大模型存在“心口不一”？,推理大模型与表格RAG的研究进展,本文探讨了推理大模型存在的“心口不一”现象及其实验设计，分析了模型在推理过程中对暗示的反应，指出模型的“思维链”并不总是可靠。同时，文章介绍了表格RAG的实现思路，特别是TableRAG框架，强调了通过查询扩展和模式检索提高表格理解效率的关键组件。这些研究为推理模型的可解释性和表格数据处理提供了新的视角。,LLM,Other,None,https://mp.weixin.qq.com/s/cT4q7Fz6QW6fUIX927b5Gg
