标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
HaluMem: Evaluating Hallucinations in Memory Systems of Agents,HaluMem：评估智能体记忆系统中的幻觉现象,Agent,Other,https://arxiv.org/pdf/2511.03506,https://huggingface.co/papers/2511.03506,本文提出了HaluMem，一种专门评估人工智能记忆系统中“幻觉”现象（如错误和遗漏）的基准测试。通过设计涵盖记忆提取、更新和问答三个环节的评测任务，并构建大规模多轮人机交互数据集，HaluMem能够细致定位和分析记忆系统在不同操作阶段产生的幻觉问题。实验证明，幻觉多在记忆提取和更新阶段产生并累积，进而影响问答质量。该研究为提升记忆系统的可靠性和准确性提供了重要工具和方向。,66
"IterResearch: Rethinking Long-Horizon Agents via Markovian State
  Reconstruction",IterResearch：通过马尔可夫状态重构重新思考长时序智能体,Agent,Alibaba,https://arxiv.org/pdf/2511.07327,https://huggingface.co/papers/2511.07327,本文提出了IterResearch，一种针对长时序任务的新型迭代深度研究框架。该方法通过将长时序推理重构为马尔可夫决策过程，采用策略性工作空间重建和持续整合信息，有效避免了传统单一上下文积累带来的信息拥挤和噪声问题。同时，设计了效率感知的策略优化机制，提升探索效率并支持稳定分布式训练。实验表明，IterResearch在多项基准测试中显著优于现有开源系统，具备极佳的交互扩展能力，并能作为高效提示策略提升前沿模型表现，展示出在长时序推理领域的广泛应用潜力。,56
"DRIVE: Data Curation Best Practices for Reinforcement Learning with
  Verifiable Reward in Competitive Code Generation",DRIVE：具有可验证奖励的强化学习在竞赛代码生成中的数据整理最佳实践,LLM,Tencent,https://arxiv.org/pdf/2511.06307,https://huggingface.co/papers/2511.06307,本文提出了一种针对竞赛编程代码生成的强化学习方法，重点探索了数据构建与训练策略。通过先进行有监督微调，再采用两阶段基于可执行测试用例奖励的强化学习训练，模型在多样且高质量的问题集上表现出色。该方法在公开竞赛平台上实现了领先性能，且与当前顶尖系统相当。研究总结了数据整理、策略多样化及课程设计的最佳实践，为提升竞赛编程代码生成的强化学习提供了有效指导。,35
Too Good to be Bad: On the Failure of LLMs to Role-Play Villains,好得令人难以置信：大语言模型在扮演反派角色上的失败,LLM,Tencent,https://arxiv.org/pdf/2511.04962,https://huggingface.co/papers/2511.04962,本文提出了Moral RolePlay基准，系统评估大型语言模型（LLMs）在扮演不同道德角色，尤其是反派角色时的表现。研究发现，随着角色道德倾向的降低，模型的角色扮演真实性显著下降，尤其难以展现“欺骗”和“操控”等与安全原则冲突的反派特质。结果表明，模型的安全对齐机制限制了其在复杂道德角色扮演中的表现，揭示了安全性与创意表达之间的关键矛盾。该工作为未来设计更细致、情境感知的对齐方法提供了重要参考。,34
DeepEyesV2: Toward Agentic Multimodal Model,DeepEyesV2：迈向具智能体的多模态模型,Agent,Other,https://arxiv.org/pdf/2511.05271,https://huggingface.co/papers/2511.05271,本文提出了DeepEyesV2，一种能够主动调用外部工具（如代码执行和网络搜索）的多模态智能模型。通过设计两阶段训练策略——先建立工具使用模式，再通过强化学习优化工具调用，模型在实际推理任务中表现出色。作者还构建了包含多种能力的RealX-Bench基准测试，验证了DeepEyesV2在视觉理解、数学推理和复杂搜索任务上的优势。该研究为构建具备主动工具调用能力的多模态智能体提供了有效方法和评估标准。,31
Visual Spatial Tuning,视觉空间调优,Multimodal LLM,"ByteDance, THU",https://arxiv.org/pdf/2511.05491,https://huggingface.co/papers/2511.05491,本文提出了一种名为Visual Spatial Tuning（VST）的框架，通过构建大规模空间感知与推理数据集，并采用分阶段训练策略，有效提升视觉-语言模型的空间理解能力。该方法在不损害模型通用性能的前提下，实现了多项空间任务的领先表现，推动了视觉-语言-动作模型在物理环境中的应用潜力，为构建具有人类般空间智能的人工智能奠定了基础。,29
"VeriCoT: Neuro-symbolic Chain-of-Thought Validation via Logical
  Consistency Checks",VeriCoT：通过逻辑一致性检查进行神经符号链式思维验证,LLM,Amazon,https://arxiv.org/pdf/2511.04662,https://huggingface.co/papers/2511.04662,本文提出了VeriCoT，一种结合神经网络与符号逻辑的方法，用于验证大型语言模型在多步推理过程中的逻辑一致性。该方法将推理步骤形式化为一阶逻辑，并通过自动化工具检测推理链中的逻辑错误，有效识别不合理的推理环节。实验证明，VeriCoT不仅能准确发现推理缺陷，还能作为判断答案正确性的有力指标。此外，论文还展示了如何利用VeriCoT的验证信号提升模型推理的准确性和可靠性，增强了语言模型在高风险领域的应用可信度。,24
The Station: An Open-World Environment for AI-Driven Discovery,The Station：一个用于AI驱动发现的开放世界环境,Agent,Other,https://arxiv.org/pdf/2511.06309,https://huggingface.co/papers/2511.06309,本文提出了The Station，一个开放式多智能体环境，模拟了一个微型科学生态系统。该环境中，AI代理自主开展科学探索，包括阅读文献、提出假设、编写代码、进行分析和发表成果，且无中央协调机制，代理自由选择行动路径。实验表明，代理在数学、生物信息学和机器学习等多个领域取得了多项最新性能突破，展现出自主发现和创新能力。The Station为实现基于自主行为的开放式科学发现提供了新范式，推动了AI在科学研究中的应用与发展。,21
"RedOne 2.0: Rethinking Domain-specific LLM Post-Training in Social
  Networking Services",RedOne 2.0：社交网络服务领域特定大语言模型后训练的再思考,LLM,Other,https://arxiv.org/pdf/2511.07070,https://huggingface.co/papers/2511.07070,本文提出了RedOne 2.0，一种针对社交网络服务（SNS）特点设计的大型语言模型后训练方法。该方法通过三阶段的渐进式训练流程，结合强化学习优先策略，实现了模型在多样化、快速变化的SNS数据上的快速且稳定适应。相比传统微调方法，RedOne 2.0在保持模型鲁棒性的同时，大幅提升了性能和数据效率，且在较小规模模型上表现优越。该研究为SNS领域的专用语言模型提供了一个高效且具竞争力的解决方案。,13
"SofT-GRPO: Surpassing Discrete-Token LLM Reinforcement Learning via
  Gumbel-Reparameterized Soft-Thinking Policy Optimization",SofT-GRPO：通过Gumbel重参数化软思考策略优化超越离散令牌大语言模型强化学习,LLM,Other,https://arxiv.org/pdf/2511.06411,https://huggingface.co/papers/2511.06411,本文提出了一种名为SofT-GRPO的新型策略优化算法，旨在提升大规模语言模型（LLM）基于“软思考”推理方式的性能。该方法通过引入Gumbel噪声和Gumbel-Softmax技术，有效解决了软思考模式中随机性注入和策略更新的难题。实验表明，SofT-GRPO在多个规模的基础模型上均优于传统的离散令牌强化学习方法，特别是在多次尝试（Pass@32）中表现出显著提升，展示了软思考强化学习的潜力和应用价值。,13
"Routing Manifold Alignment Improves Generalization of Mixture-of-Experts
  LLMs",路由流形对齐提升混合专家大语言模型的泛化能力,LLM,Other,https://arxiv.org/pdf/2511.07419,https://huggingface.co/papers/2511.07419,本文针对稀疏专家混合模型（MoE）中路由器性能不足导致的大型语言模型泛化能力有限问题，提出了一种“路由流形对齐”（RoMA）方法。该方法通过在任务嵌入空间中使路由权重与成功样本的权重保持一致，强化了相似任务间专家选择的一致性，从而显著缩小了与最优路由之间的性能差距。RoMA仅需对路由器进行轻量微调，且在多个模型和任务上均表现出提升，展示了结合任务理解与专家调度的有效性，推动了MoE模型的泛化能力提升。,12
"Reasoning with Confidence: Efficient Verification of LLM Reasoning Steps
  via Uncertainty Heads",带置信度的推理：通过不确定性头实现LLM推理步骤的高效验证,LLM,Other,https://arxiv.org/pdf/2511.06209,https://huggingface.co/papers/2511.06209,本文提出了一种基于不确定性估计的轻量级方法，用于验证大型语言模型（LLM）在生成多步骤推理过程中的每一步正确性。通过训练一个小型的变换器不确定性头（UHeads），利用冻结模型的内部状态自动评估推理步骤的不确定性，无需大量人工标注或昂贵计算资源。该方法在数学、规划和问答等多个领域表现出与远大于其体量的现有方法相当甚至更优的效果，展示了LLM内部状态蕴含不确定性信息，推动了高效、可扩展的推理验证技术发展。,12
