公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
ScienceAI,2025-06-17 11:57:20,准确率是DeepSeek-R1两倍以上，前谷歌CEO押注的初创公司开源240亿参数科学推理模型,前谷歌CEO支持的初创公司发布240亿参数化学推理模型ether0,初创公司FutureHouse发布并开源了基于240亿参数的科学推理模型ether0，专注于化学领域推理任务。该模型通过强化学习和多任务训练，在化学问题解决上表现优异，准确率超过多款领先模型，且训练数据需求显著降低。ether0能够理解自然语言提问并输出分子结构，尤其擅长类药分子设计，展示了推理模型在科学研究中的潜力和应用前景。,AI4Science,Other,Eric Schmidt,https://mp.weixin.qq.com/s/isqghLneGcnYxftPvoiBtA
ScienceAI,2025-06-17 11:57:20,Nature子刊 | 显著提升生物医学中蛋白质递送能力，生成式AI扩展线粒体靶向工具包,生成式AI辅助设计多样化线粒体靶向序列以提升蛋白质递送效率,伊利诺伊大学厄巴纳-香槟分校研究团队利用变分自编码器（VAE）生成多样化且功能性强的线粒体靶向序列（MTS），解决了天然MTS数量有限的问题。该方法通过识别MTS的关键结构特征，实现了高成功率的线粒体蛋白质递送，并开发出兼具线粒体和叶绿体双靶向能力的序列，显著提升了代谢工程和生物医学中的蛋白质递送效率。,AI4Science,Other,,https://mp.weixin.qq.com/s/w4itwZFtVhVuvQKLIWuM3Q
NLP工作站,2025-06-17 11:48:27,MiniMax也玩起了开源周？Day1先开源混合注意力推理模型M1，效果如何？附实测效果！,MiniMax开源混合注意力推理模型M1及其训练方法分析,本文介绍了MiniMax开源的混合注意力推理模型M1，该模型基于此前的MiniMax-Text-01，采用MoE结构，支持最长1M上下文输入，结合线性和Softmax注意力以提升长序列推理效率。训练采用增量预训练、SFT和基于新提出CISPO算法的强化学习，显著提升模型稳定性和推理能力。实测表明M1在长文本推理上表现优异，训练成本相对高效。,LLM,Other,刘聪,https://mp.weixin.qq.com/s/kYx5hyxo0AxNomX6baatUg
深度学习自然语言处理,2025-06-17 11:47:26,MiniMax-M1：全球首个开源超长上下文大模型，超越DeepSeek-R1，推理成本仅1/4,MiniMax-M1：开源超长上下文大模型及其高效推理技术,MiniMax-M1是一款全球首个开源超长上下文大语言模型，支持百万token输入和80K token输出，推理成本仅为DeepSeek-R1的25%。其混合专家架构和闪电注意力机制显著降低了计算复杂度，实现近乎线性的推理效率提升。采用CISPO强化学习算法加速训练，三周内完成训练成本仅为GPT-4的1%。在软件工程和工具调用等实际任务中表现优异，已开源并支持多种部署方式。,LLM,Other,,https://mp.weixin.qq.com/s/swMlumll_db1csXcMYakig
新智元,2025-06-17 11:31:00,DeepSeek-R1编程问鼎，媲美Claude 4！2025 AI上半场战报来袭,2025年上半年生成式AI编程能力与行业趋势分析报告,2025年上半年，DeepSeek-R1在编程能力上跻身第一梯队，与Claude 4和Gemini 2.5 Pro并列领先。SimilarWeb报告显示，生成式AI应用流量格局发生显著变化，ChatGPT依然占据主导，谷歌Gemini快速崛起，DeepSeek和Grok流量有所回落。开发与编码领域增长显著，代码补全和DevOps工具需求强劲。写作内容生成和角色类应用整体下滑，语音生成工具表现亮眼，推动内容创作新蓝海。整体趋势反映AI技术和应用的多样化发展。 ,LLM,"OpenAI, Meta",,https://mp.weixin.qq.com/s/BRLoQufaTeFFZgXJxMfukg
新智元,2025-06-17 11:31:00,突破扩散LLM瓶颈，英伟达港大提全新Fast-dLLM，推理加速27.6倍！,英伟达与港大提出Fast-dLLM框架实现扩散大语言模型推理加速,英伟达联合香港大学及麻省理工研究者提出Fast-dLLM框架，通过引入KV Cache和并行解码技术，显著提升扩散大语言模型（Diffusion LLM）的推理速度，达到27.6倍加速，同时保持准确率基本不变。该方法解决了扩散模型推理慢的瓶颈，支持多Token并行生成，兼具全局上下文理解和纠错能力，推动扩散LLM在实际应用中的效率提升。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/JXZi2RI6y_TxZQQJ719uwQ
机器之心,2025-06-17 11:22:27,同一天开源新模型，一推理一编程，MiniMax和月之暗面开卷了,MiniMax与月之暗面发布开源长上下文推理与编程大模型,国内大模型厂商MiniMax和月之暗面同期发布了两款开源大模型。MiniMax推出支持百万token上下文窗口的推理模型MiniMax-M1，具备强大的智能体工具使用能力和交互式应用生成能力。月之暗面发布了编程大模型Kimi-Dev-72B，在代码生成基准测试中刷新SOTA。两者均已开源模型权重和代码，推动社区研发与应用扩展。,LLM,Other,,https://mp.weixin.qq.com/s/8iNPu9IQvcQpz65mVsy9WA
机器之心,2025-06-17 11:22:27,突破多智能体系统边界，开源方案OWL超越OpenAI Deep Research，获17k star,Workforce框架及OWL训练方法提升多智能体系统跨领域迁移能力,港大与camel-ai等机构联合提出Workforce多智能体框架及OWL训练方法，通过模块化设计实现跨领域迁移，显著提升多智能体系统的灵活性和性能。在GAIA基准测试中，Workforce框架准确率达69.70%，超越多家商业系统及OpenAI开源方案。OWL训练方法采用两阶段策略优化规划器，提升Qwen2.5-32B-Instruct模型性能至52.73%，表现接近GPT-4o，验证了方案的有效性和通用性。,Agent,Other,,https://mp.weixin.qq.com/s/hh3YmS0mbC_sY-ngwbVJoQ
机智流,2025-06-17 10:37:11,MiniMax加入API价格战挑战DeepSeek OpenAI Claude Qwen,MiniMax参与API价格竞争，挑战DeepSeek、OpenAI、Claude及Qwen,本文报道了MiniMax加入API价格战，试图在市场上挑战DeepSeek、OpenAI、Claude和Qwen等主要竞争者。此举反映了当前大语言模型API服务领域的激烈竞争，推动价格和服务的持续优化，促进技术普及和应用扩展。,LLM,OpenAI,,https://mp.weixin.qq.com/s/pNfCXW9ILAJ0_YPXYvJC0Q
智药邦,2025-06-17 09:31:05,免费报名即将结束！6月24日CPHI【AI赋能小分子药物研发论坛】，不见不散！,2025年CPHI AI赋能小分子药物研发论坛综述,2025年6月24日，CPHI中国展期间在上海举办AI赋能小分子药物研发论坛，聚焦跨学科多模态数据整合与智能化技术平台构建，推动小分子药物研发新范式。论坛邀请了来自学术界和产业界的专家，分享AI在药物发现、临床候选药物筛选及智能化研发中的应用实践，涵盖创新药企、传统药企、科研院所等多方参与，促进医药产业数字化转型与创新发展。,AI4Science,Other,"岳石怡, 宋云龙, 王苑先, 李勋",https://mp.weixin.qq.com/s/inkUAwAuH8n3tGxShE8G9Q
智药邦,2025-06-17 09:31:05,人工智能模型Boltz-2以卓越性能发挥AI分子建模在药物研发中的价值,Boltz-2模型在生物分子结构与结合亲和力预测中的应用及性能提升,Boltz-2是一款开源的生物分子共折叠模型，结合结构预测与结合亲和力预测，准确性接近物理基准FEP计算，速度提升达1000倍。该模型由麻省理工学院CSAIL与贾米尔诊所研究人员联合Recursion开发，利用NVIDIA超级计算机支持，显著提升了药物研发中虚拟筛选的效率和规模。Boltz-2支持用户控制物理合理性，并通过丰富训练数据实现领先的预测性能，促进药物发现领域的创新。,AI4Science,Other,"Regina Barzilay, Najat Khan, Tommi Jaakkola",https://mp.weixin.qq.com/s/7LtU7gf4Dxya7zuiEnK5sw
智药邦,2025-06-17 09:31:05,英矽智能超额完成E轮融资，本轮累计募资总额约1.23亿美元,英矽智能完成E轮融资，推动AI驱动的药物研发创新,英矽智能宣布完成E轮融资，累计募资约1.23亿美元，资金将用于升级生成式人工智能平台和扩展自动化智能实验室，推动药物研发管线创新。公司结合生成式AI与自主创新药物发现，已建立30余条研发管线，多个项目进入临床阶段。此次融资由惠理集团等多家投资机构领投，彰显行业对其AI驱动药物研发能力的认可。,AI4Science,Other,"Alex Zhavoronkov, 任峰",https://mp.weixin.qq.com/s/AR6QNoAbY0eje6QH7b1_xg
量子位,2025-06-17 09:03:59,性能比肩DeepSeek-R1，MiniMax仅花380万训出推理大模型性价比新王｜开源,MiniMax-M1大规模推理模型的架构创新与高效训练方法研究,MiniMax团队发布了开源推理大模型MiniMax-M1，支持百万级输入和超长输出token，推理算力显著低于同类模型。模型采用上海AI Lab提出的Lightning Attention混合注意力架构，提升长序列推理效率。团队创新性提出CISPO强化学习算法，解决长链推理训练难题，实现训练加速。训练流程涵盖大规模预训练、监督微调及强化学习，重点强化STEM、代码和推理能力，模型在多项基准测试中表现优异，权重已开源。,LLM,Shanghai AI Lab,钟怡然,https://mp.weixin.qq.com/s/FHis_2BmwtfA7yOe45Rdxg
