公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-08-14 08:56:17,马斯克痛失xAI大将！Grok 4缔造者突然离职，长文曝最燃创业内幕,xAI联合创始人Igor Babuschkin离职及其在多模态大语言模型Grok 4研发中的贡献,xAI联合创始人Igor Babuschkin宣布离职，回顾其在xAI期间主导构建了全球最大AI超算Colossus，并带领团队开发了多模态大语言模型Grok 4。Babuschkin曾在谷歌DeepMind和OpenAI任职，参与AlphaStar和GPT-4等项目，具备深厚的AI技术背景。其离职标志着xAI重要阶段的结束，未来将创办风险投资公司Babuschkin Ventures。,Multimodal LLM,"DeepMind, OpenAI","Igor Babuschkin, Elon Musk",https://mp.weixin.qq.com/s/2mSeqhyTXb6KAotqHG1T5A
DrugAI,2025-08-14 06:24:46,Na.t Methods | 用计算精准选位，打造可控变构蛋白开关,ProDomino：基于机器学习的蛋白质结构域插入位点预测与可控变构蛋白开关设计,本文提出了ProDomino，一种基于蛋白质结构域内插入事件训练的机器学习模型，用于精准预测蛋白质中的插入位点。该方法在大肠杆菌和人类细胞中得到实验验证，成功构建了多种光遗传和化学遗传调控的蛋白开关，包括新型CRISPR–Cas9和Cas12a变体，实现了高效的诱导性基因组编辑，显著加速了定制化变构蛋白的设计流程。,AI4Science,Other,,https://mp.weixin.qq.com/s/_OA0r3YuIqT2sAMGmqHLzA
DrugAI,2025-08-14 06:24:46,Nat. Commun. | 瞄准“癌王”诊断难题，基于血浆cfRNA的机器学习模型可识别胰腺癌及其它胰腺病变,基于血浆cfRNA的机器学习模型用于胰腺癌及胰腺病变的无创诊断,本文报道了美国Knight癌症研究所团队利用血浆cfRNA生物标志物，结合机器学习方法，实现对胰腺导管腺癌（PDAC）及其他胰腺病变的无创早期诊断。研究筛选出29个cfRNA候选标志物，并在发现队列和独立验证队列中均表现出较高的诊断准确性，AUC值均超过0.9，显示cfRNA检测有望成为替代侵入性EUS-FNA的有效方法。,AI4Science,Other,,https://mp.weixin.qq.com/s/NuYd3b-YhwRmL_qGZ_xVMw
智药邦,2025-08-14 00:00:34,Nat Methods｜SWING：一种用于肽-蛋白互作建模的通用语言模型,SWING：基于滑动窗口的肽-蛋白互作通用语言模型,匹兹堡大学团队提出了SWING，一种基于滑动窗口的互作语言模型，用于精准建模肽与蛋白质之间的复杂相互作用。该模型无需结构信息，仅依赖序列和生化属性，具备良好的泛化能力，特别适用于肽-MHC结合预测和错义变异对蛋白互作影响的评估。SWING突破了传统蛋白语言模型在捕捉蛋白互作语言方面的局限，展示了生物学机制对模型设计的深刻启发。,AI4Science,Other,,https://mp.weixin.qq.com/s/oa6w4AbBTstdXiv6OLU9HQ
智药邦,2025-08-14 00:00:34,AI+抗体设计｜Chai Discovery完成7000万美元A轮融资,Chai Discovery完成7000万美元A轮融资推动AI抗体设计技术突破,2025年8月，AI公司Chai Discovery宣布完成7000万美元A轮融资，累计融资达1亿美元。公司开发的Chai-2模型实现了抗体设计领域的重大突破，显著提升了抗体设计成功率。融资将用于拓展技术应用和合作伙伴计划。前辉瑞首席科学官Mikael Dolsten博士加入董事会，助力公司加速变革药物研发流程。,AI4Science,OpenAI,"Joshua Meier, Mikael Dolsten, Matthew McPartlon",https://mp.weixin.qq.com/s/tEg4wC4bUpfehCwvnABHmQ
智药邦,2025-08-14 00:00:34,Nat Mach Intell｜RAPiDock：基于扩散生成模型进行快速、准确且合理的蛋白-多肽对接,基于扩散生成模型的快速准确蛋白-多肽对接方法RAPiDock,浙江大学团队提出RAPiDock，一种基于扩散生成模型的蛋白-多肽对接工具。该模型通过多自由度扩散过程和原子-残基双尺度图结构，提升了对接结构的合理性和采样效率。相比AlphaFold系列，RAPiDock在准确性和速度上均有显著提升，支持多种氨基酸残基全原子建模，适用于复杂蛋白-肽体系的高通量虚拟筛选，有望推动肽类药物设计与蛋白-肽互作解析。,Diffusion Model,Other,"康玉, 侯廷军, 赵慧锋",https://mp.weixin.qq.com/s/htJe7_ScSGCESUDhi0xdQA
机智流,2025-08-13 23:40:53,TRO2025｜基于隐式表面优化的快速精确6D物体位姿精修方法,基于隐式表面优化的快速精确6D物体位姿精修方法,本文提出一种结合隐式神经网络与符号距离场的6D物体位姿精修方法，避免了传统ICP算法对显式对应关系的依赖，提升了大初始误差、噪声及尺度变化场景下的位姿估计精度。该方法通过离线训练隐式神经网络学习物体的符号距离场，在线利用该网络对点云进行迭代优化，实现高效且鲁棒的位姿精修。实验结果表明该方法在多个合成及真实数据集上均优于传统方法。,Embodied AI,Other,,https://mp.weixin.qq.com/s/f-B4sHOu4eSfAwnU_Lg7ug
机智流,2025-08-13 23:06:00,"卧槽，能ChatWithPaper了,真做出来了",ChatWithPaper功能实现的技术进展报告,本文简要介绍了ChatWithPaper功能的实现，展示了该技术在文献交互和智能问答方面的应用潜力。该功能能够帮助用户更便捷地与学术论文内容进行对话，提升科研效率和信息获取体验，体现了人工智能在学术辅助领域的最新进展。,LLM,Other,,https://mp.weixin.qq.com/s/DNL1eKToT6j88RqixzNpaQ
AINLP,2025-08-13 22:54:43,深扒RL叠的一堆trick，到底哪个有用？,强化学习技巧在大语言模型推理中的效果分析与实证研究,本文基于ROLL开源框架，系统评估了强化学习在大语言模型推理中的多种常用技巧（trick），包括归一化方法、Clip-Higher策略及token-level loss等。通过统一实验设置和单变量消融，揭示了不同技巧在不同模型规模、任务难度和奖励分布下的实际效果和稳定性，指出了当前RL4LLM领域存在的技巧泛滥问题，提出了更科学的评估标准和实践建议。,LLM,OpenAI,,https://mp.weixin.qq.com/s/eSwLi2vusjHtUpE9gdfmIA
AINLP,2025-08-13 22:54:43,训练时显存占用估计（上)：你的卡玩得动7B模型吗？,训练时显存占用估计及ZeRO优化技术分析——以7B模型为例,本文详细介绍了大模型训练过程中显存占用的构成，重点分析了模型参数、梯度和优化器状态的显存需求。以qwen-7B模型为例，阐述了不同存储精度(fp16、fp32)对显存的影响，并介绍了DeepSpeed ZeRO优化技术（Stage1至Stage3）如何有效降低显存占用。文章还简要提及了激活值显存占用的相关因素，为后续估算做铺垫。,LLM,Other,,https://mp.weixin.qq.com/s/86oQgBPFASDS4pPTrHf_zQ
