标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Sekai: A Video Dataset towards World Exploration,Sekai：面向世界探索的视频数据集,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2506.15675,https://huggingface.co/papers/2506.15675,本文介绍了Sekai数据集，一种面向全球探索的高质量第一人称视角视频数据集，涵盖来自100多个国家和750个城市的5000多小时步行及无人机视角视频。该数据集配备丰富的注释信息，包括地点、场景、天气、人群密度、字幕和摄像机轨迹，弥补了现有视频生成数据集在地点多样性、时长及动态场景等方面的不足。作者还基于Sekai训练了一个交互式视频世界探索模型YUME，展示了数据集的实用性。Sekai有望推动视频生成和虚拟世界探索的发展，促进相关应用的创新。,30
"ProtoReasoning: Prototypes as the Foundation for Generalizable Reasoning
  in LLMs",ProtoReasoning：以原型为基础的大语言模型通用推理框架,LLM,ByteDance,https://arxiv.org/pdf/2506.15211,https://huggingface.co/papers/2506.15211,本文提出了ProtoReasoning框架，通过引入抽象的原型表示来提升大型语言模型的推理能力，实现跨领域的泛化。该方法将复杂问题转化为结构化的原型形式（如逻辑和规划语言），并利用自动构建与验证系统确保推理的准确性和可扩展性。实验结果表明，ProtoReasoning在逻辑推理、规划、通用推理及数学任务上均有显著提升，验证了原型表示是实现模型泛化推理的有效基础。该研究为理解和增强大规模推理模型的跨领域能力提供了新视角。,18
"GenRecal: Generation after Recalibration from Large to Small
  Vision-Language Models",GenRecal：从大型到小型视觉语言模型的再校准生成框架,Multimodal LLM,Other,https://arxiv.org/pdf/2506.15681,https://huggingface.co/papers/2506.15681,本文提出了GenRecal，一种通用的知识蒸馏框架，旨在将大型视觉-语言模型的知识有效迁移到结构不同的小型模型中。通过引入“重校准器”模块，GenRecal能够对不同模型间的特征表示进行对齐和适应，解决了因模型架构和词汇差异带来的知识转移难题。大量实验证明，该方法显著提升了小型模型的性能，甚至超越了部分大型开源和闭源视觉-语言模型，促进了高性能模型在资源受限设备上的应用。,15
BUT System for the MLC-SLM Challenge,BUT系统用于MLC-SLM挑战赛,Other,Other,https://arxiv.org/pdf/2506.13414,https://huggingface.co/papers/2506.13414,本文提出了一种结合DiCoW和DiariZen的双说话人自动语音识别系统，旨在处理多语言多说话人场景。系统在未微调的跨领域多语言测试中表现优异，且经过针对挑战赛数据的微调后性能进一步提升。最终系统在MLC-SLM挑战赛任务中获得第二名，表现出较强的鲁棒性和泛化能力。此外，作者发现训练数据中存在标注不一致问题，并提出了简易的解决方法以增强系统的稳定性。,11
"Embodied Web Agents: Bridging Physical-Digital Realms for Integrated
  Agent Intelligence",具身Web智能体：融合物理与数字领域的综合智能体智能,Agent,Other,https://arxiv.org/pdf/2506.15677,https://huggingface.co/papers/2506.15677,本文提出了“具身网络代理”（Embodied Web Agents）这一新范式，旨在打破传统AI系统中数字信息处理与物理交互的分离，实现两者的深度融合。作者开发了一个统一的模拟平台，结合真实感的3D环境与功能性网页接口，构建了涵盖烹饪、导航、购物等多样任务的基准测试，系统评估跨物理与数字领域的智能表现。实验结果显示当前AI与人类能力存在显著差距，揭示了该领域的挑战与发展潜力。所有数据和代码均已公开，推动相关研究进展。,9
"Semantically-Aware Rewards for Open-Ended R1 Training in Free-Form
  Generation",用于自由形式开放式R1训练的语义感知奖励,LLM,Other,https://arxiv.org/pdf/2506.15068,https://huggingface.co/papers/2506.15068,本文针对开放式长文本生成的评价难题，提出了PrefBERT评分模型，用以提供比传统指标更准确的语义奖励反馈。PrefBERT通过在多样化长文本数据上训练，能够更好地捕捉文本的连贯性、风格和相关性，支持基于奖励的训练方法GRPO。实验证明，使用PrefBERT作为奖励信号训练的生成模型，其输出更符合人类偏好，提升了长文本生成的质量和评价的可靠性。该工作为开放式文本生成的自动评价和优化提供了有效工具。,8
"SciVer: Evaluating Foundation Models for Multimodal Scientific Claim
  Verification",SciVer：评估基础模型在多模态科学论断验证中的能力,Multimodal LLM,Other,https://arxiv.org/pdf/2506.15569,https://huggingface.co/papers/2506.15569,本文提出了SciVer，这是首个专门用于评估基础模型在多模态科学论证验证能力的基准数据集。SciVer包含3000个由专家标注的实例，覆盖1113篇科学论文和四种常见推理类型，每个实例均附有支持证据。通过对21个先进多模态模型的测试，结果显示当前模型在科学论证验证任务上与人类专家存在显著差距。进一步分析揭示了现有开源模型的关键局限，为提升模型在多模态科学文献理解和推理能力提供了重要参考。,7
CoMemo: LVLMs Need Image Context with Image Memory,CoMemo：多模态大语言模型需要带有图像记忆的图像上下文,Multimodal LLM,Other,https://arxiv.org/pdf/2506.06279,https://huggingface.co/papers/2506.06279,本文提出了CoMemo，一种针对大型视觉语言模型（LVLM）在多模态处理中的视觉信息忽视和空间感知不足问题的新架构。CoMemo采用双路径设计，将上下文图像路径与图像记忆路径结合，有效缓解了视觉内容被忽略的现象。同时，提出了基于缩略图聚合的新型位置编码方法RoPE-DHR，增强了模型对二维空间结构的理解能力。实验结果显示，CoMemo在长上下文理解、多图像推理和视觉问答等多项任务中显著优于传统LVLM架构，提升了视觉与语言的融合效果。,4
Truncated Proximal Policy Optimization,截断近端策略优化,LLM,ByteDance,https://arxiv.org/pdf/2506.15050,https://huggingface.co/papers/2506.15050,本文提出了一种名为Truncated Proximal Policy Optimization（T-PPO）的强化学习方法，用于提升大型语言模型在推理任务中的训练效率。通过引入扩展的优势估计技术和优化的计算机制，T-PPO能够在生成较短响应的同时，有效利用硬件资源，减少冗余计算，加速训练过程。实验证明，T-PPO在保持模型性能的基础上，将训练速度提升了2.5倍，显著优于现有方法，推动了推理型语言模型的高效训练。,4
"PictSure: Pretraining Embeddings Matters for In-Context Learning Image
  Classifiers",PictSure：预训练嵌入对上下文学习图像分类器的重要性,Other,Other,https://arxiv.org/pdf/2506.14842,https://huggingface.co/papers/2506.14842,本文提出了PictSure，一种针对少样本图像分类的框架，强调图像嵌入模型的设计、预训练和微调对模型性能的关键影响。通过系统比较不同视觉编码器类型和训练策略，研究发现预训练方式对模型在新领域的泛化能力尤为重要。实验结果显示，PictSure在跨领域任务中显著优于现有方法，同时在本领域任务中表现相当，展示了其在数据稀缺环境下提升图像分类效果的潜力。相关代码已开源。,4
