公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-07-16 00:58:17,Sci Rep｜用于RNA设计和建模的综合数据集,用于RNA设计和建模的综合实验数据集构建与应用,波兰波兹南理工大学和波兰科学院团队构建了一个包含超过32万个实例的综合RNA二级结构数据集，覆盖序列长度从5到3538个核苷酸，数据来源包括RNAsolo和Rfam数据库。该数据集旨在解决RNA设计中的数据瓶颈问题，支持机器学习模型训练和RNA设计算法评测，具有规模大、结构多样和标准化等优势，为RNA设计和建模领域提供了新的社区基准资源。,AI4Science,Other,,https://mp.weixin.qq.com/s/VhPN-xoR1njHYruQv5tSmg
智药邦,2025-07-16 00:58:17,陈润生教授加持！20场报告讲述如何用AI革新药物创新,AI赋能药物创新的多维实践与挑战报告,文章介绍了AI技术在药物研发中的广泛应用及其带来的变革，包括疾病靶点识别、小分子设计、临床试验优化等环节。通过T20+大会的多个专题论坛，汇聚了药企、科研机构和AI技术提供方的专家，分享AI在药物创新中的最新进展、成功案例及面临的技术与数据挑战，探讨跨学科融合与临床转化的路径，推动医药行业的技术升级与创新发展。,AI4Science,Other,"陈润生, 聂再清, 郭飞, 方群, 潘锋, 张晓东, 苑大为, 赖力鹏, 裴剑锋, 李秀艳, 李正涛, 郑双佳, 张峰, 王如伟, 刘颖, 阎水忠, 张宏波, 宋云龙, 陆旭峰, 韩彦强, 肖申, 张海生, 谢鑫, 回爱民",https://mp.weixin.qq.com/s/lM4rcEPyK-LphbQo9XEh1A
智药邦,2025-07-16 00:58:17,Adv Sci｜复宏汉霖/复旦大学黄强课题组：高稳定性VHH-Fc抗体的设计,基于AI辅助的高稳定性VHH-Fc抗体设计与优化研究,复宏汉霖与复旦大学黄强课题组联合开发了一套基于计算机模拟和人工智能技术的VHH-Fc抗体稳定性评估与优化流程。通过分子动力学模拟和计算分析，识别关键氨基酸位点并设计出高稳定性变体M11，显著提升了抗体的稳定性和亲和力。该研究为VHH-Fc抗体的临床转化和产业化提供了有效的技术路径，展示了AI在抗体药物研发中的应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/T9XnEpUN0xCaMOOLB9pr6g
PaperWeekly,2025-07-15 23:54:37,ICCV 2025 | 破解安防行为识别困局：从“找谁”到“在干嘛”，带来智能守护新可能,基于文本的行人异常行为检索及跨模态姿态感知框架研究,本文介绍了西安交通大学、合肥工业大学和澳门大学团队在ICCV 2025上提出的基于文本的行人异常行为检索新任务及百万级图文基准数据集PAB。该研究突破传统行人检索仅识别身份的局限，结合人体姿态信息，实现对异常行为的精准定位和检索。提出的跨模态姿态感知（CMP）框架在真实测试集上表现优异，推动了智能安防系统在跌倒检测、突发冲突预警等方面的应用，提升了城市安全的智能化水平。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/AIm2IrzXmaN9K1P3nIMvzQ
PaperWeekly,2025-07-15 23:54:37,CVPR 2025 | 3D生成也能链式思维？北大团队提出分层链式建模新框架HCoG,北大团队提出分层链式建模框架HCoG提升复杂文本驱动的3D生成属性绑定能力,北京大学王选计算机研究所团队在CVPR 2025提出HCoG方法，针对文本到3D生成中复杂属性绑定难题，设计分层链式生成策略，将复杂文本拆分为简短子任务，结合局部优化和层级扩张，有效提升多物体及多属性3D生成的准确性。该方法利用大语言模型推理生成顺序，结合扩散模型和分割技术，实现复杂场景下高质量3D内容生成。,Diffusion Model,PKU,,https://mp.weixin.qq.com/s/8XA_lXphuB0nyDgoYyHCMw
PaperWeekly,2025-07-15 23:54:37,语料一变就崩？EraRAG首创“增量语义图”，动态语料场景下也能稳准快,EraRAG: 面向动态语料的高效增量图结构检索增强生成框架,本文提出EraRAG，一种针对动态增长语料设计的图结构检索增强生成（Graph-RAG）框架。通过引入超平面局部敏感哈希和递归摘要机制，EraRAG实现了语义一致且支持增量更新的层次化知识图构建，有效解决了传统Graph-RAG在动态语料场景下更新代价高昂和语义漂移的问题。该方法支持局部图结构更新，显著提升了检索效率和图结构的可维护性，为实际部署动态知识库的RAG系统提供了可行方案。,LLM,Other,,https://mp.weixin.qq.com/s/74vZyk2yb0rf9u_IXmzOZg
机智流,2025-07-15 23:45:49,UML和流程图被纳入评测！北航阿里MAP等联合推出M²Eval基准，革新多模态代码生成，让AI“看图编程”,M²Eval基准与M²c-Instruct数据集推动多模态代码生成模型发展,本文介绍了由北京航空航天大学、南京大学、阿里巴巴集团及M-A-P联合提出的多语言多模态代码生成评测基准M²Eval及大规模多模态指令微调数据集M²c-Instruct。该研究通过融合UML图和流程图等视觉设计信息，提升代码生成模型对复杂系统架构的理解能力，并基于此训练了多模态模型M²-Coder，实验证明其在多模态代码生成任务中表现优异，验证了视觉信息融合的有效性。,Multimodal LLM,Alibaba,,https://mp.weixin.qq.com/s/UDezoWPzU-4x3q4JRkw_4Q
机智流,2025-07-15 23:45:49,Graphiti，为AI智能体构建实时知识图谱；HuggingFace推出开源机器人；OpenArt 上线「一键视频故事」功能,Graphiti实时知识图谱框架及开源大模型Kimi K2与开源机器人Reachy Mini最新进展,本文介绍了开源万亿参数混合专家模型Kimi K2的性能突破及其在编程和推理任务中的优势，Hugging Face与Pollen Robotics联合推出的开源桌面机器人Reachy Mini，以及OpenArt上线的AI视频故事生成功能。此外，重点介绍了Graphiti框架，支持为AI智能体构建具有时间感知能力的实时知识图谱，提升动态环境中智能体的交互和上下文感知能力。,Agent,Other,,https://mp.weixin.qq.com/s/p34odAccBfGK9f36l7LOlg
减论,2025-07-15 22:52:59,【7.15-arXiv】清华提出Quantize-then-Rectify！,清华大学提出Quantize-then-Rectify方法提升VQ-VAE训练效率,本文综述了2025年7月15日arXiv发布的多项计算机视觉与视觉语言领域最新成果。重点介绍了清华大学提出的Quantize-then-Rectify方法，该方法通过控制量化噪声并结合多组通道量化与后置校正器，实现了基于预训练VAE的高效VQ-VAE训练，显著降低计算成本且保持竞争性重建质量。此外，文中还涵盖了香港大学、北京大学、火箭军工程大学等多机构在视觉语言模型、多模态交互、图像去雾及持续学习等方向的最新进展。,Multimodal LLM,"THU, ByteDance",,https://mp.weixin.qq.com/s/Vy_YytcXeuQxtLoLVlKAjg
减论,2025-07-15 22:52:59,【减宝日记】29天龄《初探世界》,婴儿初次接触自然环境的观察记录,本文记录了婴儿在29天龄时首次接触自然环境的体验。文章描述了婴儿对外界鲜艳色彩的反应及适应过程，提出了通过遮阳帽、选择合适时间和触觉引导等方式帮助婴儿逐步适应自然环境的建议，强调了循序渐进的重要性。,Other,Other,,https://mp.weixin.qq.com/s/_gW98k4m8XxsBsEg8L8pjQ
减论,2025-07-15 22:52:59,【视频arXiv减辑】cs.CV（7月15日）,2025年7月15日计算机视觉领域最新arXiv论文视频摘要,本文为微信公众号“减论”发布的2025年7月15日计算机视觉（cs.CV）领域最新arXiv论文视频摘要合集，内容涉及相关技术的代码实现细节，但未提供具体研究内容或成果介绍，主要呈现了部分代码片段，缺乏完整的技术分析和研究背景说明。,Other,Other,,https://mp.weixin.qq.com/s/3p92gbUFO3XRdkgOKWxgFQ
