标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
TwinFlow: Realizing One-step Generation on Large Models with Self-adversarial Flows,TwinFlow：利用自对抗流实现大模型的一步生成,Multimodal LLM,Other,https://arxiv.org/pdf/2512.05150,https://huggingface.co/papers/2512.05150,本文提出了TwinFlow，一种无需预训练教师模型和传统对抗训练的单步生成框架，显著提升了大规模多模态生成模型的推理效率。相比现有多步生成方法和蒸馏技术，TwinFlow在文本到图像任务中实现了更高的性能和更低的计算成本。实验表明，TwinFlow在仅用一次函数评估的情况下，性能可媲美传统需百次评估的模型，计算资源节省约100倍，且质量仅略有下降，展示了其在构建高效大模型生成系统中的潜力。,34
EditThinker: Unlocking Iterative Reasoning for Any Image Editor,EditThinker：解锁面向任意图像编辑器的迭代推理能力,Agent,THU,https://arxiv.org/pdf/2512.05965,https://huggingface.co/papers/2512.05965,本文提出了EditThinker，一种具备迭代推理能力的图像编辑框架，通过模拟人类“边思考边编辑”的认知过程，反复批判和优化编辑指令，从而显著提升图像编辑模型的指令遵循能力。该方法利用单一大语言模型作为推理引擎，结合强化学习使推理与编辑更紧密结合。实验证明，EditThinker在多个基准测试中均大幅提升了编辑质量和准确性，具有良好的通用性和实用价值。研究成果及相关资源将公开，助力社区发展。,30
"EMMA: Efficient Multimodal Understanding, Generation, and Editing with a Unified Architecture",EMMA：基于统一架构的高效多模态理解、生成与编辑,Multimodal LLM,Other,https://arxiv.org/pdf/2512.04810,https://huggingface.co/papers/2512.04810,本文提出了EMMA，一种高效且统一的多模态架构，支持图像和文本的理解、生成及编辑。EMMA通过引入高压缩比的自动编码器、基于通道的特征融合、共享与分离相结合的网络设计，以及专家混合机制，大幅减少计算资源需求的同时提升性能。实验结果表明，EMMA在效率和效果上均优于现有先进统一多模态模型，展示了其在推动多模态技术融合与发展的潜力。,19
PaCo-RL: Advancing Reinforcement Learning for Consistent Image Generation with Pairwise Reward Modeling,PaCo-RL：通过成对奖励建模推进一致性图像生成的强化学习,Other,Other,https://arxiv.org/pdf/2512.04784,https://huggingface.co/papers/2512.04784,本文提出了PaCo-RL，一种结合强化学习与专门设计的一致性奖励模型的框架，旨在提升多图像生成中的视觉一致性。通过自动构建的大规模配对数据训练奖励模型，PaCo-RL能够更好地捕捉人类对图像一致性的感知标准。同时，采用创新的优化策略显著降低训练成本并提升稳定性。实验证明，该方法在图像编辑和文本到图像集生成任务中均实现了更优的一致性表现，展示了其在故事叙述和角色设计等应用中的潜力和实用价值。,18
From Imitation to Discrimination: Toward A Generalized Curriculum Advantage Mechanism Enhancing Cross-Domain Reasoning Tasks,从模仿到区分：面向跨领域推理任务的通用课程优势机制,LLM,"THU, PKU",https://arxiv.org/pdf/2512.02580,https://huggingface.co/papers/2512.02580,本文提出了一种名为CAPO的自适应课程机制，改进了基于优势信号的强化学习训练方法。CAPO通过先利用正向优势信号进行模仿学习，建立稳固基础，再引入负向信号培养区分能力，有效避免了传统方法中正负信号混合导致的训练混乱。该机制兼容多种优化算法，在数学推理任务中显著提升模型性能，并成功推广至多模态图形界面推理，展现出良好的泛化能力和广泛适用性。,17
Entropy Ratio Clipping as a Soft Global Constraint for Stable Reinforcement Learning,熵比裁剪作为稳定强化学习的软全局约束,LLM,Other,https://arxiv.org/pdf/2512.05591,https://huggingface.co/papers/2512.05591,本文针对强化学习中因策略分布变化导致的训练不稳定问题，提出了一种基于策略熵比率的新型约束机制——熵比率裁剪（ERC）。该机制通过限制当前与之前策略的熵比率，稳定了策略更新过程中的全局分布变化，弥补了现有方法对未采样动作概率变化调控不足的缺陷。将ERC应用于多种强化学习算法后，实验证明其在多个基准任务中均显著提升了模型性能和训练稳定性，为强化学习在大规模语言模型后训练中的应用提供了有效支持。,12
Joint 3D Geometry Reconstruction and Motion Generation for 4D Synthesis from a Single Image,基于单张图像的联合三维几何重建与运动生成用于4D合成,Diffusion Model,THU,https://arxiv.org/pdf/2512.05044,https://huggingface.co/papers/2512.05044,本文提出了MoRe4D，一种从单张静态图像联合生成三维几何结构与动态运动，实现高质量四维场景合成的方法。作者构建了包含6万条点轨迹的大规模数据集TrajScene-60K，缓解了高质量四维数据匮乏的问题。基于此，设计了扩散模型驱动的轨迹生成器和深度引导的运动归一化策略，有效融合几何与动态信息，提升生成的空间一致性和运动合理性。实验验证了MoRe4D在多视角一致性和动态细节表现上的优越性，推动了单图像四维场景生成技术的发展。,11
COOPER: A Unified Model for Cooperative Perception and Reasoning in Spatial Intelligence,COOPER：一种用于空间智能中协同感知与推理的统一模型,Multimodal LLM,Other,https://arxiv.org/pdf/2512.04563,https://huggingface.co/papers/2512.04563,本文提出了COOPER，一种统一的多模态大语言模型，融合了深度和分割信息，旨在提升空间感知与推理能力。通过两阶段训练，模型不仅能生成辅助模态，还能自适应地交替进行感知与推理，从而显著增强空间智能。实验表明，COOPER在空间推理任务上平均提升6.91%，且即使仅训练辅助模态生成，也在距离和尺寸估计上取得7.92%的提升，表明辅助模态的学习有效促进了空间知识的内化和理解能力的增强。该模型为多模态空间智能提供了新的统一解决方案。,11
RealGen: Photorealistic Text-to-Image Generation via Detector-Guided Rewards,RealGen：基于检测器引导奖励的真实感文本到图像生成,Diffusion Model,"Shanghai AI Lab, THU, PKU",https://arxiv.org/pdf/2512.00473,https://huggingface.co/papers/2512.00473,本文提出了RealGen，一种基于大语言模型优化提示词和扩散模型生成图像的文本到图像生成框架。通过引入“检测器奖励”机制，RealGen利用语义和特征层面的检测器量化图像中的人工痕迹，提升生成图像的真实感和细节表现。与此同时，作者设计了RealBench自动评估基准，实现了无需人工的高精度真实感评价。实验结果表明，RealGen在真实感、细节和美学上显著优于现有主流和专业的文本到图像模型，推动了高质量写实图像生成的发展。,10
ReVSeg: Incentivizing the Reasoning Chain for Video Segmentation with Reinforcement Learning,ReVSeg：利用强化学习激励视频分割中的推理链,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02835,https://huggingface.co/papers/2512.02835,本文提出了ReVSeg，一种面向推理链的视频目标分割方法。该方法将复杂的视频理解任务分解为语义解释、时间证据选择和空间定位三个步骤，利用预训练视觉语言模型逐步推理。通过强化学习优化推理过程，模型能够根据结果反馈不断提升决策质量。实验表明，ReVSeg在多个视频分割基准数据集上取得了领先性能，同时生成了可解释的推理路径，提升了模型的透明度和实用性。,8
World Models That Know When They Don't Know: Controllable Video Generation with Calibrated Uncertainty,知道自己未知的世界模型：具有校准不确定性的可控视频生成,Embodied AI,Other,https://arxiv.org/pdf/2512.05927,https://huggingface.co/papers/2512.05927,本文提出了C3，一种用于可控视频生成的置信度估计方法，能够准确识别视频生成中的不确定区域，有效防止模型产生与现实不符的“幻觉”帧。该方法通过在潜在空间进行不确定性估计，结合严格的评分规则实现模型输出的校准，并将结果映射到像素级别以便直观展示。实验表明，C3不仅在训练分布内提供了可靠的置信度估计，还能有效检测训练外样本，提升了视频生成的可信度，特别适用于机器人学习和规划等需要高可靠性的视频合成任务。,7
SpaceControl: Introducing Test-Time Spatial Control to 3D Generative Modeling,SpaceControl：引入测试时空间控制的3D生成建模,Other,Other,https://arxiv.org/pdf/2512.05343,https://huggingface.co/papers/2512.05343,本文提出了SpaceControl，一种无需额外训练即可在生成3D模型时实现精确空间控制的方法。该方法支持从简单几何图形到复杂网格的多种输入形式，并允许用户在几何准确性和视觉真实感之间灵活权衡。通过大量评测和用户研究，SpaceControl在保持高视觉质量的同时，显著优于现有基于训练或优化的控制方法。论文还开发了交互界面，方便用户在线编辑几何形状并快速生成带纹理的3D资产，提升了3D创作的实用性和效率。,6
Self-Improving VLM Judges Without Human Annotations,无需人工标注的自我提升视觉-语言模型评判器,Multimodal LLM,Meta,https://arxiv.org/pdf/2512.05145,https://huggingface.co/papers/2512.05145,本文提出了一种无需人工标注、通过自我合成数据自训练视觉-语言模型（VLM）评判器的方法。该方法通过生成多样化的多模态指令-响应对，结合推理过程筛选高质量样本，迭代训练评判器。实验结果显示，该自训练评判器在多个评测基准上显著提升准确率，甚至超过了体量更大的模型。此研究展示了无需昂贵人工偏好标注即可构建高效VLM评判器的可能性，推动了评判器与快速发展的VLM能力同步进化的前景。,5
SCAIL: Towards Studio-Grade Character Animation via In-Context Learning of 3D-Consistent Pose Representations,SCAIL：通过上下文学习3D一致性姿态表示实现工作室级角色动画,Diffusion Model,THU,https://arxiv.org/pdf/2512.05905,https://huggingface.co/papers/2512.05905,本文提出了SCAIL框架，旨在提升角色动画的质量以达到影视制作级别。通过引入一种新颖的三维姿态表示和结合全局动作序列信息的扩散变换器结构，SCAIL能够更准确地捕捉复杂动作和多角色互动中的时空关系，有效保证动画的结构一致性和时间连贯性。该方法还配套设计了高质量多样化的数据处理流程和评测基准，实验证明其在动画真实感和稳定性方面优于现有技术，推动了高品质自动角色动画的实现。,4
AI & Human Co-Improvement for Safer Co-Superintelligence,AI与人类协同提升以实现更安全的协同超智能,AGI,Meta,https://arxiv.org/pdf/2512.05356,https://huggingface.co/papers/2512.05356,本文提出了“人机协同共进”作为实现更安全、更高效人工智能发展的关键路径。作者认为，完全自主的自我改进型AI虽然是终极目标，但存在风险且难以短期实现。相比之下，通过增强AI与人类研究者的合作能力，共同参与AI研究的各个环节，不仅能加速AI技术进步，还能通过人机协同实现更安全的超级智能。该观点强调将人类研究者纳入改进循环，有助于更快、更稳妥地推动AI发展，避免潜在的安全隐患。,3
