标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
SingLoRA: Low Rank Adaptation Using a Single Matrix,SingLoRA：使用单一矩阵的低秩适配方法,Other,Other,https://arxiv.org/pdf/2507.05566,https://huggingface.co/papers/2507.05566,无法生成摘要。,54
A Survey on Latent Reasoning,潜在推理综述,LLM,PKU,https://arxiv.org/pdf/2507.06203,https://huggingface.co/papers/2507.06203,本论文综述了潜在推理这一新兴领域，探讨了通过在模型的连续隐藏状态中进行多步推理，突破传统基于自然语言的链式思维方法的表达限制。作者系统梳理了神经网络层作为推理基础的作用，介绍了多种潜在推理技术及其优化策略，并展望了如基于扩散模型的无限深度推理等前沿范式。该综述为理解和推进大语言模型的隐式推理能力提供了全面视角，推动该领域未来研究发展。,49
"OmniPart: Part-Aware 3D Generation with Semantic Decoupling and
  Structural Cohesion",OmniPart：具备语义解耦与结构内聚的部件感知三维生成,Diffusion Model,Other,https://arxiv.org/pdf/2507.06165,https://huggingface.co/papers/2507.06165,本文提出了OmniPart，一种创新的三维物体生成框架，能够将复杂物体分解为语义独立且结构紧密的多个部分。该方法通过两个阶段实现：首先利用自回归模型基于二维部件掩码规划三维部件的布局；其次采用空间条件的流模型同时生成所有部件，确保整体协调。OmniPart支持用户自定义部件粒度和精确定位，极大提升了三维模型的可编辑性和多样性。实验结果表明，该方法在生成质量和结构表达上达到了领先水平，为交互式三维内容创作提供了有力工具。,37
"CriticLean: Critic-Guided Reinforcement Learning for Mathematical
  Formalization",CriticLean：基于Critic引导的强化学习用于数学形式化,AI4Science,ByteDance,https://arxiv.org/pdf/2507.06181,https://huggingface.co/papers/2507.06181,本文提出了CriticLean框架，通过强化学习提升数学定理自动证明中形式化表达的语义评估能力。核心创新在于将评判模型从被动验证者转变为主动学习者，开发了CriticLeanGPT用于严格判断形式化表达的语义准确性，并设计了CriticLeanBench基准测试模型区分正确与错误表达的能力。基于此框架，作者构建了涵盖多领域且高质量的FineLeanCorpus数据集。实验结果表明，优化评判环节对于生成可靠的数学形式化表达至关重要，推动了自动数学推理的进步。,34
"StreamVLN: Streaming Vision-and-Language Navigation via SlowFast Context
  Modeling",StreamVLN：通过慢快上下文建模实现的流式视觉与语言导航,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2507.05240,https://huggingface.co/papers/2507.05240,本文提出了StreamVLN，一种针对视觉语言导航任务的流式处理框架。该方法通过结合“慢-快”两种上下文建模策略，实现了对连续视觉信息的细致理解与长期上下文的有效整合，同时保证了计算效率。快速通道处理当前对话内容，支持即时动作决策；慢速通道则通过压缩历史视觉信息，维护长期记忆。实验结果表明，StreamVLN在保持低延迟的同时，在多个导航基准测试中取得了领先性能，展示了其在实际应用中的鲁棒性和高效性。,32
"RLVER: Reinforcement Learning with Verifiable Emotion Rewards for
  Empathetic Agents",RLVER：基于可验证情感奖励的强化学习用于共情智能体,Agent,Tencent,https://arxiv.org/pdf/2507.03112,https://huggingface.co/papers/2507.03112,本文提出了RLVER，一种基于可验证情感奖励的端到端强化学习框架，旨在提升大型语言模型的情感智能和共情能力。通过引入自洽的情感模拟用户在对话中生成确定性情感评分作为奖励信号，RLVER有效引导模型学习更高阶的情感理解。实验证明，RLVER显著提升了模型的情感表现，同时保持了其逻辑和编程能力，展示了在情感智能对话系统中应用强化学习的新路径。,27
How to Train Your LLM Web Agent: A Statistical Diagnosis,如何训练你的LLM网页智能体：一项统计诊断研究,Agent,Other,https://arxiv.org/pdf/2507.04103,https://huggingface.co/papers/2507.04103,本文针对基于大语言模型（LLM）的网页智能代理的后期训练，首次进行了系统的计算资源分配研究。作者提出一种两阶段训练方法，先通过监督微调让小模型模仿大模型，再结合在线强化学习优化性能。通过对1370种超参数配置的统计分析，发现该混合策略在多个任务上均优于单一训练方法，且计算资源消耗减少近一半，有效提升了开源模型的性能，缩小了与闭源系统的差距。该研究为高效训练实用的网页智能代理提供了重要指导。,27
"MedGen: Unlocking Medical Video Generation by Scaling
  Granularly-annotated Medical Videos",MedGen：通过扩展细粒度标注医疗视频解锁医疗视频生成,Diffusion Model,Other,https://arxiv.org/pdf/2507.05675,https://huggingface.co/papers/2507.05675,本文提出了MedGen，一种基于首个大规模医学视频数据集MedVideoCap-55K的医学视频生成模型。该数据集包含超过5.5万条涵盖真实医疗场景的视频片段及丰富文字描述，填补了医学视频生成领域缺乏高质量训练资源的空白。MedGen在视觉质量和医学准确性方面均表现领先，优于现有开源模型并可媲美商业系统。该工作为医学视频生成提供了坚实基础，有助于推动临床培训、教育和模拟等应用的发展。相关代码和数据已公开。,22
Is Diversity All You Need for Scalable Robotic Manipulation?,[翻译]Is Diversity All You Need for Scalable Robotic Manipulation?,Other,Other,https://arxiv.org/pdf/2507.06219,https://huggingface.co/papers/2507.06219,本文系统研究了数据多样性在机器人操作学习中的作用，重点分析了任务多样性、机器人类型多样性和演示者多样性三方面。研究发现，任务多样性对提升模型迁移能力至关重要，而多机器人类型的数据对跨平台迁移非必需；此外，演示者多样性可能引入混淆，影响学习效果。基于此，作者提出了一种分布去偏方法，有效缓解了演示中速度多模态带来的问题，实现了显著性能提升。该工作为构建高效且可扩展的机器人操作数据集提供了重要指导。,16
Nile-Chat: Egyptian Language Models for Arabic and Latin Scripts,Nile-Chat：面向阿拉伯文和拉丁文书写体系的埃及方言语言模型,LLM,Other,https://arxiv.org/pdf/2507.04569,https://huggingface.co/papers/2507.04569,本文提出了Nile-Chat系列大语言模型，专门针对埃及阿拉伯语方言，支持阿拉伯字母和拉丁字母两种书写系统。通过创新的Branch-Train-MiX策略，将针对不同书写系统训练的专家模型融合为一个混合专家模型，实现高效且精准的双脚本语言处理。实验结果显示，Nile-Chat在理解和生成任务上显著优于现有多语言和阿拉伯语模型，尤其在拉丁字母文本上表现提升明显。该研究为双脚本语言的模型适配提供了系统方法，填补了现代大语言模型在此方面的空白，且所有资源均已公开。,15
