公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-05-17 23:40:20,一起读LLM算子库之turbomind （6）,turbomind中基于cutlass的gemm算子实现解析,本文介绍了turbomind算子库中gemm操作的实现细节，重点分析了从cutlass模板抽取的gemm内核及其在awq等w4a16量化方法下的加速实现。文章通过linear.py中的Linear模块代码，阐述了4-bit权重量化和分组大小限制等设计，并为后续深入理解gemm内核实现奠定基础。,LLM,Other,,https://mp.weixin.qq.com/s/zbcTaoqva_1rHWziAv3jpg
机智流,2025-05-17 23:40:20,0517晚报：阿里正式推出Qwen2.5-Omni-7B量化版 | OpenAI推出Codex研究预览版,阿里发布Qwen2.5-Omni-7B量化版，OpenAI推出Codex研究预览版,本文报道了阿里巴巴正式推出Qwen2.5-Omni-7B量化版本，提升模型的运行效率和应用潜力。同时，OpenAI发布了Codex研究预览版，进一步推动代码生成与理解技术的发展。这两项进展均代表了大语言模型领域的重要动态，展示了企业在AI模型优化与应用方面的持续投入。,LLM,"Alibaba, OpenAI",,https://mp.weixin.qq.com/s/VBGzt2G4Jux-EdnukpUhDg
机器学习算法与自然语言处理,2025-05-17 22:26:08,ICML 2025 | 两瞥惊鸿，祛幻见真！缓解多模态大模型“幻觉”胡话的关键一招,MemVR：基于视觉回溯的多模态大语言模型幻觉缓解方法,本文介绍了MemVR，一种受人类认知启发的“看两次”机制，用于缓解多模态大语言模型中的幻觉问题。该方法通过在模型推理过程中动态触发视觉信息的二次回溯，增强视觉记忆的真实性，降低预测不确定性。实验结果显示，MemVR在多个幻觉评估基准上显著提升了模型的准确率和一致性，且相比现有方法具备更高的效率和灵活性。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/2Gjlful376M2MbQEF96iZQ
机器学习算法与自然语言处理,2025-05-17 22:26:08,解决小LLM 6类幻觉的实用指南,解决小型大语言模型六类幻觉问题的方法研究,本文针对小型大语言模型（如1B LLaMA）在文本生成中出现的六类幻觉问题（事实幻觉、时间幻觉、上下文幻觉、语言幻觉、外在幻觉和内在幻觉）进行了系统分析，并介绍了相应的解决技术，如RAG、时间感知提示、回溯检测器等。文章还展示了如何利用开源嵌入模型和文本生成模型结合，降低成本同时提升生成质量，适用于实际的chatbot应用场景。,LLM,"Meta, OpenAI",,https://mp.weixin.qq.com/s/8-4h6VWRlB6j_ScqCXdH8g
圆圆的算法笔记,2025-05-17 22:22:35,朋友的书《百面大模型》出版了！,《百面大模型》：大模型技术与面试知识全景解析,《百面大模型》一书由大模型从业者包包撰写，旨在解决大模型领域面试中的常见难题，并系统梳理大模型基础原理、训练调优及实践应用。书中结合最新技术进展与个人研发经验，采用QA形式，适合不同背景读者查漏补缺。该书得到了多位业内专家推荐，助力新人快速入门，推动国产大模型技术发展。,LLM,Other,,https://mp.weixin.qq.com/s/CYPEclv5lZYJMDP6NUiLgQ
DASOU,2025-05-18 10:45:24,不用等了！吴恩达MCP课程来了！,吴恩达与Anthropic联合推出MCP标准及应用开发课程,MCP是一种标准化大型语言模型与外部工具交互的开放协议，解决了接口碎片化和开发低效的问题。吴恩达的DeepLearning.AI与Anthropic合作推出了《MCP: 构建富上下文AI应用》课程，系统讲解MCP协议及其应用开发，涵盖MCP服务器搭建、客户端集成及工具链扩展，助力开发者高效构建支持多工具的AI应用，推动AI生态系统的互联互通。,LLM,Other,吴恩达,https://mp.weixin.qq.com/s/BaSUieen_mB-6MwypfUjSA
机器之心,2025-05-18 10:38:44,从 VLM 到 VLA，智驾距离跨过「L2.9999」还有多远？,自动驾驶技术发展现状及L2与L3级别的法律与技术挑战分析,文章分析了当前自动驾驶技术的发展，特别聚焦于L2与L3级别之间的技术瓶颈和法律责任划分。指出各大厂商自动驾驶宣传多停留在L2.9999阶段，L3级别因责任转移和法律风险成为技术推广的关键障碍。文章还探讨了端到端自动驾驶技术的现状与挑战，以及相关法规对自动驾驶车辆事故责任的明确规定，强调车企对事故赔付的态度是衡量真正L3级别的关键。,Other,Other,于骞,https://mp.weixin.qq.com/s/cHTcO2SXdNFw3i1juXW5aA
新智元,2025-05-18 09:00:52,史诗时刻！AlphaGo神之一手突现，谷歌AI颠覆科研极限？,谷歌DeepMind推出AlphaEvolve，实现矩阵乘法算法突破及科学计算优化,谷歌DeepMind发布了AlphaEvolve，一种基于进化编程的智能体，成功突破了自1969年以来矩阵乘法运算次数的纪录，并在六边形填充问题和接吻数问题等数学难题上取得进展。该AI通过自我训练和优化大语言模型，展现出自主改进算法的能力，预示着AI在科学研究和计算基础设施优化领域的广泛应用前景。,AI4Science,DeepMind,"Sundar Pichai, Jason Wei",https://mp.weixin.qq.com/s/aHfHSrx3Iz1tKnOd0oqg6g
机智流,2025-05-18 07:47:40,本周HF论文TOP 10：Seed1.5-VL、MiniMax-Speech、BLIP3-o、Step1X-3D等,本周Hugging Face精选论文综述：多模态模型、语音合成与3D生成最新进展,本报告汇总了Hugging Face本周投票排名前十的AI前沿论文，涵盖视觉-语言基础模型Seed1.5-VL、零样本语音合成MiniMax-Speech、多模态统一模型BLIP3-o、以及高保真3D资产生成Step1X-3D等。论文展示了多模态推理、语言模型优化、语音克隆和3D生成等领域的最新技术突破，推动了相关应用的发展与创新。,Multimodal LLM,ByteDance,,https://mp.weixin.qq.com/s/LvocL-Xko5e83-CjAun8cg
专知,2025-05-17 23:24:04,AI智能体与代理式AI：概念分类、应用与挑战,AI智能体与代理式AI的概念分类、应用及挑战分析,本文系统区分了AI智能体与代理式AI，构建了结构化的概念分类体系，分析了两者在设计理念、能力及应用场景上的差异。AI智能体主要基于大语言模型和多模态模型，应用于客户支持等任务；代理式AI则强调多智能体协作和自主行为，适用于科研自动化和医疗决策等复杂领域。文章还探讨了两类系统面临的关键挑战及应对策略，旨在为构建稳健且可扩展的AI系统提供理论和技术参考。,Agent,Other,,https://mp.weixin.qq.com/s/ReNlpeOsrN8JRsFCZ0sRng
