公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
老刘说NLP,2025-06-13 11:44:17,三种主流文本嵌入编码范式及KG-Infused RAG做问题扩展新思路,主流文本嵌入编码范式及知识图谱增强的RAG方法研究,本文介绍了三种主流文本嵌入编码范式：Bi-encoders、Cross-encoder和ColBERT，分析了各自的特点和适用场景。重点探讨了KG-Infused RAG方法，结合知识图谱与检索增强生成模型，通过KG引导的扩散激活构建任务特定子图，利用知识图谱进行查询扩展和答案生成，提升检索与生成的效果和解释性。该方法虽无创新突破，但提供了实用的工程实现思路。,LLM,Other,,https://mp.weixin.qq.com/s/uvdCizCKh-uE5Lb1sN5LXw
DASOU,2025-06-13 11:31:54,吹爆斯坦福大佬的2025大模型实战教程！！,2025年大模型科研与实战训练课程介绍,本文介绍了一门由斯坦福博士和CVPR审稿人主讲的90天大模型SCI冲刺训练营课程，涵盖大语言模型、视觉大模型、多模态融合、Agent智能体、安全伦理及垂直领域应用。课程分为进阶班和强化班，系统讲解大模型核心理论、最新研究进展及参数高效微调技术，旨在帮助研究生和科研人员快速掌握大模型科研脉络并提升论文发表能力。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/bWAfvHXw0vkjcmfiZFJjJA
AI研究前瞻,2025-06-13 11:15:57,6.13-1|基于推理的工作流生成；测试驱动开发的编程数据合成框架；LLM智能体异步通信，自动决定发言时期，群体交流,基于推理的大规模自动化ComfyUI工作流生成模型ComfyUI-R1,本文提出了ComfyUI-R1，一种针对自动化生成ComfyUI工作流的大规模推理模型。通过构建包含近4000个高质量工作流的知识库，采用两阶段训练策略（监督微调与强化学习），结合细粒度混合奖励机制，显著提升了工作流生成的准确性和规范性。实验结果显示，ComfyUI-R1在格式有效率和任务通过率上均优于现有先进模型，展示了长链推理在多模态内容创作工作流中的应用潜力。,Agent,Alibaba,,https://mp.weixin.qq.com/s/HYLai4R0U_VN4sbHuyjOJg
AI研究前瞻,2025-06-13 11:15:57,6.13-2|基于自信度的强化学习；LLM原生并行生成；自蒸馏门控的稀疏注意力；数值精度复现性，误差传递,基于自信度的强化学习及LLM并行生成与稀疏注意力优化研究进展,本文综述了大型语言模型推理与优化的最新进展，重点介绍了基于自信度的强化学习（RLSC）方法，该方法利用模型自身置信度作为奖励信号，实现零标签、零人工反馈的高效后训练优化，显著提升数学推理任务表现。同时探讨了LLM的原生并行生成技术及自蒸馏门控的稀疏注意力机制，提升生成效率和模型推理简洁性，展示了数值精度复现性及误差传递的相关研究。,LLM,Other,,https://mp.weixin.qq.com/s/f_lHIB1alVc0cJbVx3dPTg
AI研究前瞻,2025-06-13 11:15:57,6.13-3|文本到音乐生成：自回归与流匹配范式比较,文本到音乐生成中自回归与条件流匹配建模范式的比较研究,本文在统一实验框架下，系统比较了文本到音乐生成中自回归（AR）与条件流匹配（FM）两大建模范式。结果显示，AR模型在生成质量、时序控制和推理效率上表现更优，而FM模型在音频修补能力和训练资源效率方面具备优势。研究揭示了两种范式的适用场景及局限，为未来音乐生成模型设计提供理论和实践参考。,Other,Meta,,https://mp.weixin.qq.com/s/-T45U0YFrQbWVI1OWwsW3A
AI研究前瞻,2025-06-13 11:15:57,6.13-4|Seedance 技术报告；实时交互视频生成，自回归对抗后训练；第一人称交互视频生成；多主体注入视频生成,Seedance 1.0：高效多任务视频生成模型及实时交互技术研究报告,本文介绍了字节跳动发布的Seedance 1.0视频生成模型，结合多源数据构建、创新架构设计及后训练优化，实现了文本到视频和图像到视频的高质量生成。该模型支持多主体、多镜头及多风格视频生成，采用自回归对抗后训练和强化学习提升运动自然度与视觉保真度，并通过多阶段蒸馏实现推理加速。实验结果显示Seedance 1.0在多个公开基准中表现领先，推动视频生成技术向更高效、自然和多样化方向发展。,Diffusion Model,ByteDance,,https://mp.weixin.qq.com/s/i9Izoj79j3jB-tM1WPLHnQ
机器之心,2025-06-13 10:32:06,AGI真方向？谷歌证明：智能体在自研世界模型，世界模型is all You Need,谷歌DeepMind论证通用智能体必须学习世界模型的必要性,谷歌DeepMind最新研究表明，能够处理复杂多步骤目标任务的通用智能体必须学习其环境的预测世界模型。该模型不仅可以从智能体策略中提取，还能提升智能体性能和目标实现的复杂度。这一发现为实现更安全、更灵活的通用人工智能提供了理论基础，并推动了从智能体中提取世界模型的新算法研究，进一步推动AGI的发展。,AGI,"DeepMind, OpenAI",Ilya Sutskever,https://mp.weixin.qq.com/s/k-hd-M1XK7fsH2LI80r5AA
机器之心,2025-06-13 10:32:06,CVPR 2025 Highlight｜北大联手智元发布首个基于说明书的家电操作评测基准,基于说明书的家电操作评测基准CheckManual及操作规划模型研究,本文介绍了由北京大学与智元机器人团队联合提出的CheckManual评测基准，首个针对基于说明书的家电操作设计的评测框架。该基准包含1100余份拟真说明书和182种家电数字资产，设计了多样化评测任务以全面考察模型的说明书理解、操作规划和动作执行能力，并提出了首个基于说明书的操作规划模型ManualPlan，实现了多步长程操作规划。该工作已被CVPR 2025接收并评为Highlight。,Embodied AI,PKU,"龙宇星, 董豪",https://mp.weixin.qq.com/s/xsHcnIbJkhj1peDDbbAe3w
量子位,2025-06-13 10:25:07,超越英伟达B200！AMD最强AI芯：1.6倍大内存、大模型推理快30%，奥特曼都来站台,AMD发布MI350系列AI加速器，性能超越英伟达B200并预告MI400系列,AMD推出基于3nm工艺的MI350X和MI355X两款GPU，采用第四代Instinct架构，配备288GB HBM3E内存，算力和推理速度较前代提升显著，推理性能较英伟达B200提升约30%。新芯片功耗更低，性价比更高，支持大规模模型训练和推理。AMD同时发布ROCm 7软件栈，提升训练和推理性能。未来MI400系列将与OpenAI联合研发，采用2nm工艺和更大内存，进一步提升AI计算能力。,LLM,"OpenAI, Microsoft, Meta",苏姿丰,https://mp.weixin.qq.com/s/HCTvvQZOiEUx9y7MImR0Vw
量子位,2025-06-13 10:25:07,o3-pro答高难题文字游戏引围观，OpenAI前员工讽刺苹果：这都不叫推理那什么叫推理,OpenAI最新推理模型o3-pro性能评测及应用体验分析,文章评测了OpenAI最新推理模型o3-pro的实际推理能力及其在编码和长上下文理解中的表现。通过复杂文字游戏测试，o3-pro展现出较强推理能力，但在智能体工具使用方面仍有不足。苹果前工程师Ben Hylak的使用心得表明，o3-pro在结合丰富背景信息和工具调用时表现显著提升，能够生成具体且有依据的规划方案，体现了模型在实际应用中的潜力和挑战。,LLM,OpenAI,"Riley Goodside, Miles Brundage, Bindu Reddy, Ben Hylak",https://mp.weixin.qq.com/s/0OGZji4-QNveusDsv9MdQg
