公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
DASOU,2025-10-13 02:02:49,腾讯2面：RL训练为什么会“熵崩溃”？,强化学习中熵机制及其对策略稳定性的影响分析,本文基于两篇近期论文，探讨了强化学习（RL）训练过程中熵的作用机制，特别是策略熵的崩溃现象。文章首先介绍了信息熵、交叉熵及KL散度的基本概念及其在大语言模型训练中的应用，随后区分了微观的Token熵与宏观的策略熵，分析了RL训练中熵的变化对模型性能和稳定性的影响，旨在通过熵的视角深入理解RL的内在机制。,LLM,Tencent,,https://mp.weixin.qq.com/s/OhaDmE7M3JJ97VibRThz_Q
新智元,2025-10-13 01:50:34,谷歌Gemini 3.0「全家桶」年度压轴，前端不再需要人类！下周王者降临,谷歌DeepMind发布Gemini 3.0多模态大模型，显著提升前端开发与视觉生成能力,谷歌DeepMind即将于2025年10月22日发布旗舰多模态大模型Gemini 3.0，具备超万亿参数和百万级上下文处理能力。该模型支持一次性生成网页、游戏、原创音乐及复杂3D动画，显著提升前端开发自动化水平。Gemini 3.0采用MoE架构，包含Pro、Flash及Ultra多个版本，内测反馈显示其视觉和交互能力领先业界，可能对前端开发和UI/UX设计产生深远影响。,Multimodal LLM,DeepMind,,https://mp.weixin.qq.com/s/ALfH3BKf0HCXFQ66mT0EDw
量子位,2025-10-13 01:35:23,马斯克从英伟达挖人做AI游戏！第一步：研发世界模型,马斯克xAI团队从英伟达引进人才，布局世界模型与AI生成游戏研发,马斯克旗下的xAI团队今年夏天从英伟达挖来了多名资深研究员，重点研发世界模型技术，计划于2026年底推出基于世界模型驱动的AI生成游戏。世界模型被视为AGI核心底座，能够让AI理解和推理物理3D世界。xAI借助英伟达Omniverse平台的物理仿真优势，推动多模态理解与生成，组建专门的多模态团队，涵盖图像、视频、音频等方向，力图在游戏和虚拟世界构建领域实现突破。,AGI,Other,"Elon Musk, 李飞飞",https://mp.weixin.qq.com/s/JFXbGvMlASZ3cL-LqcXPaQ
量子位,2025-10-13 01:35:23,“AI版LeCun”自己讲解论文，自我进化智能体框架生成精美演讲视频,EvoPresent：基于多智能体协作的自我进化学术演讲生成框架,加州大学圣塔芭芭拉与圣克鲁兹的研究者提出EvoPresent，一种由四个智能体协作组成的学术演讲生成系统。该系统通过多任务强化学习训练的美学模型PresAesth，实现幻灯片内容与视觉设计的自我反馈与迭代优化。EvoPresent构建了首个系统化的学术演讲美学评测体系，显著提升内容连贯性和视觉美感，展示了AI在科研传播中从自动化向艺术化发展的新范式。,Agent,Other,,https://mp.weixin.qq.com/s/_UvfTWG2Ub03XWDL7KchgA
ScienceAI,2025-10-13 03:55:34,速度提升百倍、精度达实验水准，中国科学院等发布FastTrack，为离子装上「导航系统」,中国科学院等发布FastTrack：基于机器学习的离子迁移能垒快速计算框架,中国科学院物理研究所等团队开发了FastTrack，一种结合机器学习势场与三维势能面采样的新框架，实现离子扩散路径和迁移能垒的快速、高精度计算。该方法相比传统DFT计算速度提升约10倍，精度相当，支持自动路径识别和能量地形可视化，极大加速了材料中离子迁移机制的研究，推动了AI与物理模型的协同发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/rIo5ED4cRBEFtrUqyN6cpA
量子位,2025-10-13 03:34:59,刚得诺奖的成果被做成芯片了,基于MOF材料的纳米流体芯片及其类脑记忆特性研究,莫纳什大学科学家利用金属有机框架（MOF）材料成功制造出具有非线性质子传输和短期记忆功能的纳米流体芯片。该芯片通过分层MOF晶体构建异质结，实现了类似三极管的离子传输行为及流体忆阻效应，展示了类脑计算的潜力。研究表明，MOF材料在纳米尺度上的精确调控能力为未来液态信息存储和类脑计算提供了新思路，突破了传统电子芯片的局限。,Other,Other,,https://mp.weixin.qq.com/s/fY2unAIyt_WK5UlXpyDYvA
量子位,2025-10-13 03:34:59,Meta「分割一切」3.0曝光！技能语义分割加入概念提示，好好玩，要爆了,Meta发布SAM 3模型，实现基于概念提示的多实例语义分割,Meta最新发布的SAM 3模型引入了可提示概念分割（PCS）任务，支持基于短语和图像示例的多实例分割，突破了前代只能处理单实例的限制。新架构采用DETR检测器和Presence Head模块提升检测精度，并构建了覆盖400万概念标签的大规模训练数据集。SAM 3在多个基准测试中刷新性能，具备近实时视频处理能力，且可与多模态大模型结合处理复杂分割需求，但在细分领域泛化和多目标视频实时性能方面仍有挑战。,Multimodal LLM,Meta,,https://mp.weixin.qq.com/s/PpRKPdrm86s7LAYD5hDgnA
老刘说NLP,2025-10-13 03:00:26,AI实战案例集锦抢先看：工程化问题的深入探讨,AI工程化实践与智能体基础设施的最新进展,本文介绍了2025年QCon全球软件开发大会上海站的主题与演讲内容，聚焦AI技术在工程化应用中的挑战与实践。大会涵盖智能体基础设施重构、AI驱动的软件开发变革及企业级智能体的构建，分享了来自小红书、腾讯、Coupang、快手、Amazon Web Services和Snowflake等行业领袖的经验。专题演讲深入探讨了AI在软件工程、智能体协同、多行业应用及技术与组织管理融合方面的最新进展与案例。,Agent,"Tencent, Amazon","王晓博, 于旸, 郭东白, 陈彬, Jeff Barr, 杨扬, 夏立雪",https://mp.weixin.qq.com/s/tQMqjAGXdImp7CFUz9FWYw
老刘说NLP,2025-10-13 03:00:26,技术总结：7个知识图谱用于大模型数据合成方案,知识图谱在大模型数据合成中的应用技术总结,本文系统回顾了知识图谱在大语言模型训练数据合成中的多项技术进展，涵盖跨文档实体图构建、工具调用指令数据生成、专业领域微调数据流水线及复杂多跳推理数据合成等方法。特别聚焦医疗和电信领域的知识图谱应用，介绍了多种采样策略和数据合成流程，以提升大模型的推理能力和专业知识覆盖。,LLM,Other,,https://mp.weixin.qq.com/s/GWng0aNhjDGInSdPGMYKDA
具身智能之心,2025-10-13 02:43:35,你的第一套具身科研平台来了，高性价比+代码开发方便,面向具身智能的高性价比机械臂科研平台Imeta-Y1介绍,本文介绍了专为具身智能科研设计的轻量级机械臂Imeta-Y1，具有高性价比和易用性，支持Python/C++双语言接口及ROS1/ROS2，提供全流程开源SDK和工具链，支持视觉与力控多模态数据融合，兼容主流深度学习框架，实现仿真与真机无缝切换。机械臂结构紧凑，负载能力强，适合嵌入式AI与机器人学习平台，助力科研初学者和教育者高效完成算法验证与项目开发。,Embodied AI,Other,,https://mp.weixin.qq.com/s/gZCMeLSLZlt0jyg_wi5fwg
