公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-04-14 10:53:01,GitHub中国IP访问崩了又复活！OpenAI API新政恐锁死GPT-5？,GitHub中国区访问中断原因及OpenAI API验证政策解析,文章报道了GitHub中国区因配置错误导致的短暂访问中断，并已恢复正常。同时，OpenAI推出了API“已验证组织”新政策，要求开发者通过验证流程以解锁对先进模型的使用权限。此政策旨在提升AI使用的安全性和规范性，但可能对全球开发者造成一定影响。文章详细解释了验证流程及其条件，并指出政策可能对AI生态系统产生深远影响。,LLM,OpenAI,,https://mp.weixin.qq.com/s/FYQXEGbYi5mleTsMFfmFOw
老刘说NLP,2025-04-14 08:35:19,RAG中的表格数据序列化思路及R1类推理大模型训练实证分析,RAG表格数据序列化方法与R1推理模型训练的实证研究,文章探讨了RAG（Retrieval-Augmented Generation）中表格数据的序列化方法及其在大语言模型中的应用，比较了多种序列化格式（如Markdown、HTML等）的优缺点，并提出HTML格式在复杂表格处理中的优势。此外，文章分析了基于强化学习（RL）的R1类推理模型训练，包括基模型和微调模型的实验设计及其对推理能力的影响，提供了关于提示设计和训练超参数的实证结论。,LLM,Other,,https://mp.weixin.qq.com/s/OANQwtL1ayYr8REdL-5yvQ
老刘说NLP,2025-04-14 08:35:19,RAG＆KG＆LLM＆文档智能技术前沿：老刘说NLP技术社区持续对外纳新,老刘说NLP技术社区：大模型、RAG与知识图谱技术分享与发展,老刘说NLP技术社区专注于大模型、RAG、文档智能和知识图谱等方向，通过每日早报、线上交流、技术专题分享等形式，推动技术交流与知识传播。社区已举办41次线上技术分享，涵盖大模型训练、知识图谱应用、RAG与文档智能融合等主题，并提供会员制服务，包含精选技术文章、答疑、课堂资源等权益，旨在打造一个高质量的技术学习与交流平台。,LLM,Other,,https://mp.weixin.qq.com/s/qDK30SBgMMjhm3K98r7lcA
虎嗅APP,2025-04-14 07:48:57,字节欲上市，游戏打头阵？,字节跳动游戏业务独立上市传闻分析,文章分析了字节跳动游戏业务的最新动态，包括朝夕光年与沐瞳的整合、游戏产品布局及海外市场战略。字节游戏业务已形成多工作室协同开发的模式，涵盖多个热门品类，并在国内外市场表现出色。尽管传闻称字节游戏可能独立上市，但官方回应称暂无计划。文章还探讨了字节跳动在游戏领域的扩张路径及估值潜力。,Other,ByteDance,张一鸣,https://mp.weixin.qq.com/s/L7nO1a68i3NEsgUCOyvcgQ
虎嗅APP,2025-04-14 07:48:57,早报｜商务部回应美豁免部分产品“对等关税”；OpenAI宣布ChatGPT全面升级至4o；中国组装美iPhone机型产线未停工,OpenAI宣布ChatGPT升级至GPT-4o版本，性能全面提升,OpenAI宣布其ChatGPT将于2025年4月30日全面升级至GPT-4o版本，取代现有的GPT-4。新版本在写作、编码和STEM领域表现更优，改进了指令跟踪、问题解决和对话流程，成为GPT-4的自然继任者。同时，GPT-4仍将在API中提供服务。此次升级标志着OpenAI在大语言模型领域的又一重要进展。,LLM,OpenAI,,https://mp.weixin.qq.com/s/gu63EOlNo70R0JBM7SPnqQ
虎嗅APP,2025-04-14 07:48:57,这次调整，打到特朗普政府的“七寸”上,中美关税政策调整对半导体产业的深远影响,文章分析了中美贸易争端背景下的关税政策调整及其对半导体产业的影响。中国发布了芯片原产地认定规则，美国则调整了部分消费电子产品的关税范围。这些措施表明，双方在复杂的半导体产业链上选择避免硬脱钩。文章指出，中国的政策可能干扰美国芯片制造回流计划，而美国企业可能继续依赖海外代工模式，进一步削弱了本土制造的可行性。,Other,Other,,https://mp.weixin.qq.com/s/i5aaZhdeSyHjH4N2TQkGgQ
包包算法笔记,2025-04-14 07:46:40,字节Seed-Thinking-v1.5技术报告解读,Seed-Thinking-v1.5技术报告解读：小规模专家混合模型的推理与泛化能力提升,本文解读了字节跳动提出的Seed-Thinking-v1.5推理模型，该模型通过强化学习和链式思维数据训练，在数学推理、竞赛编程和科学领域表现出色，展示了显著的泛化能力。其在AIME 2024、Codeforces和GPQA等基准测试中取得优异成绩，并开发了BeyondAIME和Codeforces内部基准测试以支持未来研究。Seed-Thinking-v1.5采用200亿激活参数的专家混合模型，重点优化了训练数据和RL算法的稳定性。,LLM,ByteDance,,https://mp.weixin.qq.com/s/kDTXVU562ZDJCnxOydryTQ
包包算法笔记,2025-04-14 07:46:40,25至30年中国互联网预测——大厂离死亡或仅24个月，个人何去何从,2025-2030年中国互联网与AI行业趋势分析,文章分析了2025至2030年中国互联网与AI行业的发展趋势，指出技术、业务和人才的变化将深刻影响大厂与创业公司的生存格局。作者认为AI技术的开源与成本下降将推动行业爆发，但大厂因组织能力和决策效率的限制，可能在24个月内面临生存危机，而创业公司则可能借助高效团队和技术优势崛起。文章还探讨了未来AI时代对个人职业发展的影响。,Other,"Tencent, Alibaba, ByteDance",Dario,https://mp.weixin.qq.com/s/QLL7PRZwDaKCXPngG8ETnA
智药邦,2025-04-14 00:52:26,JCIM｜广州国家实验室廖矿标/张崇焕等：AI预测化学反应位点,AI辅助化学反应位点预测的创新研究,广州国家实验室廖矿标与张崇焕团队开发了一种基于AI的化学反应位点预测模型，通过引入失败数据样本和集成多种机器学习算法，将预测准确率提升至93%。该模型显著加速了药物合成过程，降低了研发成本，并在药物研发、材料科学和教学领域具有广泛应用前景。相关研究发表于Journal of Chemical Information and Modeling。,AI4Science,Other,,https://mp.weixin.qq.com/s/0I4-rj6lnutdeQZg2AtBLg
智药邦,2025-04-14 00:52:26,国家自然科学基金委｜关于“生物与信息融合（BT与IT融合）”“合成生物学”重点专项2025年度应急项目申报指南的通知,国家自然科学基金委发布2025年度“生物与信息融合”与“合成生物学”应急项目申报指南,国家自然科学基金委员会于2025年4月9日发布了关于“生物与信息融合（BT与IT融合）”和“合成生物学”重点专项2025年度应急项目申报指南的通知。通知明确了申报条件、申报单位和负责人要求、申报书内容及相关规定，旨在推动相关领域的科研发展。申报单位需具备独立法人资格，负责人需具有高级职称或博士学位，并符合科研诚信要求。申报书需包含联合申报协议、诚信承诺书等材料。,Other,Other,,https://mp.weixin.qq.com/s/pGDT-ohWKEeV9tLbXTpq7g
