公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-05-25 08:56:24,本周最火AI论文TOP20！Qwen3、NovelSeek、AdaptThink等,本周AI领域20篇重要论文综述：涵盖大语言模型、多模态预训练及智能体框架,本文汇总了本周最受关注的20篇AI论文，涵盖Qwen3大语言模型的思考模式创新、多模态统一预训练模型BAGEL、Chain-of-Model学习范式、上海人工智能实验室提出的自主科学研究智能体框架NovelSeek，以及推理模型自适应思考的AdaptThink等。涉及多语言支持、多模态理解与生成、科学研究流程自动化等前沿技术，展示了AI模型在推理、规划和多任务处理上的最新进展。,LLM,"Microsoft, Shanghai AI Lab, ByteDance, THU",,https://mp.weixin.qq.com/s/pQqvg-q1b5T_N5Cs1tf_iQ
机智流,2025-05-24 23:44:04,一键式训练端到端Agent，Qwen3+MCP工具集高效集成！,RLFactory：基于Qwen3和MCP工具集的一键式端到端Agent训练框架,本文介绍了RLFactory，一个开源的端到端强化学习训练框架，支持通过低代码配置MCP工具和奖励函数快速训练Agent模型。该框架实现环境与训练解耦，支持异步工具调用和多智能体扩展，显著提升训练效率约2倍。RLFactory以Qwen3模型为基座，简化了工具集成和奖励设计，推动Agent模型在多轮工具调用和自主决策中的应用，未来将通过WebUI实现零代码一键训练，促进社区持续优化。,Agent,Other,,https://mp.weixin.qq.com/s/prFBT6i9P1yAvlOdC_uG2Q
机器学习算法与自然语言处理,2025-05-24 23:25:38,2024国自然青年基金A类获得者履历介绍,2024年国家自然科学基金青年科学基金A类获得者及MLNLP社区介绍,本文介绍了2024年度国家自然科学基金青年科学基金A类获得者的履历，并重点介绍了MLNLP社区，该社区由国内外机器学习与自然语言处理学者联合构建，旨在促进学术界、产业界及爱好者之间的交流与进步，特别关注初学者的成长。社区为相关从业者提供开放的交流平台，支持深造、就业及研究发展。,Other,Other,,https://mp.weixin.qq.com/s/d4yB8gaQt8s1KidgFk7MdA
机器学习算法与自然语言处理,2025-05-24 23:25:38,"从十篇论文中探讨：如何解决推理模型的""过度思考""问题？",基于强化学习与动态策略的推理模型过度思考问题研究综述,本文系统梳理了十篇关于减少链式推理冗余与自适应触发链式思考(CoT)的最新研究，探讨如何在保证推理准确率的同时显著降低推理链长度和计算开销。主要技术路线包括直接缩短推理链、动态早停机制和按需思考策略，许多方法基于强化学习优化。研究表明适度简洁化不仅未损害性能，反而提升效率，呼吁重新审视长链推理的必要性。,LLM,Other,,https://mp.weixin.qq.com/s/-A_hG92ghpexvAc4bKqH0w
机器学习算法与自然语言处理,2025-05-24 23:25:38,早鸟注册倒计时2天 | YSSNLP2025“大模型认知建模”分论坛详情公布,YSSNLP2025大模型认知建模分论坛及相关研究进展介绍,YSSNLP2025会议将于2025年6月13-16日在大连举办，聚焦大模型认知建模，邀请多位NLP与认知科学领域专家分享最新研究。分论坛涵盖语义对齐、儿童概念范畴形成机制、脑电大模型及类脑持续学习等主题，旨在促进自然语言处理领域青年学者的交流与合作，推动语言智能与认知科学的融合发展。,LLM,Other,"蔡清, 郁曦, 王少楠",https://mp.weixin.qq.com/s/XhH-3VPqH2gQJt9cYEeg3w
机器学习算法与自然语言处理,2025-05-24 23:25:38,首次，AI下棋不再是「黑盒」！,基于大模型的围棋推理透明化与专业能力提升研究,上海人工智能实验室发布的InternThinker大模型在围棋领域实现了推理过程的透明化，能够用自然语言解释棋局决策，突破了传统AI围棋“黑盒”难题。该模型通过创新的InternBootcamp训练环境，提升了复杂逻辑推理能力，支持多任务混合强化学习，表现优于多款主流推理模型。InternThinker不仅能准确应对李世石“神之一手”，还具备多样化语言风格，助力用户理解和学习围棋。,LLM,Other,,https://mp.weixin.qq.com/s/KukAKJqjEBFzG2V99oOK6w
DrugAI,2025-05-24 23:14:48,港中文，港科广，清华等机构发布最新综述：AI 时代材料生成技术全景解析,人工智能驱动的材料生成技术综述,本文综述了人工智能在材料生成领域的最新进展，涵盖材料结构的多样化表示方法及四大主流生成模型（VAE、GAN、扩散模型、自回归方法）。文章系统梳理了相关技术细节、评估体系及未来挑战，并提供了丰富的开源资源，旨在推动材料科学与AI的深度融合与发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/sw3QW48KC2i9tdw3hH7ung
新智元,2025-05-25 09:00:25,15亿美元AI独角兽崩塌，全是印度程序员冒充！微软亚马逊惨遭忽悠,AI编程公司Builder.ai融资欺诈事件分析,Builder.ai自称通过AI简化软件开发，吸引微软、软银等巨额投资，估值曾超15亿美元。实则依赖人工编程，创始人虚报营收，导致投资被冻结并申请破产。该事件揭示部分AI初创公司存在的技术与宣传脱节问题，反映出AI行业监管和投资风险的挑战。,Other,Microsoft,"Sachin Dev Duggal, Manpreet Ratia",https://mp.weixin.qq.com/s/wECrtwWIMlaMb6mGJbqnEQ
机器之心,2025-05-24 22:12:13,"Now, Scaling What?",大语言模型性能提升的新范式：从预训练到推理阶段的Scaling探索,本文探讨了自2024年以来AI领域Scaling范式的转变，重点分析了预训练阶段Scaling Law收益递减背景下的“Scaling What”问题。文章介绍了多种后训练阶段的Scaling策略，包括Test-Time Scaling（TTS）及其分类框架，强调推理阶段计算资源的优化对提升模型性能的重要性。此外，文中还解读了Meta与微软CEO关于“蒸馏工厂”及开源策略的对话，展示了当前AI技术平台的变革趋势。,LLM,"DeepMind, Meta, Microsoft, OpenAI",Ilya Sutskever,https://mp.weixin.qq.com/s/eY7fAaqcs6NJX4eXqm4oMg
机器之心,2025-05-25 11:51:49,50年僵局打破！MIT最新证明：对于算法少量内存胜过大量时间,MIT最新研究证明少量内存优于大量时间的算法模拟方法,MIT理论计算机科学家Ryan Williams提出了一种数学程序，能够将任意算法转化为占用显著更少空间的形式，证明了少量计算内存理论上比大量计算时间更有价值，打破了计算复杂性领域近50年的认知僵局。该研究不仅揭示了空间约束下可执行的计算范围，还间接证明了有限时间内无法完成的计算类型，为P类与PSPACE类的关系研究提供了新思路。,Other,Other,"Ryan Williams, Juris Hartmanis, Richard Stearns, John Hopcroft, Wolfgang Paul, Leslie Valiant, Stephen Cook",https://mp.weixin.qq.com/s/BBABdpBUVdCV5xhQPdrPmg
机器之心,2025-05-25 11:51:49,只用图像也能思考，强化学习造就推理模型新范式！复杂场景规划能力Max,基于强化学习的纯视觉规划模型及其在复杂场景中的应用,本文介绍了一种全新的视觉规划范式，摒弃传统多模态大语言模型中依赖文本的推理方式，直接基于图像序列进行规划和推理。该方法通过强化学习框架（VPRL）优化视觉模型的规划能力，在多个视觉导航任务中表现出显著优势，展示了纯视觉推理在复杂空间与动态场景中的潜力，开辟了图像感知与推理的新方向。,Agent,Other,,https://mp.weixin.qq.com/s/KXx1t3jIlhLWu0rlVoQWNA
机器之心,2025-05-25 11:51:49,312条轨迹激发241%性能！上交大与SII开源电脑智能体，超越 Claude 3.7,基于少量轨迹数据的高效电脑智能体训练方法及性能提升研究,上海交通大学与SII团队提出了一种仅用312条人类标注轨迹，通过思维链补全与轨迹增强技术，显著提升电脑智能体性能的方法。基于Claude 3.7 Sonnet合成多样动作决策，训练出的PC Agent-E模型在Windows系统上性能提升241%，超越Claude 3.7 Sonnet extended thinking模式，展现了高样本效率和良好跨平台泛化能力，推动了电脑智能体的性能突破。,Agent,Other,,https://mp.weixin.qq.com/s/lpz9JgEdrLTWah_68HHJ9w
量子位,2025-05-25 11:40:36,半世纪计算机理论僵局被打破！MIT科学家偶然发现：少量内存节省大量计算时间,MIT科学家威廉姆斯突破计算复杂性理论中时间与空间资源关系的长期难题,MIT科学家威廉姆斯证明了存在一种数学程序，可以将任何算法转换为占用更少空间的形式，打破了计算复杂性理论中时间与空间资源关系的半世纪僵局。该成果挑战了长期以来空间被认为比时间更强大的传统观点，为复杂性理论中的P类与PSPACE类问题关系提供了新的理解和进展。,Other,Other,"Williams, Stephen Cook, Hartmanis, John Hopcroft, Wolfgang Paul, Valiant",https://mp.weixin.qq.com/s/AyPHsqpjRSrRputDBDRbrw
量子位,2025-05-25 11:40:36,历史首次！o3找到Linux内核零日漏洞，12000行代码看100遍揪出，无需调用任何工具,基于大语言模型o3的Linux内核零日漏洞自动发现与分析,独立研究员Seen Heelan利用OpenAI发布的o3大语言模型，首次成功发现Linux内核SMB实现中的远程零日漏洞CVE-2025-37899。该过程未依赖任何辅助工具，仅通过多次代码检查实现漏洞定位。o3在漏洞发现和修复建议方面表现优于其他模型，展示了大模型在程序分析和安全领域的潜力。OpenAI首席研究官Mark Chen指出，类似成果将推动AI辅助深度技术和科学发现的发展。,LLM,OpenAI,"Mark Chen, Seen Heelan",https://mp.weixin.qq.com/s/J_oaAnGjfiDUyv7jxTvZ3w
量子位,2025-05-25 11:40:36,统计可控数据合成！新框架突破大模型数据生成局限，麦吉尔大学团队推出LLMSynthor,麦吉尔大学提出LLMSynthor框架实现统计可控的大规模结构化数据合成,麦吉尔大学团队提出LLMSynthor，一种基于大语言模型的结构感知数据合成框架，通过模拟Copula模型实现变量依赖结构推理，结合统计摘要进行迭代对齐，生成结构合理且语义一致的合成数据。该方法适用于隐私敏感和数据稀缺场景，支持多模态扩展，具备理论收敛保障，并在电商交易、人口统计和城市出行等多场景中表现优异，兼容多种大模型，展现良好扩展性和实用价值。,LLM,Other,,https://mp.weixin.qq.com/s/K_tcNQD1yMmnxeTIiVr65g
CAAI认知系统与信息处理专委会,2025-05-25 10:40:21,ICRA 2025 面向移动抓取的全身控制新范式——让机器人在移动与操控之间动态平衡,基于EHC-MM框架的移动抓取全身控制方法研究,本文提出了一种面向移动抓取的全身控制新范式EHC-MM，通过引入sig(ω)函数实现机器人在移动底盘与机械臂操控之间的动态平衡，并结合基于监视-位置的伺服控制（MPBS）提升目标跟踪能力。该方法显著提高了移动抓取任务的成功率和效率，在模拟及真实环境实验中均表现优异，展示了机器人多功能模块协同工作的潜力。,Embodied AI,Other,,https://mp.weixin.qq.com/s/AFzIkpt5jAeqaPqXTA-_AA
