公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-06-02 08:52:16,"5月HF论文TOP20：Qwen3,Absolute Zero,Seed1.5-VL,NovelSeek等",2025年5月Hugging Face热门AI论文TOP20综述,本文整理了2025年5月Hugging Face Daily Papers中投票数最高的20篇AI研究论文，涵盖双向翻译、多模态推理、强化学习推理、视觉-语言模型及闭环多代理系统等前沿技术。重点介绍了如Mutarjim阿拉伯语-英语翻译模型、Qwen3大型语言模型、数据压缩新视角、Absolute Zero自我强化推理、Seed1.5-VL视觉语言模型及NovelSeek自主科学研究框架等代表性成果，展示了AI领域最新突破与多样化应用。,Multimodal LLM,"Shanghai AI Lab, ByteDance, THU",,https://mp.weixin.qq.com/s/nSNLxKeu5SjqbeXp72MPFA
智药邦,2025-06-01 23:45:23,Nat Biotechnol｜张阳团队推出D-I-TASSER：蛋白结构预测精度超越AF3,张阳团队提出D-I-TASSER实现多结构域蛋白质结构预测精度超越AlphaFold3,新加坡国立大学张阳教授团队开发的D-I-TASSER融合深度学习与物理势，创新引入结构域划分与组装模块，实现了对单结构域及多结构域蛋白质的高精度结构预测。该方法在CASP15盲测中表现优于DeepMind的AlphaFold2和AlphaFold3，解决了多结构域蛋白质预测的关键科学难题，推动蛋白质三级结构预测技术的发展。,AI4Science,DeepMind,"张阳, Lydia Freddolino",https://mp.weixin.qq.com/s/8-10xmFwTFZhLqGOU-9kgw
智药邦,2025-06-01 23:45:23,Science | 深度学习引领的动态蛋白质设计,基于深度学习的动态蛋白质构象设计方法研究,本文介绍了一种通用的深度学习引导策略，用于从头设计具备局部构象切换能力的动态蛋白质。该方法结合AlphaFold2和ProteinMPNN，实现了双稳态蛋白的多态序列设计，并通过分子动力学模拟和实验验证了设计的准确性和调控机制。研究展示了通过深度学习辅助设计，蛋白质的动态构象及其调控机制可被有效模拟，为仿生蛋白构建提供了新框架。,AI4Science,Other,,https://mp.weixin.qq.com/s/usChbiC1C2wQbgbAaOqlQQ
智药邦,2025-06-01 23:45:23,予路乾行与康龙化成达成战略合作，AI+实验闭环赋能新药研发提速,予路乾行与康龙化成合作推动AI驱动的新药研发闭环体系建设,2025年5月，予路乾行与康龙化成签署合作协议，结合多尺度分子模拟与AI决策平台及全球药物研发服务，构建“计算-合成-测试-优化”闭环新药开发体系。该合作旨在提升临床候选药物研发效率，缩短研发周期超过50%。双方通过动力学模拟和AI预测优先筛选高成药性分子，结合康龙化成的规模化实验验证，推动新药研发全球化竞争力提升。,AI4Science,Other,"郑铮, 胡百华, 常江",https://mp.weixin.qq.com/s/ZZVQ3SJMInlFdl6a5oqNjg
AI研究前瞻,2025-06-01 23:38:02,6.1-1|大小模型Token路由，路径跟随；注意力机制优化，SageAttention2++，注意力缩放,基于Token级动态路由的大小模型推理路径跟随与注意力机制优化,本文提出R2R方法，通过Token级动态路由实现小型语言模型（SLM）仅在关键分歧Token处调用大型语言模型（LLM），显著提升推理效率与准确率。该方法结合路径跟随策略和轻量级神经路由器，避免了高成本的整句调用，保证了推理路径质量。实验表明R2R在复杂推理任务中优于现有蒸馏模型和查询级路由，推理速度提升近3倍。同时，文章介绍了SageAttention2++注意力机制优化方案，提升长序列处理效率。,LLM,THU,,https://mp.weixin.qq.com/s/kJXa54qJUmPfUKkMYaN1XA
AI研究前瞻,2025-06-01 23:38:02,6.1-2|自动化SWE数据生成；开源DeepResearchGym,自动化流水线构建大规模无污染软件工程任务数据集及评测基准,本文提出了一种自动化流水线，用于从GitHub仓库持续收集交互式软件工程任务，构建了大规模且去污染的SWE-rebench数据集和动态评测基准。该方法结合LLM驱动的环境配置和自动质量评估，显著提升了任务收集规模与评测公平性。实验验证了流水线的有效性及评测基准的稳定性，为LLM驱动的软件工程代理训练和评估提供了坚实基础。,Agent,Other,,https://mp.weixin.qq.com/s/pPt8I9fvZKbsj013PwsQbQ
AI研究前瞻,2025-06-01 23:38:02,6.1-3|VLM自我推理轨迹校正；在线无监督投票学习；SFT与 GRPO联合训练；视频事件预测,Sherlock框架：视觉-语言模型的轨迹级自我纠正与无监督偏好学习,本文提出Sherlock训练框架，通过轨迹级自我纠正目标、视觉扰动生成偏好数据及动态权重调节，实现视觉-语言模型（VLM）推理和自我纠正能力的显著提升。该方法仅用20k标注样本启动，后续通过无监督在线自我改进，减少对大规模标注数据依赖，提升模型泛化能力和推理准确率。实验表明Sherlock在多模态任务中优于现有方法，且推理效率得到优化。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/ALqDs_fkpQgYv2M2kcTk5A
AI研究前瞻,2025-06-01 23:38:02,6.1-4|熵机制，策略熵塌陷；可扩展RL训练流程,强化学习中策略熵崩溃机制及其可扩展训练方法研究,本文系统分析了强化学习驱动大规模语言模型推理过程中策略熵迅速下降导致性能瓶颈的内在机制，建立了策略熵与策略性能间的指数关系。基于协方差正则化，提出了Clip-Cov和KL-Cov两种熵控制方法，有效避免熵崩溃，提升模型探索能力和下游任务表现。实验覆盖多模型、多任务，验证了理论与方法的普适性和实用性，为强化学习在大语言模型中的规模化训练提供了理论基础和技术支持。,LLM,"Shanghai AI Lab, THU, PKU",,https://mp.weixin.qq.com/s/e2CKckXRYFuVh56_DTS3pg
AI研究前瞻,2025-06-01 23:38:02,6.1-5|Transformer神经渲染管线；任意分辨率超分,RenderFormer：基于Transformer的端到端全局光照神经渲染管线,本文提出RenderFormer，一种基于Transformer的神经渲染流水线，实现从三角网格场景直接渲染全局光照图像，无需针对单个场景重新训练。通过视图无关与视图相关的双阶段架构及创新的相对空间位置编码，RenderFormer有效捕捉复杂光照交互，显著提升渲染质量和速度。实验表明该方法在多场景、多光源条件下具备良好泛化能力，渲染速度远超传统路径追踪，适合实时应用。,Other,Microsoft,,https://mp.weixin.qq.com/s/oepp07i-Jy0ATv_fCFwfZA
DrugAI,2025-06-01 23:22:08,Science | 基于深度学习预测影响基因表达的启动子突变,基于深度学习的启动子突变对基因表达影响预测模型PromoterAI研究,本文介绍了PromoterAI，一种基于卷积神经网络的深度学习模型，能够精准预测启动子区域突变对基因表达的影响。该模型通过整合组蛋白修饰、DNA可及性及转录因子结合等多种组学数据，显著提升了非编码启动子变异的功能识别能力。研究表明，启动子变异在罕见遗传病中的致病作用显著，且在群体中受到负向选择，PromoterAI在多个数据集和临床表型中表现优越，具备广泛的临床应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/yBnacP6-k7_noDQ3ARgmWg
