标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
P1: Mastering Physics Olympiads with Reinforcement Learning,P1：通过强化学习掌握物理奥林匹克竞赛,AI4Science,Shanghai AI Lab,https://arxiv.org/pdf/2511.13612,https://huggingface.co/papers/2511.13612,本文提出了P1系列开源大语言模型，采用强化学习训练，显著提升了物理竞赛级别的问题推理能力。其旗舰模型P1-235B-A22B在2025年国际物理奥林匹克竞赛中获得金牌，并在2024/2025年间的13项国际及区域物理竞赛中赢得12枚金牌，表现领先所有开源模型。结合智能代理框架PhysicsMinions后，P1-235B-A22B更实现了竞赛总排名第一。除物理外，P1模型在数学和编程等推理任务中也展现出强大泛化能力，推动了科学级别的自动推理技术发展。,99
"Uni-MoE-2.0-Omni: Scaling Language-Centric Omnimodal Large Model with Advanced MoE, Training and Data",Uni-MoE-2.0-Omni：基于先进MoE、训练与数据的语言中心全模态大模型扩展,Multimodal LLM,Other,https://arxiv.org/pdf/2511.12609,https://huggingface.co/papers/2511.12609,本文提出了开源的多模态大模型Uni-MoE-2.0-Omni，基于Qwen2.5-7B架构，通过动态专家混合机制、渐进式训练策略和精心匹配的多模态数据，实现了语言为中心的跨模态理解与生成。该模型支持图像、文本和语音的理解与生成，提升了计算效率和多模态对齐能力。经过约750亿开放数据训练，在85个基准测试中表现优异，显著超越同类模型，尤其在视频理解、多模态理解、视听推理及长语音处理等方面表现突出，展示了其在多模态智能领域的先进水平和广泛应用潜力。,82
Part-X-MLLM: Part-aware 3D Multimodal Large Language Model,Part-X-MLLM：面向零件感知的三维多模态大语言模型,Multimodal LLM,"Tencent, THU",https://arxiv.org/pdf/2511.13647,https://huggingface.co/papers/2511.13647,本文提出了Part-X-MLLM，一种原生3D多模态大语言模型，通过将多样化的3D任务统一表示为结构化、可执行的程序，实现对3D物体的细粒度部件级理解与操作。该模型输入RGB点云和自然语言指令，自动生成包含部件边界、语义描述及编辑命令的统一输出，为后续几何处理模块提供灵活接口。通过结构与语义的解耦及大规模部件数据的训练，Part-X-MLLM在3D问答、组合生成和局部编辑任务中表现出领先性能，推动了3D交互与编辑技术的发展。,60
TiViBench: Benchmarking Think-in-Video Reasoning for Video Generative Models,TiViBench：用于视频生成模型的思考式视频推理基准测试,Other,Other,https://arxiv.org/pdf/2511.13704,https://huggingface.co/papers/2511.13704,本文提出了TiViBench，一个专门评估图像到视频生成模型推理能力的分层基准，涵盖结构推理、空间视觉模式、符号逻辑和动作规划四大维度，包含24个任务场景和多级难度。通过广泛实验，发现商业模型在推理能力上表现较好，而开源模型潜力尚未充分发挥。为提升模型表现，作者设计了VideoTPO，一种无需额外训练即可通过大语言模型自我分析优化生成结果的测试策略。TiViBench与VideoTPO共同推动了视频生成模型推理能力的评估与提升，促进该领域的发展。,38
MMaDA-Parallel: Multimodal Large Diffusion Language Models for Thinking-Aware Editing and Generation,MMaDA-Parallel：面向思维感知编辑与生成的多模态大型扩散语言模型,Multimodal LLM,"PKU, ByteDance",https://arxiv.org/pdf/2511.09611,https://huggingface.co/papers/2511.09611,本文提出了MMaDA-Parallel，一种并行多模态扩散框架，旨在解决现有顺序生成方法中因错误传播导致的性能下降问题。通过引入ParaBench基准测试，作者发现文本推理与最终图像之间的对齐不足是性能退化的关键原因。MMaDA-Parallel通过在整个生成过程中实现文本与图像的双向交互，并结合一种新的并行强化学习策略，显著提升了跨模态一致性和语义对齐能力。实验结果表明，该方法在图像编辑与生成任务中优于现有最先进模型，推动了思考感知图像合成的发展。,36
GroupRank: A Groupwise Reranking Paradigm Driven by Reinforcement Learning,GroupRank：一种由强化学习驱动的组内重排序范式,LLM,Other,https://arxiv.org/pdf/2511.11653,https://huggingface.co/papers/2511.11653,本文提出了一种名为GroupRank的新型重排序方法，旨在解决现有点式和列表式重排序方法各自的局限。该方法通过将查询与一组候选文档一起输入模型，实现组内比较，兼具点式方法的灵活性和列表式方法的全局视角。结合强化学习训练和创新的数据合成策略，GroupRank有效提升了排序性能。实验证明，该方法在两个复杂检索任务上取得了显著的性能提升，展现出优越的泛化能力，推动了检索增强生成系统的效果提升。,36
PhysX-Anything: Simulation-Ready Physical 3D Assets from Single Image,PhysX-Anything：基于单张图像的仿真就绪物理三维资产生成,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2511.13648,https://huggingface.co/papers/2511.13648,本文提出了PhysX-Anything，一种能够从单张真实场景图像生成具备明确几何形状、可动结构及物理属性的仿真级3D模型的新框架。该方法引入了一种高效的3D表示和基于视觉语言模型的生成机制，大幅减少了计算资源需求并提升生成质量。为增强模型的泛化能力，作者构建了包含2000多个日常物体及丰富物理标注的新数据集PhysX-Mobility。实验结果表明，生成的3D资产不仅在视觉和物理属性上表现出色，还能直接应用于机器人仿真和交互任务，推动了具身人工智能和物理仿真领域的发展。,29
UFO^3: Weaving the Digital Agent Galaxy,UFO³：编织数字智能体银河系,Agent,Microsoft,https://arxiv.org/pdf/2511.11332,https://huggingface.co/papers/2511.11332,本文提出了UFO³系统，旨在打破设备和平台间的壁垒，实现异构数字设备的统一协同。通过将用户请求分解为动态演化的任务网络，UFO³支持跨设备的异步执行、动态优化和故障恢复，提升了任务完成率和执行效率。实验证明，该系统在多设备环境下显著降低了延迟，增强了系统的鲁棒性，推动了智能代理在分布式环境中的协作能力，促进了普适计算的发展。,17
"MiroThinker: Pushing the Performance Boundaries of Open-Source Research Agents via Model, Context, and Interactive Scaling",MiroThinker：通过模型、上下文与交互扩展推动开源研究智能体性能边界,Agent,Other,https://arxiv.org/pdf/2511.11793,https://huggingface.co/papers/2511.11793,本文介绍了开源研究代理MiroThinker v1.0，创新性地将“交互规模”作为提升模型性能的关键维度，除了传统的模型规模和上下文长度外，通过强化学习训练模型实现与环境更深层次和更频繁的交互。该方法有效利用环境反馈纠正错误，支持长时间多轮推理和复杂任务处理。在多个基准测试中，MiroThinker表现优异，超越现有开源系统并接近商业产品水平。研究表明，交互规模的提升与模型容量和上下文长度一样，是推动下一代开放研究代理发展的重要方向。,17
Souper-Model: How Simple Arithmetic Unlocks State-of-the-Art LLM Performance,Souper-Model：简单算术如何解锁最先进的大语言模型性能,LLM,Meta,https://arxiv.org/pdf/2511.13254,https://huggingface.co/papers/2511.13254,本文提出了一种名为Soup Of Category Experts（SoCE）的模型融合方法，通过对不同任务类别中表现优异的模型进行加权平均，显著提升大语言模型的性能和鲁棒性。与传统的均匀加权方法不同，SoCE利用任务类别间性能低相关性的特点，选择“专家”模型并赋予不同权重，实现更优的融合效果。该方法在多语言处理、工具调用和数学推理等多个领域表现出色，并在Berkeley Function Calling排行榜上达到了最新的领先水平，展示了简单算术操作在提升大型模型性能中的巨大潜力。,14
