公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-08-28 08:55:33,陈丹琦，入职Thinking Machines Lab了？,陈丹琦疑似加入Thinking Machines Lab，专注多模态AI研发,据报道，普林斯顿大学副教授陈丹琦可能已加入由前OpenAI CTO Mira Murati创立的Thinking Machines Lab，专注于多模态AI模型与技术研发。相关线索包括其GitHub邮箱变更为thinkingmachines.ai及Hugging Face主页出现其名字。陈丹琦是NLP领域知名学者，曾参与RoBERTa模型开发，拥有丰富的学术与产业背景。该消息尚未得到官方确认。,Multimodal LLM,Other,"陈丹琦, Mira Murati, John Schulman, Christopher Manning, Luke Zettlemoyer",https://mp.weixin.qq.com/s/LeQLEmscDznSa1Ud4Z7gDw
机器之心,2025-08-28 08:55:33,告别「面瘫」配音，InfiniteTalk开启从口型同步到全身表达新范式,InfiniteTalk：基于稀疏关键帧的全身视频配音生成新范式,本文介绍了由美团视觉智能部研发的InfiniteTalk技术，提出了“稀疏帧video dubbing”新范式，突破传统视频配音仅编辑嘴部区域的局限，实现口型、面部表情、头部转动及肢体动作与音频情感的自然同步。该方法通过利用少量关键帧作为视觉锚点，解决了长视频生成中的身份漂移和过渡生硬问题，提升了视频的连贯性和沉浸感。相关论文和代码已开源，推动虚拟人及视频生成技术发展。,Embodied AI,Other,,https://mp.weixin.qq.com/s/KJhjg0VBV2UmjLeSjMKrPA
量子位,2025-08-28 08:21:47,老黄太难了！英伟达Q2营收467亿美元创纪录，股价盘后还跌了5%,英伟达2025财年第二季度财报分析：营收创新高，数据中心业务驱动增长,英伟达2025财年第二季度营收达到467亿美元，超出市场预期，数据中心业务贡献显著，达411亿美元，同比增长56%。Blackwell平台实现17%环比增长，成为AI竞赛核心。游戏业务和专业可视化、汽车业务也有增长。公司宣布扩大股票回购授权至600亿美元。尽管业绩超预期，股价盘后仍一度下跌，市场对数据中心收入和AI资本开支可持续性存在担忧。英伟达正从GPU供应商转型为全栈AI平台，推动计算产业变革。,Other,OpenAI,黄仁勋,https://mp.weixin.qq.com/s/2Fti23L-90oMhDO9TirZCQ
机智流,2025-08-28 08:05:45,HF每日论文: TreePO、CMPhysBench、VibeVoice 等,HF每日论文精选：TreePO、CMPhysBench、VibeVoice及VoxHammer最新进展,本文汇总了2025年8月26日Hugging Face发布的多篇论文，涵盖策略优化树模型TreePO、凝聚态物理大语言模型评测基准CMPhysBench、微软提出的长序列多说话人语音合成模型VibeVoice，以及腾讯等机构提出的无需训练的3D本地编辑框架VoxHammer，展示了AI在物理科学、语音合成和3D编辑领域的最新研究进展与技术突破。,AI4Science,"Shanghai AI Lab, Microsoft, Tencent, THU",,https://mp.weixin.qq.com/s/LesmR8ypIMDLGNH8OOu-xA
机器学习POD,2025-08-28 00:49:55,微软 & UCLA 新作：超越 Pass@1，通过自博弈和变分问题合成，持续提升大模型推理能力,基于自博弈与变分问题合成的强化学习推理能力提升方法研究,本文介绍了一项针对强化学习与变分推理（RLVR）训练中熵坍塌问题的研究。该问题导致模型生成多样性下降，限制了推理能力的提升。为此，研究提出自博弈变分问题合成（SvS）策略，通过模型自我生成多样化训练数据，持续扩展推理空间，缓解熵坍塌，提升模型的多样性和推理性能。该方法有助于突破传统RLVR训练的性能瓶颈。,LLM,Microsoft,,https://mp.weixin.qq.com/s/coWyLxCN-pE2ZNN2JuOIeQ
智药邦,2025-08-27 23:56:22,JCIM｜清华大学黄牛等：AI设计的药物分子，结构新颖性评估与启示,AI驱动药物分子设计中的结构新颖性评估及启示,本文综述了清华大学黄牛团队对71个AI设计活性化合物案例的结构新颖性评估，揭示当前AI在药物发现中新化学空间探索的局限性。研究表明基于结构的方法在提升分子新颖性方面优于基于配体的方法，强调多样化训练数据和骨架跃迁识别的重要性，为优化AI辅助药物研发提供了策略建议。,AI4Science,THU,,https://mp.weixin.qq.com/s/KSrpKnswAzdpk-nzK9eg0A
智药邦,2025-08-27 23:56:22,J Med Chem｜北京大学来鲁华等：基于强化学习的环肽binder从头设计,基于强化学习的环肽binder从头设计方法及其在TNFα靶向中的应用,北京大学来鲁华教授团队开发了CYC_BUILDER，一种基于强化学习和蒙特卡洛树搜索的环肽binder从头设计计算框架。该方法通过片段生长和结构优化，实现肽段高效环化，设计出的环肽在靶向TNFα的结合能力和细胞活性方面表现优异。CYC_BUILDER无需复杂结构训练数据，能在有限计算资源下高效运行，展示了其在治疗性药物开发和合成生物学领域的广泛应用潜力。,AI4Science,PKU,来鲁华,https://mp.weixin.qq.com/s/E9X8Nl2laScdeKOsxK4XbA
智药邦,2025-08-27 23:56:22,ACS Catal｜AI驱动的酶工程：探索未知序列空间与协同效应,AI驱动的胺转氨酶蛋白质工程策略及其催化性能优化,本文报道了一种基于3DM Engineering平台的AI驱动蛋白质工程方法，通过智能多样化、模型训练及AI优化探索，实现了胺转氨酶（ATA）催化性能的显著提升。研究结合结构分析和机器学习，构建了高质量的NNK饱和突变文库，并训练蛋白质语言模型，成功预测并验证了多位点协同突变，突破了传统方法在序列空间探索上的瓶颈，推动了手性胺绿色合成的工业应用。,AI4Science,Other,,https://mp.weixin.qq.com/s/tKdf-rBqQ18JxGlWlA2u9w
机器学习算法与自然语言处理,2025-08-27 23:05:52,小扎高薪挖来的人又跳回OpenAI了！首席科学家赵晟佳也要回去,Meta AI团队人才流失及组织重组现状分析,Meta高薪挖来多位AI人才后，出现大量关键岗位人员流失，部分新员工和资深员工纷纷重返OpenAI或加入其他竞争对手。频繁的组织调整和内部管理矛盾导致员工士气下降，华尔街对Meta720亿美元AI投资的回报表示质疑。当前Meta面临稳定团队和明确技术路线的关键挑战，未来能否在AI领域取得突破仍待观察。,AGI,"Meta, OpenAI, DeepMind","Mark Zuckerberg, 赵晟佳",https://mp.weixin.qq.com/s/X3TDq4dt759mcQ15tCzEpA
机器学习算法与自然语言处理,2025-08-27 23:05:52,打破瓶颈，让RAG学会思考：中科大、智源等发布推理检索框架BGE-Reasoner,中科大等发布推理密集型信息检索框架BGE-Reasoner,BGE-Reasoner是由中国科学技术大学、智源研究院等联合研发的推理密集型信息检索端到端框架，采用查询理解、向量检索与重排序三阶段模块化设计，结合大模型合成训练数据和强化学习提升推理能力。在BRIGHT权威评测基准上刷新纪录，显著优于现有主流模型，推动了复杂推理任务中检索增强生成技术的发展。,Agent,Other,,https://mp.weixin.qq.com/s/AWt1TTByKIurOz8EVdLSGw
