公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
深度学习自然语言处理,2025-07-04 22:19:03,普林斯顿等高校提出AgentDistill：无需任何训练即可继承大Agent复杂能力，性能提升48%，成本降低90%,AgentDistill：基于模块化工具包的零训练智能体能力继承方法,本文提出AgentDistill，一种无需训练即可继承大型智能体复杂能力的蒸馏方法。通过抽象和复用教师智能体生成的模块化Model-Context-Protocols（MCPs），学生智能体能够显著提升性能（如数学推理任务提升42%），同时降低计算成本90%。该方法有效解决了传统轨迹蒸馏的高计算开销和泛化能力差的问题，实现了工具实现与决策逻辑的解耦，支持学生端零训练部署。,Agent,Other,,https://mp.weixin.qq.com/s/GtVSWeXrd5aFJX2hYGPQyQ
深度学习自然语言处理,2025-07-04 22:19:03,中山大学&华为联合提出 Issue Resolution 数据集构建神器SWE-Factory：每条只要$0.024,中山大学与华为联合提出SWE-Factory实现软件Issue解决数据集的全流程自动化构建,本文介绍了中山大学与华为联合开发的SWE-Factory，一种基于多智能体框架的自动化工具，能够高效构建高质量的软件Issue解决数据集。该工具自动完成环境搭建、测试验证和质量评估，显著降低了构建成本和时间，采用基于退出码的自动评分方法简化了测试结果判定，并通过多agent协作提升数据集构建的自动化和一致性。,Agent,Other,,https://mp.weixin.qq.com/s/95MNWOGxENKXeY9sYaYgUw
机器学习算法与自然语言处理,2025-07-04 22:11:52,周志华团队新作：LLM中存在奖励模型，首次理论证明RL对LLM有效性,基于内源性奖励的强化学习在大语言模型中的理论证明与应用,本文首次从理论上证明了强化学习在大语言模型（LLM）中的有效性，提出了内源性奖励（endogenous reward）概念，表明强大的奖励模型潜藏于标准的下一个Token预测训练中。通过逆强化学习方法恢复奖励函数，并利用该奖励进行微调，显著提升了策略性能。实验证明，内源性奖励模型在多个基准测试中优于现有无需训练和显式训练的奖励模型，展示了其在指令遵循和自我改进方面的潜力，推动了LLM对齐技术的发展。,LLM,Other,周志华,https://mp.weixin.qq.com/s/CoUGBDxi_fMMKs_VbuEjWg
机器学习算法与自然语言处理,2025-07-04 22:11:52,邱锡鹏老师团队发现SFT与DPO破壁统一：内隐奖励作为桥梁,监督微调与偏好学习的统一视角及其在大型语言模型对齐中的应用,本文突破性地证明监督微调（SFT）与基于人类反馈的偏好学习（DPO）本质上均通过隐式奖励函数优化策略，且共享相同的策略-奖励最优子空间。研究揭示传统SFT中KL散度项退化为常数，导致模型更新缺乏约束，进而提出小学习率及基于f散度的替代目标函数，有效提升模型性能。理论与实验验证表明，该统一视角为大型语言模型的后训练及对齐提供了新的理论基础和改进方案。,LLM,Other,邱锡鹏,https://mp.weixin.qq.com/s/wG7HoEnijvDOj0kINSy1gA
机器学习算法与自然语言处理,2025-07-04 22:11:52,线性注意力简史：从模仿、创新到反哺,线性注意力机制的发展及其在生成式模型中的应用,本文回顾了线性注意力机制的发展历程，探讨了其从模仿Softmax Attention到创新再到反哺传统注意力机制的过程。文章分析了线性注意力在生成式Decoder-only模型中的优势，特别是在长序列训练中的计算复杂度优势，并讨论了相关归一化方法及激活函数的作用，揭示了线性注意力作为线性RNN的一种形式的理论基础和实践价值。,LLM,Other,苏剑林,https://mp.weixin.qq.com/s/DH8ni0milbDu2PoeVL4W8w
机器学习算法与自然语言处理,2025-07-04 22:11:52,LLM中On-Policy与Off-Policy的本质区别是什么？,LLM中On-Policy与Off-Policy方法的本质区别及应用分析,本文系统阐述了大语言模型（LLM）中On-Policy与Off-Policy两类强化学习策略的本质区别，重点介绍了典型Off-Policy方法DPO及On-Policy方法GRPO的核心机制与训练流程。文章基于最新论文，结合实验结果，分析了两种策略在数据来源、数据利用效率及模型优化过程中的差异，探讨了半在线优化策略对模型性能的提升效果，旨在促进LLM训练方法的理解与应用。,LLM,Other,,https://mp.weixin.qq.com/s/zKDOIpqRCSlX4I2DuGhEZA
ScienceAI,2025-07-05 09:43:37,与一支由虚拟科学家组成的 AI 团队共事是怎样的体验？,虚拟科学家团队在AI辅助科学研究中的应用与体验,本文介绍了斯坦福大学和谷歌等机构开发的虚拟科学家AI团队系统，这些系统利用大型语言模型（LLM）模拟多角色科学家团队，辅助科学研究如阿尔茨海默病和肝纤维化药物开发。文章探讨了AI团队的角色分配、交互机制及其在科学假设生成和实验设计中的表现，指出AI虽能综合知识并提供建议，但在创新性和直觉跳跃方面仍有限。研究人员对AI辅助科学的体验多样，强调了多代理系统中批评者角色的重要性。,Agent,Other,"Thomas Montine, Kyle Swanson, Gary Peltz, Rick Stevens, Shuang Wang",https://mp.weixin.qq.com/s/8bGbwSaYn1UzNODNf5X-Ww
机智流,2025-07-05 09:38:03,HF本周论文榜单：GLM-4.1V登顶，快手/阿里/华为/谷歌各显神通，数学推理的可迁移性引深思,Hugging Face本周论文综述：多模态推理与数学推理能力的最新进展,本周Hugging Face论文榜单中，智谱AI与清华大学提出的GLM-4.1V-Thinking模型以其多模态推理能力登顶。快手、阿里巴巴、华为及谷歌等机构也发布了多项创新研究，涵盖短视频理解、长时程动画上色、3D视觉编辑及多模态统一模型等领域。此外，关于数学推理是否能提升大语言模型通用能力的研究引发关注，展示了AI推理能力的可迁移性及其对通用智能的潜在影响。,Multimodal LLM,"THU, Alibaba, DeepMind",,https://mp.weixin.qq.com/s/OVMn1Pu6dMyPWX77EI_80g
新智元,2025-07-05 09:00:19,小扎启动「元宇宙2.0」惹怒硅谷！烧光600亿继续天价挖人，比C罗还贵,Meta成立超级智能实验室，扎克伯格加大AI团队建设力度,Meta宣布成立Meta Superintelligence Labs，统一旗下AI相关工作，由Scale AI前CEO Alexandr Wang领导，联合前Github CEO Nat Friedman共同管理。扎克伯格为组建超级智能团队投入巨资，积极挖角OpenAI及其他AI领域人才，引发硅谷关注与争议。此次举措显示Meta在大模型和AI研发领域的战略调整，力图扭转此前Llama项目的颓势，推动超级智能技术的发展。,AGI,"Meta, OpenAI","Mark Zuckerberg, Alexandr Wang, Nat Friedman, Ilya Sutskever, Yann LeCun, Daniel Gross, Jiahui Yu",https://mp.weixin.qq.com/s/bcj5CUlUBHBKqgnQE9Y55A
机器之心,2025-07-04 23:41:44,「2025 AI 实战手册」，年收入破亿的 AI 公司都在干什么？,2025年AI产品构建与规模化落地现状分析报告,本文基于ICONIQ Capital发布的2025年度《The State of AI》报告，调研了300家AI公司高管，聚焦AI产品从构思、开发到市场推广的全流程。报告区分了AI原生与AI赋能型公司，分析了高增长企业的收入标准、产品成熟度、市场策略、人才需求及预算分配，揭示了AI产品定价逻辑和内部生产力应用的最新趋势，反映了硅谷AI企业进入产品落地的关键发展阶段。,Other,Other,,https://mp.weixin.qq.com/s/IIHIKlfye4EfL6vQdoDsBg
