公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-07-09 08:50:23,斯坦福毕业，用RL做Agent，华人创业团队种子轮融资1200万美元,基于强化学习的AI Agent开发与融资进展,本文介绍了由朱哲清创立的Pokee.ai团队在强化学习基础上开发的AI Agent产品，强调其区别于传统以大模型为核心的构建方式。公司已完成1200万美元种子轮融资，产品已进入公开测试阶段。文章还探讨了团队的研发路径、行业认知变化以及对通用AI Agent的设想，展现了强化学习在AI自主决策中的应用潜力。,Agent,Other,朱哲清,https://mp.weixin.qq.com/s/kMcfGKNuEuAwFuGOiv7i4w
机器之心,2025-07-09 08:50:23,长思维链里的推理步骤，哪些最关键？三招锁定LLM的「命门句子」,基于句子层面分析识别大语言模型推理中的关键步骤,本文报道了一项由杜克大学和Aiphabet研究者提出的方法，通过句子层面的黑盒、白盒和因果归因三种互补技术，识别大语言模型推理链中的关键步骤（思维锚）。该方法利用反事实分析、注意力模式和因果关系测量，揭示规划和回溯句子在推理中的重要作用，提升了模型的可解释性和调试能力。研究还提供了开源工具，助力推理失败的精确调试和模型可靠性提升。,LLM,Other,,https://mp.weixin.qq.com/s/h2nR_MB-9kGxw-NbBJh48Q
CAAI认知系统与信息处理专委会,2025-07-09 08:33:53,IROS 2025 机器人大会｜软体机器人研讨会火热报名中！,IROS 2025软体机器人研讨会征稿及活动通知,IROS 2025杭州将举办软体机器人专题研讨会S’MORE，聚焦形变自适应机器人技术，涵盖软材料、智能控制及AI方法。会议包含主题报告、圆桌讨论、海报展示及短汇报，邀请多位国际顶尖学者分享最新研究成果。征稿涵盖形变结构、柔性传感、自适应控制等方向，旨在推动跨学科软体机器人研究与应用。,Embodied AI,Other,"Rebecca K-B, Jamie Paik, Cecilia Laschi, Fumiya Iida, Lining Yao, Alex Chortos, Hanqing Jiang, Jiefeng Sun, Li Wen, Xiaoyue Ni, Jue Wang, Mingsong Jiang, Yuhao Jiang",https://mp.weixin.qq.com/s/PQxX2whF7wwAfjG6vMz13g
机器学习算法与自然语言处理,2025-07-09 07:31:14,毕业7年，身价破亿！清北AI天团血洗硅谷，奥特曼被逼分天价股份,中国顶尖高校毕业生在硅谷AI行业的影响及OpenAI股权激励动态分析,文章介绍了来自中国顶尖高校的AI人才在硅谷大型科技公司中的核心地位及高额薪酬现象，尤其是苹果、Meta和谷歌等企业的明星员工转会情况。同时，OpenAI为应对人才流失，采取大幅股权激励措施，预计员工持股比例可达三分之一，推动薪酬和股权激励成本大幅增长，反映了AI行业人才竞争的激烈和市场环境的变化。,Other,"Meta, OpenAI, Microsoft","庞若鸣, Mark Chen",https://mp.weixin.qq.com/s/RgrQ0M2njYYrtVMOGlma9w
机器学习算法与自然语言处理,2025-07-09 07:31:14,多模态数学推理新突破：多样化视角让模型“开窍”！,多样化视角提升多模态大语言模型数学推理能力的研究,本文介绍了一项关于多模态大语言模型（MLLMs）在数学推理任务中的最新进展。研究提出了MathV-DP数据集和Qwen-VL-DP模型，通过引入多样化解题路径和结合监督学习与基于规则的强化学习，有效提升了模型在复杂多模态数学问题上的准确性和生成多样性。实验结果显示，该方法在多个基准测试上优于现有模型，为多模态数学推理领域提供了新资源和方法。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/6Bq6FpmZo7l72GDD9IjAMA
机器学习算法与自然语言处理,2025-07-09 07:31:14,大型语言模型的“推理升级”：自适应策略让AI更聪明,基于混合推理策略的增强大型语言模型性能研究,本文提出了“混合推理”（MoR）框架，通过嵌入多种推理策略，使大型语言模型自主选择适合任务的推理方法，从而提升复杂推理任务的表现。实验显示，MoR显著优于传统提示技术，增强模型的泛化能力，减少对提示工程的依赖，为未来推理能力的提升提供新思路。,LLM,Other,,https://mp.weixin.qq.com/s/2qqwPhtCWyKxjiFtFdawWA
机器学习算法与自然语言处理,2025-07-09 07:31:14,打破“思考陷阱”：DuP-PO算法让AI推理更高效,[自动生成]打破“思考陷阱”：DuP-PO算法让AI推理更高效,无法解析摘要,Other,Other,,https://mp.weixin.qq.com/s/5h2MntHsC6_sPEyNEttNew
DrugAI,2025-07-08 23:55:16,Nat. Comput. Sci. | 探索实现抗体-抗原ΔΔG泛化预测所需的数据体量与多样性,基于等变图神经网络的抗体–抗原结合亲和力变化预测及数据需求分析,本文提出Graphinity，一种基于等变图神经网络的抗体–抗原结构预测模型，实现了实验结合亲和力变化（ΔΔG）预测的高相关性。研究发现当前实验数据量不足以支持模型的泛化能力，且数据多样性对预测性能影响显著。通过构建大规模合成数据集，分析了实现泛化预测所需的数据体量和多样性，为未来抗体设计中的亲和力预测提供了关键数据需求参考。,AI4Science,Other,,https://mp.weixin.qq.com/s/-fbJJqHvJDgMrFMuGxdnZA
智药邦,2025-07-08 23:47:29,Cell｜虚拟细胞挑战赛：迈向虚拟细胞的图灵测试,虚拟细胞挑战赛推动细胞扰动响应预测模型标准化,文章介绍了由Arc研究所联合斯坦福大学、加州大学旧金山分校和伯克利分校发起的首届虚拟细胞挑战赛。该赛事旨在推动虚拟细胞模型的标准化评估，重点考察AI模型在不同细胞类型中预测基因扰动响应的能力。挑战赛采用单细胞测序数据和多项评估指标，促进AI与生命科学的交叉创新，并为相关模型的泛化能力和实际应用提供统一的测试平台。,AI4Science,Other,,https://mp.weixin.qq.com/s/ncpV23MGevGEUnCNEDFsUw
智药邦,2025-07-08 23:47:29,ICLR｜西湖大学李子青等：通过知识精炼提升蛋白质序列设计恢复率,基于知识精炼的蛋白质序列设计方法提升恢复率,本文提出KW-Design，一种融合预训练知识与置信度机制的蛋白质序列设计方法，通过多模态知识精炼显著提升序列恢复率，在多个数据集上优于现有模型，展示了其在蛋白质设计中的潜力和泛化能力。,AI4Science,Other,,https://mp.weixin.qq.com/s/wU-4xl395uUamY9a4yzHtA
智药邦,2025-07-08 23:47:29,浙大侯廷军&谢昌谕团队: 对比学习增强预测模型加速免疫治疗进展,对比学习提升TCR-pMHC结合预测模型助力免疫治疗,浙江大学侯廷军与谢昌谕团队开发了TRAP模型，通过对比学习和结构特征整合，显著提升了TCR-pMHC结合预测在未知表位下的泛化能力。该方法有效捕捉TCR与表位之间的复杂相互作用，克服了传统模型在交叉反应性处理上的不足。研究成果为TCR相关免疫治疗的开发提供了有力工具，并在国际期刊Chemical Science发表。,AI4Science,Other,,https://mp.weixin.qq.com/s/gouEngiv8c6dj5l_CoUupw
减论,2025-07-08 23:29:16,【7.8-arXiv】谷歌提出MedGemma！,2025年多模态与扩散模型相关AI研究进展综述,本文总结了2025年7月8日arXiv发表的多项AI前沿研究，包括基于预训练模型的语义对齐与风格迁移、历史文献自动修复、肖像阴影去除、多模态导航、LiDAR与雷达融合、轻量级超分辨率、以及多模态动画生成等技术。多项研究由中山大学、华南理工大学、上海人工智能实验室、南京航空航天大学等机构提出，涵盖扩散模型、跨模态融合和多任务学习等方向，展示了AI在视觉、语义理解和多模态交互领域的最新突破。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/wP8J3xEG5mLR2yHZ3H_Oaw
减论,2025-07-08 23:29:16,【减宝日记】22天年龄《有那么大》,日常育儿记录中的行为观察与互动,本文记录了育儿过程中父亲与婴儿之间的日常互动，包括换尿布、拍奶嗝、哄睡和工作生活的平衡，反映了家庭育儿的细节与情感交流。通过简短的日记形式，展现了育儿过程中父亲的参与和努力。,Other,Other,,https://mp.weixin.qq.com/s/-J3IydJDo1VVIUKiXpe_uw
减论,2025-07-08 23:29:16,【视频arXiv减辑】cs.CV（7月8日）,2025年7月8日计算机视觉领域最新arXiv论文视频精选,本文为2025年7月8日发布的计算机视觉领域（cs.CV）arXiv论文视频精选，内容主要包含最新的视觉算法及技术进展。文章中包含部分代码片段，但未详细阐述具体研究内容或成果，主要作为论文汇总和视频推荐，便于读者快速了解该领域最新动态。,Other,Other,,https://mp.weixin.qq.com/s/Nl_1QjWQAvrbwAunkXjyHA
PaperWeekly,2025-07-08 23:20:34,人物设定一秒入魂！RAIDEN-R1提出可验证奖励新范式，让CoT推理更“人格一致”,RAIDEN-R1: 基于可验证奖励的角色扮演大语言模型推理优化方法,本文提出RAIDEN-R1框架，利用可验证角色意识奖励（VRAR）结合单术语验证和多术语动态解析策略，解决角色扮演对话代理中角色漂移和奖励难以量化的问题。通过在RAIDEN基准和通用角色扮演数据集上进行实验，采用GRPO训练方法显著提升了模型在剧本知识和对话记忆等指标上的表现，验证了该方法在保持角色一致性和推理准确性方面的有效性。,LLM,Other,,https://mp.weixin.qq.com/s/GeD7COs6BIZ2vi2Bb8uG1Q
PaperWeekly,2025-07-08 23:20:34,ACL 2025 | 知道≠会说！UAlign用不确定性纠偏大模型幻觉，事实性对齐更进一步,UAlign框架：基于不确定性估计实现大语言模型事实性对齐,本文介绍了UAlign方法，通过建模大语言模型对知识边界的不确定性估计，提升模型对事实知识的表达准确性。该方法利用置信分数和语义熵等不确定性指标，指导模型自信表达已知事实并拒绝超出知识范围的问题，从而减少幻觉现象，提高事实性输出的可靠性。文章详细阐述了数据集构造和训练策略，推动大模型在事实性对齐方面的进展。,LLM,Other,,https://mp.weixin.qq.com/s/7rt7mNjgM0kvGZIco12cHg
PaperWeekly,2025-07-08 23:20:34,单个只有7B，组队打穿GPT-4.5！Avengers框架让小模型“组团作战”,Avengers框架：多小型语言模型协同提升性能挑战大型闭源模型,上海人工智能实验室联合东北大学、西北工业大学提出Avengers框架，通过嵌入、聚类、评分和动态路由投票四步骤，实现多个7B参数开源小模型的协同智能。该框架在数学、编程、逻辑推理等15个多领域数据集上，性能超过GPT-4.0、GPT-4.1及GPT-4.5，展示了小模型组队作战的潜力和优势。,LLM,Other,,https://mp.weixin.qq.com/s/JDeAH3uWgC3LA8Y31F3wZQ
机智流,2025-07-08 22:45:33,聊聊大模型推理系统之Hermes：华为云携手高校，推动LLM服务智能化落地,Hermes：基于概率需求建模的大语言模型推理系统优化,本文介绍了由上海交通大学与华为云联合开发的Hermes系统，该系统通过引入概率需求图（PDGraph）和Gittins调度策略，有效提升了大语言模型（LLM）服务的调度效率和资源利用率。Hermes显著降低了平均完成时间和尾部延迟，并通过动态调度和预热机制缓解冷启动问题，推动了LLM服务的智能化和多后端集成应用。,LLM,Other,,https://mp.weixin.qq.com/s/jcfAhxcg3MGYc0qGJN8KCg
新智元,2025-07-09 09:21:57,谷歌Veo 3逆天升级，照片秒变活人开口讲话！广告动漫圈一夜沦陷,谷歌Veo 3基于单张图片的音视频生成技术升级报告,谷歌Veo 3实现了从单张图片生成高质量音频和视频的功能升级，支持角色一致性和多镜头运镜，提升了AI视频生成的表现力。用户可通过谷歌Flow平台体验该技术，生成的视频在画面和音效上表现自然，适用于广告和动漫制作。此次更新还引入了丰富的摄像机运动效果，并提供不同质量模型以满足多样需求。,Other,Other,,https://mp.weixin.qq.com/s/tqS0S6IhrxuZW8eCaul4yA
新智元,2025-07-09 09:21:57,MIT发布自适应语言模型！新任务，自生成远超「GPT-4.1合成训练数据」,MIT提出自适应语言模型SEAL，实现大模型自主生成训练数据进行任务适应,麻省理工学院研究人员提出了自适应语言模型框架SEAL，使大模型通过生成自身微调数据和更新指令实现对新任务的自适应。SEAL利用强化学习优化自编辑生成策略，显著提升了少样本学习和知识整合任务的性能，超越了GPT-4.1生成的合成数据效果。该方法为大模型自主学习和持续优化提供了新思路，增强了模型在特定任务中的适应能力。,LLM,Other,,https://mp.weixin.qq.com/s/ZvzVqAZQl11q866PUrH9QA
量子位,2025-07-09 09:18:26,稚晖君，昨夜冲进了科创板,具身智能公司智元机器人完成科创板控股，推动产业升级,2025年7月9日，具身智能机器人公司智元机器人通过收购上纬新材控股权，成功实现对A股科创板上市公司的控股，彰显其在具身AI领域的快速布局和产业整合能力。此次收购由华为系大佬邓泰华主导，借助融资和技术优势，推动机器人产业的技术突破与市场扩展，标志着具身智能在资本市场的重要突破和行业影响力的提升。,Embodied AI,Other,"邓泰华, 稚晖君",https://mp.weixin.qq.com/s/QbCvtgue7L8CDMFyW-le-A
量子位,2025-07-09 09:18:26,奥特曼反击挖走4人！Meta华人科学家在列，马斯克也躺枪,OpenAI挖角Meta及马斯克团队四名核心成员加入Scaling团队,OpenAI近期从Meta和马斯克旗下公司挖走四名关键员工，加入其Scaling团队，负责后端硬件、软件系统及数据中心管理。被挖角人员包括Meta华裔科学家Angela Fan及特斯拉前软件副总裁David Lau等。此举被视为OpenAI对竞争对手的战略反击，旨在强化基础设施和研发能力，推动人工智能技术的发展和应用。,LLM,"Meta, OpenAI","Angela Fan, David Lau, Sam Altman, Elon Musk",https://mp.weixin.qq.com/s/AlbMasEjLFa_n8jhyCaXuQ
量子位,2025-07-09 09:18:26,游戏巨头Steam幕后：CEO隐居海上，六旬老人带79员工赚尽全球玩家的钱,Steam平台的商业模式与组织架构分析,本文分析了全球知名PC游戏平台Steam及其母公司Valve的商业模式、组织架构和盈利能力。文章介绍了Steam如何以极少的员工实现高利润，强调其赋予用户创作自由和扁平化管理的企业文化，以及创始人Gabe Newell（G胖）的个人经历和管理理念。此外，文章还探讨了Valve的财务透明度和在PC游戏市场的主导地位。,Other,Other,Gabe Newell,https://mp.weixin.qq.com/s/0oR6JEQZIZ-9HOV0DQIApA
量子位,2025-07-09 09:18:26,4B小模型数学推理首超Claude 4，700步RL训练逼近235B性能 | 港大&字节Seed&复旦,基于强化学习的4B模型数学推理能力提升及其轻量化部署研究,香港大学NLP团队联合字节跳动Seed和复旦大学发布Polaris强化学习训练配方，通过仅700步RL训练，使4B规模模型在数学推理任务上超越多款商业大模型，性能逼近235B版本。研究重点包括训练数据的难度分布调整、动态数据更新策略及采样温度的精细调控，实现了模型性能与多样性的平衡。该方法支持在消费级显卡上部署，相关资源已开源。,LLM,ByteDance,,https://mp.weixin.qq.com/s/RvIy5Ssfakl92aVc9fczJw
量子位,2025-07-09 09:18:26,两张图就能重构3D空间？清华&NTU利用生成模型解锁空间智能新范式,,,Other,Other,,https://mp.weixin.qq.com/s/aL-3ZNkSdH06GAbMpNe4fg
