公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器之心,2025-10-07 00:07:09,刚刚，OpenAI开发者大会重磅发布：AgentKit、Codex正式版、Apps SDK与Sora 2 API,OpenAI发布AgentKit、Codex正式版及多项开发者工具,在2025年OpenAI开发者大会上，OpenAI发布了AgentKit、Codex正式版、Apps SDK及Sora 2 API等多项新工具。AgentKit为开发者和企业提供了构建、部署智能体的完整工具集，包括Agent Builder、Connector Registry和ChatKit。Codex正式版带来了新的Slack集成。OpenAI还扩展了强化微调功能，支持定制模型推理。部分工具已全面开放，助力开发者更高效构建智能体应用。,Agent,OpenAI,Sam Altman,https://mp.weixin.qq.com/s/d9-xJiuuxvLyyE52cL6Jog
机器之心,2025-10-07 00:07:09,清华、NVIDIA、斯坦福提出DiffusionNFT：基于前向过程的扩散强化学习新范式，训练效率提升25倍,DiffusionNFT：基于前向过程的扩散模型强化学习新范式及其训练效率提升,清华大学、NVIDIA和斯坦福团队联合提出DiffusionNFT，一种直接在扩散模型前向加噪过程上进行强化学习优化的新方法。该方法突破了传统反向过程优化的局限，实现了训练效率提升3至25倍，且无需依赖特定采样器和似然估计，支持多奖励联合优化，显著提升生成质量和对齐度，推动扩散模型生成对齐范式的统一发展。,Diffusion Model,THU,"朱军, Stefano Ermon, 郑凯文, 陈华玉",https://mp.weixin.qq.com/s/1R0D7WN6-t6HBtQ4hpFjwA
新智元,2025-10-06 22:08:29,刚刚，奥特曼官宣ChatGPT「终极OS入口」！8分钟速搭智能体，8亿人狂欢,OpenAI发布ChatGPT Apps SDK与AgentKit，推动智能体无代码构建与操作系统级入口发展,在2025年OpenAI开发者日上，OpenAI宣布推出Apps SDK、AgentKit、Codex无代码开发平台及Sora 2三大API，旨在将ChatGPT打造为未来操作系统级入口。AgentKit支持通过可视化拖拽快速搭建智能体，降低开发门槛。OpenAI开发者规模和ChatGPT活跃用户均大幅增长，显示AI技术正成为新的基础设施。此次发布标志着ChatGPT生态迈入原生应用和智能体快速构建新时代。,Agent,OpenAI,"Fidji Simo, Alexi, Christina Huang",https://mp.weixin.qq.com/s/YpNMlOVAviKq6-GXkYUG5A
新智元,2025-10-06 22:08:29,陶哲轩联手ChatGPT！10分钟击碎30年「无理」难题，数学圈炸裂,陶哲轩利用ChatGPT与OEIS数据库解决30年悬而未决的Erdős数学问题,陶哲轩借助ChatGPT计算级数前几项并结合OEIS数据库，迅速发现并确认了一道悬而未决30多年的Erdős问题已被华人数学家破解的文献，实现了数学问题的快速解决。这一过程展示了AI在数学研究中辅助文献检索和问题关联的潜力，并推动了Erdős问题与OEIS数据库的系统性连接。,AI4Science,Other,陶哲轩,https://mp.weixin.qq.com/s/6b1gXC_iKtTA9tQAgacQvg
新智元,2025-10-06 22:08:29,顿悟不是玄学！港科大清华等联手：撕开推理黑箱，RL让AI像人思考,强化学习驱动大语言模型分层推理机制研究,本文报道了香港科技大学、滑铁卢大学和清华大学等团队最新研究，首次揭示强化学习提升大语言模型推理能力的内在机制。研究发现，LLM推理过程自发分为底层执行和高层规划两个阶段，模型先巩固基础执行能力，再发展策略规划能力。基于此，提出了分层感知信用分配机制（HICRA），显著提升模型推理性能。该研究为理解强化学习如何促进类人推理提供了理论依据和实验支持。,LLM,THU,,https://mp.weixin.qq.com/s/Ob-xdTKQ--j9k0U_n83gEw
机器之心,2025-10-07 03:56:58,田渊栋与Russell团队联手，证明Transformer能在训练中自然学会叠加推理,Transformer训练中连续思维链叠加推理机制的理论分析,本文报道了田渊栋团队与Stuart Russell团队合作的最新研究，理论证明了Transformer模型在训练中能够自发形成连续思维链的叠加推理机制。该机制使模型在连续隐空间中并行保留多条推理路径，从而提升复杂推理任务的效率。研究通过图可达性问题的简化模型，揭示了训练动态中的关键阶段及索引匹配logit的有界性，解释了叠加态自然涌现的原因，并通过实验验证了理论分析。,LLM,Other,"田渊栋, Stuart Russell, Hanlin Zhu",https://mp.weixin.qq.com/s/gnHQcKaq5Kehr11Jh95AHg
具身智能之心,2025-10-07 00:51:19,最新SOTA！JanusVLN：双重隐式记忆解耦语义与空间，显著降低了计算与推理开销,JanusVLN：基于双重隐式记忆的视觉语言导航框架,JanusVLN提出了一种创新的视觉语言导航（VLN）框架，通过解耦语义与空间信息，采用双重隐式记忆机制，实现了高效的三维空间推理。该方法仅依赖单目RGB视频输入，结合预训练的3D视觉几何模型，显著降低了计算与推理开销。实验结果表明，JanusVLN在多个VLN基准上取得了领先性能，推动了具身智能体在复杂环境中导航能力的发展。,Embodied AI,Other,,https://mp.weixin.qq.com/s/q6E1L_bqdXZvbp-kTmt-2Q
具身智能之心,2025-10-07 00:51:19,“盲眼”机器人在完全看不见的情况下30秒跑酷首秀惊艳！,基于交互网格的动作重定向与强化学习实现盲眼人形机器人复杂环境下的移操一体技能,本文介绍了亚马逊机器人团队FAR发布的人形机器人OmniRetarget，该系统通过交互网格建模机器人、物体与环境的空间与接触关系，实现了人类动作向机器人动作的高保真映射及多样化数据增强。结合强化学习，OmniRetarget实现了在无摄像头等感知单元情况下的零样本迁移，支持机器人在复杂环境中完成跑酷、搬运等长时程移操一体任务，显著提升了机器人自主操作能力。,Embodied AI,Amazon,,https://mp.weixin.qq.com/s/s1rZrbCuqXo51m3KfjjOWg
具身智能之心,2025-10-07 00:51:19,具身研究的第一套机械臂，老师给我推荐了这款，好用性价比高！,面向具身AI科研的轻量级高性价比机械臂Imeta-y1设计与应用,本文介绍了一款专为具身AI科研和教育设计的轻量级机械臂Imeta-y1，具备高精度运动控制、低功耗及开放软硬件架构，支持从仿真到真机的无缝联调。该机械臂兼容主流AI框架，提供全流程开源SDK和工具链，适用于算法验证、数据采集、模型训练与部署，显著降低开发成本和风险，满足科研和教学需求。,Embodied AI,Other,,https://mp.weixin.qq.com/s/3YjIBkrzn8t1Z7CthULDpw
新智元,2025-10-07 05:27:11,4万亿帝国接班人浮出水面！苹果不需要另一个库克,苹果公司高层变动与未来领导人展望,随着苹果CEO蒂姆·库克即将年满65岁，公司高层权力结构正在经历重大调整。首席运营官Jeff Williams宣布卸任，AI主管John Giannandrea面临职权削减，芯片负责人Johny Srouji也在评估未来。苹果内部接班人约翰·特努斯备受关注，同时公司正积极从竞争对手Meta挖掘AI人才，强化AI能力。整体来看，苹果正处于领导层交接与战略转型的关键时期。,Other,Meta,"John Ternus, Tim Cook, Jeff Williams, John Giannandrea, Johny Srouji, Alexandr Wang",https://mp.weixin.qq.com/s/VsLRAsh_E1rt_mwrumYc3A
