标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
VoxHammer: Training-Free Precise and Coherent 3D Editing in Native 3D Space,VoxHammer：无需训练的原生3D空间中精确且连贯的3D编辑,26 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.19247v1,http://arxiv.org/abs/2508.19247v1,2508.19247v1,本文提出了VoxHammer，一种无需训练即可在三维空间中实现精确且连贯局部编辑的新方法。该方法通过保留未编辑区域的特征信息，确保编辑后模型的整体一致性和细节准确性。为评估编辑效果，作者构建了包含人工标注编辑区域的Edit3D-Bench数据集。实验结果表明，VoxHammer在保持未编辑区域的三维一致性和整体质量方面显著优于现有技术，具备为三维生成任务提供高质量编辑数据的潜力。
Articulate3D: Zero-Shot Text-Driven 3D Object Posing,Articulate3D：零样本文本驱动的3D物体姿态调整,26 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.19244v1,http://arxiv.org/abs/2508.19244v1,2508.19244v1,本文提出了一种无需训练的新方法Articulate3D，通过文本指令实现对3D模型姿态的控制。该方法首先利用改进的图像生成模型，根据输入图像和文本生成目标图像；随后通过多视角优化，将3D网格对齐到目标姿态。核心创新在于引入一种自注意力机制，保持模型结构一致性，并通过关键点匹配替代传统渲染信号以提升优化效果。实验表明，Articulate3D能在多样化物体和自由文本指令下准确调整姿态，且用户评价优于现有方法，展现出较强的实用价值。
MemoryVLA: Perceptual-Cognitive Memory in Vision-Language-Action Models for Robotic Manipulation,MemoryVLA：用于机器人操作的视觉-语言-动作模型中的感知-认知记忆,26 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.19236v1,http://arxiv.org/abs/2508.19236v1,2508.19236v1,本文提出了MemoryVLA，一种融合感知与认知记忆机制的视觉-语言-动作模型，旨在提升机器人在长时间跨度和复杂任务中的操作能力。该方法通过模拟人类工作记忆与长期记忆的协同，构建了一个记忆库以存储和利用任务相关的细节和语义信息，从而生成更具时序感知的动作序列。实验结果显示，MemoryVLA在多个模拟和真实机器人任务中显著优于现有方法，特别是在长时序依赖任务上表现出明显提升，展示了其在复杂机器人操作中的广泛应用潜力。
StepWiser: Stepwise Generative Judges for Wiser Reasoning,StepWiser：用于更智慧推理的逐步生成式评判器,26 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.19229v1,http://arxiv.org/abs/2508.19229v1,2508.19229v1,本文提出了一种名为StepWiser的新方法，用于评估多步骤推理过程中每一步的合理性。不同于传统仅做分类判断的模型，StepWiser通过生成式推理对中间步骤进行深入分析，并给出解释性反馈。该模型通过强化学习训练，能够更准确地判断推理步骤的有效性，提升训练阶段的模型表现，并优化推理时的搜索效率。实验结果表明，StepWiser在监督复杂推理过程中的中间步骤质量方面表现优于现有方法，推动了更智能和可靠的多步推理系统的发展。
Predicting the Order of Upcoming Tokens Improves Language Modeling,预测即将出现的Token顺序以提升语言模型性能,26 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.19228v1,http://arxiv.org/abs/2508.19228v1,2508.19228v1,本文提出了一种名为Token Order Prediction（TOP）的新方法，用于改进语言模型的训练。相比传统的多词预测（MTP）方法，TOP通过训练模型判断未来词汇的相对顺序，简化了任务难度并减少了模型复杂度。作者在不同规模的模型上进行实验，结果显示TOP在多个标准自然语言处理测试中均优于传统的下一词预测和多词预测方法，提升了语言模型的性能。该方法为语言模型训练提供了一种更有效的辅助目标。
Generative Interfaces for Language Models,语言模型的生成式界面,26 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.19227v1,http://arxiv.org/abs/2508.19227v1,2508.19227v1,本文提出了一种新型交互方式——生成式界面，旨在突破传统语言模型仅通过线性对话响应的限制。该方法通过让语言模型主动生成任务相关的用户界面，提升多轮、信息密集及探索性任务的交互效率。研究设计了多维评估框架，系统比较了生成式界面与传统聊天界面的表现，结果显示生成式界面在功能性、互动性和用户体验方面均优于传统方式，且超过70%的用户更倾向于使用生成式界面。该工作为提升人机交互体验提供了新的思路和实践基础。
OmniHuman-1.5: Instilling an Active Mind in Avatars via Cognitive Simulation,OmniHuman-1.5：通过认知模拟赋予虚拟人主动思维,26 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.19209v1,http://arxiv.org/abs/2508.19209v1,2508.19209v1,本文提出了OmniHuman-1.5，一种能够赋予虚拟形象“主动思维”的动画生成框架。该方法通过结合多模态大语言模型，提取高层语义信息，指导动画生成，使角色动作不仅物理自然，还能体现情感和意图。创新的多模态融合架构有效整合音频、图像和文本信息，提升动作与场景和语言内容的一致性。实验结果表明，OmniHuman-1.5在口型同步、视频质量和语义表达等方面表现优异，且具备良好的扩展性，适用于多人及非人类角色动画生成。
LSD-3D: Large-Scale 3D Driving Scene Generation with Geometry Grounding,LSD-3D：基于几何约束的大规模三维驾驶场景生成,26 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.19204v1,http://arxiv.org/abs/2508.19204v1,2508.19204v1,本文提出了一种名为LSD-3D的方法，能够直接生成大规模且具有准确几何结构的三维驾驶场景。该方法结合了代理几何生成与基于二维图像先验的引导技术，实现了对场景的高度可控性和真实感。与传统重建方法相比，LSD-3D不仅保持了几何的准确性和因果一致性，还支持基于地图布局的多样化场景生成，为自动驾驶和机器人学习提供了丰富且几何合理的训练数据。
Demystifying Scientific Problem-Solving in LLMs by Probing Knowledge and Reasoning,通过探测知识与推理揭示大语言模型中的科学问题解决机制,26 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.19202v1,http://arxiv.org/abs/2508.19202v1,2508.19202v1,本文针对大型语言模型在科学问题解决中的表现，提出了SciReas和SciReas-Pro两个科学推理评测套件，提供了更全面的评估框架。基于此，作者设计了KRUX探测方法，系统分析了知识获取与推理能力在科学任务中的不同作用。研究发现，模型能否有效检索相关知识是关键瓶颈，结合外部知识和改进推理表达均能提升性能。此外，论文发布了SciLit01，一个具备较强科学推理能力的8亿参数基线模型，为未来科学推理研究提供了重要工具和参考。
Understanding Tool-Integrated Reasoning,理解Tool-Integrated Reasoning（工具集成推理）,26 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.19201v1,http://arxiv.org/abs/2508.19201v1,2508.19201v1,本文首次从理论上证明了工具集成推理（TIR）显著提升大型语言模型的能力，突破了纯文本模型的局限。研究表明，借助如Python解释器等工具，模型能够采用更高效的解决策略，处理复杂且抽象的问题。为引导模型行为，作者提出了一种新算法，提升训练稳定性和性能。实验结果显示，集成工具的模型在数学任务中表现优于纯文本模型，且展现出更灵活的思维模式和更有效的工具使用方式。该工作为理解工具辅助推理的成功机制提供了理论基础。
