标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
EgoNight: Towards Egocentric Vision Understanding at Night with a Challenging Benchmark,EgoNight：面向夜间第一视角视觉理解的挑战性基准,07 Oct 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2510.06218v1,http://arxiv.org/abs/2510.06218v1,2510.06218v1,本文提出了EgoNight，这是首个专注于夜间视角理解的综合基准，核心任务为视觉问答。通过收集并对齐白天与夜间的视频数据，结合自动标注和人工校验，构建了包含3658问答对的高质量数据集。实验显示现有多模态模型在夜间表现显著下降，反映低光环境下的挑战。EgoNight还设计了辅助任务，推动模型在不同光照条件下的泛化能力。该基准为夜间视角应用研究提供了重要资源和评价平台。
TaTToo: Tool-Grounded Thinking PRM for Test-Time Scaling in Tabular Reasoning,TaTToo：基于工具的思维过程奖励模型用于表格推理中的测试时扩展,07 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.06217v1,http://arxiv.org/abs/2510.06217v1,2510.06217v1,本文提出了TaTToo，一种针对表格推理任务的新型过程奖励模型（PRM）框架，旨在提升大规模推理模型在测试时的表现。通过构建包含6万多条高质量步骤级标注的数据集，并结合工具验证机制，TaTToo实现了对表格操作的精确监督。该方法采用分阶段训练策略，有效捕捉表格推理模式并优化模型行为。实验结果表明，TaTToo在多个复杂表格推理基准上显著提升了模型性能，且具备良好的泛化能力，优于现有强基线。
Dropping the D: RGB-D SLAM Without the Depth Sensor,Dropping the D：无需深度传感器的RGB-D SLAM,07 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.06216v1,http://arxiv.org/abs/2510.06216v1,2510.06216v1,本文提出了DropD-SLAM，一种无需深度传感器即可实现RGB-D级别精度的单目实时定位与建图系统。该方法通过预训练的单目深度估计、关键点检测和实例分割模块，替代了主动深度输入，有效抑制动态物体影响，并将静态关键点赋予深度信息用于三维重建。实验表明，DropD-SLAM在标准测试中精度优于或匹配现有RGB-D方法，且运行速度达22帧每秒。该工作展示了利用视觉模型替代深度传感器的可行性，为构建更简洁低成本的SLAM系统提供了新思路。
Fine-grained Defocus Blur Control for Generative Image Models,用于生成图像模型的细粒度散焦模糊控制,07 Oct 2025,Diffusion Model,Other,http://arxiv.org/pdf/2510.06215v1,http://arxiv.org/abs/2510.06215v1,2510.06215v1,本文提出了一种基于文本到图像扩散模型的新方法，通过利用图像中的相机元数据（如光圈信息）实现对镜头模糊效果的精细控制。该方法模拟真实成像过程，先生成全聚焦图像并估计深度，再预测合理的焦距，最终通过镜头模糊模型生成虚化图像。整个过程支持反向传播，无需额外监督即可学习模糊效果。实验表明，该方法在保持场景内容不变的同时，实现了对焦距和虚化程度的精确交互控制，显著优于现有模型。
Stratified GRPO: Handling Structural Heterogeneity in Reinforcement Learning of LLM Search Agents,Stratified GRPO：处理LLM搜索智能体强化学习中的结构异质性,07 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.06214v1,http://arxiv.org/abs/2510.06214v1,2510.06214v1,本文针对大型语言模型搜索代理在强化学习中面临的结构异质性问题，提出了一种名为Stratified GRPO的新方法。该方法通过将不同结构的搜索轨迹分组，分别评估其表现，避免了传统方法中不同类型轨迹混合比较导致的偏差。理论分析证明该方法能提供更准确和稳定的学习信号。实验结果显示，Stratified GRPO在多项问答任务中显著提升了训练效果和策略质量，表明分层处理是解决结构异质性问题的有效途径。
Training Dynamics Impact Post-Training Quantization Robustness,训练动态对后训练量化鲁棒性的影响,07 Oct 2025,LLM,Other,http://arxiv.org/pdf/2510.06213v1,http://arxiv.org/abs/2510.06213v1,2510.06213v1,本文系统分析了大规模语言模型训练过程中的量化鲁棒性，揭示了学习率与其他训练超参数的复杂相互作用是导致量化误差的关键因素。研究发现，学习率衰减后，验证损失与量化误差出现分离，这一现象与训练数据规模关系不大。通过控制训练动态并调整超参数，作者在实验中成功提升了模型的量化性能，挑战了“数据规模越大量化效果越差”的普遍认知，展示了合理训练策略在保障量化质量中的重要作用。
Drive&Gen: Co-Evaluating End-to-End Driving and Video Generation Models,Drive&Gen：端到端驾驶与视频生成模型的联合评估,07 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.06209v1,http://arxiv.org/abs/2510.06209v1,2510.06209v1,无法生成摘要。
EmbodiedCoder: Parameterized Embodied Mobile Manipulation via Modern Coding Model,EmbodiedCoder：基于现代编码模型的参数化具身移动操作,07 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.06207v1,http://arxiv.org/abs/2510.06207v1,2510.06207v1,无法生成摘要。
Reference Grounded Skill Discovery,基于参考的技能发现,07 Oct 2025,Agent,Other,http://arxiv.org/pdf/2510.06203v1,http://arxiv.org/abs/2510.06203v1,2510.06203v1,无法生成摘要。
DYMO-Hair: Generalizable Volumetric Dynamics Modeling for Robot Hair Manipulation,DYMO-Hair：面向机器人头发操控的通用体积动力学建模,07 Oct 2025,Embodied AI,Other,http://arxiv.org/pdf/2510.06199v1,http://arxiv.org/abs/2510.06199v1,2510.06199v1,无法生成摘要。
